Date,AEM
2022-02-28,50.4900016784668
2022-03-01,52.84000015258789
2022-03-02,52.630001068115234
2022-03-03,52.790000915527344
2022-03-04,56.4900016784668
2022-03-07,58.2599983215332
2022-03-08,60.95000076293945
2022-03-09,61.52000045776367
2022-03-10,62.06999969482422
2022-03-11,61.400001525878906
2022-03-14,59.4900016784668
2022-03-15,59.709999084472656
2022-03-16,59.65999984741211
2022-03-17,61.119998931884766
2022-03-18,60.36000061035156
2022-03-21,62.470001220703125
2022-03-22,61.29999923706055
2022-03-23,62.63999938964844
2022-03-24,62.189998626708984
2022-03-25,62.04999923706055
2022-03-28,60.38999938964844
2022-03-29,60.650001525878906
2022-03-30,61.7400016784668
2022-03-31,61.2400016784668
2022-04-01,63.279998779296875
2022-04-04,63.400001525878906
2022-04-05,62.75
2022-04-06,62.77000045776367
2022-04-07,62.97999954223633
2022-04-08,65.12999725341797
2022-04-11,63.81999969482422
2022-04-12,64.94000244140625
2022-04-13,65.68000030517578
2022-04-14,65.80000305175781
2022-04-18,65.75
2022-04-19,64.16999816894531
2022-04-20,64.88999938964844
2022-04-21,61.7599983215332
2022-04-22,59.599998474121094
2022-04-25,57.470001220703125
2022-04-26,56.0099983215332
2022-04-27,55.15999984741211
2022-04-28,55.849998474121094
2022-04-29,58.22999954223633
2022-05-02,57.52000045776367
2022-05-03,57.849998474121094
2022-05-04,59.61000061035156
2022-05-05,58.09000015258789
2022-05-06,57.380001068115234
2022-05-09,54.04999923706055
2022-05-10,53.470001220703125
2022-05-11,53.029998779296875
2022-05-12,50.61000061035156
2022-05-13,50.63999938964844
2022-05-16,51.650001525878906
2022-05-17,52.099998474121094
2022-05-18,50.900001525878906
2022-05-19,54.06999969482422
2022-05-20,53.86000061035156
2022-05-23,53.7599983215332
2022-05-24,55.040000915527344
2022-05-25,54.810001373291016
2022-05-26,53.630001068115234
2022-05-27,54.060001373291016
2022-05-31,52.93000030517578
2022-06-01,53.16999816894531
2022-06-02,55.439998626708984
2022-06-03,54.18000030517578
2022-06-06,53.400001525878906
2022-06-07,53.47999954223633
2022-06-08,53.08000183105469
2022-06-09,51.33000183105469
2022-06-10,54.0099983215332
2022-06-13,50.540000915527344
2022-06-14,48.560001373291016
2022-06-15,49.220001220703125
2022-06-16,51.459999084472656
2022-06-17,50.7400016784668
2022-06-21,51.45000076293945
2022-06-22,50.47999954223633
2022-06-23,48.20000076293945
2022-06-24,49.220001220703125
2022-06-27,50.06999969482422
2022-06-28,48.560001373291016
2022-06-29,47.7599983215332
2022-06-30,45.7599983215332
2022-07-01,47.40999984741211
2022-07-05,45.540000915527344
2022-07-06,45.22999954223633
2022-07-07,45.27000045776367
2022-07-08,45.16999816894531
2022-07-11,44.88999938964844
2022-07-12,43.88999938964844
2022-07-13,44.7400016784668
2022-07-14,42.9900016784668
2022-07-15,42.61000061035156
2022-07-18,42.709999084472656
2022-07-19,42.97999954223633
2022-07-20,41.040000915527344
2022-07-21,41.380001068115234
2022-07-22,40.279998779296875
2022-07-25,38.439998626708984
2022-07-26,39.47999954223633
2022-07-27,39.5099983215332
2022-07-28,42.0099983215332
2022-07-29,42.9900016784668
2022-08-01,42.939998626708984
2022-08-02,42.220001220703125
2022-08-03,42.61000061035156
2022-08-04,43.7599983215332
2022-08-05,43.459999084472656
2022-08-08,45.0
2022-08-09,44.93000030517578
2022-08-10,45.90999984741211
2022-08-11,44.900001525878906
2022-08-12,46.2599983215332
2022-08-15,45.45000076293945
2022-08-16,45.47999954223633
2022-08-17,43.650001525878906
2022-08-18,44.15999984741211
2022-08-19,43.720001220703125
2022-08-22,44.290000915527344
2022-08-23,44.95000076293945
2022-08-24,45.709999084472656
2022-08-25,45.560001373291016
2022-08-26,43.560001373291016
2022-08-29,43.56999969482422
2022-08-30,42.29999923706055
2022-08-31,41.209999084472656
2022-09-01,40.189998626708984
2022-09-02,41.560001373291016
2022-09-06,41.02000045776367
2022-09-07,42.41999816894531
2022-09-08,42.95000076293945
2022-09-09,44.11000061035156
2022-09-12,44.83000183105469
2022-09-13,42.810001373291016
2022-09-14,43.0
2022-09-15,41.08000183105469
2022-09-16,41.68000030517578
2022-09-19,41.900001525878906
2022-09-20,41.130001068115234
2022-09-21,41.11000061035156
2022-09-22,41.130001068115234
2022-09-23,39.06999969482422
2022-09-26,37.540000915527344
2022-09-27,37.650001525878906
2022-09-28,40.720001220703125
2022-09-29,41.43000030517578
2022-09-30,42.22999954223633
2022-10-03,44.08000183105469
2022-10-04,45.40999984741211
2022-10-05,44.43000030517578
2022-10-06,45.130001068115234
2022-10-07,42.63999938964844
2022-10-10,42.09000015258789
2022-10-11,41.4900016784668
2022-10-12,41.95000076293945
2022-10-13,41.84000015258789
2022-10-14,40.119998931884766
2022-10-17,41.369998931884766
2022-10-18,41.779998779296875
2022-10-19,40.400001525878906
2022-10-20,40.97999954223633
2022-10-21,43.06999969482422
2022-10-24,42.34000015258789
2022-10-25,43.02000045776367
2022-10-26,44.810001373291016
2022-10-27,44.93000030517578
2022-10-28,45.16999816894531
2022-10-31,43.959999084472656
2022-11-01,45.7599983215332
2022-11-02,42.29999923706055
2022-11-03,41.08000183105469
2022-11-04,43.40999984741211
2022-11-07,43.08000183105469
2022-11-08,45.619998931884766
2022-11-09,44.18000030517578
2022-11-10,47.63999938964844
2022-11-11,48.70000076293945
2022-11-14,48.619998931884766
2022-11-15,48.099998474121094
