Date,SYK
2022-09-15,226.72000122070312
2022-09-16,221.25
2022-09-19,220.8800048828125
2022-09-20,217.9600067138672
2022-09-21,212.47000122070312
2022-09-22,208.8800048828125
2022-09-23,206.92999267578125
2022-09-26,203.25999450683594
2022-09-27,202.67999267578125
2022-09-28,205.82000732421875
2022-09-29,205.47999572753906
2022-09-30,202.5399932861328
2022-10-03,209.83999633789062
2022-10-04,215.8000030517578
2022-10-05,216.1199951171875
2022-10-06,211.4199981689453
2022-10-07,208.52000427246094
2022-10-10,208.0
2022-10-11,211.4600067138672
2022-10-12,208.64999389648438
2022-10-13,214.10000610351562
2022-10-14,209.1300048828125
2022-10-17,215.6300048828125
2022-10-18,214.9199981689453
2022-10-19,216.69000244140625
2022-10-20,214.44000244140625
2022-10-21,218.30999755859375
2022-10-24,220.5
2022-10-25,224.6199951171875
2022-10-26,228.58999633789062
2022-10-27,228.27999877929688
2022-10-28,229.22999572753906
2022-10-31,229.24000549316406
2022-11-01,220.08999633789062
2022-11-02,211.97000122070312
2022-11-03,205.50999450683594
2022-11-04,210.97999572753906
2022-11-07,213.52000427246094
2022-11-08,209.83999633789062
2022-11-09,207.16000366210938
2022-11-10,218.9600067138672
2022-11-11,224.2899932861328
2022-11-14,218.99000549316406
2022-11-15,221.97000122070312
2022-11-16,221.25999450683594
2022-11-17,218.97999572753906
2022-11-18,223.61000061035156
2022-11-21,224.64999389648438
2022-11-22,226.52000427246094
2022-11-23,230.2899932861328
2022-11-25,232.74000549316406
2022-11-28,227.27000427246094
2022-11-29,227.1999969482422
2022-11-30,233.88999938964844
2022-12-01,240.77000427246094
2022-12-02,243.11000061035156
2022-12-05,237.89999389648438
2022-12-06,235.5399932861328
2022-12-07,242.0800018310547
2022-12-08,247.83999633789062
2022-12-09,244.6300048828125
2022-12-12,249.1699981689453
2022-12-13,253.9499969482422
2022-12-14,253.82000732421875
2022-12-15,245.0
2022-12-16,239.83999633789062
2022-12-19,239.02999877929688
2022-12-20,238.60000610351562
2022-12-21,241.5399932861328
2022-12-22,241.77000427246094
2022-12-23,242.83999633789062
2022-12-27,244.02999877929688
2022-12-28,241.66000366210938
2022-12-29,245.5
2022-12-30,244.49000549316406
2023-01-03,246.02999877929688
2023-01-04,252.49000549316406
2023-01-05,249.82000732421875
2023-01-06,256.25
2023-01-09,261.0
2023-01-10,263.80999755859375
2023-01-11,258.80999755859375
2023-01-12,256.3500061035156
2023-01-13,259.82000732421875
2023-01-17,256.3999938964844
2023-01-18,252.02000427246094
2023-01-19,253.30999755859375
2023-01-20,256.2200012207031
2023-01-23,257.489990234375
2023-01-24,255.75
2023-01-25,252.9499969482422
2023-01-26,252.41000366210938
2023-01-27,254.1699981689453
2023-01-30,249.5399932861328
2023-01-31,253.80999755859375
2023-02-01,278.95001220703125
2023-02-02,282.4800109863281
2023-02-03,283.1400146484375
2023-02-06,271.4800109863281
2023-02-07,272.45001220703125
2023-02-08,268.2200012207031
2023-02-09,264.3599853515625
2023-02-10,264.3399963378906
2023-02-13,266.989990234375
2023-02-14,264.6600036621094
2023-02-15,265.2799987792969
2023-02-16,263.2099914550781
2023-02-17,263.1600036621094
2023-02-21,261.2200012207031
2023-02-22,261.6499938964844
2023-02-23,263.3500061035156
2023-02-24,262.30999755859375
2023-02-27,262.6199951171875
2023-02-28,262.8800048828125
2023-03-01,259.9700012207031
2023-03-02,262.0899963378906
2023-03-03,271.5299987792969
2023-03-06,267.3999938964844
2023-03-07,264.69000244140625
2023-03-08,265.5899963378906
2023-03-09,268.3500061035156
2023-03-10,264.69000244140625
2023-03-13,266.7099914550781
2023-03-14,275.69000244140625
2023-03-15,273.0299987792969
2023-03-16,275.2099914550781
2023-03-17,274.44000244140625
2023-03-20,276.8299865722656
2023-03-21,278.1199951171875
2023-03-22,272.3399963378906
2023-03-23,274.2799987792969
2023-03-24,276.69000244140625
2023-03-27,278.1099853515625
2023-03-28,277.4100036621094
2023-03-29,279.0299987792969
2023-03-30,280.7099914550781
2023-03-31,285.4700012207031
2023-04-03,287.55999755859375
2023-04-04,287.1000061035156
2023-04-05,288.0299987792969
2023-04-06,287.67999267578125
2023-04-10,288.239990234375
2023-04-11,290.5299987792969
2023-04-12,290.1000061035156
2023-04-13,291.6099853515625
2023-04-14,291.760009765625
2023-04-17,292.7799987792969
2023-04-18,290.9200134277344
2023-04-19,299.30999755859375
2023-04-20,302.1000061035156
2023-04-21,303.5400085449219
2023-04-24,302.0400085449219
2023-04-25,299.489990234375
2023-04-26,298.79998779296875
2023-04-27,298.2200012207031
2023-04-28,299.6499938964844
2023-05-01,299.8900146484375
2023-05-02,293.8900146484375
2023-05-03,287.1400146484375
2023-05-04,284.6300048828125
2023-05-05,284.7099914550781
2023-05-08,288.2699890136719
2023-05-09,283.6499938964844
2023-05-10,285.6000061035156
2023-05-11,285.1199951171875
2023-05-12,285.4700012207031
2023-05-15,288.9200134277344
2023-05-16,285.94000244140625
2023-05-17,283.9800109863281
2023-05-18,285.260009765625
2023-05-19,285.3699951171875
2023-05-22,286.1700134277344
2023-05-23,274.1600036621094
2023-05-24,272.55999755859375
2023-05-25,272.3999938964844
2023-05-26,272.5799865722656
2023-05-30,271.489990234375
2023-05-31,275.5799865722656
2023-06-01,278.57000732421875
2023-06-02,278.29998779296875
2023-06-05,277.9599914550781
2023-06-06,276.54998779296875
2023-06-07,277.9700012207031
2023-06-08,276.7699890136719
2023-06-09,280.6400146484375
2023-06-12,279.9200134277344
2023-06-13,281.739990234375
2023-06-14,293.57000732421875
2023-06-15,295.6499938964844
2023-06-16,294.3500061035156
2023-06-20,297.79998779296875
2023-06-21,297.57000732421875
2023-06-22,297.8900146484375
2023-06-23,297.8800048828125
2023-06-26,296.8399963378906
2023-06-27,298.75
2023-06-28,300.2799987792969
2023-06-29,301.7699890136719
2023-06-30,305.0899963378906
2023-07-03,298.0
2023-07-05,297.3699951171875
2023-07-06,295.67999267578125
2023-07-07,294.2699890136719
2023-07-10,295.29998779296875
2023-07-11,296.4100036621094
2023-07-12,298.0299987792969
2023-07-13,299.6400146484375
2023-07-14,302.42999267578125
2023-07-17,298.6199951171875
2023-07-18,296.6400146484375
2023-07-19,294.4800109863281
2023-07-20,296.0400085449219
2023-07-21,295.5899963378906
2023-07-24,290.7300109863281
2023-07-25,290.9100036621094
2023-07-26,290.1199951171875
2023-07-27,282.010009765625
2023-07-28,283.0
2023-07-31,283.4100036621094
2023-08-01,279.2699890136719
2023-08-02,274.57000732421875
2023-08-03,275.6199951171875
2023-08-04,283.7099914550781
2023-08-07,286.2699890136719
2023-08-08,282.3299865722656
2023-08-09,282.0
2023-08-10,283.010009765625
2023-08-11,282.1099853515625
2023-08-14,284.7900085449219
2023-08-15,284.8599853515625
2023-08-16,281.6099853515625
2023-08-17,277.92999267578125
2023-08-18,277.9100036621094
2023-08-21,276.239990234375
2023-08-22,275.4800109863281
2023-08-23,275.9599914550781
2023-08-24,273.44000244140625
2023-08-25,278.1199951171875
2023-08-28,278.30999755859375
2023-08-29,285.0199890136719
2023-08-30,287.1400146484375
2023-08-31,283.54998779296875
2023-09-01,284.45001220703125
2023-09-05,286.2900085449219
2023-09-06,289.1000061035156
2023-09-07,289.0199890136719
2023-09-08,289.5400085449219
2023-09-11,299.7200012207031
2023-09-12,294.7699890136719
2023-09-13,297.32000732421875
2023-09-14,295.0
2023-09-15,292.7699890136719
2023-09-18,293.2200012207031
2023-09-19,293.7099914550781
2023-09-20,288.9700012207031
2023-09-21,284.45001220703125
2023-09-22,285.2799987792969
2023-09-25,287.3800048828125
2023-09-26,273.54998779296875
2023-09-27,266.5400085449219
2023-09-28,273.4100036621094
2023-09-29,273.2699890136719
2023-10-02,273.8399963378906
2023-10-03,265.8699951171875
2023-10-04,266.20001220703125
2023-10-05,264.80999755859375
2023-10-06,265.8500061035156
2023-10-09,266.79998779296875
2023-10-10,274.44000244140625
2023-10-11,260.04998779296875
2023-10-12,253.85000610351562
2023-10-13,257.8800048828125
2023-10-16,264.0899963378906
2023-10-17,268.80999755859375
2023-10-18,270.17999267578125
2023-10-19,268.4200134277344
2023-10-20,265.69000244140625
2023-10-23,263.57000732421875
2023-10-24,265.05999755859375
2023-10-25,259.05999755859375
2023-10-26,258.5799865722656
2023-10-27,261.9100036621094
2023-10-30,262.5799865722656
2023-10-31,270.2200012207031
2023-11-01,272.04998779296875
2023-11-02,278.2300109863281
2023-11-03,276.2200012207031
2023-11-06,276.8399963378906
2023-11-07,275.0
2023-11-08,274.7799987792969
2023-11-09,270.8399963378906
2023-11-10,273.6199951171875
2023-11-13,281.8399963378906
2023-11-14,283.0299987792969
2023-11-15,283.6400146484375
2023-11-16,291.54998779296875
2023-11-17,288.3800048828125
2023-11-20,289.2900085449219
2023-11-21,293.6600036621094
2023-11-22,294.04998779296875
2023-11-24,293.6400146484375
2023-11-27,293.9599914550781
2023-11-28,292.0400085449219
2023-11-29,294.3699951171875
2023-11-30,296.3299865722656
2023-12-01,297.7900085449219
2023-12-04,290.95001220703125
2023-12-05,290.510009765625
2023-12-06,287.8699951171875
2023-12-07,289.3800048828125
2023-12-08,289.1000061035156
2023-12-11,293.0299987792969
2023-12-12,294.5299987792969
2023-12-13,298.5299987792969
2023-12-14,297.1000061035156
2023-12-15,290.1499938964844
2023-12-18,291.4700012207031
2023-12-19,291.9800109863281
2023-12-20,288.30999755859375
2023-12-21,296.0299987792969
2023-12-22,297.5
2023-12-26,299.07000732421875
2023-12-27,299.010009765625
2023-12-28,299.1199951171875
2023-12-29,299.4599914550781
2024-01-02,296.2300109863281
2024-01-03,293.94000244140625
2024-01-04,298.04998779296875
2024-01-05,295.3299865722656
2024-01-08,299.9800109863281
2024-01-09,303.25
2024-01-10,307.7799987792969
2024-01-11,308.989990234375
2024-01-12,312.8999938964844
2024-01-16,314.2900085449219
2024-01-17,313.67999267578125
2024-01-18,314.7200012207031
2024-01-19,315.04998779296875
2024-01-22,313.2699890136719
2024-01-23,312.17999267578125
2024-01-24,307.75
2024-01-25,311.9100036621094
2024-01-26,311.3599853515625
2024-01-29,314.5
2024-01-30,316.6400146484375
2024-01-31,335.4800109863281
2024-02-01,340.55999755859375
2024-02-02,342.04998779296875
2024-02-05,342.9100036621094
2024-02-06,339.7699890136719
2024-02-07,342.7200012207031
2024-02-08,339.0299987792969
2024-02-09,341.9599914550781
2024-02-12,341.0899963378906
2024-02-13,339.79998779296875
2024-02-14,349.4200134277344
2024-02-15,348.7900085449219
2024-02-16,349.29998779296875
2024-02-20,348.07000732421875
2024-02-21,347.55999755859375
2024-02-22,353.1499938964844
2024-02-23,355.0299987792969
2024-02-26,352.4599914550781
2024-02-27,352.2099914550781
2024-02-28,351.79998779296875
2024-02-29,349.07000732421875
2024-03-01,353.2200012207031
2024-03-04,355.8500061035156
2024-03-05,352.3900146484375
2024-03-06,355.0
2024-03-07,357.6199951171875
2024-03-08,357.8699951171875
2024-03-11,355.5899963378906
2024-03-12,358.3900146484375
2024-03-13,356.8900146484375
2024-03-14,355.6400146484375
2024-03-15,352.2300109863281
2024-03-18,354.0799865722656
2024-03-19,356.8900146484375
2024-03-20,353.19000244140625
2024-03-21,353.510009765625
2024-03-22,352.6199951171875
2024-03-25,351.0299987792969
2024-03-26,350.3800048828125
2024-03-27,358.7099914550781
2024-03-28,357.8699951171875
2024-04-01,354.6700134277344
2024-04-02,349.3800048828125
2024-04-03,351.0
2024-04-04,347.3800048828125
2024-04-05,351.0199890136719
2024-04-08,349.75
2024-04-09,350.9100036621094
2024-04-10,347.3299865722656
2024-04-11,346.2900085449219
2024-04-12,342.04998779296875
2024-04-15,339.1300048828125
2024-04-16,337.6600036621094
2024-04-17,336.0299987792969
2024-04-18,327.45001220703125
2024-04-19,325.42999267578125
2024-04-22,327.67999267578125
2024-04-23,334.9100036621094
2024-04-24,336.8500061035156
2024-04-25,337.1499938964844
2024-04-26,335.6099853515625
2024-04-29,338.8699951171875
2024-04-30,336.5
2024-05-01,328.1199951171875
2024-05-02,326.6300048828125
2024-05-03,328.45001220703125
2024-05-06,325.5
2024-05-07,332.1400146484375
2024-05-08,329.2799987792969
2024-05-09,330.8599853515625
2024-05-10,330.5799865722656
2024-05-13,324.55999755859375
2024-05-14,324.29998779296875
2024-05-15,331.989990234375
2024-05-16,333.9800109863281
2024-05-17,334.67999267578125
2024-05-20,329.7300109863281
2024-05-21,330.510009765625
2024-05-22,335.4200134277344
2024-05-23,330.1199951171875
2024-05-24,335.5400085449219
2024-05-28,339.30999755859375
2024-05-29,341.1400146484375
2024-05-30,340.5199890136719
2024-05-31,341.0899963378906
2024-06-03,339.3900146484375
2024-06-04,342.0
2024-06-05,345.989990234375
2024-06-06,349.6300048828125
2024-06-07,349.3299865722656
2024-06-10,348.1700134277344
2024-06-11,346.3999938964844
2024-06-12,346.4100036621094
2024-06-13,343.0199890136719
2024-06-14,344.9800109863281
2024-06-17,344.70001220703125
2024-06-18,348.6700134277344
2024-06-20,341.3500061035156
2024-06-21,342.6400146484375
2024-06-24,339.07000732421875
2024-06-25,339.54998779296875
2024-06-26,340.510009765625
2024-06-27,340.5400085449219
2024-06-28,340.25
2024-07-01,336.5
2024-07-02,334.29998779296875
2024-07-03,332.0199890136719
2024-07-05,337.25
2024-07-08,334.1099853515625
2024-07-09,335.57000732421875
2024-07-10,337.3399963378906
2024-07-11,338.0899963378906
2024-07-12,339.3699951171875
2024-07-15,328.55999755859375
2024-07-16,333.42999267578125
2024-07-17,334.6400146484375
2024-07-18,331.2300109863281
2024-07-19,340.95001220703125
2024-07-22,342.3900146484375
2024-07-23,341.7300109863281
2024-07-24,340.4200134277344
2024-07-25,327.44000244140625
2024-07-26,331.6700134277344
2024-07-29,333.2799987792969
2024-07-30,330.2200012207031
2024-07-31,327.45001220703125
2024-08-01,333.1700134277344
2024-08-02,331.55999755859375
2024-08-05,315.94000244140625
2024-08-06,322.6700134277344
2024-08-07,319.6000061035156
2024-08-08,325.989990234375
2024-08-09,327.8299865722656
2024-08-12,325.20001220703125
2024-08-13,328.989990234375
2024-08-14,332.67999267578125
2024-08-15,334.1700134277344
2024-08-16,337.8900146484375
2024-08-19,341.05999755859375
2024-08-20,342.92999267578125
2024-08-21,345.32000732421875
2024-08-22,350.7200012207031
2024-08-23,353.2900085449219
2024-08-26,354.29998779296875
2024-08-27,358.510009765625
2024-08-28,356.1499938964844
2024-08-29,357.92999267578125
2024-08-30,360.4200134277344
2024-09-03,359.6199951171875
2024-09-04,360.29998779296875
2024-09-05,358.0
2024-09-06,358.9200134277344
2024-09-09,362.7799987792969
2024-09-10,365.04998779296875
2024-09-11,366.3500061035156
2024-09-12,367.7900085449219
2024-09-13,370.25
2024-09-16,371.9599914550781
2024-09-17,363.95001220703125
2024-09-18,361.3599853515625
2024-09-19,365.04998779296875
2024-09-20,364.80999755859375
2024-09-23,366.5299987792969
2024-09-24,361.0
2024-09-25,359.5
2024-09-26,361.3500061035156
2024-09-27,360.2699890136719
2024-09-30,361.260009765625
2024-10-01,357.2699890136719
2024-10-02,355.1099853515625
2024-10-03,351.6099853515625
2024-10-04,351.2200012207031
2024-10-07,345.1400146484375
2024-10-08,350.7900085449219
2024-10-09,353.9599914550781
2024-10-10,353.3699951171875
2024-10-11,355.6000061035156
2024-10-14,359.7099914550781
2024-10-15,358.9800109863281
2024-10-16,361.30999755859375
2024-10-17,359.7300109863281
2024-10-18,369.55999755859375
2024-10-21,367.25
2024-10-22,366.0199890136719
2024-10-23,363.239990234375
2024-10-24,359.8999938964844
2024-10-25,352.82000732421875
2024-10-28,356.010009765625
2024-10-29,359.010009765625
2024-10-30,363.42999267578125
2024-10-31,356.2799987792969
2024-11-01,367.1499938964844
2024-11-04,366.8999938964844
2024-11-05,369.8599853515625
2024-11-06,369.0199890136719
2024-11-07,369.8299865722656
2024-11-08,375.9599914550781
2024-11-11,378.8599853515625
2024-11-12,387.1099853515625
2024-11-13,388.3399963378906
2024-11-14,383.2799987792969
2024-11-15,390.0799865722656
2024-11-18,389.3999938964844
2024-11-19,388.67999267578125
2024-11-20,385.67999267578125
2024-11-21,390.1400146484375
