Date,FE
2022-02-28,41.849998474121094
2022-03-01,41.31999969482422
2022-03-02,41.66999816894531
2022-03-03,42.41999816894531
2022-03-04,42.880001068115234
2022-03-07,44.56999969482422
2022-03-08,44.310001373291016
2022-03-09,44.08000183105469
2022-03-10,44.029998779296875
2022-03-11,43.970001220703125
2022-03-14,44.25
2022-03-15,44.189998626708984
2022-03-16,43.880001068115234
2022-03-17,44.04999923706055
2022-03-18,43.13999938964844
2022-03-21,43.599998474121094
2022-03-22,43.54999923706055
2022-03-23,43.5099983215332
2022-03-24,43.90999984741211
2022-03-25,44.84000015258789
2022-03-28,45.09000015258789
2022-03-29,45.459999084472656
2022-03-30,45.79999923706055
2022-03-31,45.86000061035156
2022-04-01,46.59000015258789
2022-04-04,46.310001373291016
2022-04-05,46.63999938964844
2022-04-06,47.93000030517578
2022-04-07,47.47999954223633
2022-04-08,47.470001220703125
2022-04-11,46.880001068115234
2022-04-12,47.13999938964844
2022-04-13,47.15999984741211
2022-04-14,47.400001525878906
2022-04-18,47.290000915527344
2022-04-19,47.5
2022-04-20,48.459999084472656
2022-04-21,48.119998931884766
2022-04-22,46.0099983215332
2022-04-25,45.439998626708984
2022-04-26,44.97999954223633
2022-04-27,44.7400016784668
2022-04-28,44.7400016784668
2022-04-29,43.310001373291016
2022-05-02,42.939998626708984
2022-05-03,43.13999938964844
2022-05-04,43.650001525878906
2022-05-05,42.47999954223633
2022-05-06,42.68000030517578
2022-05-09,42.16999816894531
2022-05-10,42.04999923706055
2022-05-11,42.36000061035156
2022-05-12,42.209999084472656
2022-05-13,42.5099983215332
2022-05-16,41.75
2022-05-17,42.72999954223633
2022-05-18,42.27000045776367
2022-05-19,42.02000045776367
2022-05-20,42.369998931884766
2022-05-23,42.70000076293945
2022-05-24,43.2599983215332
2022-05-25,43.16999816894531
2022-05-26,43.31999969482422
2022-05-27,43.43000030517578
2022-05-31,42.959999084472656
2022-06-01,42.560001373291016
2022-06-02,42.34000015258789
2022-06-03,41.880001068115234
2022-06-06,41.83000183105469
2022-06-07,41.880001068115234
2022-06-08,41.380001068115234
2022-06-09,40.779998779296875
2022-06-10,40.599998474121094
2022-06-13,38.900001525878906
2022-06-14,38.38999938964844
2022-06-15,37.2400016784668
2022-06-16,36.33000183105469
2022-06-17,35.90999984741211
2022-06-21,35.970001220703125
2022-06-22,36.220001220703125
2022-06-23,36.959999084472656
2022-06-24,37.290000915527344
2022-06-27,38.150001525878906
2022-06-28,37.790000915527344
2022-06-29,38.22999954223633
2022-06-30,38.38999938964844
2022-07-01,39.33000183105469
2022-07-05,37.630001068115234
2022-07-06,37.439998626708984
2022-07-07,37.22999954223633
2022-07-08,37.130001068115234
2022-07-11,37.41999816894531
2022-07-12,37.40999984741211
2022-07-13,37.189998626708984
2022-07-14,37.369998931884766
2022-07-15,37.470001220703125
2022-07-18,37.38999938964844
2022-07-19,37.900001525878906
2022-07-20,37.689998626708984
2022-07-21,37.81999969482422
2022-07-22,38.31999969482422
2022-07-25,38.619998931884766
2022-07-26,39.09000015258789
2022-07-27,39.33000183105469
2022-07-28,40.13999938964844
2022-07-29,41.099998474121094
2022-08-01,40.52000045776367
2022-08-02,39.68000030517578
2022-08-03,39.400001525878906
2022-08-04,38.75
2022-08-05,38.369998931884766
2022-08-08,38.27000045776367
2022-08-09,38.95000076293945
2022-08-10,39.529998779296875
2022-08-11,40.06999969482422
2022-08-12,40.83000183105469
2022-08-15,41.209999084472656
2022-08-16,41.02000045776367
2022-08-17,40.88999938964844
2022-08-18,41.189998626708984
2022-08-19,41.27000045776367
2022-08-22,40.439998626708984
2022-08-23,40.47999954223633
2022-08-24,40.599998474121094
2022-08-25,40.93000030517578
2022-08-26,40.189998626708984
2022-08-29,40.18000030517578
2022-08-30,39.72999954223633
2022-08-31,39.54999923706055
2022-09-01,40.16999816894531
2022-09-02,39.90999984741211
2022-09-06,39.720001220703125
2022-09-07,41.150001525878906
2022-09-08,41.029998779296875
2022-09-09,41.5099983215332
2022-09-12,41.7599983215332
2022-09-13,41.150001525878906
2022-09-14,41.439998626708984
2022-09-15,40.41999816894531
2022-09-16,41.20000076293945
2022-09-19,41.86000061035156
2022-09-20,41.380001068115234
2022-09-21,41.0
2022-09-22,40.4900016784668
2022-09-23,40.04999923706055
2022-09-26,38.77000045776367
2022-09-27,38.209999084472656
2022-09-28,38.66999816894531
2022-09-29,37.18000030517578
2022-09-30,37.0
2022-10-03,37.650001525878906
2022-10-04,38.95000076293945
2022-10-05,37.77000045776367
2022-10-06,36.849998474121094
2022-10-07,36.099998474121094
2022-10-10,36.79999923706055
2022-10-11,36.720001220703125
2022-10-12,36.150001525878906
2022-10-13,37.119998931884766
2022-10-14,36.16999816894531
2022-10-17,36.91999816894531
2022-10-18,37.310001373291016
2022-10-19,36.91999816894531
2022-10-20,36.08000183105469
2022-10-21,36.40999984741211
2022-10-24,36.880001068115234
2022-10-25,37.58000183105469
2022-10-26,36.380001068115234
2022-10-27,37.25
2022-10-28,38.08000183105469
2022-10-31,37.709999084472656
2022-11-01,38.41999816894531
2022-11-02,37.97999954223633
2022-11-03,38.209999084472656
2022-11-04,37.900001525878906
2022-11-07,37.369998931884766
2022-11-08,37.65999984741211
2022-11-09,37.18000030517578
2022-11-10,38.9900016784668
2022-11-11,37.959999084472656
2022-11-14,37.20000076293945
2022-11-15,38.150001525878906
2022-11-16,38.04999923706055
2022-11-17,37.650001525878906
2022-11-18,38.47999954223633
2022-11-21,38.61000061035156
2022-11-22,38.97999954223633
2022-11-23,39.5099983215332
2022-11-25,39.86000061035156
2022-11-28,39.630001068115234
2022-11-29,39.79999923706055
2022-11-30,41.2400016784668
2022-12-01,41.380001068115234
2022-12-02,41.52000045776367
2022-12-05,41.33000183105469
2022-12-06,41.56999969482422
2022-12-07,41.70000076293945
2022-12-08,41.70000076293945
2022-12-09,41.47999954223633
2022-12-12,42.2400016784668
2022-12-13,42.2400016784668
2022-12-14,42.34000015258789
2022-12-15,42.0
2022-12-16,40.93000030517578
2022-12-19,41.0099983215332
2022-12-20,41.25
2022-12-21,41.720001220703125
2022-12-22,41.400001525878906
2022-12-23,42.0
2022-12-27,42.2599983215332
2022-12-28,42.06999969482422
2022-12-29,42.25
2022-12-30,41.939998626708984
2023-01-03,42.029998779296875
2023-01-04,42.34000015258789
2023-01-05,41.68000030517578
2023-01-06,42.369998931884766
2023-01-09,42.400001525878906
2023-01-10,42.59000015258789
2023-01-11,42.86000061035156
2023-01-12,43.09000015258789
2023-01-13,42.72999954223633
2023-01-17,42.9900016784668
2023-01-18,42.119998931884766
2023-01-19,41.900001525878906
2023-01-20,42.20000076293945
2023-01-23,41.13999938964844
2023-01-24,41.18000030517578
2023-01-25,41.0
2023-01-26,41.38999938964844
2023-01-27,41.22999954223633
2023-01-30,41.29999923706055
2023-01-31,40.95000076293945
2023-02-01,41.13999938964844
2023-02-02,41.0
2023-02-03,39.52000045776367
2023-02-06,39.709999084472656
2023-02-07,40.06999969482422
2023-02-08,39.369998931884766
2023-02-09,39.349998474121094
2023-02-10,39.900001525878906
2023-02-13,40.38999938964844
2023-02-14,40.16999816894531
2023-02-15,40.7599983215332
2023-02-16,40.56999969482422
2023-02-17,41.029998779296875
2023-02-21,40.4900016784668
2023-02-22,39.88999938964844
2023-02-23,39.47999954223633
2023-02-24,39.79999923706055
2023-02-27,39.90999984741211
2023-02-28,39.540000915527344
2023-03-01,38.7400016784668
2023-03-02,39.08000183105469
2023-03-03,39.7599983215332
2023-03-06,39.97999954223633
2023-03-07,39.15999984741211
2023-03-08,39.709999084472656
2023-03-09,39.150001525878906
2023-03-10,38.09000015258789
2023-03-13,38.79999923706055
2023-03-14,39.189998626708984
2023-03-15,39.720001220703125
2023-03-16,40.150001525878906
2023-03-17,39.779998779296875
2023-03-20,40.31999969482422
2023-03-21,39.380001068115234
2023-03-22,38.36000061035156
2023-03-23,37.75
2023-03-24,39.16999816894531
2023-03-27,39.029998779296875
2023-03-28,38.619998931884766
2023-03-29,39.290000915527344
2023-03-30,39.58000183105469
2023-03-31,40.060001373291016
2023-04-03,39.79999923706055
2023-04-04,40.099998474121094
2023-04-05,41.61000061035156
2023-04-06,41.70000076293945
2023-04-10,41.459999084472656
2023-04-11,41.849998474121094
2023-04-12,41.459999084472656
2023-04-13,41.20000076293945
2023-04-14,40.84000015258789
2023-04-17,40.86000061035156
2023-04-18,40.47999954223633
2023-04-19,40.79999923706055
2023-04-20,40.529998779296875
2023-04-21,40.61000061035156
2023-04-24,40.849998474121094
2023-04-25,41.13999938964844
2023-04-26,40.68000030517578
2023-04-27,41.119998931884766
2023-04-28,39.79999923706055
2023-05-01,39.0099983215332
2023-05-02,38.75
2023-05-03,38.93000030517578
2023-05-04,38.90999984741211
2023-05-05,39.70000076293945
2023-05-08,39.09000015258789
2023-05-09,38.90999984741211
2023-05-10,39.56999969482422
2023-05-11,39.38999938964844
2023-05-12,39.459999084472656
2023-05-15,38.810001373291016
2023-05-16,38.13999938964844
2023-05-17,38.33000183105469
2023-05-18,37.97999954223633
2023-05-19,37.7599983215332
2023-05-22,37.88999938964844
2023-05-23,37.900001525878906
2023-05-24,37.720001220703125
2023-05-25,37.02000045776367
2023-05-26,36.709999084472656
2023-05-30,37.0
2023-05-31,37.38999938964844
2023-06-01,37.18000030517578
2023-06-02,37.70000076293945
2023-06-05,38.13999938964844
2023-06-06,37.790000915527344
2023-06-07,38.5
2023-06-08,38.95000076293945
2023-06-09,38.61000061035156
2023-06-12,38.75
2023-06-13,38.75
2023-06-14,38.81999969482422
2023-06-15,39.11000061035156
2023-06-16,39.06999969482422
2023-06-20,39.290000915527344
2023-06-21,39.45000076293945
2023-06-22,39.220001220703125
2023-06-23,38.4900016784668
2023-06-26,38.77000045776367
2023-06-27,38.86000061035156
2023-06-28,38.34000015258789
2023-06-29,38.61000061035156
2023-06-30,38.880001068115234
2023-07-03,39.02000045776367
2023-07-05,39.540000915527344
2023-07-06,39.099998474121094
2023-07-07,38.77000045776367
2023-07-10,38.56999969482422
2023-07-11,38.91999816894531
2023-07-12,39.45000076293945
2023-07-13,39.849998474121094
2023-07-14,39.75
2023-07-17,39.2400016784668
2023-07-18,38.849998474121094
2023-07-19,39.16999816894531
2023-07-20,39.66999816894531
2023-07-21,40.09000015258789
2023-07-24,40.0
2023-07-25,40.04999923706055
2023-07-26,40.02000045776367
2023-07-27,39.2400016784668
2023-07-28,39.34000015258789
2023-07-31,39.38999938964844
2023-08-01,38.9900016784668
2023-08-02,38.619998931884766
