Date,TKO
2022-02-28,59.2599983215332
2022-03-01,59.349998474121094
2022-03-02,60.47999954223633
2022-03-03,59.720001220703125
2022-03-04,58.689998626708984
2022-03-07,57.529998779296875
2022-03-08,56.689998626708984
2022-03-09,56.529998779296875
2022-03-10,57.08000183105469
2022-03-11,56.599998474121094
2022-03-14,55.959999084472656
2022-03-15,55.959999084472656
2022-03-16,58.22999954223633
2022-03-17,58.84000015258789
2022-03-18,59.75
2022-03-21,59.59000015258789
2022-03-22,60.81999969482422
2022-03-23,61.380001068115234
2022-03-24,61.43000030517578
2022-03-25,61.060001373291016
2022-03-28,61.0
2022-03-29,63.099998474121094
2022-03-30,62.380001068115234
2022-03-31,62.439998626708984
2022-04-01,62.40999984741211
2022-04-04,62.939998626708984
2022-04-05,62.41999816894531
2022-04-06,61.779998779296875
2022-04-07,61.7599983215332
2022-04-08,61.4900016784668
2022-04-11,61.290000915527344
2022-04-12,59.9900016784668
2022-04-13,60.5
2022-04-14,60.0099983215332
2022-04-18,59.86000061035156
2022-04-19,60.27000045776367
2022-04-20,60.779998779296875
2022-04-21,61.5099983215332
2022-04-22,60.9900016784668
2022-04-25,60.810001373291016
2022-04-26,60.61000061035156
2022-04-27,59.59000015258789
2022-04-28,60.650001525878906
2022-04-29,58.38999938964844
2022-05-02,59.810001373291016
2022-05-03,60.16999816894531
2022-05-04,61.540000915527344
2022-05-05,59.4900016784668
2022-05-06,58.58000183105469
2022-05-09,55.5099983215332
2022-05-10,57.91999816894531
2022-05-11,57.0099983215332
2022-05-12,57.349998474121094
2022-05-13,58.25
2022-05-16,58.040000915527344
2022-05-17,59.880001068115234
2022-05-18,60.20000076293945
2022-05-19,60.31999969482422
2022-05-20,60.90999984741211
2022-05-23,61.68000030517578
2022-05-24,61.65999984741211
2022-05-25,63.7599983215332
2022-05-26,66.08999633789062
2022-05-27,67.13999938964844
2022-05-31,66.7699966430664
2022-06-01,67.08000183105469
2022-06-02,67.30000305175781
2022-06-03,66.69999694824219
2022-06-06,66.55999755859375
2022-06-07,67.0199966430664
2022-06-08,66.1500015258789
2022-06-09,66.47000122070312
2022-06-10,63.63999938964844
2022-06-13,63.849998474121094
2022-06-14,64.01000213623047
2022-06-15,67.18000030517578
2022-06-16,64.87000274658203
2022-06-17,62.5099983215332
2022-06-21,61.02000045776367
2022-06-22,60.310001373291016
2022-06-23,59.43000030517578
2022-06-24,60.619998931884766
2022-06-27,61.0
2022-06-28,61.150001525878906
2022-06-29,62.0099983215332
2022-06-30,62.4900016784668
2022-07-01,62.560001373291016
2022-07-05,62.119998931884766
2022-07-06,63.4900016784668
2022-07-07,65.06999969482422
2022-07-08,63.7599983215332
2022-07-11,62.959999084472656
2022-07-12,63.720001220703125
2022-07-13,63.08000183105469
2022-07-14,62.779998779296875
2022-07-15,63.630001068115234
2022-07-18,63.290000915527344
2022-07-19,64.51000213623047
2022-07-20,66.2699966430664
2022-07-21,65.80999755859375
2022-07-22,66.22000122070312
2022-07-25,71.80999755859375
2022-07-26,69.38999938964844
2022-07-27,68.1500015258789
2022-07-28,69.48999786376953
2022-07-29,69.30999755859375
2022-08-01,70.70999908447266
2022-08-02,70.7300033569336
2022-08-03,70.9800033569336
2022-08-04,71.2300033569336
2022-08-05,70.8499984741211
2022-08-08,71.66000366210938
2022-08-09,72.12999725341797
2022-08-10,72.20999908447266
2022-08-11,72.44000244140625
2022-08-12,72.54000091552734
2022-08-15,72.16999816894531
2022-08-16,73.26000213623047
2022-08-17,71.80999755859375
2022-08-18,70.66000366210938
2022-08-19,70.88999938964844
2022-08-22,69.69999694824219
2022-08-23,68.83999633789062
2022-08-24,68.8499984741211
2022-08-25,69.69000244140625
2022-08-26,67.62000274658203
2022-08-29,67.36000061035156
2022-08-30,67.1500015258789
2022-08-31,68.01000213623047
2022-09-01,67.5
2022-09-02,67.80000305175781
2022-09-06,67.66999816894531
2022-09-07,66.54000091552734
2022-09-08,68.0999984741211
2022-09-09,69.26000213623047
2022-09-12,70.0999984741211
2022-09-13,68.26000213623047
2022-09-14,68.80000305175781
2022-09-15,68.19999694824219
2022-09-16,67.63999938964844
2022-09-19,68.76000213623047
2022-09-20,67.66999816894531
2022-09-21,67.1500015258789
2022-09-22,68.19999694824219
2022-09-23,67.95999908447266
2022-09-26,67.69000244140625
2022-09-27,68.19999694824219
2022-09-28,68.79000091552734
2022-09-29,69.19000244140625
2022-09-30,70.16999816894531
2022-10-03,72.11000061035156
2022-10-04,74.12000274658203
2022-10-05,73.7300033569336
2022-10-06,73.20999908447266
2022-10-07,72.7300033569336
2022-10-10,73.94999694824219
2022-10-11,74.94000244140625
2022-10-12,74.55000305175781
2022-10-13,75.48999786376953
2022-10-14,75.70999908447266
2022-10-17,75.41999816894531
2022-10-18,76.30999755859375
2022-10-19,77.0199966430664
2022-10-20,76.4800033569336
2022-10-21,78.11000061035156
2022-10-24,77.5
2022-10-25,77.9000015258789
2022-10-26,78.83999633789062
2022-10-27,78.44000244140625
2022-10-28,78.72000122070312
2022-10-31,78.88999938964844
2022-11-01,78.70999908447266
2022-11-02,77.54000091552734
2022-11-03,74.02999877929688
