Date,MPLX
2022-02-28,32.779998779296875
2022-03-01,32.869998931884766
2022-03-02,32.900001525878906
2022-03-03,32.619998931884766
2022-03-04,32.4900016784668
2022-03-07,32.540000915527344
2022-03-08,33.02000045776367
2022-03-09,33.09000015258789
2022-03-10,34.0
2022-03-11,33.36000061035156
2022-03-14,32.08000183105469
2022-03-15,31.389999389648438
2022-03-16,31.6200008392334
2022-03-17,31.8700008392334
2022-03-18,31.68000030517578
2022-03-21,32.790000915527344
2022-03-22,32.7400016784668
2022-03-23,32.849998474121094
2022-03-24,33.209999084472656
2022-03-25,33.34000015258789
2022-03-28,33.150001525878906
2022-03-29,33.709999084472656
2022-03-30,33.86000061035156
2022-03-31,33.18000030517578
2022-04-01,33.41999816894531
2022-04-04,33.709999084472656
2022-04-05,33.619998931884766
2022-04-06,33.34000015258789
2022-04-07,33.22999954223633
2022-04-08,33.83000183105469
2022-04-11,33.75
2022-04-12,34.22999954223633
2022-04-13,34.58000183105469
2022-04-14,34.43000030517578
2022-04-18,34.38999938964844
2022-04-19,34.959999084472656
2022-04-20,35.040000915527344
2022-04-21,34.83000183105469
2022-04-22,33.91999816894531
2022-04-25,32.7400016784668
2022-04-26,32.47999954223633
2022-04-27,32.38999938964844
2022-04-28,32.900001525878906
2022-04-29,32.36000061035156
2022-05-02,32.40999984741211
2022-05-03,32.560001373291016
2022-05-04,34.130001068115234
2022-05-05,32.38999938964844
2022-05-06,32.54999923706055
2022-05-09,31.010000228881836
2022-05-10,30.81999969482422
2022-05-11,30.030000686645508
2022-05-12,30.139999389648438
2022-05-13,30.8700008392334
2022-05-16,30.950000762939453
2022-05-17,31.290000915527344
2022-05-18,30.8700008392334
2022-05-19,29.920000076293945
2022-05-20,30.549999237060547
2022-05-23,31.0
2022-05-24,31.229999542236328
2022-05-25,32.209999084472656
2022-05-26,32.0
2022-05-27,32.529998779296875
2022-05-31,32.95000076293945
2022-06-01,33.2400016784668
2022-06-02,33.029998779296875
2022-06-03,32.90999984741211
2022-06-06,33.599998474121094
2022-06-07,34.189998626708984
2022-06-08,33.939998626708984
2022-06-09,34.290000915527344
2022-06-10,33.630001068115234
2022-06-13,31.450000762939453
2022-06-14,30.59000015258789
2022-06-15,30.309999465942383
2022-06-16,29.020000457763672
2022-06-17,28.270000457763672
2022-06-21,28.940000534057617
2022-06-22,28.34000015258789
2022-06-23,27.979999542236328
2022-06-24,28.860000610351562
2022-06-27,29.0
2022-06-28,29.440000534057617
2022-06-29,29.020000457763672
2022-06-30,29.149999618530273
2022-07-01,29.65999984741211
2022-07-05,28.979999542236328
2022-07-06,28.200000762939453
2022-07-07,28.989999771118164
2022-07-08,29.690000534057617
2022-07-11,29.459999084472656
2022-07-12,29.079999923706055
2022-07-13,29.469999313354492
2022-07-14,29.190000534057617
2022-07-15,29.950000762939453
2022-07-18,30.190000534057617
2022-07-19,30.739999771118164
2022-07-20,30.829999923706055
2022-07-21,30.530000686645508
2022-07-22,30.260000228881836
2022-07-25,31.25
2022-07-26,31.559999465942383
2022-07-27,31.989999771118164
2022-07-28,32.5099983215332
2022-07-29,32.5099983215332
2022-08-01,32.36000061035156
2022-08-02,32.02000045776367
2022-08-03,32.25
2022-08-04,30.520000457763672
