Date,WSM
2022-02-28,72.43000030517578
2022-03-01,73.3550033569336
2022-03-02,74.875
2022-03-03,75.83000183105469
2022-03-04,75.91000366210938
2022-03-07,70.71499633789062
2022-03-08,72.80999755859375
2022-03-09,73.0999984741211
2022-03-10,73.22000122070312
2022-03-11,70.56500244140625
2022-03-14,72.30999755859375
2022-03-15,74.25499725341797
2022-03-16,76.2249984741211
2022-03-17,80.34500122070312
2022-03-18,82.08999633789062
2022-03-21,79.31500244140625
2022-03-22,78.83499908447266
2022-03-23,74.44499969482422
2022-03-24,73.375
2022-03-25,72.79000091552734
2022-03-28,74.2750015258789
2022-03-29,77.90499877929688
2022-03-30,72.44000244140625
2022-03-31,72.5
2022-04-01,70.94999694824219
2022-04-04,73.53500366210938
2022-04-05,74.38999938964844
2022-04-06,70.45500183105469
2022-04-07,71.50499725341797
2022-04-08,73.45999908447266
2022-04-11,75.7300033569336
2022-04-12,76.1500015258789
2022-04-13,76.56999969482422
2022-04-14,74.48999786376953
2022-04-18,70.625
2022-04-19,73.58999633789062
2022-04-20,71.80000305175781
2022-04-21,70.17500305175781
2022-04-22,67.62999725341797
2022-04-25,70.19999694824219
2022-04-26,67.68499755859375
2022-04-27,67.30999755859375
2022-04-28,69.12999725341797
2022-04-29,65.23999786376953
2022-05-02,68.88999938964844
2022-05-03,69.75
2022-05-04,71.08499908447266
2022-05-05,66.17500305175781
2022-05-06,61.845001220703125
2022-05-09,62.130001068115234
2022-05-10,63.529998779296875
2022-05-11,61.97999954223633
2022-05-12,62.525001525878906
2022-05-13,63.05500030517578
2022-05-16,62.03499984741211
2022-05-17,64.26499938964844
2022-05-18,55.23500061035156
2022-05-19,56.16999816894531
2022-05-20,54.07500076293945
2022-05-23,54.150001525878906
2022-05-24,52.73500061035156
2022-05-25,57.4900016784668
2022-05-26,65.0
2022-05-27,65.45500183105469
2022-05-31,63.959999084472656
2022-06-01,62.51499938964844
2022-06-02,64.95500183105469
2022-06-03,62.13999938964844
2022-06-06,63.724998474121094
2022-06-07,62.8650016784668
2022-06-08,63.040000915527344
2022-06-09,63.07500076293945
2022-06-10,60.619998931884766
2022-06-13,59.814998626708984
2022-06-14,60.349998474121094
2022-06-15,60.64500045776367
2022-06-16,57.82500076293945
2022-06-17,59.43000030517578
2022-06-21,59.80500030517578
2022-06-22,59.92499923706055
2022-06-23,60.625
2022-06-24,63.04499816894531
2022-06-27,61.15999984741211
2022-06-28,59.20500183105469
2022-06-29,58.04999923706055
2022-06-30,55.474998474121094
2022-07-01,56.404998779296875
2022-07-05,61.67499923706055
2022-07-06,60.525001525878906
2022-07-07,63.97999954223633
2022-07-08,65.23500061035156
2022-07-11,63.404998779296875
2022-07-12,64.15499877929688
2022-07-13,65.1050033569336
2022-07-14,63.375
2022-07-15,65.94999694824219
2022-07-18,66.00499725341797
2022-07-19,68.75499725341797
2022-07-20,68.76499938964844
2022-07-21,70.36499786376953
2022-07-22,68.62999725341797
2022-07-25,68.2249984741211
2022-07-26,66.83999633789062
2022-07-27,69.04000091552734
2022-07-28,70.25
2022-07-29,72.20999908447266
2022-08-01,72.69999694824219
2022-08-02,70.72000122070312
2022-08-03,72.34500122070312
2022-08-04,72.375
2022-08-05,73.48999786376953
2022-08-08,77.37999725341797
2022-08-09,74.12999725341797
2022-08-10,77.25
2022-08-11,77.87000274658203
2022-08-12,79.41500091552734
2022-08-15,80.73500061035156
2022-08-16,84.43499755859375
2022-08-17,82.40499877929688
2022-08-18,83.48500061035156
2022-08-19,81.41500091552734
2022-08-22,79.7249984741211
2022-08-23,82.22000122070312
2022-08-24,81.22000122070312
2022-08-25,82.99500274658203
2022-08-26,77.31500244140625
2022-08-29,77.54000091552734
2022-08-30,77.08999633789062
2022-08-31,74.375
2022-09-01,73.45999908447266
2022-09-02,72.91999816894531
2022-09-06,70.5
2022-09-07,73.26000213623047
2022-09-08,74.48999786376953
2022-09-09,75.16999816894531
2022-09-12,76.83000183105469
2022-09-13,71.72000122070312
2022-09-14,71.54499816894531
2022-09-15,69.19999694824219
2022-09-16,67.16999816894531
2022-09-19,68.77999877929688
2022-09-20,65.92500305175781
2022-09-21,66.02999877929688
2022-09-22,64.50499725341797
2022-09-23,62.744998931884766
2022-09-26,60.595001220703125
2022-09-27,61.654998779296875
2022-09-28,63.85499954223633
2022-09-29,61.224998474121094
2022-09-30,58.92499923706055
2022-10-03,61.10499954223633
2022-10-04,64.28500366210938
2022-10-05,63.59000015258789
2022-10-06,63.029998779296875
2022-10-07,59.224998474121094
2022-10-10,60.14500045776367
2022-10-11,61.875
2022-10-12,61.97999954223633
2022-10-13,61.119998931884766
2022-10-14,58.64500045776367
2022-10-17,60.724998474121094
2022-10-18,60.470001220703125
2022-10-19,57.96500015258789
2022-10-20,56.755001068115234
2022-10-21,58.80500030517578
2022-10-24,58.349998474121094
2022-10-25,60.7599983215332
2022-10-26,61.529998779296875
2022-10-27,61.3650016784668
2022-10-28,61.375
2022-10-31,61.915000915527344
2022-11-01,62.400001525878906
2022-11-02,57.76499938964844
2022-11-03,58.560001373291016
2022-11-04,59.564998626708984
2022-11-07,61.73500061035156
2022-11-08,59.48500061035156
2022-11-09,57.6150016784668
2022-11-10,64.3550033569336
2022-11-11,67.66500091552734
2022-11-14,66.80000305175781
2022-11-15,67.68000030517578
2022-11-16,63.349998474121094
2022-11-17,65.19499969482422
2022-11-18,61.185001373291016
2022-11-21,59.595001220703125
2022-11-22,61.915000915527344
2022-11-23,61.86000061035156
2022-11-25,61.209999084472656
2022-11-28,58.244998931884766
2022-11-29,57.779998779296875
2022-11-30,58.45000076293945
2022-12-01,58.36000061035156
2022-12-02,58.224998474121094
2022-12-05,56.709999084472656
2022-12-06,55.85499954223633
2022-12-07,55.900001525878906
2022-12-08,56.6349983215332
2022-12-09,57.61000061035156
2022-12-12,58.36000061035156
2022-12-13,58.85499954223633
2022-12-14,58.125
2022-12-15,58.2599983215332
2022-12-16,55.85499954223633
2022-12-19,57.790000915527344
2022-12-20,57.66999816894531
2022-12-21,59.314998626708984
2022-12-22,58.994998931884766
2022-12-23,60.11000061035156
2022-12-27,58.52000045776367
2022-12-28,57.46500015258789
2022-12-29,58.275001525878906
2022-12-30,57.459999084472656
2023-01-03,57.03499984741211
2023-01-04,59.084999084472656
2023-01-05,58.404998779296875
2023-01-06,61.880001068115234
2023-01-09,61.084999084472656
2023-01-10,62.85499954223633
2023-01-11,65.05000305175781
2023-01-12,64.30000305175781
2023-01-13,64.25499725341797
2023-01-17,63.41999816894531
2023-01-18,62.20000076293945
2023-01-19,59.58000183105469
2023-01-20,61.849998474121094
2023-01-23,61.875
2023-01-24,60.244998931884766
2023-01-25,62.20000076293945
2023-01-26,63.04999923706055
2023-01-27,63.334999084472656
2023-01-30,64.80999755859375
2023-01-31,67.47000122070312
2023-02-01,69.7300033569336
2023-02-02,71.77999877929688
2023-02-03,70.24500274658203
2023-02-06,67.31999969482422
2023-02-07,66.87000274658203
2023-02-08,64.44999694824219
2023-02-09,63.32500076293945
2023-02-10,61.994998931884766
2023-02-13,65.25499725341797
2023-02-14,64.69499969482422
2023-02-15,65.62000274658203
2023-02-16,66.16000366210938
2023-02-17,65.29499816894531
2023-02-21,64.08499908447266
2023-02-22,64.32499694824219
2023-02-23,63.1349983215332
2023-02-24,62.34000015258789
2023-02-27,63.470001220703125
2023-02-28,62.459999084472656
2023-03-01,61.755001068115234
2023-03-02,61.65999984741211
2023-03-03,61.45500183105469
2023-03-06,60.43000030517578
2023-03-07,62.33000183105469
2023-03-08,61.94499969482422
2023-03-09,61.900001525878906
2023-03-10,60.29999923706055
2023-03-13,59.1349983215332
2023-03-14,59.470001220703125
2023-03-15,59.30500030517578
2023-03-16,59.974998474121094
2023-03-17,58.43000030517578
2023-03-20,59.540000915527344
2023-03-21,61.61000061035156
2023-03-22,59.505001068115234
2023-03-23,59.45500183105469
2023-03-24,58.849998474121094
2023-03-27,59.435001373291016
2023-03-28,59.28499984741211
