Date,NUE
2022-10-31,131.3800048828125
2022-11-01,134.5
2022-11-02,128.72000122070312
2022-11-03,128.77000427246094
2022-11-04,133.55999755859375
2022-11-07,134.32000732421875
2022-11-08,134.49000549316406
2022-11-09,131.07000732421875
2022-11-10,139.02999877929688
2022-11-11,138.75999450683594
2022-11-14,142.1999969482422
2022-11-15,144.0500030517578
2022-11-16,141.60000610351562
2022-11-17,142.10000610351562
2022-11-18,142.02999877929688
2022-11-21,149.0399932861328
2022-11-22,152.14999389648438
2022-11-23,149.72999572753906
2022-11-25,149.19000244140625
2022-11-28,147.52999877929688
2022-11-29,146.99000549316406
2022-11-30,149.9499969482422
2022-12-01,149.25
2022-12-02,154.1999969482422
2022-12-05,151.00999450683594
2022-12-06,152.97999572753906
2022-12-07,149.8000030517578
2022-12-08,150.85000610351562
2022-12-09,147.07000732421875
2022-12-12,148.05999755859375
2022-12-13,149.4499969482422
2022-12-14,147.92999267578125
2022-12-15,134.10000610351562
2022-12-16,133.60000610351562
2022-12-19,131.75999450683594
2022-12-20,133.97000122070312
2022-12-21,137.4499969482422
2022-12-22,136.91000366210938
2022-12-23,136.0800018310547
2022-12-27,136.5399932861328
2022-12-28,134.19000244140625
2022-12-29,133.55999755859375
2022-12-30,131.80999755859375
2023-01-03,131.05999755859375
2023-01-04,137.0
2023-01-05,137.0500030517578
2023-01-06,143.92999267578125
2023-01-09,141.07000732421875
2023-01-10,151.16000366210938
2023-01-11,154.5
2023-01-12,155.7100067138672
2023-01-13,157.55999755859375
2023-01-17,155.1300048828125
2023-01-18,152.35000610351562
2023-01-19,150.8000030517578
2023-01-20,153.47000122070312
2023-01-23,153.85000610351562
2023-01-24,154.02999877929688
2023-01-25,156.6699981689453
2023-01-26,169.82000732421875
2023-01-27,166.8699951171875
2023-01-30,166.3699951171875
2023-01-31,169.02000427246094
2023-02-01,174.97999572753906
2023-02-02,176.67999267578125
2023-02-03,176.6300048828125
2023-02-06,169.8699951171875
2023-02-07,167.17999267578125
2023-02-08,166.30999755859375
2023-02-09,163.58999633789062
2023-02-10,164.11000061035156
2023-02-13,167.61000061035156
2023-02-14,171.25999450683594
2023-02-15,170.0800018310547
2023-02-16,169.82000732421875
2023-02-17,168.07000732421875
2023-02-21,163.5399932861328
2023-02-22,163.47000122070312
2023-02-23,163.2899932861328
2023-02-24,162.52999877929688
2023-02-27,164.27999877929688
2023-02-28,167.44000244140625
2023-03-01,170.74000549316406
2023-03-02,175.77999877929688
2023-03-03,178.3699951171875
2023-03-06,175.5399932861328
2023-03-07,171.2100067138672
2023-03-08,173.2899932861328
2023-03-09,167.85000610351562
2023-03-10,158.8800048828125
2023-03-13,155.42999267578125
2023-03-14,156.24000549316406
2023-03-15,144.80999755859375
2023-03-16,145.4199981689453
2023-03-17,144.1199951171875
2023-03-20,147.8699951171875
2023-03-21,152.10000610351562
2023-03-22,147.5500030517578
2023-03-23,148.0
2023-03-24,148.64999389648438
2023-03-27,149.3000030517578
2023-03-28,148.24000549316406
2023-03-29,149.9199981689453
2023-03-30,151.36000061035156
2023-03-31,154.47000122070312
2023-04-03,154.4499969482422
2023-04-04,143.8300018310547
2023-04-05,143.47000122070312
2023-04-06,145.52999877929688
2023-04-10,146.83999633789062
2023-04-11,148.72000122070312
2023-04-12,147.66000366210938
2023-04-13,146.8300018310547
2023-04-14,146.19000244140625
2023-04-17,147.6699981689453
2023-04-18,151.0800018310547
2023-04-19,147.61000061035156
2023-04-20,155.72999572753906
2023-04-21,153.4499969482422
2023-04-24,155.0399932861328
2023-04-25,147.9499969482422
2023-04-26,144.5
2023-04-27,148.2899932861328
2023-04-28,148.17999267578125
2023-05-01,148.00999450683594
2023-05-02,146.55999755859375
2023-05-03,146.19000244140625
2023-05-04,139.8800048828125
2023-05-05,142.32000732421875
2023-05-08,141.6199951171875
2023-05-09,140.1699981689453
2023-05-10,137.6199951171875
2023-05-11,137.50999450683594
2023-05-12,139.0800018310547
2023-05-15,140.47999572753906
2023-05-16,136.77999877929688
2023-05-17,139.63999938964844
2023-05-18,140.27999877929688
2023-05-19,138.6699981689453
2023-05-22,139.9600067138672
2023-05-23,136.9199981689453
2023-05-24,133.3699951171875
2023-05-25,134.69000244140625
2023-05-26,136.13999938964844
2023-05-30,133.00999450683594
2023-05-31,132.05999755859375
2023-06-01,133.02999877929688
2023-06-02,141.2899932861328
2023-06-05,140.94000244140625
2023-06-06,143.50999450683594
2023-06-07,147.92999267578125
2023-06-08,146.83999633789062
2023-06-09,145.5500030517578
2023-06-12,148.47999572753906
2023-06-13,154.3699951171875
2023-06-14,150.63999938964844
2023-06-15,151.17999267578125
2023-06-16,151.41000366210938
2023-06-20,149.52000427246094
2023-06-21,151.89999389648438
2023-06-22,153.3300018310547
2023-06-23,153.7899932861328
2023-06-26,155.3699951171875
2023-06-27,160.77000427246094
2023-06-28,161.1199951171875
2023-06-29,163.3300018310547
2023-06-30,163.97999572753906
2023-07-03,165.61000061035156
2023-07-05,160.4499969482422
2023-07-06,160.1199951171875
2023-07-07,161.9499969482422
2023-07-10,164.16000366210938
2023-07-11,168.33999633789062
2023-07-12,169.6699981689453
2023-07-13,169.25999450683594
2023-07-14,166.77000427246094
2023-07-17,167.42999267578125
2023-07-18,171.27999877929688
2023-07-19,167.1199951171875
2023-07-20,166.02000427246094
2023-07-21,163.8300018310547
2023-07-24,166.64999389648438
2023-07-25,172.8800048828125
2023-07-26,168.91000366210938
2023-07-27,168.42999267578125
2023-07-28,168.94000244140625
2023-07-31,172.08999633789062
2023-08-01,173.0
2023-08-02,169.58999633789062
2023-08-03,171.77999877929688
2023-08-04,167.75999450683594
2023-08-07,169.25999450683594
2023-08-08,169.91000366210938
2023-08-09,169.3800048828125
2023-08-10,166.25999450683594
2023-08-11,166.52000427246094
2023-08-14,172.0399932861328
2023-08-15,169.25
2023-08-16,168.47999572753906
2023-08-17,167.92999267578125
2023-08-18,168.33999633789062
2023-08-21,167.66000366210938
2023-08-22,168.4199981689453
2023-08-23,167.00999450683594
2023-08-24,165.02000427246094
2023-08-25,165.39999389648438
2023-08-28,166.94000244140625
2023-08-29,171.72000122070312
2023-08-30,170.25999450683594
2023-08-31,172.10000610351562
2023-09-01,172.5800018310547
2023-09-05,170.24000549316406
2023-09-06,168.60000610351562
2023-09-07,168.89999389648438
2023-09-08,164.94000244140625
2023-09-11,163.1699981689453
2023-09-12,163.02000427246094
2023-09-13,161.1300048828125
2023-09-14,165.52999877929688
2023-09-15,155.4199981689453
2023-09-18,154.6699981689453
2023-09-19,158.19000244140625
2023-09-20,155.38999938964844
2023-09-21,151.5399932861328
2023-09-22,153.1300048828125
2023-09-25,155.25
2023-09-26,151.74000549316406
2023-09-27,155.7100067138672
2023-09-28,157.75999450683594
2023-09-29,156.35000610351562
2023-10-02,154.77999877929688
2023-10-03,155.97000122070312
2023-10-04,156.92999267578125
2023-10-05,156.42999267578125
2023-10-06,157.22999572753906
2023-10-09,155.66000366210938
2023-10-10,155.89999389648438
2023-10-11,154.86000061035156
2023-10-12,147.5500030517578
2023-10-13,147.05999755859375
2023-10-16,149.0
2023-10-17,149.55999755859375
2023-10-18,145.11000061035156
2023-10-19,143.75
2023-10-20,141.36000061035156
2023-10-23,140.49000549316406
2023-10-24,147.1699981689453
2023-10-25,144.60000610351562
2023-10-26,148.30999755859375
2023-10-27,148.11000061035156
2023-10-30,148.9499969482422
2023-10-31,147.7899932861328
2023-11-01,147.99000549316406
2023-11-02,151.25999450683594
2023-11-03,152.30999755859375
2023-11-06,153.1300048828125
2023-11-07,151.44000244140625
2023-11-08,152.9600067138672
2023-11-09,151.16000366210938
2023-11-10,152.6199951171875
2023-11-13,152.94000244140625
2023-11-14,154.97999572753906
2023-11-15,156.57000732421875
2023-11-16,154.94000244140625
2023-11-17,156.75999450683594
2023-11-20,157.0500030517578
2023-11-21,157.7899932861328
2023-11-22,157.39999389648438
2023-11-24,157.16000366210938
2023-11-27,161.22999572753906
2023-11-28,161.16000366210938
2023-11-29,163.77999877929688
2023-11-30,169.97000122070312
2023-12-01,170.41000366210938
2023-12-04,167.39999389648438
2023-12-05,165.75999450683594
2023-12-06,162.24000549316406
2023-12-07,163.22000122070312
2023-12-08,162.08999633789062
2023-12-11,164.5800018310547
2023-12-12,163.75999450683594
2023-12-13,166.72000122070312
2023-12-14,170.85000610351562
2023-12-15,172.82000732421875
2023-12-18,174.22000122070312
2023-12-19,177.86000061035156
2023-12-20,175.69000244140625
2023-12-21,176.6199951171875
2023-12-22,178.05999755859375
2023-12-26,178.25
2023-12-27,177.8699951171875
2023-12-28,175.19000244140625
2023-12-29,174.0399932861328
2024-01-02,175.42999267578125
2024-01-03,176.57000732421875
2024-01-04,172.07000732421875
2024-01-05,170.57000732421875
2024-01-08,172.75
2024-01-09,167.11000061035156
2024-01-10,168.86000061035156
2024-01-11,168.19000244140625
2024-01-12,168.88999938964844
2024-01-16,170.8000030517578
2024-01-17,169.0500030517578
2024-01-18,166.39999389648438
2024-01-19,166.7899932861328
2024-01-22,170.44000244140625
2024-01-23,171.74000549316406
2024-01-24,172.6300048828125
2024-01-25,174.6999969482422
2024-01-26,175.10000610351562
2024-01-29,176.63999938964844
2024-01-30,188.89999389648438
2024-01-31,186.92999267578125
2024-02-01,185.6199951171875
2024-02-02,183.38999938964844
2024-02-05,182.30999755859375
2024-02-06,181.35000610351562
2024-02-07,186.2100067138672
2024-02-08,186.2899932861328
2024-02-09,186.5399932861328
2024-02-12,186.10000610351562
2024-02-13,179.47999572753906
2024-02-14,181.05999755859375
2024-02-15,186.36000061035156
2024-02-16,185.5800018310547
2024-02-20,183.99000549316406
2024-02-21,184.36000061035156
2024-02-22,186.64999389648438
2024-02-23,189.99000549316406
2024-02-26,191.58999633789062
2024-02-27,193.1199951171875
2024-02-28,192.19000244140625
2024-02-29,192.3000030517578
2024-03-01,190.6999969482422
2024-03-04,187.16000366210938
2024-03-05,184.8000030517578
2024-03-06,184.64999389648438
2024-03-07,186.41000366210938
2024-03-08,185.82000732421875
2024-03-11,184.82000732421875
2024-03-12,182.88999938964844
2024-03-13,184.10000610351562
2024-03-14,182.08999633789062
2024-03-15,188.47999572753906
2024-03-18,189.8000030517578
2024-03-19,190.9499969482422
2024-03-20,193.5
2024-03-21,196.3800048828125
2024-03-22,194.44000244140625
2024-03-25,195.47999572753906
2024-03-26,194.05999755859375
2024-03-27,198.55999755859375
2024-03-28,197.89999389648438
2024-04-01,200.0
2024-04-02,198.3699951171875
2024-04-03,200.14999389648438
2024-04-04,199.10000610351562
2024-04-05,200.97000122070312
2024-04-08,200.8800048828125
2024-04-09,199.8800048828125
2024-04-10,198.17999267578125
2024-04-11,197.33999633789062
2024-04-12,194.52999877929688
2024-04-15,194.00999450683594
2024-04-16,192.11000061035156
2024-04-17,192.77999877929688
2024-04-18,190.77000427246094
2024-04-19,191.36000061035156
2024-04-22,191.6300048828125
2024-04-23,174.63999938964844
2024-04-24,172.75999450683594
2024-04-25,175.8800048828125
2024-04-26,175.4199981689453
2024-04-29,175.24000549316406
2024-04-30,168.52999877929688
2024-05-01,168.6699981689453
2024-05-02,170.52000427246094
2024-05-03,173.9199981689453
2024-05-06,171.02000427246094
2024-05-07,171.7899932861328
2024-05-08,169.8000030517578
2024-05-09,174.3699951171875
2024-05-10,174.47000122070312
2024-05-13,173.74000549316406
2024-05-14,172.6199951171875
2024-05-15,176.2100067138672
2024-05-16,173.42999267578125
2024-05-17,172.1199951171875
2024-05-20,170.92999267578125
2024-05-21,172.1199951171875
2024-05-22,171.10000610351562
2024-05-23,171.52999877929688
2024-05-24,171.27000427246094
2024-05-28,168.38999938964844
2024-05-29,166.60000610351562
2024-05-30,166.6699981689453
2024-05-31,168.85000610351562
2024-06-03,166.80999755859375
2024-06-04,161.17999267578125
2024-06-05,161.69000244140625
2024-06-06,163.33999633789062
2024-06-07,161.0
2024-06-10,157.30999755859375
2024-06-11,155.42999267578125
2024-06-12,154.44000244140625
2024-06-13,154.1199951171875
2024-06-14,154.69000244140625
2024-06-17,157.3800048828125
2024-06-18,155.6300048828125
2024-06-20,156.80999755859375
2024-06-21,157.5800018310547
2024-06-24,155.55999755859375
2024-06-25,151.47999572753906
2024-06-26,154.55999755859375
2024-06-27,154.7100067138672
2024-06-28,158.0800018310547
2024-07-01,157.0
2024-07-02,156.4600067138672
2024-07-03,156.4199981689453
2024-07-05,153.83999633789062
2024-07-08,152.47000122070312
2024-07-09,150.25
2024-07-10,153.36000061035156
2024-07-11,158.9600067138672
2024-07-12,161.10000610351562
2024-07-15,164.8699951171875
2024-07-16,166.13999938964844
2024-07-17,164.0
2024-07-18,165.6699981689453
2024-07-19,162.5
2024-07-22,163.33999633789062
2024-07-23,161.5500030517578
2024-07-24,154.7899932861328
2024-07-25,157.02000427246094
2024-07-26,160.88999938964844
2024-07-29,159.41000366210938
2024-07-30,159.42999267578125
2024-07-31,162.94000244140625
2024-08-01,155.77999877929688
2024-08-02,151.0500030517578
2024-08-05,150.52000427246094
2024-08-06,149.9600067138672
2024-08-07,145.19000244140625
2024-08-08,145.64999389648438
2024-08-09,145.13999938964844
2024-08-12,141.35000610351562
2024-08-13,142.8800048828125
2024-08-14,141.25999450683594
2024-08-15,145.22000122070312
2024-08-16,145.22999572753906
2024-08-19,144.07000732421875
2024-08-20,143.39999389648438
2024-08-21,146.4600067138672
2024-08-22,146.22000122070312
2024-08-23,147.72999572753906
2024-08-26,150.44000244140625
2024-08-27,150.3699951171875
2024-08-28,148.0399932861328
2024-08-29,150.02000427246094
2024-08-30,151.91000366210938
2024-09-03,144.42999267578125
2024-09-04,141.7100067138672
2024-09-05,139.60000610351562
2024-09-06,138.7899932861328
2024-09-09,140.9199981689453
2024-09-10,139.61000061035156
2024-09-11,137.77000427246094
2024-09-12,140.60000610351562
2024-09-13,143.58999633789062
2024-09-16,142.9600067138672
2024-09-17,142.17999267578125
2024-09-18,142.97999572753906
2024-09-19,149.0
2024-09-20,146.30999755859375
2024-09-23,147.0
2024-09-24,150.61000061035156
2024-09-25,148.8800048828125
2024-09-26,150.58999633789062
2024-09-27,150.1300048828125
2024-09-30,150.33999633789062
2024-10-01,152.7100067138672
2024-10-02,151.4499969482422
2024-10-03,151.2899932861328
2024-10-04,151.44000244140625
2024-10-07,152.75
2024-10-08,148.11000061035156
2024-10-09,151.82000732421875
2024-10-10,150.89999389648438
2024-10-11,151.91000366210938
2024-10-14,152.83999633789062
2024-10-15,151.63999938964844
2024-10-16,154.27000427246094
2024-10-17,158.08999633789062
2024-10-18,158.24000549316406
2024-10-21,156.11000061035156
2024-10-22,146.02000427246094
2024-10-23,141.66000366210938
2024-10-24,141.33999633789062
2024-10-25,141.47000122070312
2024-10-28,147.72999572753906
2024-10-29,147.1999969482422
2024-10-30,142.6999969482422
2024-10-31,141.83999633789062
2024-11-01,143.55999755859375
2024-11-04,142.60000610351562
2024-11-05,144.61000061035156
2024-11-06,167.74000549316406
2024-11-07,161.1699981689453
2024-11-08,158.83999633789062
2024-11-11,159.05999755859375
2024-11-12,153.88999938964844
2024-11-13,152.1999969482422
2024-11-14,146.3800048828125
2024-11-15,147.0800018310547
2024-11-18,147.25
2024-11-19,144.67999267578125
2024-11-20,148.1699981689453
2024-11-21,149.99000549316406
