Date,UI
2024-10-25,255.9199981689453
2024-10-28,258.6099853515625
2024-10-29,262.7300109863281
2024-10-30,262.3599853515625
2024-10-31,265.69000244140625
2024-11-01,270.4100036621094
2024-11-04,265.79998779296875
2024-11-05,260.6600036621094
2024-11-06,252.10000610351562
2024-11-07,261.260009765625
2024-11-08,312.9100036621094
2024-11-11,340.3500061035156
2024-11-12,349.4800109863281
2024-11-13,337.45001220703125
2024-11-14,343.1199951171875
2024-11-15,335.1400146484375
2024-11-18,335.2200012207031
2024-11-19,343.989990234375
2024-11-20,340.989990234375
2024-11-21,345.7200012207031
