Date,UI
2022-02-28,253.88999938964844
2022-03-01,251.25
2022-03-02,256.45001220703125
2022-03-03,255.50999450683594
2022-03-04,249.25999450683594
2022-03-07,247.82000732421875
2022-03-08,249.67999267578125
2022-03-09,258.20001220703125
2022-03-10,255.63999938964844
2022-03-11,249.91000366210938
2022-03-14,246.22000122070312
2022-03-15,254.9600067138672
2022-03-16,265.8299865722656
2022-03-17,273.94000244140625
2022-03-18,283.6600036621094
2022-03-21,280.1499938964844
2022-03-22,284.1400146484375
2022-03-23,277.2200012207031
2022-03-24,283.010009765625
2022-03-25,285.0799865722656
2022-03-28,285.45001220703125
2022-03-29,294.5899963378906
2022-03-30,293.5799865722656
2022-03-31,291.1600036621094
2022-04-01,290.3299865722656
2022-04-04,299.8599853515625
2022-04-05,292.1300048828125
2022-04-06,287.5400085449219
2022-04-07,288.5400085449219
2022-04-08,284.0400085449219
2022-04-11,282.4200134277344
2022-04-12,285.8800048828125
2022-04-13,292.739990234375
2022-04-14,289.6499938964844
2022-04-18,285.82000732421875
2022-04-19,289.7099914550781
2022-04-20,295.9599914550781
2022-04-21,291.1400146484375
2022-04-22,284.1499938964844
2022-04-25,291.3500061035156
2022-04-26,282.489990234375
2022-04-27,277.0199890136719
2022-04-28,289.3599853515625
2022-04-29,282.25
2022-05-02,283.8999938964844
2022-05-03,284.7300109863281
2022-05-04,289.2300109863281
2022-05-05,275.82000732421875
2022-05-06,232.7899932861328
2022-05-09,233.27000427246094
2022-05-10,230.4600067138672
2022-05-11,221.7899932861328
2022-05-12,225.2100067138672
2022-05-13,239.69000244140625
2022-05-16,239.83999633789062
2022-05-17,252.3000030517578
2022-05-18,242.5399932861328
2022-05-19,241.44000244140625
2022-05-20,249.8800048828125
2022-05-23,254.0399932861328
2022-05-24,257.2900085449219
2022-05-25,252.4499969482422
2022-05-26,258.7099914550781
2022-05-27,267.1499938964844
2022-05-31,261.55999755859375
2022-06-01,262.29998779296875
2022-06-02,271.7799987792969
2022-06-03,269.6300048828125
2022-06-06,271.3800048828125
2022-06-07,275.3900146484375
2022-06-08,274.2200012207031
2022-06-09,271.7799987792969
2022-06-10,261.75
2022-06-13,249.72999572753906
2022-06-14,252.72999572753906
2022-06-15,259.70001220703125
2022-06-16,242.52999877929688
2022-06-17,248.8699951171875
2022-06-21,249.6999969482422
2022-06-22,248.17999267578125
2022-06-23,252.99000549316406
2022-06-24,264.0899963378906
2022-06-27,262.75
2022-06-28,252.67999267578125
2022-06-29,252.9499969482422
2022-06-30,248.2100067138672
2022-07-01,245.7899932861328
2022-07-05,247.0
2022-07-06,250.83999633789062
2022-07-07,253.74000549316406
2022-07-08,256.3800048828125
2022-07-11,252.72999572753906
2022-07-12,249.38999938964844
2022-07-13,249.67999267578125
2022-07-14,250.1300048828125
2022-07-15,257.5799865722656
2022-07-18,254.3300018310547
2022-07-19,263.7300109863281
2022-07-20,268.0
2022-07-21,274.79998779296875
2022-07-22,271.67999267578125
2022-07-25,271.8999938964844
2022-07-26,274.6499938964844
2022-07-27,285.8999938964844
2022-07-28,296.1600036621094
2022-07-29,301.6300048828125
2022-08-01,296.3299865722656
2022-08-02,301.30999755859375
2022-08-03,308.32000732421875
2022-08-04,311.1499938964844
2022-08-05,315.5400085449219
2022-08-08,318.239990234375
2022-08-09,311.6000061035156
2022-08-10,317.04998779296875
2022-08-11,316.2699890136719
2022-08-12,320.8599853515625
2022-08-15,322.7099914550781
2022-08-16,323.0299987792969
2022-08-17,323.0400085449219
2022-08-18,330.8699951171875
2022-08-19,325.8900146484375
2022-08-22,317.95001220703125
2022-08-23,317.32000732421875
2022-08-24,315.8800048828125
2022-08-25,318.8599853515625
2022-08-26,316.05999755859375
2022-08-29,323.32000732421875
2022-08-30,319.1400146484375
2022-08-31,310.3900146484375
2022-09-01,308.1400146484375
2022-09-02,302.4100036621094
2022-09-06,303.25
2022-09-07,308.45001220703125
2022-09-08,308.7200012207031
2022-09-09,312.4100036621094
2022-09-12,314.3500061035156
2022-09-13,304.6700134277344
2022-09-14,307.04998779296875
2022-09-15,299.8900146484375
2022-09-16,309.07000732421875
2022-09-19,308.9800109863281
2022-09-20,300.9599914550781
2022-09-21,295.54998779296875
2022-09-22,290.3699951171875
2022-09-23,287.2099914550781
2022-09-26,285.79998779296875
2022-09-27,287.9599914550781
2022-09-28,298.80999755859375
2022-09-29,294.1099853515625
2022-09-30,293.55999755859375
2022-10-03,298.3999938964844
2022-10-04,309.07000732421875
2022-10-05,317.0799865722656
2022-10-06,317.3599853515625
2022-10-07,301.260009765625
2022-10-10,298.510009765625
2022-10-11,298.30999755859375
2022-10-12,297.3399963378906
2022-10-13,302.2300109863281
2022-10-14,292.6300048828125
2022-10-17,304.3699951171875
2022-10-18,308.8900146484375
2022-10-19,309.7799987792969
2022-10-20,305.82000732421875
2022-10-21,321.989990234375
2022-10-24,324.1400146484375
2022-10-25,337.1300048828125
2022-10-26,340.25
2022-10-27,335.1600036621094
2022-10-28,350.1600036621094
2022-10-31,346.75
2022-11-01,344.760009765625
2022-11-02,335.5299987792969
2022-11-03,326.0199890136719
2022-11-04,297.8299865722656
2022-11-07,286.2200012207031
2022-11-08,286.2300109863281
2022-11-09,275.3800048828125
2022-11-10,295.2900085449219
2022-11-11,288.739990234375
2022-11-14,293.7200012207031
2022-11-15,292.0299987792969
2022-11-16,286.5299987792969
2022-11-17,289.19000244140625
2022-11-18,297.6300048828125
2022-11-21,288.0400085449219
2022-11-22,294.2300109863281
2022-11-23,293.07000732421875
2022-11-25,294.0799865722656
2022-11-28,292.7799987792969
2022-11-29,287.6099853515625
2022-11-30,300.0299987792969
2022-12-01,299.67999267578125
2022-12-02,300.79998779296875
2022-12-05,293.04998779296875
2022-12-06,285.2799987792969
2022-12-07,281.9599914550781
2022-12-08,287.9200134277344
2022-12-09,282.2099914550781
2022-12-12,282.19000244140625
2022-12-13,288.6600036621094
2022-12-14,285.94000244140625
2022-12-15,276.989990234375
2022-12-16,274.8399963378906
2022-12-19,273.6700134277344
2022-12-20,273.1000061035156
2022-12-21,277.80999755859375
2022-12-22,272.75
2022-12-23,271.57000732421875
2022-12-27,271.75
2022-12-28,265.1700134277344
2022-12-29,272.57000732421875
2022-12-30,273.5299987792969
2023-01-03,270.3699951171875
2023-01-04,269.2200012207031
2023-01-05,266.7699890136719
2023-01-06,279.82000732421875
2023-01-09,279.05999755859375
2023-01-10,280.9200134277344
2023-01-11,284.8500061035156
2023-01-12,286.7799987792969
2023-01-13,292.25
2023-01-17,290.8800048828125
2023-01-18,287.9800109863281
2023-01-19,280.8399963378906
2023-01-20,288.2699890136719
2023-01-23,290.94000244140625
2023-01-24,284.29998779296875
2023-01-25,288.1600036621094
2023-01-26,293.17999267578125
2023-01-27,292.6700134277344
2023-01-30,284.1099853515625
2023-01-31,292.1600036621094
2023-02-01,294.0299987792969
2023-02-02,303.30999755859375
2023-02-03,283.8900146484375
2023-02-06,286.0
2023-02-07,282.4200134277344
2023-02-08,282.510009765625
2023-02-09,279.17999267578125
2023-02-10,279.3299865722656
2023-02-13,282.17999267578125
2023-02-14,280.67999267578125
2023-02-15,286.20001220703125
2023-02-16,282.3800048828125
2023-02-17,282.7099914550781
2023-02-21,274.25
2023-02-22,273.75
2023-02-23,276.0
2023-02-24,268.67999267578125
2023-02-27,269.6400146484375
2023-02-28,268.29998779296875
2023-03-01,267.2200012207031
2023-03-02,267.010009765625
2023-03-03,271.2300109863281
2023-03-06,271.8299865722656
2023-03-07,268.5799865722656
2023-03-08,273.0799865722656
2023-03-09,268.6600036621094
2023-03-10,264.79998779296875
2023-03-13,263.489990234375
2023-03-14,268.20001220703125
2023-03-15,261.82000732421875
2023-03-16,267.760009765625
2023-03-17,261.7699890136719
2023-03-20,269.92999267578125
2023-03-21,271.04998779296875
2023-03-22,265.4599914550781
2023-03-23,265.57000732421875
2023-03-24,263.7699890136719
2023-03-27,263.3800048828125
2023-03-28,257.19000244140625
2023-03-29,263.6499938964844
2023-03-30,264.6700134277344
2023-03-31,271.69000244140625
2023-04-03,268.739990234375
2023-04-04,265.7799987792969
2023-04-05,263.7200012207031
2023-04-06,264.4200134277344
2023-04-10,267.44000244140625
2023-04-11,264.0799865722656
2023-04-12,261.2300109863281
2023-04-13,263.5
2023-04-14,259.2200012207031
2023-04-17,255.4199981689453
2023-04-18,253.7899932861328
2023-04-19,246.0399932861328
2023-04-20,244.13999938964844
2023-04-21,244.6300048828125
2023-04-24,243.9199981689453
2023-04-25,235.92999267578125
2023-04-26,231.89999389648438
2023-04-27,233.74000549316406
2023-04-28,232.5500030517578
2023-05-01,236.64999389648438
2023-05-02,233.02999877929688
2023-05-03,228.6199951171875
2023-05-04,222.52999877929688
2023-05-05,201.57000732421875
2023-05-08,192.39999389648438
2023-05-09,185.0800018310547
2023-05-10,182.10000610351562
2023-05-11,178.8699951171875
2023-05-12,175.42999267578125
2023-05-15,176.89999389648438
2023-05-16,168.88999938964844
2023-05-17,171.4499969482422
2023-05-18,173.36000061035156
2023-05-19,171.8000030517578
2023-05-22,171.50999450683594
2023-05-23,167.1199951171875
2023-05-24,162.08999633789062
2023-05-25,163.11000061035156
2023-05-26,164.86000061035156
2023-05-30,164.9600067138672
2023-05-31,163.14999389648438
2023-06-01,162.13999938964844
2023-06-02,169.52999877929688
2023-06-05,163.3300018310547
2023-06-06,166.05999755859375
2023-06-07,170.33999633789062
2023-06-08,168.50999450683594
2023-06-09,168.39999389648438
2023-06-12,175.66000366210938
2023-06-13,180.1199951171875
2023-06-14,183.86000061035156
2023-06-15,187.0500030517578
2023-06-16,186.3000030517578
2023-06-20,180.44000244140625
2023-06-21,172.85000610351562
2023-06-22,175.47999572753906
2023-06-23,171.0500030517578
2023-06-26,173.5800018310547
2023-06-27,176.72999572753906
2023-06-28,173.33999633789062
2023-06-29,173.27999877929688
2023-06-30,175.75
2023-07-03,175.64999389648438
2023-07-05,176.27000427246094
2023-07-06,175.02000427246094
2023-07-07,177.5399932861328
2023-07-10,177.3300018310547
2023-07-11,180.6300048828125
2023-07-12,183.07000732421875
2023-07-13,187.30999755859375
2023-07-14,181.7100067138672
2023-07-17,180.7100067138672
2023-07-18,179.67999267578125
2023-07-19,185.88999938964844
2023-07-20,185.8699951171875
2023-07-21,183.3699951171875
2023-07-24,184.38999938964844
2023-07-25,182.92999267578125
2023-07-26,180.91000366210938
2023-07-27,179.44000244140625
2023-07-28,176.10000610351562
2023-07-31,177.64999389648438
2023-08-01,176.16000366210938
2023-08-02,175.72000122070312
2023-08-03,171.2100067138672
2023-08-04,171.99000549316406
2023-08-07,170.52999877929688
2023-08-08,170.25
2023-08-09,167.36000061035156
2023-08-10,168.1199951171875
2023-08-11,166.92999267578125
2023-08-14,165.22000122070312
2023-08-15,162.77999877929688
2023-08-16,157.17999267578125
2023-08-17,157.50999450683594
2023-08-18,158.64999389648438
2023-08-21,156.97000122070312
2023-08-22,156.4600067138672
2023-08-23,159.1300048828125
2023-08-24,153.97000122070312
2023-08-25,177.58999633789062
2023-08-28,169.0800018310547
2023-08-29,171.35000610351562
2023-08-30,171.99000549316406
2023-08-31,175.02999877929688
2023-09-01,177.27999877929688
2023-09-05,174.5500030517578
2023-09-06,175.72999572753906
2023-09-07,168.42999267578125
2023-09-08,167.25999450683594
2023-09-11,165.74000549316406
2023-09-12,161.94000244140625
2023-09-13,157.02999877929688
2023-09-14,160.86000061035156
2023-09-15,159.9199981689453
2023-09-18,155.69000244140625
2023-09-19,152.58999633789062
2023-09-20,148.5
2023-09-21,145.3699951171875
2023-09-22,144.10000610351562
2023-09-25,142.75999450683594
2023-09-26,139.25
2023-09-27,139.47999572753906
2023-09-28,143.24000549316406
2023-09-29,145.3000030517578
2023-10-02,141.42999267578125
2023-10-03,136.85000610351562
2023-10-04,134.2100067138672
2023-10-05,124.58000183105469
2023-10-06,126.75
2023-10-09,121.66000366210938
2023-10-10,126.52999877929688
2023-10-11,119.47000122070312
2023-10-12,117.4800033569336
2023-10-13,115.80999755859375
2023-10-16,120.41000366210938
2023-10-17,122.0999984741211
2023-10-18,118.13999938964844
2023-10-19,116.88999938964844
2023-10-20,116.7699966430664
2023-10-23,116.13999938964844
2023-10-24,115.2699966430664
2023-10-25,113.58000183105469
2023-10-26,115.18000030517578
2023-10-27,116.66999816894531
2023-10-30,118.68000030517578
2023-10-31,121.44999694824219
2023-11-01,119.25
2023-11-02,124.62000274658203
2023-11-03,106.3499984741211
2023-11-06,106.4000015258789
2023-11-07,109.7699966430664
2023-11-08,107.79000091552734
2023-11-09,105.81999969482422
2023-11-10,107.48999786376953
2023-11-13,106.13999938964844
2023-11-14,113.55000305175781
2023-11-15,120.30000305175781
2023-11-16,115.8499984741211
2023-11-17,118.81999969482422
2023-11-20,119.41000366210938
2023-11-21,114.2699966430664
2023-11-22,115.05999755859375
2023-11-24,116.16000366210938
2023-11-27,114.95999908447266
2023-11-28,115.87999725341797
2023-11-29,116.6500015258789
2023-11-30,112.26000213623047
2023-12-01,117.27999877929688
2023-12-04,114.41000366210938
2023-12-05,110.72000122070312
2023-12-06,115.5999984741211
2023-12-07,120.19999694824219
2023-12-08,122.86000061035156
2023-12-11,124.61000061035156
2023-12-12,125.7300033569336
2023-12-13,132.41000366210938
2023-12-14,138.3300018310547
2023-12-15,136.27000427246094
2023-12-18,134.72000122070312
2023-12-19,138.49000549316406
2023-12-20,135.05999755859375
2023-12-21,138.27999877929688
2023-12-22,139.49000549316406
2023-12-26,141.8300018310547
2023-12-27,142.05999755859375
2023-12-28,143.3699951171875
2023-12-29,139.55999755859375
2024-01-02,137.13999938964844
2024-01-03,130.10000610351562
2024-01-04,127.7699966430664
2024-01-05,128.8000030517578
2024-01-08,133.92999267578125
2024-01-09,132.02000427246094
2024-01-10,132.13999938964844
2024-01-11,130.9499969482422
2024-01-12,128.25999450683594
2024-01-16,125.7300033569336
2024-01-17,125.5
2024-01-18,127.02999877929688
2024-01-19,125.4800033569336
2024-01-22,129.3000030517578
2024-01-23,130.3699951171875
2024-01-24,128.91000366210938
2024-01-25,130.91000366210938
2024-01-26,131.5800018310547
2024-01-29,133.63999938964844
2024-01-30,129.22999572753906
2024-01-31,125.73999786376953
2024-02-01,128.77000427246094
2024-02-02,128.75999450683594
2024-02-05,126.38999938964844
2024-02-06,127.80000305175781
2024-02-07,126.94000244140625
2024-02-08,127.12999725341797
2024-02-09,117.30000305175781
2024-02-12,128.57000732421875
2024-02-13,119.81999969482422
2024-02-14,122.94000244140625
2024-02-15,128.1699981689453
2024-02-16,126.80999755859375
2024-02-20,127.25
2024-02-21,124.94000244140625
2024-02-22,123.66999816894531
2024-02-23,120.9800033569336
2024-02-26,119.7699966430664
2024-02-27,121.83000183105469
2024-02-28,117.83999633789062
2024-02-29,117.18000030517578
2024-03-01,118.11000061035156
2024-03-04,111.2699966430664
2024-03-05,113.23999786376953
2024-03-06,113.7699966430664
2024-03-07,119.06999969482422
2024-03-08,117.0199966430664
2024-03-11,117.5199966430664
2024-03-12,115.88999938964844
2024-03-13,113.66000366210938
2024-03-14,109.4000015258789
2024-03-15,110.88999938964844
2024-03-18,109.11000061035156
2024-03-19,108.52999877929688
2024-03-20,111.41999816894531
2024-03-21,114.05000305175781
2024-03-22,114.06999969482422
2024-03-25,113.29000091552734
2024-03-26,111.16999816894531
2024-03-27,115.91999816894531
2024-03-28,115.8499984741211
2024-04-01,115.13999938964844
2024-04-02,110.6500015258789
2024-04-03,108.6500015258789
2024-04-04,109.68000030517578
2024-04-05,106.69000244140625
2024-04-08,111.94999694824219
2024-04-09,118.2699966430664
2024-04-10,112.31999969482422
2024-04-11,112.61000061035156
2024-04-12,108.27999877929688
2024-04-15,106.47000122070312
2024-04-16,106.93000030517578
2024-04-17,106.06999969482422
2024-04-18,104.97000122070312
2024-04-19,106.66999816894531
2024-04-22,105.43000030517578
2024-04-23,106.04000091552734
2024-04-24,108.7699966430664
2024-04-25,107.83000183105469
2024-04-26,108.30000305175781
2024-04-29,108.95999908447266
2024-04-30,107.58000183105469
2024-05-01,109.87000274658203
2024-05-02,111.62999725341797
2024-05-03,111.19999694824219
2024-05-06,112.47000122070312
2024-05-07,113.7300033569336
2024-05-08,114.5
2024-05-09,116.69000244140625
2024-05-10,127.19000244140625
2024-05-13,134.97000122070312
2024-05-14,137.25
2024-05-15,140.1199951171875
2024-05-16,142.0500030517578
2024-05-17,146.3699951171875
2024-05-20,148.91000366210938
2024-05-21,151.38999938964844
2024-05-22,152.05999755859375
2024-05-23,145.27999877929688
2024-05-24,145.5500030517578
2024-05-28,144.67999267578125
2024-05-29,141.55999755859375
2024-05-30,143.0399932861328
2024-05-31,143.16000366210938
2024-06-03,146.8800048828125
2024-06-04,144.27000427246094
2024-06-05,149.91000366210938
2024-06-06,148.80999755859375
2024-06-07,144.8800048828125
2024-06-10,144.52999877929688
2024-06-11,146.0
2024-06-12,146.57000732421875
2024-06-13,146.1199951171875
2024-06-14,143.64999389648438
2024-06-17,146.44000244140625
2024-06-18,144.8300018310547
2024-06-20,140.07000732421875
2024-06-21,143.49000549316406
2024-06-24,141.74000549316406
2024-06-25,142.75999450683594
2024-06-26,143.8300018310547
2024-06-27,143.3300018310547
2024-06-28,145.66000366210938
2024-07-01,147.27999877929688
2024-07-02,148.50999450683594
2024-07-03,148.19000244140625
2024-07-05,147.1300048828125
2024-07-08,151.4499969482422
2024-07-09,151.77000427246094
2024-07-10,151.52999877929688
2024-07-11,161.0399932861328
2024-07-12,164.27000427246094
2024-07-15,166.75999450683594
2024-07-16,173.58999633789062
2024-07-17,172.27000427246094
2024-07-18,166.77999877929688
2024-07-19,165.38999938964844
2024-07-22,168.94000244140625
2024-07-23,170.6999969482422
2024-07-24,165.41000366210938
2024-07-25,173.27999877929688
2024-07-26,176.32000732421875
2024-07-29,176.9600067138672
2024-07-30,177.0
2024-07-31,185.57000732421875
2024-08-01,176.0500030517578
2024-08-02,171.61000061035156
2024-08-05,166.9600067138672
2024-08-06,167.82000732421875
2024-08-07,166.27000427246094
2024-08-08,174.0500030517578
2024-08-09,174.1300048828125
2024-08-12,171.0399932861328
2024-08-13,176.69000244140625
2024-08-14,174.64999389648438
2024-08-15,177.6300048828125
2024-08-16,177.67999267578125
2024-08-19,179.08999633789062
2024-08-20,178.0500030517578
2024-08-21,181.0399932861328
2024-08-22,176.6300048828125
2024-08-23,193.99000549316406
2024-08-26,205.86000061035156
2024-08-27,184.8300018310547
2024-08-28,188.66000366210938
2024-08-29,194.42999267578125
2024-08-30,193.52000427246094
2024-09-03,195.3800048828125
2024-09-04,189.4199981689453
2024-09-05,191.7899932861328
2024-09-06,189.39999389648438
2024-09-09,191.3300018310547
2024-09-10,194.27000427246094
2024-09-11,198.82000732421875
2024-09-12,201.30999755859375
2024-09-13,202.69000244140625
2024-09-16,204.4199981689453
2024-09-17,207.16000366210938
2024-09-18,207.64999389648438
2024-09-19,213.8000030517578
2024-09-20,217.27999877929688
2024-09-23,219.6300048828125
2024-09-24,219.9600067138672
2024-09-25,216.10000610351562
2024-09-26,220.5500030517578
2024-09-27,219.92999267578125
2024-09-30,221.72000122070312
2024-10-01,223.60000610351562
2024-10-02,228.24000549316406
2024-10-03,225.39999389648438
2024-10-04,226.38999938964844
2024-10-07,223.8300018310547
2024-10-08,231.61000061035156
2024-10-09,237.99000549316406
2024-10-10,233.13999938964844
2024-10-11,235.6999969482422
2024-10-14,241.52000427246094
2024-10-15,240.85000610351562
2024-10-16,248.3800048828125
2024-10-17,249.8000030517578
2024-10-18,251.4499969482422
2024-10-21,254.83999633789062
2024-10-22,251.58999633789062
2024-10-23,253.6699981689453
2024-10-24,251.86000061035156
