Date,MS
2022-02-28,90.73999786376953
2022-03-01,87.62999725341797
2022-03-02,88.37999725341797
2022-03-03,87.77999877929688
2022-03-04,86.36000061035156
2022-03-07,83.44999694824219
2022-03-08,83.30999755859375
2022-03-09,87.4000015258789
2022-03-10,85.86000061035156
2022-03-11,85.18000030517578
2022-03-14,84.72000122070312
2022-03-15,86.33000183105469
2022-03-16,91.76000213623047
2022-03-17,93.86000061035156
2022-03-18,94.81999969482422
2022-03-21,92.61000061035156
2022-03-22,94.22000122070312
2022-03-23,92.37999725341797
2022-03-24,92.12999725341797
2022-03-25,92.37999725341797
2022-03-28,91.2699966430664
2022-03-29,91.83999633789062
2022-03-30,90.2699966430664
2022-03-31,87.4000015258789
2022-04-01,86.98999786376953
2022-04-04,87.27999877929688
2022-04-05,85.27999877929688
2022-04-06,83.12999725341797
2022-04-07,83.12999725341797
2022-04-08,84.05999755859375
2022-04-11,84.0199966430664
2022-04-12,83.93000030517578
2022-04-13,84.12999725341797
2022-04-14,84.76000213623047
2022-04-18,86.4800033569336
2022-04-19,88.91000366210938
2022-04-20,90.61000061035156
2022-04-21,88.91000366210938
2022-04-22,84.73999786376953
2022-04-25,85.05000305175781
2022-04-26,82.37000274658203
2022-04-27,82.20999908447266
2022-04-28,83.4000015258789
2022-04-29,80.58999633789062
2022-05-02,81.95999908447266
2022-05-03,83.75
2022-05-04,87.22000122070312
2022-05-05,84.94000244140625
2022-05-06,84.2300033569336
2022-05-09,81.1500015258789
2022-05-10,80.26000213623047
2022-05-11,78.88999938964844
2022-05-12,78.58999633789062
2022-05-13,80.54000091552734
2022-05-16,79.9000015258789
2022-05-17,82.93000030517578
2022-05-18,80.69000244140625
2022-05-19,79.95999908447266
2022-05-20,79.37000274658203
2022-05-23,82.30999755859375
2022-05-24,81.95999908447266
2022-05-25,82.2300033569336
2022-05-26,85.0
2022-05-27,86.44999694824219
2022-05-31,86.13999938964844
2022-06-01,85.0
2022-06-02,85.19999694824219
2022-06-03,84.12000274658203
2022-06-06,84.87000274658203
2022-06-07,85.33000183105469
2022-06-08,83.19999694824219
2022-06-09,81.16000366210938
2022-06-10,77.4000015258789
2022-06-13,75.18000030517578
2022-06-14,74.95999908447266
2022-06-15,76.0199966430664
2022-06-16,73.94999694824219
2022-06-17,72.9000015258789
2022-06-21,74.62999725341797
2022-06-22,74.4000015258789
2022-06-23,73.97000122070312
2022-06-24,77.81999969482422
2022-06-27,77.44000244140625
2022-06-28,78.16000366210938
2022-06-29,78.19000244140625
2022-06-30,76.05999755859375
2022-07-01,76.75
2022-07-05,76.11000061035156
2022-07-06,75.44999694824219
2022-07-07,76.98999786376953
2022-07-08,76.7300033569336
2022-07-11,75.81999969482422
2022-07-12,75.94000244140625
2022-07-13,74.9800033569336
2022-07-14,74.69000244140625
2022-07-15,78.05000305175781
2022-07-18,78.86000061035156
2022-07-19,81.6500015258789
2022-07-20,81.80999755859375
2022-07-21,83.0199966430664
2022-07-22,82.43000030517578
2022-07-25,82.55000305175781
2022-07-26,80.79000091552734
2022-07-27,82.51000213623047
2022-07-28,82.94999694824219
2022-07-29,84.30000305175781
