Date,RY
2022-06-17,95.58999633789062
2022-06-21,97.83000183105469
2022-06-22,96.73999786376953
2022-06-23,94.97000122070312
2022-06-24,96.4800033569336
2022-06-27,96.86000061035156
2022-06-28,97.30999755859375
2022-06-29,97.68000030517578
2022-06-30,96.81999969482422
2022-07-01,97.44999694824219
2022-07-05,95.7699966430664
2022-07-06,96.25
2022-07-07,98.23999786376953
2022-07-08,98.41999816894531
2022-07-11,97.91999816894531
2022-07-12,98.01000213623047
2022-07-13,97.37999725341797
2022-07-14,91.08999633789062
2022-07-15,91.12000274658203
2022-07-18,93.06999969482422
2022-07-19,95.77999877929688
2022-07-20,96.05999755859375
2022-07-21,96.4000015258789
2022-07-22,95.73999786376953
2022-07-25,95.9000015258789
2022-07-26,94.55000305175781
2022-07-27,95.68000030517578
2022-07-28,96.52999877929688
2022-07-29,97.51000213623047
2022-08-01,97.26000213623047
2022-08-02,96.48999786376953
2022-08-03,98.36000061035156
2022-08-04,98.37000274658203
2022-08-05,97.7699966430664
2022-08-08,96.9000015258789
2022-08-09,96.36000061035156
2022-08-10,98.44999694824219
2022-08-11,99.33999633789062
2022-08-12,100.26000213623047
2022-08-15,99.54000091552734
2022-08-16,100.69999694824219
2022-08-17,100.0
2022-08-18,100.20999908447266
2022-08-19,99.30000305175781
2022-08-22,97.80000305175781
2022-08-23,97.5199966430664
2022-08-24,95.01000213623047
2022-08-25,97.33999633789062
2022-08-26,95.8499984741211
2022-08-29,96.16999816894531
2022-08-30,94.02999877929688
2022-08-31,93.04000091552734
2022-09-01,92.6500015258789
2022-09-02,93.63999938964844
2022-09-06,93.16000366210938
2022-09-07,94.47000122070312
2022-09-08,95.94000244140625
2022-09-09,98.04000091552734
2022-09-12,99.30999755859375
2022-09-13,96.37999725341797
2022-09-14,96.41999816894531
2022-09-15,96.66999816894531
2022-09-16,95.30999755859375
2022-09-19,96.26000213623047
2022-09-20,95.23999786376953
2022-09-21,93.38999938964844
2022-09-22,92.68000030517578
2022-09-23,90.77999877929688
2022-09-26,90.19999694824219
2022-09-27,89.56999969482422
2022-09-28,91.54000091552734
2022-09-29,90.83999633789062
2022-09-30,90.04000091552734
2022-10-03,92.01000213623047
2022-10-04,95.20999908447266
2022-10-05,94.16000366210938
2022-10-06,90.58999633789062
2022-10-07,88.05999755859375
2022-10-10,87.72000122070312
2022-10-11,85.51000213623047
2022-10-12,85.83000183105469
2022-10-13,88.7300033569336
2022-10-14,87.80999755859375
2022-10-17,89.98999786376953
2022-10-18,90.33999633789062
2022-10-19,89.5999984741211
2022-10-20,88.37000274658203
2022-10-21,90.72000122070312
2022-10-24,90.80999755859375
2022-10-25,91.0199966430664
2022-10-26,91.63999938964844
2022-10-27,91.94999694824219
2022-10-28,92.25
2022-10-31,92.47000122070312
2022-11-01,92.47000122070312
2022-11-02,91.72000122070312
2022-11-03,91.26000213623047
2022-11-04,94.44999694824219
2022-11-07,95.04000091552734
2022-11-08,95.80999755859375
2022-11-09,94.37000274658203
2022-11-10,98.18000030517578
2022-11-11,99.27999877929688
2022-11-14,98.87999725341797
2022-11-15,99.16999816894531
2022-11-16,98.62999725341797
2022-11-17,99.27999877929688
2022-11-18,99.12999725341797
2022-11-21,98.80000305175781
2022-11-22,100.80999755859375
2022-11-23,100.88999938964844
2022-11-25,100.9000015258789
2022-11-28,98.63999938964844
2022-11-29,98.41000366210938
2022-11-30,99.77999877929688
2022-12-01,100.26000213623047
2022-12-02,99.63999938964844
2022-12-05,98.26000213623047
2022-12-06,96.8499984741211
2022-12-07,96.62999725341797
2022-12-08,96.63999938964844
2022-12-09,95.93000030517578
2022-12-12,96.9800033569336
2022-12-13,95.97000122070312
2022-12-14,95.4800033569336
2022-12-15,93.79000091552734
2022-12-16,93.44999694824219
2022-12-19,92.80999755859375
2022-12-20,93.66999816894531
2022-12-21,94.56999969482422
2022-12-22,93.66000366210938
2022-12-23,94.37000274658203
2022-12-27,94.8499984741211
2022-12-28,93.73999786376953
2022-12-29,95.02999877929688
2022-12-30,94.0199966430664
2023-01-03,93.66999816894531
2023-01-04,95.80999755859375
2023-01-05,94.80000305175781
2023-01-06,96.9800033569336
2023-01-09,98.16000366210938
2023-01-10,98.97000122070312
2023-01-11,98.94000244140625
2023-01-12,99.87999725341797
2023-01-13,100.2699966430664
2023-01-17,101.06999969482422
2023-01-18,99.66000366210938
2023-01-19,99.87000274658203
2023-01-20,100.68000030517578
2023-01-23,100.75
2023-01-24,100.98999786376953
2023-01-25,99.7300033569336
2023-01-26,101.7300033569336
2023-01-27,101.12999725341797
2023-01-30,100.87000274658203
2023-01-31,102.36000061035156
2023-02-01,102.72000122070312
2023-02-02,102.44999694824219
2023-02-03,103.08999633789062
2023-02-06,102.73999786376953
2023-02-07,103.37000274658203
2023-02-08,103.75
2023-02-09,103.37000274658203
2023-02-10,103.93000030517578
2023-02-13,104.13999938964844
2023-02-14,104.0999984741211
2023-02-15,103.54000091552734
2023-02-16,103.08000183105469
2023-02-17,103.06999969482422
2023-02-21,102.11000061035156
2023-02-22,100.7300033569336
2023-02-23,100.5999984741211
2023-02-24,100.8499984741211
2023-02-27,101.68000030517578
2023-02-28,101.4800033569336
2023-03-01,98.33000183105469
2023-03-02,100.22000122070312
2023-03-03,100.58999633789062
2023-03-06,100.76000213623047
2023-03-07,99.30000305175781
2023-03-08,99.36000061035156
2023-03-09,97.87999725341797
2023-03-10,96.23999786376953
2023-03-13,95.62000274658203
2023-03-14,97.13999938964844
2023-03-15,94.87999725341797
2023-03-16,95.26000213623047
2023-03-17,92.6500015258789
2023-03-20,94.12000274658203
2023-03-21,94.66999816894531
2023-03-22,93.26000213623047
2023-03-23,92.66000366210938
2023-03-24,92.19000244140625
2023-03-27,93.55000305175781
2023-03-28,93.5199966430664
2023-03-29,94.45999908447266
2023-03-30,94.94999694824219
2023-03-31,95.58000183105469
2023-04-03,97.58000183105469
2023-04-04,97.0199966430664
2023-04-05,96.87000274658203
2023-04-06,96.83000183105469
2023-04-10,97.12000274658203
2023-04-11,97.86000061035156
2023-04-12,98.0999984741211
2023-04-13,99.05000305175781
2023-04-14,99.37000274658203
2023-04-17,99.7300033569336
2023-04-18,100.27999877929688
2023-04-19,100.12000274658203
2023-04-20,100.0
2023-04-21,99.94000244140625
2023-04-24,98.66999816894531
2023-04-25,96.63999938964844
2023-04-26,96.94000244140625
2023-04-27,98.44000244140625
2023-04-28,99.30999755859375
2023-05-01,99.19000244140625
2023-05-02,96.48999786376953
2023-05-03,96.23999786376953
2023-05-04,95.5
2023-05-05,97.94000244140625
2023-05-08,98.20999908447266
2023-05-09,96.7699966430664
2023-05-10,96.41000366210938
2023-05-11,96.22000122070312
2023-05-12,95.88999938964844
2023-05-15,97.22000122070312
2023-05-16,95.19000244140625
2023-05-17,95.66999816894531
2023-05-18,94.80000305175781
2023-05-19,94.19999694824219
2023-05-22,94.16000366210938
2023-05-23,93.33999633789062
2023-05-24,91.0999984741211
2023-05-25,89.0999984741211
2023-05-26,90.41000366210938
2023-05-30,90.54000091552734
2023-05-31,89.4800033569336
2023-06-01,90.37999725341797
2023-06-02,92.43000030517578
2023-06-05,91.45999908447266
2023-06-06,92.27999877929688
2023-06-07,92.0199966430664
2023-06-08,92.33999633789062
2023-06-09,92.83000183105469
2023-06-12,92.7699966430664
2023-06-13,93.7699966430664
2023-06-14,93.87999725341797
2023-06-15,95.2300033569336
2023-06-16,95.44999694824219
2023-06-20,94.36000061035156
2023-06-21,94.69000244140625
2023-06-22,94.0199966430664
2023-06-23,92.76000213623047
2023-06-26,93.98999786376953
2023-06-27,95.05000305175781
2023-06-28,94.29000091552734
2023-06-29,94.76000213623047
2023-06-30,95.51000213623047
2023-07-03,96.1500015258789
2023-07-05,95.69000244140625
2023-07-06,93.91999816894531
2023-07-07,94.5199966430664
2023-07-10,94.33000183105469
2023-07-11,95.08000183105469
2023-07-12,95.68000030517578
2023-07-13,97.18000030517578
2023-07-14,96.86000061035156
2023-07-17,97.8499984741211
2023-07-18,98.44000244140625
2023-07-19,98.87000274658203
2023-07-20,99.01000213623047
2023-07-21,99.11000061035156
2023-07-24,100.27999877929688
2023-07-25,98.70999908447266
2023-07-26,98.58999633789062
2023-07-27,98.31999969482422
2023-07-28,98.5199966430664
2023-07-31,99.12999725341797
2023-08-01,97.61000061035156
2023-08-02,96.26000213623047
2023-08-03,95.5999984741211
2023-08-04,95.81999969482422
2023-08-07,96.3499984741211
2023-08-08,95.01000213623047
2023-08-09,94.9800033569336
2023-08-10,95.0
2023-08-11,94.83999633789062
2023-08-14,94.2699966430664
2023-08-15,91.9000015258789
2023-08-16,91.16000366210938
2023-08-17,90.4800033569336
2023-08-18,89.70999908447266
2023-08-21,89.56999969482422
2023-08-22,88.27999877929688
2023-08-23,88.86000061035156
2023-08-24,90.30999755859375
2023-08-25,88.9800033569336
2023-08-28,89.68000030517578
2023-08-29,90.41999816894531
2023-08-30,90.83999633789062
2023-08-31,90.0999984741211
2023-09-01,90.31999969482422
2023-09-05,89.43000030517578
2023-09-06,88.9000015258789
2023-09-07,87.9000015258789
2023-09-08,88.08999633789062
2023-09-11,88.6500015258789
2023-09-12,89.41000366210938
2023-09-13,89.9800033569336
2023-09-14,91.30999755859375
2023-09-15,91.51000213623047
2023-09-18,91.38999938964844
2023-09-19,91.05000305175781
2023-09-20,91.12999725341797
2023-09-21,89.56999969482422
2023-09-22,89.13999938964844
2023-09-25,89.48999786376953
2023-09-26,87.93000030517578
2023-09-27,86.8499984741211
2023-09-28,88.0199966430664
2023-09-29,87.44000244140625
2023-10-02,84.80000305175781
2023-10-03,82.5199966430664
2023-10-04,83.11000061035156
2023-10-05,83.94000244140625
2023-10-06,84.08000183105469
2023-10-09,84.05999755859375
2023-10-10,85.08999633789062
2023-10-11,85.58999633789062
2023-10-12,84.4000015258789
2023-10-13,83.86000061035156
2023-10-16,85.37000274658203
2023-10-17,84.68000030517578
2023-10-18,82.9000015258789
2023-10-19,82.43000030517578
2023-10-20,80.97000122070312
2023-10-23,81.30999755859375
2023-10-24,80.38999938964844
2023-10-25,79.11000061035156
2023-10-26,79.69999694824219
2023-10-27,78.19000244140625
2023-10-30,79.66999816894531
2023-10-31,79.87999725341797
2023-11-01,80.30000305175781
2023-11-02,83.55999755859375
2023-11-03,84.87999725341797
2023-11-06,84.88999938964844
2023-11-07,84.12000274658203
2023-11-08,84.08000183105469
2023-11-09,84.16999816894531
2023-11-10,84.6500015258789
2023-11-13,84.68000030517578
2023-11-14,87.0199966430664
2023-11-15,87.61000061035156
2023-11-16,87.01000213623047
2023-11-17,88.0
2023-11-20,87.83000183105469
2023-11-21,87.44000244140625
2023-11-22,86.88999938964844
2023-11-24,87.62999725341797
2023-11-27,86.76000213623047
2023-11-28,86.41999816894531
2023-11-29,87.33000183105469
2023-11-30,90.4000015258789
2023-12-01,91.08999633789062
2023-12-04,91.01000213623047
2023-12-05,91.2300033569336
2023-12-06,91.08999633789062
2023-12-07,91.41999816894531
2023-12-08,92.18000030517578
2023-12-11,92.45999908447266
2023-12-12,92.3499984741211
2023-12-13,95.29000091552734
2023-12-14,97.61000061035156
2023-12-15,98.16000366210938
2023-12-18,98.86000061035156
2023-12-19,100.02999877929688
2023-12-20,98.97000122070312
2023-12-21,100.18000030517578
2023-12-22,100.77999877929688
2023-12-26,101.94999694824219
2023-12-27,101.5999984741211
2023-12-28,101.33000183105469
2023-12-29,101.12999725341797
2024-01-02,100.48999786376953
2024-01-03,100.01000213623047
2024-01-04,100.16999816894531
2024-01-05,100.75
2024-01-08,101.30999755859375
2024-01-09,100.98999786376953
2024-01-10,100.6500015258789
2024-01-11,99.55000305175781
2024-01-12,98.55999755859375
2024-01-16,98.3499984741211
2024-01-17,97.4800033569336
2024-01-18,98.16999816894531
2024-01-19,99.62000274658203
2024-01-22,98.94999694824219
2024-01-23,99.2699966430664
2024-01-24,97.83000183105469
2024-01-25,98.20999908447266
2024-01-26,98.8499984741211
2024-01-29,98.98999786376953
2024-01-30,99.27999877929688
2024-01-31,97.61000061035156
2024-02-01,98.19999694824219
2024-02-02,97.44000244140625
2024-02-05,96.44000244140625
2024-02-06,96.94000244140625
2024-02-07,97.02999877929688
2024-02-08,96.76000213623047
2024-02-09,97.33999633789062
2024-02-12,97.76000213623047
2024-02-13,94.69999694824219
2024-02-14,96.7699966430664
2024-02-15,97.97000122070312
2024-02-16,97.83000183105469
2024-02-20,98.0199966430664
2024-02-21,97.68000030517578
2024-02-22,98.13999938964844
2024-02-23,98.66000366210938
2024-02-26,97.97000122070312
2024-02-27,96.91999816894531
2024-02-28,96.45999908447266
2024-02-29,97.08000183105469
2024-03-01,97.33000183105469
2024-03-04,97.18000030517578
2024-03-05,97.95999908447266
2024-03-06,98.2300033569336
2024-03-07,99.4000015258789
2024-03-08,99.33000183105469
2024-03-11,100.02999877929688
2024-03-12,100.5999984741211
2024-03-13,101.08000183105469
2024-03-14,99.76000213623047
2024-03-15,99.33999633789062
2024-03-18,99.2699966430664
2024-03-19,98.80999755859375
2024-03-20,100.4000015258789
2024-03-21,100.87999725341797
2024-03-22,99.37999725341797
2024-03-25,99.41999816894531
2024-03-26,99.1500015258789
2024-03-27,100.4000015258789
2024-03-28,100.87999725341797
2024-04-01,100.30000305175781
2024-04-02,99.61000061035156
2024-04-03,100.26000213623047
2024-04-04,100.9800033569336
2024-04-05,102.33999633789062
2024-04-08,103.05000305175781
2024-04-09,102.77999877929688
2024-04-10,100.94000244140625
2024-04-11,100.36000061035156
2024-04-12,98.52999877929688
2024-04-15,97.91999816894531
2024-04-16,96.4000015258789
2024-04-17,96.77999877929688
2024-04-18,96.9000015258789
2024-04-19,97.86000061035156
2024-04-22,99.19999694824219
2024-04-23,99.8499984741211
2024-04-24,97.2699966430664
2024-04-25,97.68000030517578
2024-04-26,98.16000366210938
2024-04-29,97.98999786376953
2024-04-30,96.83000183105469
2024-05-01,97.37999725341797
2024-05-02,99.22000122070312
2024-05-03,101.16999816894531
2024-05-06,101.81999969482422
2024-05-07,101.0199966430664
2024-05-08,101.8499984741211
2024-05-09,103.08999633789062
2024-05-10,103.20999908447266
2024-05-13,104.61000061035156
2024-05-14,104.30000305175781
2024-05-15,105.48999786376953
2024-05-16,105.98999786376953
2024-05-17,106.79000091552734
2024-05-20,105.83999633789062
2024-05-21,105.87999725341797
2024-05-22,105.95999908447266
2024-05-23,104.61000061035156
2024-05-24,105.30000305175781
2024-05-28,105.04000091552734
2024-05-29,102.8499984741211
2024-05-30,108.4000015258789
2024-05-31,109.2699966430664
2024-06-03,108.5999984741211
2024-06-04,107.4800033569336
2024-06-05,107.11000061035156
2024-06-06,107.62000274658203
2024-06-07,106.38999938964844
2024-06-10,106.2300033569336
2024-06-11,105.37999725341797
2024-06-12,105.5
2024-06-13,104.38999938964844
2024-06-14,103.94000244140625
2024-06-17,103.58999633789062
2024-06-18,103.80999755859375
2024-06-20,103.37999725341797
2024-06-21,103.62999725341797
2024-06-24,106.22000122070312
2024-06-25,106.36000061035156
2024-06-26,105.5999984741211
2024-06-27,106.12999725341797
2024-06-28,106.37999725341797
2024-07-01,105.9800033569336
2024-07-02,107.5199966430664
2024-07-03,109.0199966430664
2024-07-05,108.80000305175781
2024-07-08,109.19000244140625
2024-07-09,109.58999633789062
2024-07-10,110.76000213623047
2024-07-11,110.2699966430664
2024-07-12,111.20999908447266
2024-07-15,110.80999755859375
2024-07-16,110.54000091552734
2024-07-17,112.01000213623047
2024-07-18,112.08000183105469
2024-07-19,111.12999725341797
2024-07-22,111.5999984741211
2024-07-23,110.51000213623047
2024-07-24,110.30999755859375
2024-07-25,109.58999633789062
2024-07-26,110.66999816894531
2024-07-29,110.22000122070312
2024-07-30,111.13999938964844
2024-07-31,111.73999786376953
2024-08-01,109.87000274658203
2024-08-02,107.45999908447266
2024-08-05,105.6500015258789
2024-08-06,107.22000122070312
2024-08-07,107.37999725341797
2024-08-08,108.7300033569336
2024-08-09,109.12999725341797
2024-08-12,108.26000213623047
2024-08-13,109.4800033569336
2024-08-14,110.37000274658203
2024-08-15,110.70999908447266
2024-08-16,111.80999755859375
2024-08-19,112.77999877929688
2024-08-20,112.58000183105469
2024-08-21,112.94000244140625
2024-08-22,113.33999633789062
2024-08-23,115.5199966430664
2024-08-26,115.68000030517578
2024-08-27,116.4000015258789
2024-08-28,118.83999633789062
2024-08-29,119.19999694824219
2024-08-30,120.77999877929688
2024-09-03,120.83999633789062
2024-09-04,122.08000183105469
2024-09-05,121.48999786376953
2024-09-06,120.93000030517578
2024-09-09,122.9800033569336
2024-09-10,122.2699966430664
2024-09-11,123.27999877929688
2024-09-12,123.95999908447266
2024-09-13,123.58999633789062
2024-09-16,123.33000183105469
2024-09-17,122.86000061035156
2024-09-18,122.55999755859375
2024-09-19,123.05999755859375
2024-09-20,121.91999816894531
2024-09-23,123.13999938964844
2024-09-24,123.66000366210938
2024-09-25,123.55000305175781
2024-09-26,124.54000091552734
2024-09-27,124.26000213623047
2024-09-30,124.7300033569336
2024-10-01,123.80000305175781
2024-10-02,122.88999938964844
2024-10-03,121.38999938964844
2024-10-04,122.41999816894531
2024-10-07,121.76000213623047
2024-10-08,121.80999755859375
2024-10-09,122.2699966430664
2024-10-10,121.47000122070312
2024-10-11,123.79000091552734
2024-10-14,123.43000030517578
2024-10-15,124.41000366210938
2024-10-16,126.11000061035156
2024-10-17,126.47000122070312
2024-10-18,126.05000305175781
2024-10-21,124.98999786376953
2024-10-22,125.08999633789062
2024-10-23,125.18000030517578
2024-10-24,123.52999877929688
2024-10-25,122.45999908447266
2024-10-28,124.02999877929688
2024-10-29,123.47000122070312
2024-10-30,123.58000183105469
2024-10-31,120.88999938964844
2024-11-01,121.79000091552734
2024-11-04,122.2699966430664
2024-11-05,123.1500015258789
2024-11-06,122.72000122070312
2024-11-07,124.55000305175781
2024-11-08,123.62999725341797
2024-11-11,124.04000091552734
2024-11-12,123.88999938964844
2024-11-13,123.1500015258789
2024-11-14,122.38999938964844
2024-11-15,121.47000122070312
2024-11-18,122.43000030517578
2024-11-19,122.9000015258789
2024-11-20,121.79000091552734
2024-11-21,125.08999633789062
