Date,MET
2022-02-28,67.55000305175781
2022-03-01,64.44000244140625
2022-03-02,66.41000366210938
2022-03-03,66.55999755859375
2022-03-04,63.97999954223633
2022-03-07,61.970001220703125
2022-03-08,61.959999084472656
2022-03-09,64.44000244140625
2022-03-10,64.27999877929688
2022-03-11,64.19999694824219
2022-03-14,64.69000244140625
2022-03-15,65.31999969482422
2022-03-16,67.5199966430664
2022-03-17,68.16999816894531
2022-03-18,68.44999694824219
2022-03-21,68.7699966430664
2022-03-22,70.31999969482422
2022-03-23,69.41999816894531
2022-03-24,70.19000244140625
2022-03-25,71.29000091552734
2022-03-28,71.27999877929688
2022-03-29,71.51000213623047
2022-03-30,71.62999725341797
2022-03-31,70.27999877929688
2022-04-01,70.5
2022-04-04,69.63999938964844
2022-04-05,70.01000213623047
2022-04-06,70.06999969482422
2022-04-07,69.55000305175781
2022-04-08,70.61000061035156
2022-04-11,70.58000183105469
2022-04-12,70.16000366210938
2022-04-13,70.44999694824219
2022-04-14,70.63999938964844
2022-04-18,71.2300033569336
2022-04-19,71.83999633789062
2022-04-20,72.44000244140625
2022-04-21,71.58000183105469
2022-04-22,69.55999755859375
2022-04-25,69.08000183105469
2022-04-26,66.72000122070312
2022-04-27,66.9000015258789
2022-04-28,67.7699966430664
2022-04-29,65.68000030517578
2022-05-02,66.13999938964844
2022-05-03,66.63999938964844
2022-05-04,68.30999755859375
2022-05-05,67.5
2022-05-06,67.54000091552734
2022-05-09,65.63999938964844
2022-05-10,64.80999755859375
2022-05-11,64.12000274658203
2022-05-12,62.90999984741211
2022-05-13,63.41999816894531
2022-05-16,63.619998931884766
2022-05-17,64.98999786376953
2022-05-18,63.31999969482422
2022-05-19,62.38999938964844
2022-05-20,62.04999923706055
2022-05-23,63.95000076293945
2022-05-24,63.880001068115234
2022-05-25,64.5999984741211
2022-05-26,66.91000366210938
2022-05-27,67.72000122070312
2022-05-31,67.38999938964844
2022-06-01,66.66000366210938
2022-06-02,67.02999877929688
2022-06-03,66.19000244140625
2022-06-06,66.87999725341797
2022-06-07,67.69000244140625
2022-06-08,67.23999786376953
2022-06-09,66.01000213623047
2022-06-10,63.470001220703125
2022-06-13,61.040000915527344
2022-06-14,61.86000061035156
2022-06-15,62.310001373291016
2022-06-16,61.290000915527344
2022-06-17,60.869998931884766
2022-06-21,62.529998779296875
2022-06-22,61.75
2022-06-23,61.33000183105469
2022-06-24,64.22000122070312
2022-06-27,63.58000183105469
2022-06-28,63.7400016784668
2022-06-29,62.93000030517578
2022-06-30,62.790000915527344
2022-07-01,63.68000030517578
2022-07-05,62.34000015258789
2022-07-06,61.93000030517578
2022-07-07,63.029998779296875
2022-07-08,62.630001068115234
2022-07-11,62.11000061035156
2022-07-12,61.790000915527344
2022-07-13,59.95000076293945
2022-07-14,57.90999984741211
2022-07-15,59.029998779296875
2022-07-18,59.099998474121094
2022-07-19,60.79999923706055
2022-07-20,61.279998779296875
2022-07-21,61.11000061035156
2022-07-22,60.849998474121094
2022-07-25,61.630001068115234
2022-07-26,61.25
2022-07-27,62.25
2022-07-28,61.849998474121094
2022-07-29,63.25
2022-08-01,62.88999938964844
2022-08-02,62.0099983215332
2022-08-03,63.599998474121094
2022-08-04,63.79999923706055
2022-08-05,63.29999923706055
2022-08-08,62.939998626708984
2022-08-09,63.900001525878906
2022-08-10,65.93000030517578
2022-08-11,66.69000244140625
2022-08-12,67.80999755859375
2022-08-15,67.33999633789062
2022-08-16,67.66000366210938
2022-08-17,67.47000122070312
2022-08-18,68.01000213623047
2022-08-19,67.38999938964844
2022-08-22,65.91000366210938
2022-08-23,65.66999816894531
2022-08-24,66.04000091552734
