Date,H
2022-02-28,97.11000061035156
2022-03-01,91.9800033569336
2022-03-02,95.58000183105469
2022-03-03,92.58999633789062
2022-03-04,90.58999633789062
2022-03-07,82.2300033569336
2022-03-08,84.61000061035156
2022-03-09,88.83999633789062
2022-03-10,90.86000061035156
2022-03-11,90.44999694824219
2022-03-14,89.33000183105469
2022-03-15,90.69999694824219
2022-03-16,94.05000305175781
2022-03-17,93.73999786376953
2022-03-18,94.25
2022-03-21,92.44999694824219
2022-03-22,94.04000091552734
2022-03-23,93.16999816894531
2022-03-24,95.05999755859375
2022-03-25,95.18000030517578
2022-03-28,94.2699966430664
2022-03-29,98.37000274658203
2022-03-30,96.4800033569336
2022-03-31,95.44999694824219
2022-04-01,94.76000213623047
2022-04-04,95.16000366210938
2022-04-05,94.86000061035156
2022-04-06,89.51000213623047
2022-04-07,88.87000274658203
2022-04-08,87.63999938964844
2022-04-11,86.44000244140625
2022-04-12,88.0199966430664
2022-04-13,93.93000030517578
2022-04-14,97.0
2022-04-18,96.4800033569336
2022-04-19,99.63999938964844
2022-04-20,99.0199966430664
2022-04-21,97.05999755859375
2022-04-22,94.80999755859375
2022-04-25,97.5199966430664
2022-04-26,95.91999816894531
2022-04-27,96.75
2022-04-28,98.12999725341797
2022-04-29,94.95999908447266
2022-05-02,94.25
2022-05-03,89.44999694824219
2022-05-04,90.22000122070312
2022-05-05,86.47000122070312
2022-05-06,85.5
2022-05-09,79.79000091552734
2022-05-10,84.83999633789062
2022-05-11,83.33999633789062
2022-05-12,80.23999786376953
2022-05-13,83.5999984741211
2022-05-16,81.05999755859375
2022-05-17,82.72000122070312
2022-05-18,79.02999877929688
2022-05-19,82.2699966430664
2022-05-20,80.6500015258789
2022-05-23,82.47000122070312
2022-05-24,80.8499984741211
2022-05-25,82.69000244140625
2022-05-26,86.55000305175781
2022-05-27,88.36000061035156
2022-05-31,88.38999938964844
2022-06-01,88.95999908447266
2022-06-02,90.91999816894531
2022-06-03,92.16000366210938
2022-06-06,95.12000274658203
2022-06-07,94.0999984741211
2022-06-08,93.44000244140625
2022-06-09,90.33000183105469
2022-06-10,84.68000030517578
2022-06-13,78.76000213623047
2022-06-14,79.41999816894531
2022-06-15,81.94000244140625
2022-06-16,76.30999755859375
2022-06-17,75.91000366210938
2022-06-21,75.05000305175781
2022-06-22,73.0199966430664
2022-06-23,71.20999908447266
2022-06-24,76.30999755859375
2022-06-27,77.18000030517578
2022-06-28,75.63999938964844
2022-06-29,75.2699966430664
2022-06-30,73.91000366210938
2022-07-01,75.16999816894531
2022-07-05,75.1500015258789
2022-07-06,73.16999816894531
2022-07-07,74.7699966430664
2022-07-08,74.37000274658203
2022-07-11,74.16000366210938
2022-07-12,74.26000213623047
2022-07-13,74.58999633789062
2022-07-14,73.72000122070312
2022-07-15,75.31999969482422
2022-07-18,76.33000183105469
2022-07-19,79.4000015258789
2022-07-20,80.52999877929688
2022-07-21,80.23999786376953
2022-07-22,79.56999969482422
2022-07-25,80.58000183105469
2022-07-26,79.18000030517578
2022-07-27,83.05999755859375
2022-07-28,82.77999877929688
2022-07-29,82.75
2022-08-01,83.58999633789062
2022-08-02,83.37999725341797
2022-08-03,84.63999938964844
2022-08-04,85.66000366210938
2022-08-05,84.7699966430664
2022-08-08,85.19000244140625
2022-08-09,87.48999786376953
2022-08-10,88.08999633789062
2022-08-11,90.05000305175781
2022-08-12,92.51000213623047
2022-08-15,92.7300033569336
2022-08-16,95.12999725341797
2022-08-17,94.7699966430664
2022-08-18,95.4800033569336
2022-08-19,91.66000366210938
2022-08-22,90.05000305175781
2022-08-23,91.66999816894531
2022-08-24,93.54000091552734
2022-08-25,94.61000061035156
2022-08-26,91.05999755859375
2022-08-29,90.4000015258789
2022-08-30,89.44000244140625
2022-08-31,89.62000274658203
2022-09-01,88.33999633789062
2022-09-02,88.12999725341797
2022-09-06,87.70999908447266
2022-09-07,89.95999908447266
2022-09-08,91.05000305175781
2022-09-09,92.94999694824219
2022-09-12,94.0999984741211
2022-09-13,90.52999877929688
2022-09-14,93.23999786376953
2022-09-15,93.44000244140625
2022-09-16,89.05000305175781
2022-09-19,89.77999877929688
2022-09-20,89.26000213623047
2022-09-21,85.26000213623047
2022-09-22,81.06999969482422
2022-09-23,78.80000305175781
2022-09-26,78.12999725341797
2022-09-27,80.56999969482422
2022-09-28,83.43000030517578
2022-09-29,81.33999633789062
2022-09-30,80.95999908447266
2022-10-03,82.41000366210938
2022-10-04,86.06999969482422
2022-10-05,85.75
2022-10-06,83.62999725341797
2022-10-07,82.77999877929688
2022-10-10,81.93000030517578
2022-10-11,80.63999938964844
2022-10-12,82.20999908447266
2022-10-13,82.9000015258789
2022-10-14,83.18000030517578
2022-10-17,85.66999816894531
2022-10-18,86.91999816894531
2022-10-19,86.5999984741211
2022-10-20,85.05000305175781
2022-10-21,88.58999633789062
2022-10-24,88.05000305175781
2022-10-25,89.73999786376953
2022-10-26,89.47000122070312
2022-10-27,91.0
2022-10-28,92.73999786376953
2022-10-31,94.20999908447266
2022-11-01,93.91000366210938
2022-11-02,91.97000122070312
2022-11-03,90.20999908447266
2022-11-04,91.98999786376953
2022-11-07,90.08999633789062
2022-11-08,91.13999938964844
2022-11-09,89.83999633789062
2022-11-10,94.16999816894531
2022-11-11,96.11000061035156
2022-11-14,91.7300033569336
2022-11-15,92.44000244140625
2022-11-16,94.12999725341797
2022-11-17,94.31999969482422
2022-11-18,95.80000305175781
2022-11-21,95.16000366210938
2022-11-22,97.05000305175781
2022-11-23,96.27999877929688
2022-11-25,96.19999694824219
2022-11-28,94.31999969482422
2022-11-29,98.05999755859375
2022-11-30,100.31999969482422
2022-12-01,100.93000030517578
2022-12-02,99.62999725341797
2022-12-05,97.91999816894531
2022-12-06,96.44999694824219
2022-12-07,95.48999786376953
2022-12-08,97.16000366210938
2022-12-09,98.66000366210938
2022-12-12,100.12999725341797
2022-12-13,101.0199966430664
2022-12-14,99.62000274658203
2022-12-15,96.95999908447266
2022-12-16,95.91000366210938
2022-12-19,94.31999969482422
2022-12-20,94.19999694824219
2022-12-21,91.9000015258789
2022-12-22,90.5
2022-12-23,91.08999633789062
2022-12-27,90.01000213623047
2022-12-28,88.08000183105469
2022-12-29,89.44999694824219
2022-12-30,90.44999694824219
2023-01-03,88.80000305175781
2023-01-04,91.6500015258789
2023-01-05,91.9800033569336
2023-01-06,95.22000122070312
2023-01-09,96.69999694824219
2023-01-10,98.23999786376953
2023-01-11,102.5199966430664
2023-01-12,103.58000183105469
2023-01-13,104.94000244140625
2023-01-17,104.98999786376953
2023-01-18,104.47000122070312
2023-01-19,105.04000091552734
2023-01-20,109.0999984741211
2023-01-23,110.62000274658203
2023-01-24,111.81999969482422
2023-01-25,112.11000061035156
2023-01-26,111.79000091552734
2023-01-27,112.23999786376953
2023-01-30,108.91999816894531
2023-01-31,109.12000274658203
2023-02-01,109.66999816894531
2023-02-02,110.41999816894531
2023-02-03,110.01000213623047
2023-02-06,110.62999725341797
2023-02-07,113.37999725341797
2023-02-08,111.55999755859375
2023-02-09,111.79000091552734
2023-02-10,109.43000030517578
2023-02-13,111.37999725341797
2023-02-14,116.11000061035156
2023-02-15,117.23999786376953
2023-02-16,116.98999786376953
2023-02-17,113.73999786376953
2023-02-21,112.76000213623047
2023-02-22,112.66000366210938
2023-02-23,114.31999969482422
2023-02-24,115.63999938964844
2023-02-27,116.33000183105469
2023-02-28,116.23999786376953
2023-03-01,117.30000305175781
2023-03-02,119.70999908447266
2023-03-03,122.80000305175781
2023-03-06,123.33999633789062
2023-03-07,121.37000274658203
2023-03-08,119.81999969482422
2023-03-09,112.30000305175781
2023-03-10,110.70999908447266
2023-03-13,107.77999877929688
2023-03-14,110.3499984741211
2023-03-15,105.93000030517578
2023-03-16,107.62999725341797
2023-03-17,106.13999938964844
2023-03-20,109.44000244140625
2023-03-21,111.70999908447266
2023-03-22,108.63999938964844
2023-03-23,106.41999816894531
2023-03-24,103.5999984741211
2023-03-27,104.19999694824219
2023-03-28,104.69000244140625
2023-03-29,108.11000061035156
2023-03-30,109.9800033569336
2023-03-31,111.79000091552734
2023-04-03,110.12000274658203
2023-04-04,110.02999877929688
2023-04-05,107.63999938964844
2023-04-06,108.11000061035156
2023-04-10,109.05999755859375
2023-04-11,111.19000244140625
2023-04-12,109.31999969482422
2023-04-13,112.23999786376953
2023-04-14,111.97000122070312
2023-04-17,113.61000061035156
2023-04-18,116.93000030517578
2023-04-19,116.83000183105469
2023-04-20,116.48999786376953
2023-04-21,117.4000015258789
2023-04-24,117.87000274658203
2023-04-25,115.61000061035156
2023-04-26,110.7699966430664
2023-04-27,111.36000061035156
2023-04-28,114.30000305175781
2023-05-01,115.48999786376953
2023-05-02,119.0199966430664
2023-05-03,118.19999694824219
2023-05-04,116.1500015258789
2023-05-05,116.30000305175781
2023-05-08,117.77999877929688
2023-05-09,119.08000183105469
2023-05-10,114.48999786376953
2023-05-11,112.5
2023-05-12,113.55000305175781
2023-05-15,113.93000030517578
2023-05-16,112.19999694824219
2023-05-17,112.69000244140625
2023-05-18,115.19000244140625
2023-05-19,113.58000183105469
2023-05-22,111.16000366210938
2023-05-23,108.87000274658203
2023-05-24,108.69999694824219
2023-05-25,109.62999725341797
2023-05-26,110.22000122070312
2023-05-30,108.72000122070312
2023-05-31,107.4800033569336
2023-06-01,109.88999938964844
2023-06-02,115.08000183105469
2023-06-05,114.41999816894531
2023-06-06,117.33000183105469
2023-06-07,116.56999969482422
2023-06-08,116.02999877929688
2023-06-09,115.61000061035156
2023-06-12,116.30000305175781
2023-06-13,116.66999816894531
2023-06-14,116.88999938964844
2023-06-15,112.72000122070312
2023-06-16,113.16999816894531
2023-06-20,109.41999816894531
2023-06-21,112.16000366210938
2023-06-22,110.44000244140625
2023-06-23,107.54000091552734
2023-06-26,107.87000274658203
2023-06-27,110.2699966430664
2023-06-28,110.45999908447266
2023-06-29,112.30999755859375
2023-06-30,114.58000183105469
2023-07-03,113.87000274658203
2023-07-05,113.05999755859375
2023-07-06,113.58999633789062
2023-07-07,115.61000061035156
2023-07-10,119.76000213623047
2023-07-11,119.51000213623047
2023-07-12,118.66000366210938
2023-07-13,118.9000015258789
2023-07-14,117.0
2023-07-17,119.0999984741211
2023-07-18,120.93000030517578
2023-07-19,120.68000030517578
2023-07-20,120.51000213623047
2023-07-21,121.08000183105469
2023-07-24,120.20999908447266
2023-07-25,121.13999938964844
2023-07-26,120.4800033569336
2023-07-27,122.30000305175781
2023-07-28,125.18000030517578
2023-07-31,126.3499984741211
2023-08-01,125.02999877929688
2023-08-02,122.33999633789062
2023-08-03,111.98999786376953
2023-08-04,112.2300033569336
2023-08-07,115.30999755859375
2023-08-08,115.48999786376953
2023-08-09,115.5199966430664
2023-08-10,117.4000015258789
2023-08-11,117.30000305175781
2023-08-14,117.1500015258789
2023-08-15,114.80999755859375
2023-08-16,114.79000091552734
2023-08-17,112.16999816894531
2023-08-18,112.70999908447266
2023-08-21,112.58000183105469
2023-08-22,112.0999984741211
2023-08-23,112.12000274658203
2023-08-24,111.11000061035156
2023-08-25,110.70999908447266
2023-08-28,112.8499984741211
2023-08-29,115.45999908447266
2023-08-30,115.30999755859375
2023-08-31,112.41000366210938
2023-09-01,114.80000305175781
2023-09-05,111.45999908447266
2023-09-06,112.37000274658203
2023-09-07,110.47000122070312
2023-09-08,111.87999725341797
2023-09-11,109.63999938964844
2023-09-12,108.44999694824219
2023-09-13,104.56999969482422
2023-09-14,107.37000274658203
2023-09-15,107.5
2023-09-18,106.62000274658203
2023-09-19,105.55999755859375
2023-09-20,105.86000061035156
2023-09-21,103.08000183105469
2023-09-22,102.91999816894531
2023-09-25,103.30999755859375
2023-09-26,102.44000244140625
2023-09-27,103.5
2023-09-28,108.12000274658203
2023-09-29,106.08000183105469
2023-10-02,104.44000244140625
2023-10-03,102.05000305175781
2023-10-04,104.16000366210938
2023-10-05,104.33999633789062
2023-10-06,104.41999816894531
2023-10-09,104.45999908447266
2023-10-10,110.70999908447266
2023-10-11,108.29000091552734
2023-10-12,107.6500015258789
2023-10-13,105.0999984741211
2023-10-16,106.91999816894531
2023-10-17,107.33999633789062
2023-10-18,105.44999694824219
2023-10-19,103.87999725341797
2023-10-20,100.43000030517578
2023-10-23,101.94999694824219
2023-10-24,102.19999694824219
2023-10-25,101.36000061035156
2023-10-26,100.5199966430664
2023-10-27,99.27999877929688
2023-10-30,101.47000122070312
2023-10-31,102.44000244140625
2023-11-01,104.0
2023-11-02,102.12999725341797
2023-11-03,104.66000366210938
2023-11-06,103.87000274658203
2023-11-07,106.72000122070312
2023-11-08,105.26000213623047
2023-11-09,105.9000015258789
2023-11-10,107.98999786376953
2023-11-13,107.58000183105469
2023-11-14,110.7300033569336
2023-11-15,112.5
2023-11-16,113.63999938964844
2023-11-17,115.33000183105469
2023-11-20,115.20999908447266
2023-11-21,115.58999633789062
2023-11-22,117.26000213623047
2023-11-24,116.77999877929688
2023-11-27,115.91000366210938
2023-11-28,114.19000244140625
2023-11-29,113.80999755859375
2023-11-30,114.76000213623047
2023-12-01,118.0999984741211
2023-12-04,120.04000091552734
2023-12-05,117.0
2023-12-06,118.12000274658203
2023-12-07,120.81999969482422
2023-12-08,122.63999938964844
2023-12-11,127.73999786376953
2023-12-12,127.4000015258789
2023-12-13,127.7300033569336
2023-12-14,130.3699951171875
2023-12-15,130.63999938964844
2023-12-18,131.41000366210938
2023-12-19,130.52999877929688
2023-12-20,127.05999755859375
2023-12-21,130.02999877929688
2023-12-22,130.49000549316406
2023-12-26,131.08999633789062
2023-12-27,130.35000610351562
2023-12-28,130.6199951171875
2023-12-29,130.41000366210938
2024-01-02,129.97999572753906
2024-01-03,127.55999755859375
2024-01-04,126.52999877929688
2024-01-05,128.3699951171875
2024-01-08,129.8699951171875
2024-01-09,128.57000732421875
2024-01-10,129.19000244140625
2024-01-11,128.83999633789062
2024-01-12,127.9000015258789
2024-01-16,126.94000244140625
2024-01-17,127.7300033569336
2024-01-18,129.57000732421875
2024-01-19,130.5800018310547
2024-01-22,131.1199951171875
2024-01-23,131.17999267578125
2024-01-24,130.75999450683594
2024-01-25,131.13999938964844
2024-01-26,130.44000244140625
2024-01-29,131.1699981689453
2024-01-30,130.6999969482422
2024-01-31,128.3699951171875
2024-02-01,130.2100067138672
2024-02-02,130.88999938964844
2024-02-05,128.89999389648438
2024-02-06,129.49000549316406
2024-02-07,129.49000549316406
2024-02-08,131.0
2024-02-09,130.47999572753906
2024-02-12,132.75999450683594
2024-02-13,126.51000213623047
2024-02-14,129.07000732421875
2024-02-15,134.3300018310547
2024-02-16,132.8300018310547
2024-02-20,132.27999877929688
2024-02-21,133.5500030517578
2024-02-22,135.5399932861328
2024-02-23,150.1699981689453
2024-02-26,151.11000061035156
2024-02-27,151.47000122070312
2024-02-28,152.24000549316406
2024-02-29,153.58999633789062
2024-03-01,157.85000610351562
2024-03-04,157.52000427246094
2024-03-05,157.8300018310547
2024-03-06,157.33999633789062
2024-03-07,156.64999389648438
2024-03-08,156.6999969482422
2024-03-11,154.1699981689453
2024-03-12,156.50999450683594
2024-03-13,157.02000427246094
2024-03-14,156.1300048828125
2024-03-15,153.60000610351562
2024-03-18,156.1199951171875
2024-03-19,157.11000061035156
2024-03-20,158.3000030517578
2024-03-21,159.44000244140625
2024-03-22,159.14999389648438
2024-03-25,157.85000610351562
2024-03-26,159.32000732421875
2024-03-27,160.83999633789062
2024-03-28,159.6199951171875
2024-04-01,158.11000061035156
2024-04-02,155.47000122070312
2024-04-03,157.47999572753906
2024-04-04,155.8000030517578
2024-04-05,157.1699981689453
2024-04-08,157.2899932861328
2024-04-09,157.3699951171875
2024-04-10,155.88999938964844
2024-04-11,156.97999572753906
2024-04-12,152.75
2024-04-15,152.0
2024-04-16,149.75
