Date,TPL
2022-02-28,396.24334716796875
2022-03-01,401.89666748046875
2022-03-02,414.25
2022-03-03,409.0833435058594
2022-03-04,433.04998779296875
2022-03-07,428.92333984375
2022-03-08,428.47332763671875
2022-03-09,428.65667724609375
2022-03-10,431.07000732421875
2022-03-11,438.7066650390625
2022-03-14,428.0299987792969
2022-03-15,414.39666748046875
2022-03-16,424.8900146484375
2022-03-17,451.8333435058594
2022-03-18,449.48333740234375
2022-03-21,465.2466735839844
2022-03-22,463.1833190917969
2022-03-23,473.336669921875
2022-03-24,470.63665771484375
2022-03-25,484.8333435058594
2022-03-28,467.29998779296875
2022-03-29,476.989990234375
2022-03-30,483.45001220703125
2022-03-31,450.7033386230469
2022-04-01,473.78668212890625
2022-04-04,493.1000061035156
2022-04-05,472.57666015625
2022-04-06,471.25
2022-04-07,476.9200134277344
2022-04-08,475.4333190917969
2022-04-11,463.6099853515625
2022-04-12,468.8566589355469
2022-04-13,486.1833190917969
2022-04-14,487.4166564941406
2022-04-18,496.2699890136719
2022-04-19,492.8333435058594
2022-04-20,502.0966796875
2022-04-21,477.586669921875
2022-04-22,459.4433288574219
2022-04-25,457.1866760253906
2022-04-26,444.7200012207031
2022-04-27,444.2099914550781
2022-04-28,458.6600036621094
2022-04-29,455.5333251953125
2022-05-02,452.50665283203125
2022-05-03,460.0466613769531
2022-05-04,474.9700012207031
2022-05-05,468.04998779296875
2022-05-06,474.61334228515625
2022-05-09,432.3299865722656
2022-05-10,438.63665771484375
2022-05-11,425.22332763671875
2022-05-12,431.89666748046875
2022-05-13,450.6433410644531
2022-05-16,456.44000244140625
2022-05-17,466.3033447265625
2022-05-18,451.413330078125
2022-05-19,452.1600036621094
2022-05-20,457.4333190917969
2022-05-23,468.8399963378906
2022-05-24,475.5566711425781
2022-05-25,495.61334228515625
2022-05-26,508.98333740234375
2022-05-27,524.67333984375
2022-05-31,521.9966430664062
2022-06-01,532.6133422851562
2022-06-02,544.2233276367188
2022-06-03,559.2866821289062
2022-06-06,560.5900268554688
2022-06-07,582.07666015625
2022-06-08,573.2866821289062
2022-06-09,573.1500244140625
2022-06-10,570.9733276367188
2022-06-13,534.5
2022-06-14,545.4400024414062
2022-06-15,541.3333129882812
2022-06-16,517.3533325195312
2022-06-17,485.3933410644531
2022-06-21,514.1866455078125
2022-06-22,485.67333984375
2022-06-23,486.0400085449219
2022-06-24,506.6533203125
2022-06-27,512.8800048828125
2022-06-28,544.2466430664062
2022-06-29,501.92999267578125
2022-06-30,496.00665283203125
2022-07-01,508.989990234375
2022-07-05,489.45001220703125
2022-07-06,481.8399963378906
2022-07-07,510.7466735839844
2022-07-08,514.1166381835938
2022-07-11,515.6666870117188
2022-07-12,516.163330078125
2022-07-13,533.1233520507812
2022-07-14,550.0
2022-07-15,555.556640625
2022-07-18,564.1900024414062
2022-07-19,578.4000244140625
2022-07-20,603.97998046875
2022-07-21,584.780029296875
2022-07-22,573.3333129882812
2022-07-25,589.9766845703125
2022-07-26,591.1199951171875
2022-07-27,609.6400146484375
2022-07-28,610.163330078125
2022-07-29,611.2833251953125
2022-08-01,607.3133544921875
2022-08-02,607.42333984375
2022-08-03,589.8033447265625
2022-08-04,547.183349609375
2022-08-05,552.2733154296875
2022-08-08,570.3133544921875
2022-08-09,570.3333129882812
2022-08-10,576.75
2022-08-11,581.5333251953125
2022-08-12,558.8133544921875
2022-08-15,562.433349609375
2022-08-16,552.9500122070312
2022-08-17,575.0
2022-08-18,596.8133544921875
2022-08-19,573.5533447265625
2022-08-22,579.8333129882812
2022-08-23,590.77001953125
2022-08-24,604.7733154296875
2022-08-25,595.5033569335938
2022-08-26,611.4266967773438
2022-08-29,617.4299926757812
2022-08-30,572.2666625976562
2022-08-31,613.4866943359375
2022-09-01,596.5800170898438
2022-09-02,629.336669921875
2022-09-06,619.72998046875
2022-09-07,611.4966430664062
2022-09-08,602.4633178710938
2022-09-09,607.5999755859375
2022-09-12,609.0533447265625
2022-09-13,583.77001953125
2022-09-14,619.4366455078125
2022-09-15,589.0466918945312
2022-09-16,591.0333251953125
2022-09-19,605.4600219726562
2022-09-20,606.1666870117188
2022-09-21,591.2633056640625
2022-09-22,593.2233276367188
2022-09-23,546.72998046875
2022-09-26,542.2833251953125
2022-09-27,561.9500122070312
2022-09-28,588.8400268554688
2022-09-29,592.566650390625
2022-09-30,592.4099731445312
2022-10-03,622.0
2022-10-04,656.663330078125
2022-10-05,671.1599731445312
2022-10-06,674.8466796875
2022-10-07,660.4633178710938
2022-10-10,667.1266479492188
2022-10-11,685.5833129882812
2022-10-12,685.1233520507812
2022-10-13,699.316650390625
2022-10-14,668.2466430664062
2022-10-17,681.8766479492188
2022-10-18,683.3400268554688
2022-10-19,697.6099853515625
2022-10-20,683.3499755859375
2022-10-21,712.6533203125
2022-10-24,723.4533081054688
2022-10-25,688.9733276367188
2022-10-26,717.2333374023438
2022-10-27,743.0033569335938
2022-10-28,773.0399780273438
2022-10-31,767.9566650390625
2022-11-01,780.739990234375
2022-11-02,776.3466796875
2022-11-03,798.413330078125
2022-11-04,855.3333129882812
2022-11-07,905.02001953125
2022-11-08,897.5333251953125
2022-11-09,870.5499877929688
2022-11-10,895.2833251953125
2022-11-11,891.9933471679688
2022-11-14,879.9466552734375
2022-11-15,899.9666748046875
2022-11-16,875.3533325195312
2022-11-17,882.193359375
2022-11-18,901.2966918945312
2022-11-21,842.4466552734375
2022-11-22,878.9366455078125
2022-11-23,858.9299926757812
2022-11-25,867.7433471679688
2022-11-28,834.739990234375
2022-11-29,835.4600219726562
2022-11-30,864.1799926757812
2022-12-01,852.7666625976562
2022-12-02,866.8699951171875
2022-12-05,846.0
2022-12-06,824.2433471679688
2022-12-07,812.6033325195312
2022-12-08,804.2233276367188
2022-12-09,793.3599853515625
2022-12-12,838.8733520507812
2022-12-13,857.72998046875
2022-12-14,864.02001953125
2022-12-15,882.4600219726562
2022-12-16,838.9966430664062
2022-12-19,824.9566650390625
2022-12-20,841.3866577148438
2022-12-21,866.663330078125
2022-12-22,819.9933471679688
2022-12-23,836.3133544921875
2022-12-27,826.7899780273438
2022-12-28,780.6799926757812
2022-12-29,777.1199951171875
2022-12-30,781.4099731445312
2023-01-03,700.8699951171875
2023-01-04,685.7033081054688
2023-01-05,673.4033203125
2023-01-06,689.27001953125
2023-01-09,688.066650390625
2023-01-10,697.8033447265625
2023-01-11,689.030029296875
2023-01-12,698.1233520507812
2023-01-13,702.8300170898438
2023-01-17,702.8499755859375
2023-01-18,688.2666625976562
2023-01-19,696.9166870117188
2023-01-20,698.163330078125
2023-01-23,687.336669921875
2023-01-24,690.1599731445312
2023-01-25,694.7999877929688
2023-01-26,697.356689453125
2023-01-27,682.2066650390625
2023-01-30,662.5966796875
2023-01-31,665.2833251953125
2023-02-01,650.2233276367188
2023-02-02,644.6266479492188
2023-02-03,669.780029296875
2023-02-06,638.1233520507812
2023-02-07,663.1699829101562
2023-02-08,632.8733520507812
2023-02-09,625.530029296875
2023-02-10,641.260009765625
2023-02-13,633.2033081054688
2023-02-14,642.8533325195312
2023-02-15,632.6366577148438
2023-02-16,624.8400268554688
2023-02-17,598.25
2023-02-21,599.9966430664062
2023-02-22,596.2833251953125
2023-02-23,589.75
2023-02-24,588.8966674804688
2023-02-27,593.183349609375
2023-02-28,593.3966674804688
2023-03-01,598.443359375
2023-03-02,604.3233032226562
2023-03-03,605.6400146484375
2023-03-06,607.3433227539062
2023-03-07,592.8033447265625
2023-03-08,591.6133422851562
2023-03-09,583.02001953125
2023-03-10,568.0033569335938
2023-03-13,559.306640625
2023-03-14,549.8800048828125
2023-03-15,531.2766723632812
2023-03-16,553.1199951171875
2023-03-17,544.433349609375
2023-03-20,560.0933227539062
2023-03-21,568.8333129882812
2023-03-22,548.6900024414062
2023-03-23,546.6199951171875
2023-03-24,550.443359375
2023-03-27,558.0066528320312
2023-03-28,565.9466552734375
2023-03-29,564.0166625976562
2023-03-30,564.9466552734375
2023-03-31,567.0066528320312
2023-04-03,598.3633422851562
2023-04-04,578.7533569335938
2023-04-05,588.32666015625
2023-04-06,577.5133056640625
2023-04-10,587.2966918945312
2023-04-11,601.393310546875
2023-04-12,578.6333618164062
2023-04-13,575.9166870117188
2023-04-14,571.5133056640625
2023-04-17,551.7666625976562
2023-04-18,538.7833251953125
2023-04-19,525.8533325195312
2023-04-20,519.913330078125
2023-04-21,519.0033569335938
2023-04-24,524.336669921875
2023-04-25,504.34332275390625
2023-04-26,491.26666259765625
2023-04-27,485.489990234375
2023-04-28,492.54998779296875
2023-05-01,492.3800048828125
2023-05-02,478.6600036621094
2023-05-03,477.7166748046875
2023-05-04,460.3999938964844
2023-05-05,470.7166748046875
2023-05-08,466.55999755859375
2023-05-09,464.53668212890625
2023-05-10,462.0633239746094
2023-05-11,454.75665283203125
2023-05-12,455.26666259765625
2023-05-15,456.8599853515625
2023-05-16,442.2266540527344
2023-05-17,448.72332763671875
2023-05-18,450.6099853515625
2023-05-19,448.67333984375
2023-05-22,455.1400146484375
2023-05-23,451.3999938964844
2023-05-24,448.663330078125
2023-05-25,434.85333251953125
2023-05-26,438.336669921875
2023-05-30,435.57666015625
2023-05-31,434.5666809082031
2023-06-01,443.1000061035156
2023-06-02,457.3333435058594
2023-06-05,448.4166564941406
2023-06-06,458.60333251953125
2023-06-07,475.989990234375
2023-06-08,470.09332275390625
2023-06-09,464.3133239746094
2023-06-12,449.71331787109375
2023-06-13,446.27667236328125
2023-06-14,443.4566650390625
2023-06-15,454.0333251953125
2023-06-16,452.8666687011719
2023-06-20,442.25665283203125
2023-06-21,443.6666564941406
2023-06-22,432.5566711425781
2023-06-23,427.5533447265625
2023-06-26,432.67333984375
2023-06-27,428.92999267578125
2023-06-28,433.25
2023-06-29,439.9033203125
2023-06-30,438.8333435058594
2023-07-03,449.77667236328125
2023-07-05,446.4800109863281
2023-07-06,434.3900146484375
2023-07-07,449.6000061035156
2023-07-10,448.8566589355469
2023-07-11,470.4866638183594
2023-07-12,476.3500061035156
2023-07-13,478.72332763671875
2023-07-14,456.3333435058594
2023-07-17,467.086669921875
2023-07-18,476.4666748046875
2023-07-19,481.0333251953125
2023-07-20,481.77667236328125
2023-07-21,489.7533264160156
2023-07-24,497.07666015625
2023-07-25,504.01666259765625
2023-07-26,502.7466735839844
2023-07-27,500.6300048828125
2023-07-28,501.1700134277344
2023-07-31,502.1000061035156
2023-08-01,495.1866760253906
2023-08-02,488.4333190917969
2023-08-03,537.07666015625
2023-08-04,570.7466430664062
2023-08-07,582.0066528320312
2023-08-08,588.4199829101562
2023-08-09,593.4566650390625
2023-08-10,606.0333251953125
2023-08-11,628.336669921875
2023-08-14,625.3699951171875
2023-08-15,616.280029296875
2023-08-16,619.4600219726562
2023-08-17,636.1599731445312
2023-08-18,635.9099731445312
2023-08-21,625.47998046875
2023-08-22,627.3800048828125
2023-08-23,625.4366455078125
2023-08-24,629.066650390625
2023-08-25,634.0533447265625
2023-08-28,639.75
2023-08-29,644.6400146484375
2023-08-30,647.5333251953125
2023-08-31,628.25
2023-09-01,636.1099853515625
2023-09-05,602.6666870117188
2023-09-06,610.3233032226562
2023-09-07,612.1300048828125
2023-09-08,616.4966430664062
2023-09-11,581.0366821289062
2023-09-12,603.6866455078125
2023-09-13,590.9733276367188
2023-09-14,597.9733276367188
2023-09-15,590.3733520507812
2023-09-18,606.530029296875
2023-09-19,611.8666381835938
2023-09-20,623.07666015625
2023-09-21,623.489990234375
2023-09-22,613.5633544921875
2023-09-25,619.9766845703125
2023-09-26,615.8800048828125
2023-09-27,623.4666748046875
2023-09-28,630.4866943359375
2023-09-29,607.8533325195312
2023-10-02,582.9766845703125
2023-10-03,594.3433227539062
2023-10-04,585.556640625
2023-10-05,589.4299926757812
2023-10-06,589.17333984375
2023-10-09,603.0333251953125
2023-10-10,611.7633056640625
2023-10-11,615.8499755859375
2023-10-12,620.989990234375
2023-10-13,624.9266967773438
2023-10-16,636.6766967773438
2023-10-17,646.07666015625
2023-10-18,659.4400024414062
2023-10-19,655.0066528320312
2023-10-20,637.9166870117188
2023-10-23,618.780029296875
2023-10-24,604.0499877929688
2023-10-25,619.6699829101562
2023-10-26,618.7433471679688
2023-10-27,606.5233154296875
2023-10-30,612.1199951171875
2023-10-31,615.316650390625
2023-11-01,614.2466430664062
2023-11-02,599.2666625976562
2023-11-03,603.0033569335938
2023-11-06,586.4933471679688
2023-11-07,565.6033325195312
2023-11-08,550.183349609375
2023-11-09,552.816650390625
2023-11-10,547.0
2023-11-13,553.7899780273438
2023-11-14,567.9833374023438
2023-11-15,560.9299926757812
2023-11-16,537.5266723632812
2023-11-17,550.6666870117188
2023-11-20,546.4666748046875
2023-11-21,547.1599731445312
2023-11-22,547.3333129882812
2023-11-24,550.0
2023-11-27,545.67333984375
2023-11-28,539.3733520507812
2023-11-29,550.6900024414062
2023-11-30,557.316650390625
2023-12-01,582.0933227539062
2023-12-04,532.3866577148438
2023-12-05,495.9333190917969
2023-12-06,495.2266540527344
2023-12-07,505.50665283203125
2023-12-08,515.3733520507812
2023-12-11,518.2166748046875
2023-12-12,515.2366943359375
2023-12-13,524.8033447265625
2023-12-14,534.6500244140625
2023-12-15,532.4099731445312
2023-12-18,534.1233520507812
2023-12-19,542.4566650390625
2023-12-20,537.8966674804688
2023-12-21,539.3400268554688
2023-12-22,538.5999755859375
2023-12-26,546.1699829101562
2023-12-27,545.6766967773438
2023-12-28,532.7066650390625
2023-12-29,524.1500244140625
2024-01-02,534.8699951171875
2024-01-03,531.8599853515625
2024-01-04,516.8333129882812
2024-01-05,518.4166870117188
2024-01-08,512.2566528320312
2024-01-09,510.6400146484375
2024-01-10,504.0966796875
2024-01-11,502.8066711425781
2024-01-12,510.40667724609375
2024-01-16,491.71331787109375
2024-01-17,490.4666748046875
2024-01-18,494.7900085449219
2024-01-19,495.88665771484375
2024-01-22,496.3299865722656
2024-01-23,496.9533386230469
2024-01-24,501.8299865722656
2024-01-25,498.1400146484375
2024-01-26,496.2300109863281
2024-01-29,506.95001220703125
2024-01-30,501.3033447265625
2024-01-31,487.1099853515625
2024-02-01,483.2066650390625
2024-02-02,479.3800048828125
2024-02-05,476.32666015625
2024-02-06,481.4766540527344
2024-02-07,496.95001220703125
2024-02-08,493.94000244140625
2024-02-09,488.7033386230469
2024-02-12,488.7833251953125
2024-02-13,474.8466796875
2024-02-14,478.8933410644531
2024-02-15,495.85333251953125
2024-02-16,503.9366760253906
2024-02-20,496.99334716796875
2024-02-21,507.4599914550781
2024-02-22,521.1400146484375
2024-02-23,520.4533081054688
2024-02-26,520.07666015625
2024-02-27,529.0333251953125
2024-02-28,514.0900268554688
2024-02-29,525.1400146484375
2024-03-01,521.9066772460938
