Date,SE
2022-09-06,58.41999816894531
2022-09-07,58.83000183105469
2022-09-08,59.36000061035156
2022-09-09,63.470001220703125
2022-09-12,66.43000030517578
2022-09-13,63.04999923706055
2022-09-14,62.880001068115234
2022-09-15,60.77000045776367
2022-09-16,59.0099983215332
2022-09-19,59.75
2022-09-20,57.439998626708984
2022-09-21,57.040000915527344
2022-09-22,54.97999954223633
2022-09-23,53.810001373291016
2022-09-26,53.970001220703125
2022-09-27,54.599998474121094
2022-09-28,55.75
2022-09-29,53.630001068115234
2022-09-30,56.04999923706055
2022-10-03,55.290000915527344
2022-10-04,60.66999816894531
2022-10-05,60.5
2022-10-06,61.91999816894531
2022-10-07,60.04999923706055
2022-10-10,59.20000076293945
2022-10-11,57.4900016784668
2022-10-12,57.36000061035156
2022-10-13,54.45000076293945
2022-10-14,51.06999969482422
2022-10-17,52.93000030517578
2022-10-18,53.689998626708984
2022-10-19,47.91999816894531
2022-10-20,47.38999938964844
2022-10-21,46.18000030517578
2022-10-24,47.0099983215332
2022-10-25,50.0099983215332
2022-10-26,50.630001068115234
2022-10-27,49.59000015258789
2022-10-28,49.540000915527344
2022-10-31,49.68000030517578
2022-11-01,49.11000061035156
2022-11-02,47.27000045776367
2022-11-03,45.84000015258789
2022-11-04,44.0099983215332
2022-11-07,48.470001220703125
2022-11-08,47.060001373291016
2022-11-09,40.91999816894531
2022-11-10,45.9900016784668
2022-11-11,49.43000030517578
2022-11-14,45.79999923706055
2022-11-15,62.310001373291016
2022-11-16,58.7599983215332
2022-11-17,59.93000030517578
2022-11-18,56.939998626708984
2022-11-21,54.09000015258789
2022-11-22,53.54999923706055
2022-11-23,55.630001068115234
2022-11-25,54.31999969482422
2022-11-28,53.45000076293945
2022-11-29,54.2599983215332
2022-11-30,58.369998931884766
2022-12-01,61.150001525878906
2022-12-02,61.380001068115234
2022-12-05,59.02000045776367
2022-12-06,59.7599983215332
2022-12-07,58.099998474121094
2022-12-08,61.08000183105469
2022-12-09,60.650001525878906
2022-12-12,62.27000045776367
2022-12-13,63.52000045776367
2022-12-14,64.9800033569336
2022-12-15,61.04999923706055
2022-12-16,53.689998626708984
2022-12-19,53.02000045776367
2022-12-20,51.02000045776367
2022-12-21,52.439998626708984
2022-12-22,50.22999954223633
2022-12-23,49.91999816894531
2022-12-27,50.25
2022-12-28,48.91999816894531
2022-12-29,52.810001373291016
2022-12-30,52.029998779296875
2023-01-03,52.97999954223633
2023-01-04,55.66999816894531
2023-01-05,55.84000015258789
2023-01-06,55.689998626708984
2023-01-09,53.040000915527344
2023-01-10,54.209999084472656
2023-01-11,56.810001373291016
2023-01-12,58.380001068115234
2023-01-13,60.119998931884766
2023-01-17,62.189998626708984
2023-01-18,62.04999923706055
2023-01-19,61.31999969482422
2023-01-20,65.86000061035156
2023-01-23,66.7300033569336
2023-01-24,64.0
2023-01-25,64.26000213623047
2023-01-26,67.0
2023-01-27,68.55000305175781
2023-01-30,64.61000061035156
2023-01-31,64.44999694824219
2023-02-01,68.94999694824219
2023-02-02,72.51000213623047
2023-02-03,70.47000122070312
2023-02-06,66.26000213623047
2023-02-07,68.54000091552734
2023-02-08,68.3499984741211
2023-02-09,67.31999969482422
2023-02-10,64.0
2023-02-13,65.0199966430664
2023-02-14,64.2300033569336
2023-02-15,65.80999755859375
2023-02-16,66.83000183105469
2023-02-17,65.01000213623047
2023-02-21,62.90999984741211
2023-02-22,63.29999923706055
2023-02-23,62.380001068115234
2023-02-24,60.0099983215332
2023-02-27,59.97999954223633
2023-02-28,62.4900016784668
2023-03-01,62.06999969482422
2023-03-02,63.560001373291016
2023-03-03,65.66999816894531
2023-03-06,65.70999908447266
2023-03-07,80.05999755859375
2023-03-08,79.80999755859375
2023-03-09,77.56999969482422
2023-03-10,73.44999694824219
2023-03-13,74.79000091552734
2023-03-14,76.63999938964844
2023-03-15,75.2300033569336
2023-03-16,78.2699966430664
2023-03-17,78.4000015258789
2023-03-20,76.91000366210938
2023-03-21,79.86000061035156
2023-03-22,77.66000366210938
2023-03-23,83.66999816894531
2023-03-24,82.37999725341797
2023-03-27,83.23999786376953
2023-03-28,81.75
2023-03-29,85.55999755859375
2023-03-30,86.62000274658203
2023-03-31,86.55000305175781
2023-04-03,87.81999969482422
2023-04-04,87.63999938964844
2023-04-05,85.69999694824219
2023-04-06,84.08000183105469
2023-04-10,83.52999877929688
2023-04-11,82.02999877929688
2023-04-12,81.30000305175781
2023-04-13,83.97000122070312
2023-04-14,83.5199966430664
2023-04-17,82.8499984741211
2023-04-18,82.51000213623047
2023-04-19,81.48999786376953
2023-04-20,78.76000213623047
2023-04-21,79.16999816894531
2023-04-24,78.70999908447266
2023-04-25,74.94000244140625
2023-04-26,73.47000122070312
2023-04-27,74.7300033569336
2023-04-28,76.16999816894531
2023-05-01,75.8499984741211
2023-05-02,74.44999694824219
2023-05-03,74.62000274658203
2023-05-04,76.0
2023-05-05,78.41000366210938
2023-05-08,84.33000183105469
2023-05-09,84.0
2023-05-10,85.54000091552734
2023-05-11,86.70999908447266
2023-05-12,84.7699966430664
2023-05-15,88.06999969482422
2023-05-16,72.44999694824219
2023-05-17,72.38999938964844
2023-05-18,70.16000366210938
2023-05-19,69.44000244140625
2023-05-22,67.97000122070312
2023-05-23,64.36000061035156
2023-05-24,63.189998626708984
2023-05-25,60.47999954223633
2023-05-26,60.119998931884766
2023-05-30,58.56999969482422
2023-05-31,57.40999984741211
2023-06-01,57.97999954223633
2023-06-02,59.38999938964844
2023-06-05,58.599998474121094
2023-06-06,61.279998779296875
2023-06-07,60.970001220703125
2023-06-08,63.540000915527344
2023-06-09,63.380001068115234
2023-06-12,65.02999877929688
2023-06-13,65.69999694824219
2023-06-14,63.63999938964844
2023-06-15,62.869998931884766
2023-06-16,62.08000183105469
2023-06-20,61.209999084472656
2023-06-21,60.310001373291016
2023-06-22,59.4900016784668
2023-06-23,58.90999984741211
2023-06-26,56.9900016784668
2023-06-27,57.34000015258789
2023-06-28,57.099998474121094
2023-06-29,56.880001068115234
2023-06-30,58.040000915527344
2023-07-03,57.7400016784668
2023-07-05,57.9900016784668
2023-07-06,55.2400016784668
2023-07-07,54.97999954223633
2023-07-10,58.040000915527344
2023-07-11,59.11000061035156
2023-07-12,61.029998779296875
2023-07-13,63.060001373291016
2023-07-14,62.5
2023-07-17,62.7400016784668
2023-07-18,61.459999084472656
2023-07-19,62.41999816894531
2023-07-20,60.15999984741211
2023-07-21,61.18000030517578
2023-07-24,61.15999984741211
2023-07-25,61.0
2023-07-26,61.70000076293945
2023-07-27,60.25
2023-07-28,63.720001220703125
2023-07-31,66.5199966430664
2023-08-01,65.91000366210938
2023-08-02,61.720001220703125
2023-08-03,61.7599983215332
2023-08-04,59.439998626708984
2023-08-07,58.529998779296875
2023-08-08,57.33000183105469
2023-08-09,56.310001373291016
2023-08-10,57.2599983215332
2023-08-11,57.619998931884766
2023-08-14,56.900001525878906
2023-08-15,40.58000183105469
2023-08-16,40.5
2023-08-17,39.4900016784668
2023-08-18,38.68000030517578
2023-08-21,38.66999816894531
2023-08-22,36.52000045776367
2023-08-23,36.849998474121094
2023-08-24,35.209999084472656
2023-08-25,36.16999816894531
2023-08-28,36.900001525878906
2023-08-29,37.560001373291016
2023-08-30,37.93000030517578
2023-08-31,37.630001068115234
2023-09-01,38.52000045776367
2023-09-05,37.310001373291016
2023-09-06,39.220001220703125
2023-09-07,39.150001525878906
2023-09-08,38.25
2023-09-11,38.2400016784668
2023-09-12,38.31999969482422
2023-09-13,39.029998779296875
2023-09-14,39.88999938964844
2023-09-15,39.279998779296875
2023-09-18,38.279998779296875
2023-09-19,38.380001068115234
2023-09-20,37.529998779296875
2023-09-21,35.95000076293945
2023-09-22,35.959999084472656
2023-09-25,40.20000076293945
2023-09-26,40.150001525878906
2023-09-27,42.09000015258789
2023-09-28,43.119998931884766
2023-09-29,43.95000076293945
2023-10-02,43.95000076293945
2023-10-03,42.599998474121094
2023-10-04,41.7599983215332
2023-10-05,42.119998931884766
2023-10-06,42.40999984741211
2023-10-09,41.470001220703125
2023-10-10,44.04999923706055
2023-10-11,44.38999938964844
2023-10-12,45.36000061035156
2023-10-13,45.56999969482422
2023-10-16,46.689998626708984
2023-10-17,46.689998626708984
2023-10-18,45.65999984741211
2023-10-19,45.09000015258789
2023-10-20,44.61000061035156
2023-10-23,44.470001220703125
2023-10-24,45.279998779296875
2023-10-25,43.970001220703125
2023-10-26,40.81999969482422
2023-10-27,39.970001220703125
2023-10-30,41.45000076293945
2023-10-31,41.70000076293945
2023-11-01,40.439998626708984
2023-11-02,41.349998474121094
2023-11-03,44.790000915527344
2023-11-06,44.470001220703125
2023-11-07,44.5099983215332
2023-11-08,44.4900016784668
2023-11-09,43.599998474121094
2023-11-10,45.47999954223633
2023-11-13,46.029998779296875
2023-11-14,35.869998931884766
2023-11-15,38.4900016784668
2023-11-16,37.900001525878906
2023-11-17,37.56999969482422
2023-11-20,38.52000045776367
2023-11-21,38.2599983215332
2023-11-22,37.5
2023-11-24,36.380001068115234
2023-11-27,37.470001220703125
2023-11-28,39.720001220703125
2023-11-29,36.7400016784668
2023-11-30,36.220001220703125
2023-12-01,37.47999954223633
2023-12-04,38.20000076293945
2023-12-05,38.0
2023-12-06,38.58000183105469
2023-12-07,39.040000915527344
2023-12-08,40.0
2023-12-11,37.869998931884766
2023-12-12,38.560001373291016
2023-12-13,37.5
2023-12-14,37.650001525878906
2023-12-15,35.7400016784668
2023-12-18,36.61000061035156
2023-12-19,36.939998626708984
2023-12-20,35.11000061035156
2023-12-21,37.970001220703125
2023-12-22,38.58000183105469
2023-12-26,39.150001525878906
2023-12-27,40.0
2023-12-28,40.36000061035156
2023-12-29,40.5
2024-01-02,38.45000076293945
2024-01-03,38.79999923706055
2024-01-04,37.81999969482422
2024-01-05,37.90999984741211
2024-01-08,38.599998474121094
2024-01-09,38.13999938964844
2024-01-10,38.38999938964844
2024-01-11,37.11000061035156
2024-01-12,35.88999938964844
2024-01-16,35.720001220703125
2024-01-17,34.81999969482422
2024-01-18,35.84000015258789
2024-01-19,36.400001525878906
2024-01-22,37.150001525878906
2024-01-23,38.2400016784668
2024-01-24,39.2599983215332
2024-01-25,39.400001525878906
2024-01-26,39.56999969482422
2024-01-29,40.630001068115234
2024-01-30,39.25
2024-01-31,38.13999938964844
2024-02-01,40.470001220703125
2024-02-02,42.02000045776367
2024-02-05,41.869998931884766
2024-02-06,42.38999938964844
2024-02-07,43.61000061035156
2024-02-08,43.34000015258789
2024-02-09,43.5099983215332
2024-02-12,43.540000915527344
2024-02-13,41.9900016784668
2024-02-14,42.689998626708984
2024-02-15,43.9900016784668
2024-02-16,44.9900016784668
2024-02-20,44.689998626708984
2024-02-21,44.209999084472656
2024-02-22,44.45000076293945
2024-02-23,45.02000045776367
2024-02-26,45.36000061035156
2024-02-27,46.72999954223633
2024-02-28,47.75
2024-02-29,48.52000045776367
2024-03-01,51.04999923706055
2024-03-04,53.900001525878906
2024-03-05,55.75
2024-03-06,59.220001220703125
2024-03-07,59.34000015258789
2024-03-08,57.720001220703125
2024-03-11,58.40999984741211
2024-03-12,58.02000045776367
2024-03-13,60.56999969482422
2024-03-14,60.75
2024-03-15,58.130001068115234
2024-03-18,57.849998474121094
2024-03-19,55.9900016784668
2024-03-20,55.9900016784668
2024-03-21,54.54999923706055
2024-03-22,54.470001220703125
2024-03-25,54.650001525878906
2024-03-26,55.560001373291016
2024-03-27,53.56999969482422
2024-03-28,53.709999084472656
2024-04-01,53.02000045776367
2024-04-02,54.599998474121094
2024-04-03,53.04999923706055
2024-04-04,53.43000030517578
2024-04-05,55.279998779296875
2024-04-08,55.97999954223633
2024-04-09,57.02000045776367
2024-04-10,57.06999969482422
2024-04-11,55.689998626708984
2024-04-12,53.279998779296875
2024-04-15,52.720001220703125
2024-04-16,56.380001068115234
2024-04-17,55.630001068115234
2024-04-18,56.29999923706055
2024-04-19,55.060001373291016
2024-04-22,59.43000030517578
2024-04-23,62.0099983215332
2024-04-24,63.27000045776367
2024-04-25,62.83000183105469
2024-04-26,62.86000061035156
2024-04-29,64.5199966430664
2024-04-30,63.189998626708984
2024-05-01,62.720001220703125
2024-05-02,63.97999954223633
2024-05-03,66.66000366210938
2024-05-06,66.12999725341797
2024-05-07,65.16000366210938
2024-05-08,66.75
2024-05-09,65.98999786376953
2024-05-10,64.91000366210938
2024-05-13,64.45999908447266
2024-05-14,66.26000213623047
2024-05-15,68.63999938964844
2024-05-16,71.44000244140625
2024-05-17,73.76000213623047
2024-05-20,73.12000274658203
2024-05-21,73.26000213623047
2024-05-22,73.66999816894531
2024-05-23,71.7300033569336
2024-05-24,71.9800033569336
2024-05-28,69.62999725341797
2024-05-29,68.06999969482422
2024-05-30,67.1500015258789
2024-05-31,67.5199966430664
2024-06-03,69.3499984741211
2024-06-04,70.08000183105469
2024-06-05,71.12999725341797
2024-06-06,72.0
2024-06-07,72.47000122070312
2024-06-10,72.97000122070312
2024-06-11,73.30000305175781
2024-06-12,73.87999725341797
2024-06-13,74.55999755859375
2024-06-14,74.41999816894531
2024-06-17,74.91999816894531
2024-06-18,76.27999877929688
2024-06-20,76.0
2024-06-21,75.41999816894531
2024-06-24,75.88999938964844
2024-06-25,74.19000244140625
2024-06-26,74.9000015258789
2024-06-27,74.51000213623047
2024-06-28,71.41999816894531
2024-07-01,69.38999938964844
2024-07-02,70.33999633789062
2024-07-03,71.48999786376953
2024-07-05,71.87999725341797
2024-07-08,72.95999908447266
2024-07-09,73.54000091552734
2024-07-10,74.70999908447266
2024-07-11,73.9000015258789
2024-07-12,73.83000183105469
2024-07-15,71.87000274658203
2024-07-16,71.22000122070312
2024-07-17,69.63999938964844
2024-07-18,68.76000213623047
2024-07-19,68.3499984741211
2024-07-22,67.47000122070312
2024-07-23,66.9800033569336
2024-07-24,65.20999908447266
2024-07-25,64.0999984741211
2024-07-26,65.33999633789062
2024-07-29,65.62000274658203
2024-07-30,65.04000091552734
2024-07-31,65.69999694824219
2024-08-01,64.05000305175781
2024-08-02,60.75
2024-08-05,59.939998626708984
2024-08-06,60.63999938964844
2024-08-07,60.72999954223633
2024-08-08,62.65999984741211
2024-08-09,64.86000061035156
2024-08-12,66.91999816894531
2024-08-13,74.8499984741211
2024-08-14,76.80000305175781
2024-08-15,79.29000091552734
2024-08-16,78.81999969482422
2024-08-19,82.2300033569336
2024-08-20,81.05999755859375
2024-08-21,82.04000091552734
2024-08-22,82.75
2024-08-23,83.18000030517578
2024-08-26,82.80999755859375
2024-08-27,82.31999969482422
2024-08-28,81.23999786376953
2024-08-29,77.5199966430664
2024-08-30,78.30999755859375
2024-09-03,77.4000015258789
2024-09-04,78.1500015258789
2024-09-05,78.72000122070312
2024-09-06,77.18000030517578
2024-09-09,76.91000366210938
2024-09-10,77.4800033569336
2024-09-11,77.94999694824219
2024-09-12,79.12000274658203
2024-09-13,81.18000030517578
2024-09-16,79.87999725341797
2024-09-17,80.33000183105469
2024-09-18,82.4000015258789
2024-09-19,85.01000213623047
2024-09-20,85.70999908447266
2024-09-23,90.66999816894531
2024-09-24,92.8499984741211
2024-09-25,93.94999694824219
2024-09-26,94.83000183105469
2024-09-27,94.30999755859375
2024-09-30,94.27999877929688
2024-10-01,97.48999786376953
2024-10-02,95.30000305175781
2024-10-03,95.13999938964844
2024-10-04,95.98999786376953
2024-10-07,95.1500015258789
2024-10-08,95.33000183105469
2024-10-09,96.47000122070312
2024-10-10,95.8499984741211
2024-10-11,99.29000091552734
2024-10-14,100.19000244140625
2024-10-15,96.83000183105469
2024-10-16,99.37000274658203
2024-10-17,98.95999908447266
2024-10-18,98.9000015258789
2024-10-21,99.08999633789062
2024-10-22,99.58999633789062
2024-10-23,99.38999938964844
2024-10-24,100.5199966430664
2024-10-25,99.1500015258789
2024-10-28,99.26000213623047
2024-10-29,95.98999786376953
2024-10-30,95.3499984741211
2024-10-31,94.05000305175781
2024-11-01,95.37999725341797
2024-11-04,95.19000244140625
2024-11-05,95.73999786376953
2024-11-06,95.37000274658203
2024-11-07,95.72000122070312
2024-11-08,93.55999755859375
2024-11-11,97.45999908447266
2024-11-12,107.6500015258789
2024-11-13,104.95999908447266
2024-11-14,103.33000183105469
2024-11-15,102.94000244140625
2024-11-18,108.62999725341797
2024-11-19,113.68000030517578
2024-11-20,114.45999908447266
2024-11-21,116.33000183105469
