Date,MAS
2022-02-28,56.040000915527344
2022-03-01,54.58000183105469
2022-03-02,56.209999084472656
2022-03-03,55.7400016784668
2022-03-04,54.83000183105469
2022-03-07,51.93000030517578
2022-03-08,52.47999954223633
2022-03-09,54.11000061035156
2022-03-10,53.849998474121094
2022-03-11,53.72999954223633
2022-03-14,54.11000061035156
2022-03-15,55.650001525878906
2022-03-16,56.119998931884766
2022-03-17,56.93000030517578
2022-03-18,57.400001525878906
2022-03-21,55.880001068115234
2022-03-22,55.20000076293945
2022-03-23,53.36000061035156
2022-03-24,52.91999816894531
2022-03-25,52.29999923706055
2022-03-28,52.90999984741211
2022-03-29,54.900001525878906
2022-03-30,53.349998474121094
2022-03-31,51.0
2022-04-01,51.54999923706055
2022-04-04,51.959999084472656
2022-04-05,50.779998779296875
2022-04-06,50.7599983215332
2022-04-07,50.65999984741211
2022-04-08,50.66999816894531
2022-04-11,50.13999938964844
2022-04-12,49.66999816894531
2022-04-13,50.45000076293945
2022-04-14,49.38999938964844
2022-04-18,49.16999816894531
2022-04-19,51.02000045776367
2022-04-20,51.86000061035156
2022-04-21,52.15999984741211
2022-04-22,50.93000030517578
2022-04-25,52.220001220703125
2022-04-26,52.72999954223633
2022-04-27,54.900001525878906
2022-04-28,55.060001373291016
2022-04-29,52.689998626708984
2022-05-02,52.91999816894531
2022-05-03,53.88999938964844
2022-05-04,55.810001373291016
2022-05-05,54.040000915527344
2022-05-06,53.060001373291016
2022-05-09,53.7599983215332
2022-05-10,53.18000030517578
2022-05-11,52.36000061035156
2022-05-12,54.560001373291016
2022-05-13,55.369998931884766
2022-05-16,55.29999923706055
2022-05-17,56.209999084472656
2022-05-18,54.31999969482422
2022-05-19,53.97999954223633
2022-05-20,54.290000915527344
2022-05-23,54.77000045776367
2022-05-24,54.54999923706055
2022-05-25,55.75
2022-05-26,57.11000061035156
2022-05-27,57.84000015258789
2022-05-31,56.689998626708984
2022-06-01,55.66999816894531
2022-06-02,56.849998474121094
2022-06-03,56.33000183105469
2022-06-06,57.0
2022-06-07,57.130001068115234
2022-06-08,56.369998931884766
2022-06-09,56.70000076293945
2022-06-10,54.720001220703125
2022-06-13,52.279998779296875
2022-06-14,51.209999084472656
2022-06-15,50.95000076293945
2022-06-16,47.709999084472656
2022-06-17,47.619998931884766
2022-06-21,47.2599983215332
2022-06-22,47.33000183105469
2022-06-23,49.529998779296875
2022-06-24,51.79999923706055
2022-06-27,51.689998626708984
2022-06-28,51.2400016784668
2022-06-29,50.45000076293945
2022-06-30,50.599998474121094
2022-07-01,51.61000061035156
2022-07-05,52.65999984741211
2022-07-06,52.40999984741211
2022-07-07,52.45000076293945
2022-07-08,52.560001373291016
2022-07-11,52.709999084472656
2022-07-12,52.810001373291016
2022-07-13,53.18000030517578
2022-07-14,53.06999969482422
2022-07-15,53.599998474121094
2022-07-18,53.060001373291016
2022-07-19,54.31999969482422
2022-07-20,54.79999923706055
2022-07-21,56.29999923706055
2022-07-22,56.310001373291016
2022-07-25,55.40999984741211
2022-07-26,55.11000061035156
2022-07-27,53.91999816894531
2022-07-28,55.279998779296875
2022-07-29,55.380001068115234
2022-08-01,55.029998779296875
2022-08-02,53.22999954223633
2022-08-03,52.22999954223633
2022-08-04,52.88999938964844
2022-08-05,52.720001220703125
2022-08-08,52.97999954223633
2022-08-09,51.20000076293945
2022-08-10,53.650001525878906
2022-08-11,54.7599983215332
2022-08-12,55.58000183105469
2022-08-15,55.439998626708984
2022-08-16,56.040000915527344
2022-08-17,56.290000915527344
2022-08-18,56.290000915527344
2022-08-19,55.380001068115234
2022-08-22,52.9900016784668
2022-08-23,52.36000061035156
2022-08-24,52.529998779296875
2022-08-25,53.290000915527344
2022-08-26,51.0099983215332
2022-08-29,50.790000915527344
2022-08-30,51.060001373291016
2022-08-31,50.869998931884766
2022-09-01,50.77000045776367
2022-09-02,49.86000061035156
2022-09-06,49.2599983215332
2022-09-07,50.849998474121094
2022-09-08,51.18000030517578
2022-09-09,52.279998779296875
2022-09-12,52.70000076293945
2022-09-13,49.43000030517578
2022-09-14,48.63999938964844
2022-09-15,48.9900016784668
2022-09-16,48.77000045776367
2022-09-19,49.400001525878906
2022-09-20,48.33000183105469
2022-09-21,47.61000061035156
2022-09-22,46.599998474121094
2022-09-23,46.75
2022-09-26,45.599998474121094
2022-09-27,45.88999938964844
2022-09-28,48.86000061035156
2022-09-29,47.279998779296875
2022-09-30,46.689998626708984
2022-10-03,48.529998779296875
2022-10-04,50.310001373291016
2022-10-05,49.90999984741211
2022-10-06,50.58000183105469
2022-10-07,48.619998931884766
2022-10-10,48.95000076293945
2022-10-11,48.779998779296875
2022-10-12,48.41999816894531
2022-10-13,48.599998474121094
2022-10-14,46.88999938964844
2022-10-17,47.810001373291016
2022-10-18,48.65999984741211
2022-10-19,46.349998474121094
2022-10-20,44.66999816894531
2022-10-21,46.38999938964844
2022-10-24,47.08000183105469
2022-10-25,48.34000015258789
2022-10-26,45.56999969482422
2022-10-27,46.02000045776367
2022-10-28,47.099998474121094
2022-10-31,46.27000045776367
2022-11-01,45.65999984741211
2022-11-02,44.119998931884766
2022-11-03,42.90999984741211
2022-11-04,43.54999923706055
2022-11-07,44.56999969482422
2022-11-08,45.540000915527344
2022-11-09,45.04999923706055
2022-11-10,50.18000030517578
2022-11-11,51.099998474121094
2022-11-14,49.720001220703125
2022-11-15,50.939998626708984
2022-11-16,50.34000015258789
2022-11-17,49.06999969482422
2022-11-18,49.93000030517578
2022-11-21,49.58000183105469
2022-11-22,50.2599983215332
2022-11-23,50.68000030517578
2022-11-25,50.93000030517578
2022-11-28,49.779998779296875
2022-11-29,49.869998931884766
2022-11-30,50.779998779296875
2022-12-01,51.7599983215332
2022-12-02,50.91999816894531
2022-12-05,49.40999984741211
2022-12-06,48.41999816894531
2022-12-07,48.91999816894531
2022-12-08,49.650001525878906
2022-12-09,49.31999969482422
2022-12-12,49.65999984741211
2022-12-13,51.41999816894531
2022-12-14,50.13999938964844
2022-12-15,48.540000915527344
2022-12-16,47.41999816894531
2022-12-19,46.959999084472656
2022-12-20,46.529998779296875
2022-12-21,47.119998931884766
2022-12-22,46.93000030517578
2022-12-23,47.130001068115234
2022-12-27,47.2599983215332
2022-12-28,46.13999938964844
2022-12-29,47.22999954223633
2022-12-30,46.66999816894531
2023-01-03,47.41999816894531
2023-01-04,48.72999954223633
2023-01-05,48.13999938964844
2023-01-06,49.65999984741211
2023-01-09,50.36000061035156
2023-01-10,50.810001373291016
2023-01-11,51.689998626708984
2023-01-12,51.869998931884766
2023-01-13,52.0
2023-01-17,50.93000030517578
2023-01-18,50.38999938964844
2023-01-19,48.2400016784668
2023-01-20,50.13999938964844
2023-01-23,51.130001068115234
2023-01-24,51.119998931884766
2023-01-25,51.31999969482422
2023-01-26,50.58000183105469
2023-01-27,51.040000915527344
2023-01-30,50.400001525878906
2023-01-31,53.20000076293945
2023-02-01,54.349998474121094
2023-02-02,56.689998626708984
2023-02-03,55.38999938964844
2023-02-06,54.31999969482422
2023-02-07,54.5099983215332
2023-02-08,54.119998931884766
2023-02-09,54.0
2023-02-10,55.060001373291016
2023-02-13,56.560001373291016
2023-02-14,55.43000030517578
2023-02-15,56.16999816894531
2023-02-16,55.810001373291016
2023-02-17,55.029998779296875
2023-02-21,52.83000183105469
2023-02-22,53.04999923706055
2023-02-23,53.279998779296875
2023-02-24,52.47999954223633
2023-02-27,52.439998626708984
2023-02-28,52.43000030517578
2023-03-01,51.61000061035156
2023-03-02,52.08000183105469
2023-03-03,52.900001525878906
2023-03-06,51.939998626708984
2023-03-07,51.130001068115234
2023-03-08,51.349998474121094
2023-03-09,51.04999923706055
2023-03-10,50.099998474121094
2023-03-13,50.25
2023-03-14,50.66999816894531
2023-03-15,50.15999984741211
2023-03-16,50.439998626708984
2023-03-17,49.31999969482422
2023-03-20,50.130001068115234
2023-03-21,51.29999923706055
2023-03-22,49.18000030517578
2023-03-23,48.400001525878906
2023-03-24,48.060001373291016
2023-03-27,47.75
2023-03-28,48.02000045776367
2023-03-29,48.7599983215332
2023-03-30,48.43000030517578
2023-03-31,49.720001220703125
2023-04-03,49.90999984741211
2023-04-04,48.540000915527344
2023-04-05,47.380001068115234
2023-04-06,47.040000915527344
2023-04-10,47.5099983215332
2023-04-11,48.4900016784668
2023-04-12,48.38999938964844
2023-04-13,48.77000045776367
2023-04-14,48.63999938964844
2023-04-17,49.38999938964844
2023-04-18,50.060001373291016
2023-04-19,50.27000045776367
2023-04-20,51.0
2023-04-21,50.790000915527344
2023-04-24,51.029998779296875
2023-04-25,50.2400016784668
2023-04-26,50.849998474121094
2023-04-27,52.88999938964844
2023-04-28,53.5099983215332
2023-05-01,53.36000061035156
2023-05-02,53.33000183105469
2023-05-03,53.7599983215332
2023-05-04,52.72999954223633
2023-05-05,53.45000076293945
2023-05-08,53.900001525878906
2023-05-09,53.7599983215332
2023-05-10,53.2400016784668
2023-05-11,52.58000183105469
2023-05-12,52.0
2023-05-15,52.369998931884766
2023-05-16,51.439998626708984
2023-05-17,52.849998474121094
2023-05-18,53.599998474121094
2023-05-19,52.54999923706055
2023-05-22,52.04999923706055
2023-05-23,51.119998931884766
2023-05-24,50.279998779296875
2023-05-25,50.22999954223633
2023-05-26,50.77000045776367
2023-05-30,49.9900016784668
2023-05-31,48.31999969482422
2023-06-01,49.060001373291016
2023-06-02,51.470001220703125
2023-06-05,50.88999938964844
2023-06-06,53.04999923706055
2023-06-07,54.849998474121094
2023-06-08,54.650001525878906
2023-06-09,53.959999084472656
2023-06-12,55.13999938964844
2023-06-13,55.93000030517578
2023-06-14,55.290000915527344
2023-06-15,56.02000045776367
2023-06-16,55.5
2023-06-20,56.0099983215332
2023-06-21,56.16999816894531
2023-06-22,55.38999938964844
2023-06-23,55.2599983215332
2023-06-26,55.459999084472656
2023-06-27,57.0
2023-06-28,56.790000915527344
2023-06-29,57.34000015258789
2023-06-30,57.380001068115234
2023-07-03,56.849998474121094
2023-07-05,56.150001525878906
2023-07-06,55.20000076293945
2023-07-07,55.209999084472656
2023-07-10,56.849998474121094
2023-07-11,57.77000045776367
2023-07-12,59.0099983215332
2023-07-13,60.060001373291016
2023-07-14,59.97999954223633
2023-07-17,60.470001220703125
2023-07-18,60.779998779296875
2023-07-19,60.56999969482422
2023-07-20,59.720001220703125
2023-07-21,59.2400016784668
2023-07-24,59.380001068115234
2023-07-25,60.560001373291016
2023-07-26,61.61000061035156
2023-07-27,62.0099983215332
2023-07-28,61.25
2023-07-31,60.68000030517578
2023-08-01,61.45000076293945
2023-08-02,60.540000915527344
2023-08-03,59.31999969482422
2023-08-04,59.380001068115234
2023-08-07,60.119998931884766
2023-08-08,59.81999969482422
2023-08-09,59.33000183105469
2023-08-10,58.810001373291016
2023-08-11,58.619998931884766
2023-08-14,59.2400016784668
2023-08-15,59.0099983215332
2023-08-16,57.9900016784668
2023-08-17,56.45000076293945
2023-08-18,56.790000915527344
2023-08-21,56.130001068115234
2023-08-22,56.11000061035156
2023-08-23,57.040000915527344
2023-08-24,56.540000915527344
2023-08-25,56.65999984741211
2023-08-28,56.79999923706055
2023-08-29,58.349998474121094
2023-08-30,58.81999969482422
2023-08-31,59.0099983215332
2023-09-01,59.720001220703125
2023-09-05,57.279998779296875
2023-09-06,57.68000030517578
2023-09-07,56.720001220703125
2023-09-08,56.22999954223633
2023-09-11,56.63999938964844
2023-09-12,55.84000015258789
2023-09-13,55.47999954223633
2023-09-14,55.880001068115234
2023-09-15,54.66999816894531
2023-09-18,55.02000045776367
2023-09-19,55.459999084472656
2023-09-20,54.56999969482422
