Date,FERG
2023-01-09,139.10000610351562
2023-01-10,139.4499969482422
2023-01-11,136.77000427246094
2023-01-12,138.52000427246094
2023-01-13,139.0800018310547
2023-01-17,138.38999938964844
2023-01-18,137.9600067138672
2023-01-19,135.2100067138672
2023-01-20,138.0
2023-01-23,138.63999938964844
2023-01-24,138.52999877929688
2023-01-25,138.07000732421875
2023-01-26,139.63999938964844
2023-01-27,140.32000732421875
2023-01-30,139.5500030517578
2023-01-31,142.33999633789062
2023-02-01,144.41000366210938
2023-02-02,148.8800048828125
2023-02-03,147.75
2023-02-06,144.3800048828125
2023-02-07,145.89999389648438
2023-02-08,144.4199981689453
2023-02-09,144.1300048828125
2023-02-10,144.36000061035156
2023-02-13,147.0399932861328
2023-02-14,147.42999267578125
2023-02-15,149.61000061035156
2023-02-16,148.3699951171875
2023-02-17,148.0399932861328
2023-02-21,143.6300048828125
2023-02-22,143.02999877929688
2023-02-23,144.64999389648438
2023-02-24,142.27000427246094
2023-02-27,144.27000427246094
2023-02-28,144.10000610351562
2023-03-01,144.64999389648438
2023-03-02,144.58999633789062
2023-03-03,144.9600067138672
2023-03-06,143.5800018310547
2023-03-07,138.3300018310547
2023-03-08,140.02999877929688
2023-03-09,137.16000366210938
2023-03-10,135.0
2023-03-13,134.27000427246094
2023-03-14,134.1999969482422
2023-03-15,129.00999450683594
2023-03-16,129.3300018310547
2023-03-17,128.3699951171875
2023-03-20,131.1300048828125
2023-03-21,133.5800018310547
2023-03-22,130.2899932861328
2023-03-23,130.97999572753906
2023-03-24,129.47000122070312
2023-03-27,129.92999267578125
2023-03-28,130.4499969482422
2023-03-29,131.6199951171875
2023-03-30,131.52000427246094
2023-03-31,133.75
2023-04-03,132.8000030517578
2023-04-04,128.24000549316406
2023-04-05,124.5199966430664
2023-04-06,124.7300033569336
2023-04-10,125.18000030517578
2023-04-11,125.98999786376953
2023-04-12,127.4800033569336
2023-04-13,128.47000122070312
2023-04-14,129.6199951171875
2023-04-17,131.35000610351562
2023-04-18,132.61000061035156
2023-04-19,133.44000244140625
2023-04-20,136.1699981689453
2023-04-21,136.9199981689453
2023-04-24,137.94000244140625
2023-04-25,135.1999969482422
2023-04-26,133.8300018310547
2023-04-27,138.19000244140625
2023-04-28,140.82000732421875
2023-05-01,142.02999877929688
2023-05-02,138.41000366210938
2023-05-03,139.5
2023-05-04,137.67999267578125
2023-05-05,139.50999450683594
2023-05-08,140.82000732421875
2023-05-09,144.38999938964844
2023-05-10,144.88999938964844
2023-05-11,145.22999572753906
2023-05-12,144.39999389648438
2023-05-15,147.44000244140625
2023-05-16,145.49000549316406
2023-05-17,146.72000122070312
2023-05-18,149.85000610351562
2023-05-19,148.5500030517578
2023-05-22,150.5
2023-05-23,144.6699981689453
2023-05-24,143.80999755859375
2023-05-25,143.8800048828125
2023-05-26,147.66000366210938
2023-05-30,146.5500030517578
2023-05-31,144.91000366210938
2023-06-01,145.58999633789062
2023-06-02,147.75999450683594
2023-06-05,146.9499969482422
2023-06-06,147.13999938964844
2023-06-07,146.6300048828125
2023-06-08,144.8699951171875
2023-06-09,144.57000732421875
2023-06-12,146.22999572753906
2023-06-13,148.4499969482422
2023-06-14,150.02999877929688
2023-06-15,151.8800048828125
2023-06-16,151.07000732421875
2023-06-20,150.1999969482422
2023-06-21,152.8000030517578
2023-06-22,152.8699951171875
2023-06-23,150.6199951171875
2023-06-26,150.69000244140625
2023-06-27,154.0
2023-06-28,154.0500030517578
2023-06-29,156.13999938964844
2023-06-30,157.30999755859375
2023-07-03,157.24000549316406
2023-07-05,156.27999877929688
2023-07-06,151.5
2023-07-07,154.7899932861328
2023-07-10,155.2100067138672
2023-07-11,158.5399932861328
2023-07-12,160.72000122070312
2023-07-13,162.02999877929688
2023-07-14,160.8800048828125
2023-07-17,159.57000732421875
2023-07-18,158.8800048828125
2023-07-19,157.9199981689453
2023-07-20,157.27000427246094
2023-07-21,157.89999389648438
2023-07-24,159.5800018310547
2023-07-25,160.97999572753906
2023-07-26,160.69000244140625
2023-07-27,162.0399932861328
2023-07-28,160.94000244140625
2023-07-31,161.6199951171875
2023-08-01,162.2100067138672
2023-08-02,159.75
2023-08-03,158.6999969482422
2023-08-04,158.75
2023-08-07,161.49000549316406
2023-08-08,160.72000122070312
2023-08-09,159.00999450683594
2023-08-10,158.72999572753906
2023-08-11,159.9600067138672
2023-08-14,161.3800048828125
2023-08-15,160.27000427246094
2023-08-16,159.05999755859375
2023-08-17,155.5399932861328
2023-08-18,155.3000030517578
2023-08-21,154.5500030517578
2023-08-22,155.07000732421875
2023-08-23,157.6300048828125
2023-08-24,154.97999572753906
2023-08-25,156.3000030517578
2023-08-28,157.5399932861328
2023-08-29,159.63999938964844
2023-08-30,162.60000610351562
2023-08-31,161.55999755859375
2023-09-01,162.22999572753906
2023-09-05,157.4499969482422
2023-09-06,156.07000732421875
2023-09-07,153.5500030517578
2023-09-08,153.9499969482422
2023-09-11,156.0399932861328
2023-09-12,154.38999938964844
2023-09-13,154.02000427246094
2023-09-14,155.27999877929688
2023-09-15,153.5
2023-09-18,153.74000549316406
2023-09-19,153.9499969482422
2023-09-20,152.3699951171875
2023-09-21,149.97000122070312
2023-09-22,150.55999755859375
2023-09-25,151.11000061035156
2023-09-26,158.25
2023-09-27,163.3699951171875
2023-09-28,168.0
2023-09-29,164.47000122070312
2023-10-02,163.35000610351562
2023-10-03,160.4499969482422
2023-10-04,161.8699951171875
2023-10-05,161.1999969482422
2023-10-06,163.17999267578125
2023-10-09,166.47000122070312
2023-10-10,166.83999633789062
2023-10-11,169.57000732421875
2023-10-12,168.3300018310547
2023-10-13,167.74000549316406
2023-10-16,164.27999877929688
2023-10-17,167.5800018310547
2023-10-18,159.8300018310547
2023-10-19,155.2899932861328
2023-10-20,153.39999389648438
2023-10-23,152.35000610351562
2023-10-24,152.86000061035156
2023-10-25,152.19000244140625
2023-10-26,152.61000061035156
2023-10-27,151.72000122070312
2023-10-30,153.7899932861328
2023-10-31,150.1999969482422
2023-11-01,153.58999633789062
2023-11-02,155.97999572753906
2023-11-03,157.27999877929688
2023-11-06,156.86000061035156
2023-11-07,156.5800018310547
2023-11-08,156.47000122070312
2023-11-09,156.80999755859375
2023-11-10,159.94000244140625
2023-11-13,160.5
2023-11-14,164.80999755859375
2023-11-15,163.75999450683594
2023-11-16,165.05999755859375
2023-11-17,166.47999572753906
2023-11-20,165.8000030517578
2023-11-21,166.67999267578125
2023-11-22,167.2100067138672
2023-11-24,167.74000549316406
2023-11-27,168.60000610351562
2023-11-28,167.32000732421875
2023-11-29,168.67999267578125
2023-11-30,171.33999633789062
2023-12-01,172.41000366210938
2023-12-04,168.25
2023-12-05,174.10000610351562
2023-12-06,174.67999267578125
2023-12-07,178.66000366210938
2023-12-08,180.64999389648438
2023-12-11,182.5
2023-12-12,182.9499969482422
2023-12-13,184.02000427246094
2023-12-14,189.05999755859375
2023-12-15,188.91000366210938
2023-12-18,188.32000732421875
2023-12-19,189.1300048828125
2023-12-20,186.9199981689453
2023-12-21,190.0
2023-12-22,192.1199951171875
2023-12-26,192.61000061035156
2023-12-27,193.25999450683594
2023-12-28,193.1199951171875
2023-12-29,193.07000732421875
2024-01-02,188.61000061035156
2024-01-03,184.05999755859375
2024-01-04,186.47000122070312
2024-01-05,187.14999389648438
2024-01-08,187.08999633789062
2024-01-09,187.13999938964844
2024-01-10,187.13999938964844
2024-01-11,186.38999938964844
2024-01-12,187.1699981689453
2024-01-16,186.2100067138672
2024-01-17,184.64999389648438
2024-01-18,189.35000610351562
2024-01-19,189.61000061035156
2024-01-22,191.52999877929688
2024-01-23,189.7100067138672
2024-01-24,187.0500030517578
2024-01-25,188.80999755859375
2024-01-26,187.9199981689453
2024-01-29,189.3000030517578
2024-01-30,190.86000061035156
2024-01-31,187.86000061035156
2024-02-01,191.67999267578125
2024-02-02,191.9600067138672
2024-02-05,189.6999969482422
2024-02-06,192.8000030517578
2024-02-07,193.82000732421875
2024-02-08,197.63999938964844
2024-02-09,198.66000366210938
2024-02-12,198.0
2024-02-13,191.1300048828125
2024-02-14,193.5500030517578
2024-02-15,198.38999938964844
2024-02-16,198.99000549316406
2024-02-20,202.07000732421875
2024-02-21,201.80999755859375
2024-02-22,207.24000549316406
2024-02-23,207.55999755859375
2024-02-26,210.92999267578125
2024-02-27,209.7100067138672
2024-02-28,211.9499969482422
2024-02-29,211.4499969482422
2024-03-01,214.42999267578125
2024-03-04,215.5500030517578
2024-03-05,201.07000732421875
2024-03-06,201.5
2024-03-07,202.36000061035156
2024-03-08,198.75
2024-03-11,198.8699951171875
2024-03-12,203.72999572753906
2024-03-13,205.97999572753906
2024-03-14,205.8699951171875
2024-03-15,207.52999877929688
2024-03-18,206.75999450683594
2024-03-19,214.7100067138672
2024-03-20,216.9499969482422
2024-03-21,221.16000366210938
2024-03-22,221.27000427246094
2024-03-25,217.83999633789062
2024-03-26,219.33999633789062
2024-03-27,218.9499969482422
2024-03-28,218.42999267578125
2024-04-01,217.27999877929688
2024-04-02,216.88999938964844
2024-04-03,218.52999877929688
2024-04-04,221.3300018310547
2024-04-05,223.85000610351562
2024-04-08,223.5800018310547
2024-04-09,222.0500030517578
2024-04-10,220.4499969482422
2024-04-11,218.25999450683594
2024-04-12,216.32000732421875
2024-04-15,215.00999450683594
2024-04-16,215.39999389648438
2024-04-17,211.44000244140625
2024-04-18,209.5399932861328
2024-04-19,208.8000030517578
2024-04-22,208.19000244140625
2024-04-23,211.89999389648438
2024-04-24,209.19000244140625
2024-04-25,212.8300018310547
2024-04-26,213.3300018310547
2024-04-29,215.16000366210938
2024-04-30,209.89999389648438
2024-05-01,211.42999267578125
2024-05-02,213.2899932861328
2024-05-03,217.1699981689453
2024-05-06,218.66000366210938
2024-05-07,218.97000122070312
2024-05-08,219.52999877929688
2024-05-09,220.52000427246094
2024-05-10,221.52999877929688
2024-05-13,219.69000244140625
2024-05-14,218.75
2024-05-15,220.72999572753906
2024-05-16,211.7899932861328
2024-05-17,210.6999969482422
2024-05-20,212.55999755859375
2024-05-21,211.91000366210938
2024-05-22,210.13999938964844
2024-05-23,207.42999267578125
2024-05-24,208.27999877929688
2024-05-28,205.38999938964844
2024-05-29,203.52999877929688
2024-05-30,205.22000122070312
2024-05-31,205.74000549316406
2024-06-03,202.8800048828125
2024-06-04,196.9600067138672
2024-06-05,201.5399932861328
2024-06-06,199.86000061035156
2024-06-07,198.67999267578125
2024-06-10,200.07000732421875
2024-06-11,201.8000030517578
2024-06-12,208.80999755859375
2024-06-13,208.38999938964844
2024-06-14,201.47000122070312
2024-06-17,200.9199981689453
2024-06-18,202.22000122070312
2024-06-20,196.3699951171875
2024-06-21,195.86000061035156
2024-06-24,195.3699951171875
2024-06-25,192.0399932861328
2024-06-26,190.97999572753906
2024-06-27,193.4600067138672
2024-06-28,193.64999389648438
2024-07-01,190.00999450683594
2024-07-02,190.8300018310547
2024-07-03,189.97000122070312
2024-07-05,190.82000732421875
2024-07-08,190.66000366210938
2024-07-09,188.0
2024-07-10,191.60000610351562
2024-07-11,195.50999450683594
2024-07-12,204.0
2024-07-15,205.74000549316406
2024-07-16,216.1300048828125
2024-07-17,210.80999755859375
2024-07-18,209.63999938964844
2024-07-19,207.3699951171875
2024-07-22,210.63999938964844
2024-07-23,212.1999969482422
2024-07-24,208.36000061035156
2024-07-25,213.14999389648438
2024-07-26,218.5399932861328
2024-07-29,218.1999969482422
2024-07-30,218.74000549316406
2024-07-31,222.64999389648438
2024-08-01,216.3300018310547
2024-08-02,205.39999389648438
2024-08-05,197.27000427246094
2024-08-06,199.89999389648438
2024-08-07,194.52000427246094
2024-08-08,197.35000610351562
2024-08-09,198.4600067138672
2024-08-12,195.8300018310547
2024-08-13,203.0500030517578
2024-08-14,204.11000061035156
2024-08-15,209.97000122070312
2024-08-16,206.07000732421875
2024-08-19,206.75
2024-08-20,206.5500030517578
2024-08-21,211.6300048828125
2024-08-22,209.08999633789062
2024-08-23,214.3300018310547
2024-08-26,215.67999267578125
2024-08-27,209.0
2024-08-28,203.35000610351562
2024-08-29,204.99000549316406
2024-08-30,205.7100067138672
2024-09-03,202.35000610351562
2024-09-04,195.6199951171875
2024-09-05,193.1300048828125
2024-09-06,190.1999969482422
2024-09-09,185.8699951171875
2024-09-10,189.64999389648438
2024-09-11,188.5800018310547
2024-09-12,190.17999267578125
2024-09-13,193.07000732421875
2024-09-16,197.22000122070312
2024-09-17,207.05999755859375
2024-09-18,205.52000427246094
2024-09-19,208.17999267578125
2024-09-20,196.52000427246094
2024-09-23,200.16000366210938
2024-09-24,201.1199951171875
2024-09-25,199.47999572753906
2024-09-26,201.94000244140625
2024-09-27,201.86000061035156
2024-09-30,198.57000732421875
2024-10-01,199.50999450683594
2024-10-02,195.88999938964844
2024-10-03,191.6999969482422
2024-10-04,194.9499969482422
2024-10-07,194.9199981689453
2024-10-08,194.72999572753906
2024-10-09,197.60000610351562
2024-10-10,198.08999633789062
2024-10-11,198.69000244140625
2024-10-14,201.3800048828125
2024-10-15,200.08999633789062
2024-10-16,202.80999755859375
2024-10-17,205.10000610351562
2024-10-18,204.47999572753906
2024-10-21,199.6699981689453
2024-10-22,195.99000549316406
2024-10-23,195.49000549316406
2024-10-24,198.4199981689453
2024-10-25,196.22999572753906
2024-10-28,197.25
2024-10-29,195.05999755859375
2024-10-30,197.05999755859375
2024-10-31,196.74000549316406
2024-11-01,197.97999572753906
2024-11-04,198.13999938964844
2024-11-05,202.11000061035156
2024-11-06,210.9199981689453
2024-11-07,210.75
2024-11-08,207.4600067138672
2024-11-11,208.69000244140625
2024-11-12,205.8300018310547
2024-11-13,205.50999450683594
2024-11-14,203.22000122070312
2024-11-15,199.94000244140625
2024-11-18,200.82000732421875
2024-11-19,201.8699951171875
2024-11-20,202.74000549316406
2024-11-21,206.4499969482422
