Date,BMO
2022-02-28,113.9000015258789
2022-03-01,113.41999816894531
2022-03-02,116.88999938964844
2022-03-03,116.5199966430664
2022-03-04,114.91000366210938
2022-03-07,111.08000183105469
2022-03-08,110.94999694824219
2022-03-09,114.9000015258789
2022-03-10,114.80000305175781
2022-03-11,115.48999786376953
2022-03-14,116.01000213623047
2022-03-15,116.33000183105469
2022-03-16,119.37999725341797
2022-03-17,120.31999969482422
2022-03-18,121.26000213623047
2022-03-21,121.37999725341797
2022-03-22,122.33999633789062
2022-03-23,117.76000213623047
2022-03-24,118.79000091552734
2022-03-25,119.76000213623047
2022-03-28,119.27999877929688
2022-03-29,119.2699966430664
2022-03-30,118.7300033569336
2022-03-31,117.97000122070312
2022-04-01,116.98999786376953
2022-04-04,117.63999938964844
2022-04-05,118.29000091552734
2022-04-06,116.79000091552734
2022-04-07,114.37999725341797
2022-04-08,115.31999969482422
2022-04-11,114.5
2022-04-12,113.19999694824219
2022-04-13,113.33999633789062
2022-04-14,113.52999877929688
2022-04-18,113.3499984741211
2022-04-19,114.55000305175781
2022-04-20,117.41000366210938
2022-04-21,116.0
2022-04-22,112.02999877929688
2022-04-25,111.1500015258789
2022-04-26,108.37000274658203
2022-04-27,107.63999938964844
2022-04-28,109.19000244140625
2022-04-29,106.04000091552734
2022-05-02,105.18000030517578
2022-05-03,107.4000015258789
2022-05-04,108.55000305175781
2022-05-05,105.43000030517578
2022-05-06,104.62000274658203
2022-05-09,101.87999725341797
2022-05-10,101.13999938964844
2022-05-11,101.12999725341797
2022-05-12,100.31999969482422
2022-05-13,102.16000366210938
2022-05-16,103.38999938964844
2022-05-17,105.43000030517578
2022-05-18,102.83999633789062
2022-05-19,102.19000244140625
2022-05-20,102.05000305175781
2022-05-23,104.66000366210938
2022-05-24,104.16999816894531
2022-05-25,103.66000366210938
2022-05-26,105.77999877929688
2022-05-27,107.37999725341797
2022-05-31,108.88999938964844
2022-06-01,108.7300033569336
2022-06-02,110.01000213623047
2022-06-03,108.77999877929688
2022-06-06,109.75
2022-06-07,110.30000305175781
2022-06-08,108.97000122070312
2022-06-09,106.0
2022-06-10,102.83999633789062
2022-06-13,100.30000305175781
2022-06-14,99.08999633789062
2022-06-15,100.33999633789062
2022-06-16,97.66999816894531
2022-06-17,96.19999694824219
2022-06-21,98.58000183105469
2022-06-22,96.7300033569336
2022-06-23,93.8499984741211
2022-06-24,95.5199966430664
2022-06-27,96.7300033569336
2022-06-28,96.80999755859375
2022-06-29,96.3499984741211
2022-06-30,96.16999816894531
2022-07-01,96.97000122070312
2022-07-05,94.83000183105469
2022-07-06,95.41999816894531
2022-07-07,97.33000183105469
2022-07-08,97.4800033569336
2022-07-11,96.58999633789062
2022-07-12,96.18000030517578
2022-07-13,94.91999816894531
2022-07-14,91.0999984741211
2022-07-15,92.05000305175781
2022-07-18,93.41000366210938
2022-07-19,96.27999877929688
2022-07-20,96.91999816894531
2022-07-21,97.41000366210938
2022-07-22,97.0199966430664
2022-07-25,98.51000213623047
2022-07-26,97.63999938964844
2022-07-27,99.30999755859375
2022-07-28,99.72000122070312
2022-07-29,100.72000122070312
2022-08-01,98.83999633789062
2022-08-02,98.04000091552734
2022-08-03,99.25
2022-08-04,98.76000213623047
2022-08-05,98.97000122070312
2022-08-08,99.3499984741211
2022-08-09,98.51000213623047
2022-08-10,101.08999633789062
2022-08-11,102.01000213623047
2022-08-12,103.91000366210938
2022-08-15,103.33999633789062
2022-08-16,105.16000366210938
2022-08-17,104.31999969482422
2022-08-18,104.87000274658203
2022-08-19,103.06999969482422
2022-08-22,101.2300033569336
2022-08-23,101.2699966430664
2022-08-24,99.69000244140625
2022-08-25,100.2300033569336
2022-08-26,98.4800033569336
2022-08-29,98.08000183105469
2022-08-30,94.9800033569336
2022-08-31,92.23999786376953
2022-09-01,92.18000030517578
2022-09-02,92.69999694824219
2022-09-06,91.62999725341797
2022-09-07,92.58000183105469
2022-09-08,94.9800033569336
2022-09-09,97.83999633789062
2022-09-12,99.08000183105469
2022-09-13,95.62999725341797
2022-09-14,96.44000244140625
2022-09-15,96.63999938964844
2022-09-16,95.54000091552734
2022-09-19,96.33999633789062
2022-09-20,94.33999633789062
2022-09-21,92.9000015258789
2022-09-22,91.93000030517578
2022-09-23,89.38999938964844
2022-09-26,89.0
2022-09-27,87.9000015258789
2022-09-28,90.4000015258789
2022-09-29,88.5
2022-09-30,87.63999938964844
2022-10-03,90.41000366210938
2022-10-04,92.70999908447266
2022-10-05,91.66999816894531
2022-10-06,88.12999725341797
2022-10-07,85.81999969482422
2022-10-10,85.4000015258789
2022-10-11,83.26000213623047
2022-10-12,84.06999969482422
2022-10-13,86.9800033569336
2022-10-14,85.98999786376953
2022-10-17,88.80000305175781
2022-10-18,89.68000030517578
2022-10-19,87.81999969482422
2022-10-20,87.33000183105469
2022-10-21,89.87000274658203
2022-10-24,89.86000061035156
2022-10-25,91.58000183105469
2022-10-26,92.93000030517578
2022-10-27,93.19999694824219
2022-10-28,93.9000015258789
2022-10-31,92.08000183105469
2022-11-01,91.94999694824219
2022-11-02,91.11000061035156
2022-11-03,90.52999877929688
2022-11-04,94.16999816894531
2022-11-07,94.69000244140625
2022-11-08,95.69000244140625
2022-11-09,93.61000061035156
2022-11-10,98.62999725341797
2022-11-11,100.16000366210938
2022-11-14,99.27999877929688
2022-11-15,99.61000061035156
2022-11-16,98.8499984741211
2022-11-17,98.44000244140625
2022-11-18,98.79000091552734
2022-11-21,97.41999816894531
2022-11-22,98.70999908447266
2022-11-23,99.37999725341797
2022-11-25,99.33000183105469
2022-11-28,96.31999969482422
2022-11-29,96.0999984741211
2022-11-30,97.83000183105469
2022-12-01,99.0199966430664
2022-12-02,99.83999633789062
2022-12-05,97.83999633789062
2022-12-06,94.55000305175781
2022-12-07,94.16000366210938
2022-12-08,92.55999755859375
2022-12-09,92.43000030517578
2022-12-12,91.81999969482422
2022-12-13,90.66000366210938
2022-12-14,90.19000244140625
2022-12-15,88.3499984741211
2022-12-16,88.04000091552734
2022-12-19,87.94000244140625
2022-12-20,89.38999938964844
2022-12-21,90.5199966430664
2022-12-22,89.48999786376953
2022-12-23,90.30000305175781
2022-12-27,90.7300033569336
2022-12-28,89.62999725341797
2022-12-29,91.19000244140625
2022-12-30,90.5999984741211
2023-01-03,91.04000091552734
2023-01-04,93.62999725341797
2023-01-05,92.79000091552734
2023-01-06,95.12999725341797
2023-01-09,95.4000015258789
2023-01-10,95.08999633789062
2023-01-11,96.02999877929688
2023-01-12,97.26000213623047
2023-01-13,97.94999694824219
2023-01-17,98.58999633789062
2023-01-18,97.2699966430664
2023-01-19,97.55999755859375
2023-01-20,98.8499984741211
2023-01-23,99.61000061035156
2023-01-24,99.62000274658203
2023-01-25,99.69000244140625
2023-01-26,101.48999786376953
2023-01-27,100.25
2023-01-30,99.01000213623047
2023-01-31,100.63999938964844
2023-02-01,100.68000030517578
2023-02-02,100.31999969482422
2023-02-03,100.63999938964844
2023-02-06,100.73999786376953
2023-02-07,101.9800033569336
2023-02-08,101.58999633789062
2023-02-09,100.91000366210938
2023-02-10,101.43000030517578
2023-02-13,101.51000213623047
2023-02-14,101.37000274658203
2023-02-15,100.81999969482422
