Date,CSL
2022-06-23,231.38999938964844
2022-06-24,240.13999938964844
2022-06-27,246.9199981689453
2022-06-28,239.75
2022-06-29,239.72000122070312
2022-06-30,238.61000061035156
2022-07-01,241.1999969482422
2022-07-05,246.42999267578125
2022-07-06,247.72999572753906
2022-07-07,249.5500030517578
2022-07-08,249.32000732421875
2022-07-11,251.5800018310547
2022-07-12,252.77999877929688
2022-07-13,252.41000366210938
2022-07-14,250.35000610351562
2022-07-15,255.00999450683594
2022-07-18,251.92999267578125
2022-07-19,263.260009765625
2022-07-20,263.739990234375
2022-07-21,267.4100036621094
2022-07-22,266.0
2022-07-25,267.3500061035156
2022-07-26,269.04998779296875
2022-07-27,271.54998779296875
2022-07-28,287.6000061035156
2022-07-29,296.1000061035156
2022-08-01,293.4800109863281
2022-08-02,290.54998779296875
2022-08-03,287.95001220703125
2022-08-04,289.04998779296875
2022-08-05,300.6099853515625
2022-08-08,302.70001220703125
2022-08-09,301.20001220703125
2022-08-10,307.1099853515625
2022-08-11,311.2699890136719
2022-08-12,312.510009765625
2022-08-15,316.1400146484375
2022-08-16,315.5899963378906
2022-08-17,314.07000732421875
2022-08-18,315.79998779296875
2022-08-19,312.2699890136719
2022-08-22,307.3299865722656
2022-08-23,307.4800109863281
2022-08-24,309.44000244140625
2022-08-25,315.239990234375
2022-08-26,304.95001220703125
2022-08-29,302.44000244140625
2022-08-30,295.4100036621094
2022-08-31,295.6600036621094
2022-09-01,298.9599914550781
2022-09-02,295.9599914550781
2022-09-06,297.94000244140625
2022-09-07,302.79998779296875
2022-09-08,307.54998779296875
2022-09-09,308.7300109863281
2022-09-12,311.9200134277344
2022-09-13,301.4700012207031
2022-09-14,302.70001220703125
2022-09-15,301.2300109863281
2022-09-16,291.29998779296875
2022-09-19,296.6199951171875
2022-09-20,289.5899963378906
2022-09-21,284.80999755859375
2022-09-22,278.94000244140625
2022-09-23,273.4100036621094
2022-09-26,273.69000244140625
2022-09-27,274.5199890136719
2022-09-28,281.489990234375
2022-09-29,280.4100036621094
2022-09-30,280.4100036621094
2022-10-03,289.7300109863281
2022-10-04,296.4700012207031
2022-10-05,297.489990234375
2022-10-06,298.42999267578125
2022-10-07,292.45001220703125
2022-10-10,291.70001220703125
2022-10-11,293.489990234375
2022-10-12,288.1199951171875
2022-10-13,293.6300048828125
2022-10-14,281.6199951171875
2022-10-17,291.5799865722656
2022-10-18,293.45001220703125
2022-10-19,285.9599914550781
2022-10-20,270.260009765625
2022-10-21,273.8800048828125
2022-10-24,277.1600036621094
2022-10-25,282.010009765625
2022-10-26,279.79998779296875
2022-10-27,282.9800109863281
2022-10-28,239.41000366210938
2022-10-31,238.8000030517578
2022-11-01,237.35000610351562
2022-11-02,232.69000244140625
2022-11-03,227.85000610351562
2022-11-04,225.57000732421875
2022-11-07,227.85000610351562
2022-11-08,229.72999572753906
2022-11-09,229.6999969482422
2022-11-10,242.63999938964844
2022-11-11,237.5
2022-11-14,240.92999267578125
2022-11-15,242.05999755859375
2022-11-16,245.00999450683594
2022-11-17,246.74000549316406
2022-11-18,250.75
2022-11-21,255.6699981689453
2022-11-22,255.55999755859375
2022-11-23,255.6300048828125
2022-11-25,258.32000732421875
2022-11-28,257.25
2022-11-29,255.52999877929688
2022-11-30,263.1099853515625
2022-12-01,262.1000061035156
2022-12-02,259.7300109863281
2022-12-05,255.72000122070312
2022-12-06,252.0500030517578
2022-12-07,250.9600067138672
2022-12-08,251.82000732421875
2022-12-09,248.3300018310547
2022-12-12,251.99000549316406
2022-12-13,253.5399932861328
2022-12-14,249.32000732421875
2022-12-15,244.6999969482422
2022-12-16,238.99000549316406
2022-12-19,237.30999755859375
2022-12-20,236.35000610351562
2022-12-21,239.11000061035156
2022-12-22,237.0
2022-12-23,237.88999938964844
2022-12-27,238.2100067138672
2022-12-28,235.83999633789062
2022-12-29,237.52999877929688
2022-12-30,235.64999389648438
2023-01-03,234.2899932861328
2023-01-04,238.24000549316406
2023-01-05,229.88999938964844
2023-01-06,236.6300048828125
2023-01-09,237.63999938964844
2023-01-10,238.85000610351562
2023-01-11,246.24000549316406
2023-01-12,241.92999267578125
2023-01-13,239.42999267578125
2023-01-17,238.1699981689453
2023-01-18,237.00999450683594
2023-01-19,233.9199981689453
2023-01-20,235.89999389648438
2023-01-23,240.2899932861328
2023-01-24,240.32000732421875
2023-01-25,240.74000549316406
2023-01-26,243.16000366210938
2023-01-27,248.47000122070312
2023-01-30,244.6699981689453
2023-01-31,250.86000061035156
2023-02-01,255.55999755859375
2023-02-02,257.2900085449219
2023-02-03,250.47999572753906
2023-02-06,246.72999572753906
2023-02-07,250.67999267578125
2023-02-08,251.24000549316406
2023-02-09,253.67999267578125
2023-02-10,255.63999938964844
2023-02-13,257.3500061035156
2023-02-14,257.0299987792969
2023-02-15,260.7900085449219
2023-02-16,259.8500061035156
2023-02-17,266.19000244140625
2023-02-21,259.7300109863281
2023-02-22,256.9700012207031
2023-02-23,256.69000244140625
2023-02-24,257.510009765625
2023-02-27,259.0199890136719
2023-02-28,258.2200012207031
2023-03-01,257.94000244140625
2023-03-02,260.92999267578125
2023-03-03,265.44000244140625
2023-03-06,264.2799987792969
2023-03-07,260.489990234375
2023-03-08,263.80999755859375
2023-03-09,255.6199951171875
2023-03-10,243.10000610351562
2023-03-13,237.22999572753906
2023-03-14,237.3300018310547
2023-03-15,222.6300048828125
2023-03-16,224.32000732421875
2023-03-17,218.2100067138672
2023-03-20,221.07000732421875
2023-03-21,223.25999450683594
2023-03-22,217.80999755859375
2023-03-23,212.9600067138672
2023-03-24,212.0500030517578
2023-03-27,217.42999267578125
2023-03-28,218.99000549316406
2023-03-29,222.75
2023-03-30,225.02000427246094
2023-03-31,226.07000732421875
2023-04-03,225.80999755859375
2023-04-04,212.22999572753906
2023-04-05,206.83999633789062
2023-04-06,205.60000610351562
2023-04-10,210.5399932861328
2023-04-11,210.75999450683594
2023-04-12,210.60000610351562
2023-04-13,210.7899932861328
2023-04-14,210.8800048828125
2023-04-17,216.8699951171875
2023-04-18,217.55999755859375
2023-04-19,220.77000427246094
2023-04-20,220.13999938964844
2023-04-21,218.85000610351562
2023-04-24,217.75999450683594
2023-04-25,213.58999633789062
2023-04-26,212.57000732421875
2023-04-27,217.64999389648438
2023-04-28,215.85000610351562
2023-05-01,216.44000244140625
2023-05-02,211.92999267578125
2023-05-03,213.1199951171875
2023-05-04,209.75
2023-05-05,213.5800018310547
2023-05-08,211.9199981689453
2023-05-09,210.80999755859375
2023-05-10,208.38999938964844
2023-05-11,207.63999938964844
2023-05-12,210.07000732421875
2023-05-15,213.4499969482422
2023-05-16,205.75
2023-05-17,210.30999755859375
2023-05-18,215.02999877929688
2023-05-19,212.30999755859375
2023-05-22,213.38999938964844
2023-05-23,211.47000122070312
2023-05-24,211.07000732421875
2023-05-25,215.3000030517578
2023-05-26,216.8300018310547
2023-05-30,215.8699951171875
2023-05-31,212.44000244140625
2023-06-01,216.5
2023-06-02,225.92999267578125
2023-06-05,224.52999877929688
2023-06-06,226.4499969482422
2023-06-07,231.60000610351562
2023-06-08,233.5800018310547
2023-06-09,232.66000366210938
2023-06-12,235.77000427246094
2023-06-13,237.57000732421875
2023-06-14,236.10000610351562
2023-06-15,240.47999572753906
2023-06-16,239.5800018310547
2023-06-20,239.55999755859375
2023-06-21,241.6999969482422
2023-06-22,240.8300018310547
2023-06-23,241.66000366210938
2023-06-26,241.07000732421875
2023-06-27,247.8000030517578
2023-06-28,248.3300018310547
2023-06-29,255.64999389648438
2023-06-30,256.5299987792969
2023-07-03,257.8999938964844
2023-07-05,256.05999755859375
2023-07-06,252.14999389648438
2023-07-07,257.2200012207031
2023-07-10,260.4100036621094
2023-07-11,262.2799987792969
2023-07-12,263.989990234375
2023-07-13,268.3999938964844
2023-07-14,266.9700012207031
2023-07-17,268.739990234375
2023-07-18,269.2699890136719
2023-07-19,268.8599853515625
2023-07-20,268.75
2023-07-21,269.5899963378906
2023-07-24,266.69000244140625
2023-07-25,268.7900085449219
2023-07-26,273.3999938964844
2023-07-27,276.7900085449219
2023-07-28,277.4200134277344
2023-07-31,277.20001220703125
2023-08-01,278.32000732421875
2023-08-02,278.30999755859375
2023-08-03,278.4100036621094
2023-08-04,283.6600036621094
2023-08-07,285.7099914550781
2023-08-08,285.1099853515625
2023-08-09,285.2200012207031
2023-08-10,285.79998779296875
2023-08-11,288.3699951171875
2023-08-14,286.6000061035156
2023-08-15,281.8699951171875
2023-08-16,280.1000061035156
2023-08-17,271.5799865722656
2023-08-18,266.5899963378906
2023-08-21,265.95001220703125
2023-08-22,259.5299987792969
2023-08-23,261.239990234375
2023-08-24,259.760009765625
2023-08-25,259.2799987792969
2023-08-28,262.6099853515625
2023-08-29,266.2699890136719
2023-08-30,264.1099853515625
2023-08-31,263.0199890136719
2023-09-01,268.5899963378906
2023-09-05,257.8699951171875
2023-09-06,253.64999389648438
2023-09-07,248.25999450683594
2023-09-08,251.36000061035156
2023-09-11,278.3699951171875
2023-09-12,280.67999267578125
2023-09-13,277.5299987792969
2023-09-14,274.3800048828125
2023-09-15,269.2799987792969
2023-09-18,270.2900085449219
2023-09-19,271.9100036621094
2023-09-20,266.2200012207031
2023-09-21,255.91000366210938
2023-09-22,254.2899932861328
2023-09-25,255.67999267578125
2023-09-26,253.4499969482422
2023-09-27,255.05999755859375
2023-09-28,259.3900146484375
2023-09-29,259.260009765625
2023-10-02,251.72999572753906
2023-10-03,251.1300048828125
2023-10-04,255.75999450683594
2023-10-05,258.1300048828125
2023-10-06,262.3299865722656
2023-10-09,264.20001220703125
2023-10-10,263.3699951171875
2023-10-11,267.57000732421875
2023-10-12,257.9599914550781
2023-10-13,256.2200012207031
2023-10-16,264.0799865722656
2023-10-17,264.75
2023-10-18,256.7200012207031
2023-10-19,246.6199951171875
2023-10-20,246.17999267578125
2023-10-23,241.52999877929688
2023-10-24,241.5500030517578
2023-10-25,237.14999389648438
2023-10-26,237.42999267578125
2023-10-27,248.77999877929688
2023-10-30,254.97999572753906
2023-10-31,254.08999633789062
2023-11-01,255.88999938964844
2023-11-02,263.3500061035156
2023-11-03,270.54998779296875
2023-11-06,267.9599914550781
2023-11-07,264.8599853515625
2023-11-08,262.6000061035156
2023-11-09,261.2699890136719
2023-11-10,268.5199890136719
2023-11-13,269.9200134277344
2023-11-14,281.3900146484375
2023-11-15,280.2799987792969
2023-11-16,273.4599914550781
2023-11-17,273.260009765625
2023-11-20,274.3599853515625
2023-11-21,273.42999267578125
2023-11-22,274.04998779296875
2023-11-24,275.79998779296875
2023-11-27,276.4800109863281
2023-11-28,273.25
2023-11-29,275.1099853515625
2023-11-30,280.4100036621094
2023-12-01,286.2099914550781
2023-12-04,291.3900146484375
2023-12-05,288.1700134277344
2023-12-06,290.4800109863281
2023-12-07,294.1199951171875
2023-12-08,295.1000061035156
2023-12-11,295.55999755859375
2023-12-12,295.3500061035156
2023-12-13,297.7099914550781
2023-12-14,309.0899963378906
2023-12-15,314.4100036621094
2023-12-18,314.7699890136719
2023-12-19,313.0799865722656
2023-12-20,309.45001220703125
2023-12-21,310.6700134277344
2023-12-22,312.05999755859375
2023-12-26,314.19000244140625
2023-12-27,313.9100036621094
2023-12-28,313.95001220703125
2023-12-29,312.42999267578125
2024-01-02,310.0
2024-01-03,301.57000732421875
2024-01-04,301.6600036621094
2024-01-05,306.25
2024-01-08,309.5299987792969
2024-01-09,307.7099914550781
2024-01-10,305.9800109863281
2024-01-11,306.05999755859375
2024-01-12,302.1000061035156
2024-01-16,300.8800048828125
2024-01-17,309.6000061035156
2024-01-18,310.1099853515625
2024-01-19,308.739990234375
2024-01-22,309.1600036621094
2024-01-23,303.9200134277344
2024-01-24,302.19000244140625
2024-01-25,310.2099914550781
2024-01-26,309.04998779296875
2024-01-29,314.0
2024-01-30,320.3800048828125
2024-01-31,314.260009765625
2024-02-01,319.0400085449219
2024-02-02,320.989990234375
2024-02-05,314.5400085449219
2024-02-06,317.6099853515625
2024-02-07,341.9100036621094
2024-02-08,342.739990234375
2024-02-09,346.1099853515625
2024-02-12,350.510009765625
2024-02-13,343.7300109863281
2024-02-14,347.4200134277344
2024-02-15,345.2799987792969
2024-02-16,341.9200134277344
2024-02-20,346.9200134277344
2024-02-21,347.44000244140625
2024-02-22,352.8599853515625
2024-02-23,356.2699890136719
2024-02-26,350.2900085449219
2024-02-27,347.20001220703125
2024-02-28,349.67999267578125
2024-02-29,350.0
2024-03-01,347.1000061035156
2024-03-04,352.489990234375
2024-03-05,355.4700012207031
2024-03-06,360.6400146484375
2024-03-07,365.3800048828125
2024-03-08,354.80999755859375
2024-03-11,357.0
2024-03-12,361.55999755859375
2024-03-13,362.8900146484375
2024-03-14,363.4100036621094
2024-03-15,371.4800109863281
2024-03-18,367.1400146484375
2024-03-19,372.3599853515625
2024-03-20,379.25
2024-03-21,388.6499938964844
2024-03-22,387.0199890136719
2024-03-25,387.30999755859375
2024-03-26,388.5
2024-03-27,388.6199951171875
2024-03-28,391.8500061035156
2024-04-01,393.9100036621094
2024-04-02,391.19000244140625
2024-04-03,395.92999267578125
2024-04-04,390.4100036621094
2024-04-05,399.0
2024-04-08,400.5
2024-04-09,392.1499938964844
2024-04-10,382.8999938964844
2024-04-11,377.6400146484375
2024-04-12,373.1400146484375
2024-04-15,373.1199951171875
2024-04-16,374.239990234375
2024-04-17,368.8399963378906
2024-04-18,367.4100036621094
2024-04-19,367.4100036621094
2024-04-22,370.2900085449219
2024-04-23,379.3299865722656
2024-04-24,375.29998779296875
2024-04-25,382.0299987792969
2024-04-26,400.55999755859375
2024-04-29,397.0
2024-04-30,388.25
2024-05-01,385.17999267578125
2024-05-02,395.07000732421875
2024-05-03,398.4700012207031
2024-05-06,405.4700012207031
2024-05-07,405.54998779296875
2024-05-08,408.489990234375
2024-05-09,417.6099853515625
2024-05-10,416.6300048828125
2024-05-13,414.69000244140625
2024-05-14,418.9200134277344
2024-05-15,421.3500061035156
2024-05-16,415.04998779296875
2024-05-17,417.6300048828125
2024-05-20,419.82000732421875
2024-05-21,426.79998779296875
2024-05-22,423.5199890136719
2024-05-23,423.20001220703125
2024-05-24,427.9200134277344
2024-05-28,421.4200134277344
2024-05-29,414.5400085449219
2024-05-30,417.1700134277344
2024-05-31,418.2900085449219
2024-06-03,405.32000732421875
2024-06-04,402.69000244140625
2024-06-05,407.2200012207031
2024-06-06,407.5
2024-06-07,408.8500061035156
2024-06-10,408.9800109863281
2024-06-11,408.94000244140625
2024-06-12,415.5899963378906
2024-06-13,413.5899963378906
2024-06-14,405.29998779296875
2024-06-17,415.1700134277344
2024-06-18,422.1199951171875
2024-06-20,419.9800109863281
2024-06-21,417.2200012207031
2024-06-24,426.42999267578125
2024-06-25,415.4200134277344
2024-06-26,412.42999267578125
2024-06-27,411.2300109863281
2024-06-28,405.2099914550781
2024-07-01,397.6099853515625
2024-07-02,405.4599914550781
2024-07-03,408.8500061035156
2024-07-05,406.95001220703125
2024-07-08,410.1300048828125
2024-07-09,407.6000061035156
2024-07-10,416.8800048828125
2024-07-11,426.04998779296875
2024-07-12,430.5400085449219
2024-07-15,430.9100036621094
2024-07-16,440.0799865722656
2024-07-17,425.8900146484375
2024-07-18,423.0299987792969
2024-07-19,417.0
2024-07-22,427.3699951171875
2024-07-23,429.4800109863281
2024-07-24,412.2699890136719
2024-07-25,410.6700134277344
2024-07-26,424.6600036621094
2024-07-29,426.1499938964844
2024-07-30,417.1600036621094
2024-07-31,418.5799865722656
2024-08-01,405.0
2024-08-02,397.2699890136719
2024-08-05,376.9800109863281
2024-08-06,383.0199890136719
2024-08-07,376.5
2024-08-08,385.55999755859375
2024-08-09,388.1499938964844
2024-08-12,383.92999267578125
2024-08-13,395.5400085449219
2024-08-14,396.4800109863281
2024-08-15,406.510009765625
2024-08-16,403.4700012207031
2024-08-19,408.1300048828125
2024-08-20,402.69000244140625
2024-08-21,413.0799865722656
2024-08-22,410.8599853515625
2024-08-23,422.760009765625
2024-08-26,419.25
2024-08-27,416.4100036621094
2024-08-28,416.45001220703125
2024-08-29,413.510009765625
2024-08-30,423.79998779296875
2024-09-03,403.3999938964844
2024-09-04,402.3399963378906
2024-09-05,402.2799987792969
2024-09-06,402.1099853515625
2024-09-09,395.0799865722656
2024-09-10,396.8399963378906
2024-09-11,399.8500061035156
2024-09-12,403.8900146484375
2024-09-13,411.29998779296875
2024-09-16,418.2900085449219
2024-09-17,420.29998779296875
2024-09-18,425.2900085449219
2024-09-19,438.54998779296875
2024-09-20,436.9800109863281
2024-09-23,442.0799865722656
2024-09-24,438.5
2024-09-25,438.1300048828125
2024-09-26,444.30999755859375
2024-09-27,444.5899963378906
2024-09-30,449.75
2024-10-01,448.3999938964844
2024-10-02,445.3599853515625
2024-10-03,447.8900146484375
2024-10-04,454.4800109863281
2024-10-07,466.2099914550781
2024-10-08,460.4599914550781
2024-10-09,467.4800109863281
2024-10-10,459.5199890136719
2024-10-11,470.25
2024-10-14,480.92999267578125
2024-10-15,471.5400085449219
2024-10-16,462.42999267578125
2024-10-17,472.54998779296875
2024-10-18,471.1600036621094
2024-10-21,468.1600036621094
2024-10-22,460.55999755859375
2024-10-23,458.8500061035156
2024-10-24,458.6199951171875
2024-10-25,417.20001220703125
2024-10-28,421.04998779296875
2024-10-29,418.92999267578125
2024-10-30,422.1600036621094
2024-10-31,422.2300109863281
2024-11-01,422.260009765625
2024-11-04,425.17999267578125
2024-11-05,434.30999755859375
2024-11-06,450.6499938964844
2024-11-07,448.6499938964844
2024-11-08,450.8500061035156
2024-11-11,455.20001220703125
2024-11-12,453.0400085449219
2024-11-13,454.8299865722656
2024-11-14,450.5799865722656
2024-11-15,445.3399963378906
2024-11-18,439.1300048828125
2024-11-19,435.0899963378906
2024-11-20,431.7300109863281
2024-11-21,441.5199890136719
