Date,AON
2023-02-09,317.3800048828125
2023-02-10,317.82000732421875
2023-02-13,321.42999267578125
2023-02-14,312.44000244140625
2023-02-15,315.07000732421875
2023-02-16,310.25
2023-02-17,310.2699890136719
2023-02-21,304.67999267578125
2023-02-22,304.8699951171875
2023-02-23,304.4800109863281
2023-02-24,302.9700012207031
2023-02-27,302.5899963378906
2023-02-28,304.04998779296875
2023-03-01,301.7099914550781
2023-03-02,301.7900085449219
2023-03-03,304.07000732421875
2023-03-06,305.3299865722656
2023-03-07,301.57000732421875
2023-03-08,300.7799987792969
2023-03-09,296.7699890136719
2023-03-10,294.239990234375
2023-03-13,293.44000244140625
2023-03-14,292.57000732421875
2023-03-15,285.8500061035156
2023-03-16,299.0199890136719
2023-03-17,296.5899963378906
2023-03-20,300.4700012207031
2023-03-21,304.8299865722656
2023-03-22,301.510009765625
2023-03-23,302.989990234375
2023-03-24,309.1600036621094
2023-03-27,309.1600036621094
2023-03-28,309.0
2023-03-29,312.69000244140625
2023-03-30,313.0
2023-03-31,315.2900085449219
2023-04-03,317.0799865722656
2023-04-04,318.8500061035156
2023-04-05,321.55999755859375
2023-04-06,322.04998779296875
2023-04-10,319.95001220703125
2023-04-11,320.8999938964844
2023-04-12,321.760009765625
2023-04-13,324.989990234375
2023-04-14,324.4800109863281
2023-04-17,329.80999755859375
2023-04-18,331.8699951171875
2023-04-19,329.07000732421875
2023-04-20,333.07000732421875
2023-04-21,333.6000061035156
2023-04-24,331.5799865722656
2023-04-25,330.3800048828125
2023-04-26,327.3599853515625
2023-04-27,332.8599853515625
2023-04-28,325.17999267578125
2023-05-01,323.42999267578125
2023-05-02,320.9100036621094
2023-05-03,320.3399963378906
2023-05-04,320.70001220703125
2023-05-05,328.3999938964844
2023-05-08,332.5299987792969
2023-05-09,334.9200134277344
2023-05-10,333.760009765625
2023-05-11,335.2200012207031
2023-05-12,336.1700134277344
2023-05-15,334.44000244140625
2023-05-16,330.94000244140625
2023-05-17,322.2300109863281
2023-05-18,324.2300109863281
2023-05-19,327.1199951171875
2023-05-22,325.6700134277344
2023-05-23,314.3999938964844
2023-05-24,312.010009765625
2023-05-25,311.19000244140625
2023-05-26,310.6700134277344
2023-05-30,311.8599853515625
2023-05-31,308.2900085449219
2023-06-01,312.0299987792969
2023-06-02,313.79998779296875
2023-06-05,312.3699951171875
2023-06-06,312.3800048828125
2023-06-07,312.2699890136719
2023-06-08,312.8900146484375
2023-06-09,314.32000732421875
2023-06-12,318.05999755859375
2023-06-13,318.9200134277344
2023-06-14,322.9700012207031
2023-06-15,331.05999755859375
2023-06-16,329.3800048828125
2023-06-20,328.95001220703125
2023-06-21,329.8500061035156
2023-06-22,333.3900146484375
2023-06-23,331.42999267578125
2023-06-26,330.3900146484375
2023-06-27,333.6400146484375
2023-06-28,333.5899963378906
2023-06-29,342.1199951171875
2023-06-30,345.20001220703125
2023-07-03,338.69000244140625
2023-07-05,338.4599914550781
2023-07-06,337.1300048828125
2023-07-07,335.4100036621094
2023-07-10,337.5199890136719
2023-07-11,339.2200012207031
2023-07-12,335.8299865722656
2023-07-13,336.8500061035156
2023-07-14,336.510009765625
2023-07-17,337.489990234375
2023-07-18,334.6600036621094
2023-07-19,332.5899963378906
2023-07-20,339.6099853515625
2023-07-21,340.8999938964844
2023-07-24,342.57000732421875
2023-07-25,343.2099914550781
2023-07-26,341.25
2023-07-27,337.05999755859375
2023-07-28,319.82000732421875
2023-07-31,318.5
2023-08-01,319.489990234375
2023-08-02,323.3900146484375
2023-08-03,317.32000732421875
2023-08-04,315.05999755859375
2023-08-07,318.2799987792969
2023-08-08,314.1400146484375
2023-08-09,316.8500061035156
2023-08-10,317.010009765625
2023-08-11,320.79998779296875
2023-08-14,322.260009765625
2023-08-15,317.54998779296875
2023-08-16,321.2799987792969
2023-08-17,319.0
2023-08-18,324.05999755859375
2023-08-21,323.75
2023-08-22,323.4599914550781
2023-08-23,325.8599853515625
2023-08-24,327.0299987792969
2023-08-25,332.07000732421875
2023-08-28,331.510009765625
2023-08-29,333.20001220703125
2023-08-30,334.6300048828125
2023-08-31,333.3900146484375
2023-09-01,334.3399963378906
2023-09-05,329.45001220703125
2023-09-06,331.6400146484375
2023-09-07,334.3900146484375
2023-09-08,333.45001220703125
2023-09-11,333.1499938964844
2023-09-12,334.989990234375
2023-09-13,335.3399963378906
2023-09-14,338.75
2023-09-15,336.1600036621094
2023-09-18,339.32000732421875
2023-09-19,341.3699951171875
2023-09-20,342.0199890136719
2023-09-21,338.2099914550781
2023-09-22,336.0199890136719
2023-09-25,335.5299987792969
2023-09-26,331.3299865722656
2023-09-27,329.9200134277344
2023-09-28,329.3800048828125
2023-09-29,324.2200012207031
2023-10-02,321.3599853515625
2023-10-03,319.010009765625
2023-10-04,324.9599914550781
2023-10-05,325.8500061035156
2023-10-06,327.0400085449219
2023-10-09,327.5400085449219
2023-10-10,325.489990234375
2023-10-11,327.32000732421875
2023-10-12,324.4599914550781
2023-10-13,326.1000061035156
2023-10-16,327.739990234375
2023-10-17,327.5400085449219
2023-10-18,325.0
2023-10-19,319.0799865722656
2023-10-20,314.1199951171875
2023-10-23,313.4800109863281
2023-10-24,319.7699890136719
2023-10-25,319.6499938964844
2023-10-26,319.7099914550781
2023-10-27,306.8800048828125
2023-10-30,308.7900085449219
2023-10-31,309.3999938964844
2023-11-01,311.75
2023-11-02,321.25
2023-11-03,323.2799987792969
2023-11-06,325.5199890136719
2023-11-07,326.3399963378906
2023-11-08,327.5400085449219
2023-11-09,331.7799987792969
2023-11-10,334.0400085449219
2023-11-13,333.6099853515625
2023-11-14,333.32000732421875
2023-11-15,329.70001220703125
2023-11-16,333.6600036621094
2023-11-17,329.739990234375
2023-11-20,331.20001220703125
2023-11-21,325.92999267578125
2023-11-22,328.9800109863281
2023-11-24,330.0199890136719
2023-11-27,327.5400085449219
2023-11-28,323.1499938964844
2023-11-29,322.1000061035156
2023-11-30,328.489990234375
2023-12-01,326.7699890136719
2023-12-04,326.1099853515625
2023-12-05,322.25
2023-12-06,319.5799865722656
2023-12-07,321.69000244140625
2023-12-08,324.1000061035156
2023-12-11,329.4599914550781
2023-12-12,332.45001220703125
2023-12-13,335.32000732421875
2023-12-14,318.0299987792969
2023-12-15,310.42999267578125
2023-12-18,314.04998779296875
2023-12-19,313.010009765625
2023-12-20,294.1199951171875
2023-12-21,288.19000244140625
2023-12-22,291.6700134277344
2023-12-26,289.5899963378906
2023-12-27,289.8699951171875
2023-12-28,289.30999755859375
2023-12-29,291.0199890136719
2024-01-02,288.0199890136719
2024-01-03,290.8900146484375
2024-01-04,290.739990234375
2024-01-05,289.5899963378906
2024-01-08,295.5400085449219
2024-01-09,293.9800109863281
2024-01-10,299.29998779296875
2024-01-11,298.6099853515625
2024-01-12,300.239990234375
2024-01-16,300.32000732421875
2024-01-17,303.260009765625
2024-01-18,307.2799987792969
2024-01-19,311.5799865722656
2024-01-22,306.42999267578125
2024-01-23,304.4599914550781
2024-01-24,304.05999755859375
2024-01-25,299.7099914550781
2024-01-26,301.8999938964844
2024-01-29,298.3900146484375
2024-01-30,298.79998779296875
2024-01-31,298.42999267578125
2024-02-01,300.0
2024-02-02,292.3999938964844
2024-02-05,296.6099853515625
2024-02-06,300.8299865722656
2024-02-07,301.8800048828125
2024-02-08,307.17999267578125
2024-02-09,312.55999755859375
2024-02-12,310.0299987792969
2024-02-13,312.5400085449219
2024-02-14,308.4700012207031
2024-02-15,314.3699951171875
2024-02-16,311.239990234375
2024-02-20,315.5
2024-02-21,311.2799987792969
2024-02-22,315.3599853515625
2024-02-23,315.32000732421875
2024-02-26,314.42999267578125
2024-02-27,315.3900146484375
2024-02-28,317.6600036621094
2024-02-29,315.989990234375
2024-03-01,314.2300109863281
2024-03-04,316.010009765625
2024-03-05,315.20001220703125
2024-03-06,317.0899963378906
2024-03-07,316.69000244140625
2024-03-08,316.75
2024-03-11,317.9700012207031
2024-03-12,320.5899963378906
2024-03-13,320.2799987792969
2024-03-14,320.4800109863281
2024-03-15,318.989990234375
2024-03-18,319.7799987792969
2024-03-19,322.7699890136719
2024-03-20,326.07000732421875
2024-03-21,326.5199890136719
2024-03-22,326.7900085449219
2024-03-25,327.5799865722656
2024-03-26,329.9200134277344
2024-03-27,333.7900085449219
2024-03-28,333.7200012207031
2024-04-01,329.5899963378906
2024-04-02,329.6400146484375
2024-04-03,324.4700012207031
2024-04-04,314.7699890136719
2024-04-05,318.989990234375
2024-04-08,319.8399963378906
2024-04-09,319.3999938964844
2024-04-10,316.0
2024-04-11,311.0
2024-04-12,308.0
2024-04-15,305.17999267578125
2024-04-16,304.04998779296875
2024-04-17,304.7900085449219
2024-04-18,308.70001220703125
2024-04-19,310.19000244140625
2024-04-22,311.0199890136719
2024-04-23,311.8599853515625
2024-04-24,308.8299865722656
2024-04-25,306.0
2024-04-26,285.0299987792969
2024-04-29,281.0400085449219
2024-04-30,282.010009765625
2024-05-01,283.80999755859375
2024-05-02,280.0899963378906
2024-05-03,279.9700012207031
2024-05-06,285.4700012207031
2024-05-07,288.3500061035156
2024-05-08,283.80999755859375
2024-05-09,287.5799865722656
2024-05-10,293.1000061035156
2024-05-13,288.5799865722656
2024-05-14,287.9200134277344
2024-05-15,287.7900085449219
2024-05-16,292.0199890136719
2024-05-17,292.45001220703125
2024-05-20,292.9599914550781
2024-05-21,289.9800109863281
2024-05-22,284.6499938964844
2024-05-23,279.29998779296875
2024-05-24,280.75
2024-05-28,279.260009765625
2024-05-29,275.82000732421875
2024-05-30,276.9100036621094
2024-05-31,281.6400146484375
2024-06-03,281.260009765625
2024-06-04,284.5
2024-06-05,285.5799865722656
2024-06-06,285.7099914550781
2024-06-07,283.1199951171875
2024-06-10,286.8599853515625
2024-06-11,293.70001220703125
2024-06-12,294.9800109863281
2024-06-13,295.4200134277344
2024-06-14,295.3900146484375
2024-06-17,300.010009765625
2024-06-18,297.75
2024-06-20,296.5899963378906
2024-06-21,297.4599914550781
2024-06-24,298.4599914550781
2024-06-25,292.82000732421875
2024-06-26,288.7699890136719
2024-06-27,292.79998779296875
2024-06-28,293.5799865722656
2024-07-01,293.489990234375
2024-07-02,295.57000732421875
2024-07-03,294.7699890136719
2024-07-05,295.8599853515625
2024-07-08,298.1099853515625
2024-07-09,293.1600036621094
2024-07-10,295.4100036621094
2024-07-11,296.79998779296875
2024-07-12,298.1300048828125
2024-07-15,297.30999755859375
2024-07-16,297.75
2024-07-17,300.45001220703125
2024-07-18,299.67999267578125
2024-07-19,296.1700134277344
2024-07-22,299.1199951171875
2024-07-23,298.42999267578125
2024-07-24,298.20001220703125
2024-07-25,298.95001220703125
2024-07-26,323.0
2024-07-29,319.2900085449219
2024-07-30,328.739990234375
2024-07-31,328.510009765625
2024-08-01,327.82000732421875
2024-08-02,330.2099914550781
2024-08-05,325.0199890136719
2024-08-06,323.3999938964844
2024-08-07,326.0
2024-08-08,326.94000244140625
2024-08-09,329.44000244140625
2024-08-12,328.8599853515625
2024-08-13,327.6000061035156
2024-08-14,331.0
2024-08-15,331.4599914550781
2024-08-16,332.04998779296875
2024-08-19,334.3800048828125
2024-08-20,336.7300109863281
2024-08-21,338.07000732421875
2024-08-22,339.6400146484375
2024-08-23,336.82000732421875
2024-08-26,337.7300109863281
2024-08-27,340.260009765625
2024-08-28,339.54998779296875
2024-08-29,343.4599914550781
2024-08-30,343.7200012207031
2024-09-03,346.29998779296875
2024-09-04,348.54998779296875
2024-09-05,348.79998779296875
2024-09-06,348.0299987792969
2024-09-09,350.489990234375
2024-09-10,351.05999755859375
2024-09-11,344.79998779296875
2024-09-12,348.260009765625
2024-09-13,347.8500061035156
2024-09-16,350.69000244140625
2024-09-17,349.20001220703125
2024-09-18,349.30999755859375
2024-09-19,346.9700012207031
2024-09-20,347.0299987792969
2024-09-23,348.5199890136719
2024-09-24,347.42999267578125
2024-09-25,346.9200134277344
2024-09-26,347.1400146484375
2024-09-27,347.6700134277344
2024-09-30,345.989990234375
2024-10-01,348.5
2024-10-02,348.7200012207031
2024-10-03,347.5
2024-10-04,348.07000732421875
2024-10-07,343.9100036621094
2024-10-08,353.9700012207031
2024-10-09,359.0299987792969
2024-10-10,353.67999267578125
2024-10-11,355.1499938964844
2024-10-14,358.5799865722656
2024-10-15,357.8900146484375
2024-10-16,358.3900146484375
2024-10-17,358.75
2024-10-18,357.92999267578125
2024-10-21,357.42999267578125
2024-10-22,356.1400146484375
2024-10-23,358.2900085449219
2024-10-24,356.8500061035156
2024-10-25,375.44000244140625
2024-10-28,371.7099914550781
2024-10-29,370.95001220703125
2024-10-30,369.4700012207031
2024-10-31,366.8699951171875
2024-11-01,364.4200134277344
2024-11-04,365.6400146484375
2024-11-05,368.70001220703125
2024-11-06,381.2799987792969
2024-11-07,379.8699951171875
2024-11-08,383.7799987792969
2024-11-11,383.3800048828125
2024-11-12,383.6600036621094
2024-11-13,386.9200134277344
2024-11-14,376.3299865722656
2024-11-15,379.2900085449219
2024-11-18,380.510009765625
2024-11-19,379.1499938964844
2024-11-20,380.0799865722656
2024-11-21,382.6199951171875
