Date,DEO
2022-10-25,168.97000122070312
2022-10-26,167.7899932861328
2022-10-27,165.1300048828125
2022-10-28,168.00999450683594
2022-10-31,166.97000122070312
2022-11-01,167.60000610351562
2022-11-02,165.30999755859375
2022-11-03,162.97999572753906
2022-11-04,170.4600067138672
2022-11-07,169.44000244140625
2022-11-08,169.5500030517578
2022-11-09,166.9199981689453
2022-11-10,176.6199951171875
2022-11-11,173.91000366210938
2022-11-14,173.11000061035156
2022-11-15,173.66000366210938
2022-11-16,175.52000427246094
2022-11-17,175.5399932861328
2022-11-18,177.6300048828125
2022-11-21,178.30999755859375
2022-11-22,180.17999267578125
2022-11-23,183.00999450683594
2022-11-25,184.11000061035156
2022-11-28,182.77000427246094
2022-11-29,182.4499969482422
2022-11-30,186.5500030517578
2022-12-01,190.25
2022-12-02,191.38999938964844
2022-12-05,188.47000122070312
2022-12-06,188.88999938964844
2022-12-07,188.58999633789062
2022-12-08,187.1999969482422
2022-12-09,185.17999267578125
2022-12-12,186.3800048828125
2022-12-13,187.6999969482422
2022-12-14,188.85000610351562
2022-12-15,182.52999877929688
2022-12-16,178.86000061035156
2022-12-19,179.82000732421875
2022-12-20,178.44000244140625
2022-12-21,180.72000122070312
2022-12-22,179.50999450683594
2022-12-23,180.1199951171875
2022-12-27,179.6199951171875
2022-12-28,178.19000244140625
2022-12-29,179.42999267578125
2022-12-30,178.19000244140625
2023-01-03,175.9499969482422
2023-01-04,179.75999450683594
2023-01-05,177.33999633789062
2023-01-06,178.9199981689453
2023-01-09,178.41000366210938
2023-01-10,179.1999969482422
2023-01-11,182.0800018310547
2023-01-12,180.61000061035156
2023-01-13,183.2100067138672
2023-01-17,187.74000549316406
2023-01-18,183.42999267578125
2023-01-19,184.60000610351562
2023-01-20,185.9600067138672
2023-01-23,185.74000549316406
2023-01-24,184.3000030517578
2023-01-25,184.36000061035156
2023-01-26,174.07000732421875
2023-01-27,172.2100067138672
2023-01-30,171.0800018310547
2023-01-31,176.85000610351562
2023-02-01,177.86000061035156
2023-02-02,176.39999389648438
2023-02-03,175.08999633789062
2023-02-06,174.49000549316406
2023-02-07,172.9199981689453
2023-02-08,172.3699951171875
2023-02-09,172.3800048828125
2023-02-10,171.13999938964844
2023-02-13,174.36000061035156
2023-02-14,174.25
2023-02-15,174.63999938964844
2023-02-16,174.4499969482422
2023-02-17,174.4499969482422
2023-02-21,175.6999969482422
2023-02-22,175.97000122070312
2023-02-23,176.13999938964844
2023-02-24,175.47000122070312
2023-02-27,175.8000030517578
2023-02-28,173.0399932861328
2023-03-01,172.89999389648438
2023-03-02,175.92999267578125
2023-03-03,175.16000366210938
2023-03-06,174.0399932861328
2023-03-07,170.1300048828125
2023-03-08,170.39999389648438
2023-03-09,169.85000610351562
2023-03-10,169.4600067138672
2023-03-13,170.9600067138672
2023-03-14,172.75
2023-03-15,169.89999389648438
2023-03-16,174.6300048828125
2023-03-17,171.86000061035156
2023-03-20,175.44000244140625
2023-03-21,176.7100067138672
2023-03-22,177.85000610351562
2023-03-23,177.1199951171875
2023-03-24,179.14999389648438
2023-03-27,178.66000366210938
2023-03-28,176.86000061035156
2023-03-29,177.75999450683594
2023-03-30,180.6300048828125
2023-03-31,181.17999267578125
2023-04-03,181.63999938964844
2023-04-04,182.97999572753906
2023-04-05,184.97999572753906
2023-04-06,185.36000061035156
2023-04-10,184.69000244140625
2023-04-11,183.9600067138672
2023-04-12,185.4199981689453
2023-04-13,187.92999267578125
2023-04-14,185.6699981689453
2023-04-17,185.52000427246094
2023-04-18,184.00999450683594
2023-04-19,185.67999267578125
2023-04-20,186.88999938964844
2023-04-21,188.9199981689453
2023-04-24,188.85000610351562
2023-04-25,188.99000549316406
2023-04-26,187.25999450683594
2023-04-27,189.25
2023-04-28,185.5
2023-05-01,184.82000732421875
2023-05-02,184.49000549316406
2023-05-03,185.75
2023-05-04,187.00999450683594
2023-05-05,187.75999450683594
2023-05-08,187.30999755859375
2023-05-09,185.3800048828125
2023-05-10,183.3000030517578
2023-05-11,182.94000244140625
2023-05-12,178.22000122070312
2023-05-15,179.1300048828125
2023-05-16,178.85000610351562
2023-05-17,177.1699981689453
2023-05-18,178.1199951171875
2023-05-19,178.80999755859375
2023-05-22,178.4499969482422
2023-05-23,177.05999755859375
2023-05-24,174.39999389648438
2023-05-25,173.27999877929688
2023-05-26,174.07000732421875
2023-05-30,170.07000732421875
2023-05-31,168.02000427246094
2023-06-01,168.72000122070312
2023-06-02,171.11000061035156
2023-06-05,167.10000610351562
2023-06-06,169.42999267578125
2023-06-07,168.86000061035156
2023-06-08,169.69000244140625
2023-06-09,169.1300048828125
2023-06-12,170.02000427246094
2023-06-13,171.97999572753906
2023-06-14,172.7899932861328
2023-06-15,173.89999389648438
2023-06-16,173.4600067138672
2023-06-20,170.38999938964844
2023-06-21,170.6999969482422
2023-06-22,171.9600067138672
2023-06-23,169.2899932861328
2023-06-26,169.05999755859375
2023-06-27,170.66000366210938
2023-06-28,169.47000122070312
2023-06-29,169.32000732421875
2023-06-30,173.47999572753906
2023-07-03,173.9600067138672
2023-07-05,172.89999389648438
2023-07-06,170.8300018310547
2023-07-07,169.30999755859375
2023-07-10,169.42999267578125
2023-07-11,171.61000061035156
2023-07-12,173.3000030517578
2023-07-13,175.7899932861328
2023-07-14,177.52999877929688
2023-07-17,176.0800018310547
2023-07-18,175.47000122070312
2023-07-19,179.67999267578125
2023-07-20,176.0399932861328
2023-07-21,177.72000122070312
2023-07-24,177.36000061035156
2023-07-25,178.41000366210938
2023-07-26,176.60000610351562
2023-07-27,176.1199951171875
2023-07-28,177.0500030517578
2023-07-31,175.94000244140625
2023-08-01,175.3000030517578
2023-08-02,173.00999450683594
2023-08-03,170.82000732421875
2023-08-04,170.0500030517578
2023-08-07,171.17999267578125
2023-08-08,170.99000549316406
2023-08-09,171.52000427246094
2023-08-10,173.50999450683594
2023-08-11,172.47999572753906
2023-08-14,173.17999267578125
2023-08-15,170.8800048828125
2023-08-16,169.30999755859375
2023-08-17,167.19000244140625
2023-08-18,168.00999450683594
2023-08-21,168.52000427246094
2023-08-22,167.05999755859375
2023-08-23,169.07000732421875
2023-08-24,165.33999633789062
2023-08-25,166.82000732421875
2023-08-28,167.24000549316406
2023-08-29,169.1199951171875
2023-08-30,170.6199951171875
2023-08-31,165.64999389648438
2023-09-01,163.74000549316406
2023-09-05,159.30999755859375
2023-09-06,159.75999450683594
2023-09-07,160.49000549316406
2023-09-08,161.36000061035156
2023-09-11,160.3300018310547
2023-09-12,159.47000122070312
2023-09-13,158.9199981689453
2023-09-14,159.67999267578125
2023-09-15,158.91000366210938
2023-09-18,157.83999633789062
2023-09-19,158.82000732421875
2023-09-20,159.38999938964844
2023-09-21,155.49000549316406
2023-09-22,155.5800018310547
2023-09-25,152.89999389648438
2023-09-26,150.61000061035156
2023-09-27,148.6300048828125
2023-09-28,149.7899932861328
2023-09-29,149.17999267578125
2023-10-02,147.2100067138672
2023-10-03,146.97999572753906
2023-10-04,149.91000366210938
2023-10-05,150.35000610351562
2023-10-06,151.67999267578125
2023-10-09,151.60000610351562
2023-10-10,152.5
2023-10-11,154.64999389648438
2023-10-12,151.3000030517578
2023-10-13,150.0
2023-10-16,153.38999938964844
2023-10-17,153.47999572753906
2023-10-18,152.30999755859375
2023-10-19,153.42999267578125
2023-10-20,151.97000122070312
2023-10-23,152.33999633789062
2023-10-24,154.13999938964844
2023-10-25,153.94000244140625
2023-10-26,152.75
2023-10-27,147.99000549316406
2023-10-30,152.25
2023-10-31,153.5
2023-11-01,154.4199981689453
2023-11-02,157.8000030517578
2023-11-03,159.61000061035156
2023-11-06,159.13999938964844
2023-11-07,158.5
2023-11-08,159.7100067138672
2023-11-09,159.9600067138672
2023-11-10,141.2100067138672
2023-11-13,142.55999755859375
2023-11-14,145.4499969482422
2023-11-15,143.13999938964844
2023-11-16,139.67999267578125
2023-11-17,141.07000732421875
2023-11-20,141.0399932861328
2023-11-21,141.50999450683594
2023-11-22,142.52000427246094
2023-11-24,142.9499969482422
2023-11-27,141.8300018310547
2023-11-28,140.6999969482422
2023-11-29,138.92999267578125
2023-11-30,140.57000732421875
2023-12-01,143.57000732421875
2023-12-04,141.92999267578125
2023-12-05,140.72999572753906
2023-12-06,139.5800018310547
2023-12-07,140.52999877929688
2023-12-08,141.9600067138672
2023-12-11,142.2100067138672
2023-12-12,141.89999389648438
2023-12-13,144.1699981689453
2023-12-14,145.72000122070312
2023-12-15,142.85000610351562
2023-12-18,144.89999389648438
2023-12-19,145.61000061035156
2023-12-20,143.1199951171875
2023-12-21,145.25
2023-12-22,145.27999877929688
2023-12-26,145.77000427246094
2023-12-27,146.00999450683594
2023-12-28,145.47000122070312
2023-12-29,145.66000366210938
2024-01-02,144.0500030517578
2024-01-03,143.05999755859375
2024-01-04,142.4499969482422
2024-01-05,141.50999450683594
2024-01-08,143.0
2024-01-09,140.64999389648438
2024-01-10,142.75
2024-01-11,143.9499969482422
2024-01-12,143.1300048828125
2024-01-16,141.75
2024-01-17,138.92999267578125
2024-01-18,139.7100067138672
2024-01-19,138.4600067138672
2024-01-22,137.72000122070312
2024-01-23,138.38999938964844
2024-01-24,137.5
2024-01-25,140.91000366210938
2024-01-26,144.5399932861328
2024-01-29,144.52000427246094
2024-01-30,144.6199951171875
2024-01-31,144.3300018310547
2024-02-01,148.99000549316406
2024-02-02,149.08999633789062
2024-02-05,149.47000122070312
2024-02-06,149.88999938964844
2024-02-07,148.61000061035156
2024-02-08,147.72999572753906
2024-02-09,146.47999572753906
2024-02-12,146.82000732421875
2024-02-13,143.6300048828125
2024-02-14,145.17999267578125
2024-02-15,147.82000732421875
2024-02-16,146.89999389648438
2024-02-20,150.27999877929688
2024-02-21,151.05999755859375
2024-02-22,151.72000122070312
2024-02-23,152.2899932861328
2024-02-26,152.75999450683594
2024-02-27,154.69000244140625
2024-02-28,153.17999267578125
2024-02-29,150.8000030517578
2024-03-01,150.7100067138672
2024-03-04,150.22000122070312
2024-03-05,149.0399932861328
2024-03-06,147.38999938964844
2024-03-07,148.24000549316406
2024-03-08,149.16000366210938
2024-03-11,150.3699951171875
2024-03-12,149.5800018310547
2024-03-13,150.38999938964844
2024-03-14,148.1999969482422
2024-03-15,148.7100067138672
2024-03-18,145.88999938964844
2024-03-19,145.7899932861328
2024-03-20,146.3300018310547
2024-03-21,146.25
2024-03-22,146.66000366210938
2024-03-25,145.7100067138672
2024-03-26,147.50999450683594
2024-03-27,149.4199981689453
2024-03-28,148.74000549316406
2024-04-01,147.82000732421875
2024-04-02,149.0800018310547
2024-04-03,147.63999938964844
2024-04-04,145.75
2024-04-05,144.44000244140625
2024-04-08,143.30999755859375
2024-04-09,143.89999389648438
2024-04-10,142.3000030517578
2024-04-11,140.8699951171875
2024-04-12,136.99000549316406
2024-04-15,137.38999938964844
2024-04-16,136.02999877929688
2024-04-17,140.35000610351562
2024-04-18,140.7899932861328
2024-04-19,140.75999450683594
2024-04-22,142.11000061035156
2024-04-23,140.47999572753906
2024-04-24,140.3800048828125
2024-04-25,138.30999755859375
2024-04-26,138.63999938964844
2024-04-29,139.24000549316406
2024-04-30,138.16000366210938
2024-05-01,137.0500030517578
2024-05-02,136.57000732421875
2024-05-03,137.44000244140625
2024-05-06,137.14999389648438
2024-05-07,139.0399932861328
2024-05-08,140.91000366210938
2024-05-09,142.83999633789062
2024-05-10,142.94000244140625
2024-05-13,142.57000732421875
2024-05-14,143.63999938964844
2024-05-15,141.9199981689453
2024-05-16,142.9499969482422
2024-05-17,142.39999389648438
2024-05-20,140.5500030517578
2024-05-21,139.72999572753906
2024-05-22,139.02999877929688
2024-05-23,136.88999938964844
2024-05-24,136.80999755859375
2024-05-28,134.02999877929688
2024-05-29,131.44000244140625
2024-05-30,132.3300018310547
2024-05-31,135.08999633789062
2024-06-03,135.77999877929688
2024-06-04,135.52999877929688
2024-06-05,136.6199951171875
2024-06-06,138.75
2024-06-07,136.05999755859375
2024-06-10,132.9600067138672
2024-06-11,132.63999938964844
2024-06-12,133.3699951171875
2024-06-13,131.3699951171875
2024-06-14,131.57000732421875
2024-06-17,131.77000427246094
2024-06-18,129.38999938964844
2024-06-20,131.42999267578125
2024-06-21,130.32000732421875
2024-06-24,131.42999267578125
2024-06-25,130.3800048828125
2024-06-26,128.75999450683594
2024-06-27,126.94999694824219
2024-06-28,126.08000183105469
2024-07-01,125.87000274658203
2024-07-02,126.20999908447266
2024-07-03,128.36000061035156
2024-07-05,129.63999938964844
2024-07-08,128.10000610351562
2024-07-09,126.66999816894531
2024-07-10,129.14999389648438
2024-07-11,131.58999633789062
2024-07-12,131.64999389648438
2024-07-15,129.22000122070312
2024-07-16,129.55999755859375
2024-07-17,131.07000732421875
2024-07-18,129.05999755859375
2024-07-19,128.49000549316406
2024-07-22,129.69000244140625
2024-07-23,128.47000122070312
2024-07-24,129.63999938964844
2024-07-25,130.69000244140625
2024-07-26,132.42999267578125
2024-07-29,131.57000732421875
2024-07-30,125.38999938964844
2024-07-31,124.75
2024-08-01,122.77999877929688
2024-08-02,123.41999816894531
2024-08-05,120.0199966430664
2024-08-06,121.08000183105469
2024-08-07,122.16000366210938
2024-08-08,122.83999633789062
2024-08-09,124.55000305175781
2024-08-12,124.5
2024-08-13,127.9000015258789
2024-08-14,128.13999938964844
2024-08-15,130.35000610351562
2024-08-16,128.6199951171875
2024-08-19,129.36000061035156
2024-08-20,128.42999267578125
2024-08-21,131.3000030517578
2024-08-22,132.36000061035156
2024-08-23,135.02999877929688
2024-08-26,135.66000366210938
2024-08-27,134.38999938964844
2024-08-28,133.08999633789062
2024-08-29,133.52999877929688
2024-08-30,130.75999450683594
2024-09-03,129.50999450683594
2024-09-04,129.41000366210938
2024-09-05,128.6300048828125
2024-09-06,126.43000030517578
2024-09-09,128.7100067138672
2024-09-10,127.45999908447266
2024-09-11,128.75999450683594
2024-09-12,133.35000610351562
2024-09-13,132.11000061035156
2024-09-16,132.89999389648438
2024-09-17,133.39999389648438
2024-09-18,132.94000244140625
2024-09-19,135.86000061035156
2024-09-20,133.02999877929688
2024-09-23,135.58999633789062
2024-09-24,136.30999755859375
2024-09-25,133.17999267578125
2024-09-26,140.33999633789062
2024-09-27,140.77000427246094
2024-09-30,140.33999633789062
2024-10-01,139.88999938964844
2024-10-02,139.24000549316406
2024-10-03,137.61000061035156
2024-10-04,137.5399932861328
2024-10-07,136.19000244140625
2024-10-08,134.35000610351562
2024-10-09,134.5399932861328
2024-10-10,134.1300048828125
2024-10-11,134.69000244140625
2024-10-14,135.42999267578125
2024-10-15,134.52999877929688
2024-10-16,135.77000427246094
2024-10-17,137.9199981689453
2024-10-18,139.41000366210938
2024-10-21,137.07000732421875
2024-10-22,136.75999450683594
2024-10-23,134.19000244140625
2024-10-24,134.44000244140625
2024-10-25,133.27000427246094
2024-10-28,133.3800048828125
2024-10-29,130.16000366210938
2024-10-30,127.75
2024-10-31,124.16000366210938
2024-11-01,124.20999908447266
2024-11-04,123.56999969482422
2024-11-05,123.88999938964844
2024-11-06,119.63999938964844
2024-11-07,121.75
2024-11-08,120.43000030517578
2024-11-11,120.58999633789062
2024-11-12,119.68000030517578
2024-11-13,119.1500015258789
2024-11-14,119.8499984741211
2024-11-15,118.16000366210938
2024-11-18,118.91999816894531
2024-11-19,119.19999694824219
2024-11-20,119.44999694824219
2024-11-21,118.0999984741211
