Date,PINS
2022-02-28,26.75
2022-03-01,26.40999984741211
2022-03-02,26.030000686645508
2022-03-03,24.93000030517578
2022-03-04,24.18000030517578
2022-03-07,23.09000015258789
2022-03-08,23.059999465942383
2022-03-09,25.260000228881836
2022-03-10,23.920000076293945
2022-03-11,23.079999923706055
2022-03-14,22.3700008392334
2022-03-15,22.739999771118164
2022-03-16,24.309999465942383
2022-03-17,24.889999389648438
2022-03-18,26.31999969482422
2022-03-21,25.540000915527344
2022-03-22,26.450000762939453
2022-03-23,25.65999984741211
2022-03-24,26.34000015258789
2022-03-25,25.489999771118164
2022-03-28,26.450000762939453
2022-03-29,26.670000076293945
2022-03-30,25.690000534057617
2022-03-31,24.610000610351562
2022-04-01,24.809999465942383
2022-04-04,27.399999618530273
2022-04-05,26.1299991607666
2022-04-06,24.440000534057617
2022-04-07,23.56999969482422
2022-04-08,23.549999237060547
2022-04-11,23.25
2022-04-12,22.68000030517578
2022-04-13,22.950000762939453
2022-04-14,22.15999984741211
2022-04-18,21.829999923706055
2022-04-19,22.719999313354492
2022-04-20,21.040000915527344
2022-04-21,20.229999542236328
2022-04-22,19.59000015258789
2022-04-25,20.0
2022-04-26,19.219999313354492
2022-04-27,18.670000076293945
2022-04-28,21.200000762939453
2022-04-29,20.520000457763672
2022-05-02,22.15999984741211
2022-05-03,22.389999389648438
2022-05-04,24.200000762939453
2022-05-05,22.6299991607666
2022-05-06,22.690000534057617
2022-05-09,21.079999923706055
2022-05-10,20.219999313354492
2022-05-11,18.889999389648438
2022-05-12,20.15999984741211
2022-05-13,21.469999313354492
2022-05-16,21.489999771118164
2022-05-17,22.479999542236328
2022-05-18,22.09000015258789
2022-05-19,23.139999389648438
2022-05-20,22.90999984741211
2022-05-23,22.59000015258789
2022-05-24,17.25
2022-05-25,18.899999618530273
2022-05-26,19.540000915527344
2022-05-27,20.450000762939453
2022-05-31,19.649999618530273
2022-06-01,18.93000030517578
2022-06-02,20.040000915527344
2022-06-03,19.459999084472656
2022-06-06,19.940000534057617
2022-06-07,19.969999313354492
2022-06-08,20.790000915527344
2022-06-09,20.25
2022-06-10,19.239999771118164
2022-06-13,17.219999313354492
2022-06-14,17.190000534057617
2022-06-15,19.06999969482422
2022-06-16,17.450000762939453
2022-06-17,18.18000030517578
2022-06-21,18.420000076293945
2022-06-22,18.889999389648438
2022-06-23,19.899999618530273
2022-06-24,21.469999313354492
2022-06-27,20.729999542236328
2022-06-28,19.700000762939453
2022-06-29,19.959999084472656
2022-06-30,18.15999984741211
2022-07-01,18.709999084472656
2022-07-05,20.229999542236328
2022-07-06,19.729999542236328
2022-07-07,20.270000457763672
2022-07-08,20.239999771118164
2022-07-11,18.510000228881836
2022-07-12,18.5
2022-07-13,18.40999984741211
2022-07-14,17.559999465942383
2022-07-15,20.399999618530273
2022-07-18,20.25
2022-07-19,20.639999389648438
2022-07-20,21.270000457763672
2022-07-21,20.940000534057617
2022-07-22,18.110000610351562
2022-07-25,18.059999465942383
2022-07-26,17.25
2022-07-27,19.200000762939453
2022-07-28,19.299999237060547
2022-07-29,19.479999542236328
2022-08-01,19.989999771118164
2022-08-02,22.309999465942383
2022-08-03,22.440000534057617
2022-08-04,22.530000686645508
2022-08-05,22.549999237060547
2022-08-08,22.899999618530273
2022-08-09,22.540000915527344
2022-08-10,22.899999618530273
2022-08-11,22.860000610351562
2022-08-12,23.43000030517578
2022-08-15,23.3799991607666
2022-08-16,22.989999771118164
2022-08-17,22.489999771118164
2022-08-18,22.559999465942383
2022-08-19,21.770000457763672
2022-08-22,21.239999771118164
2022-08-23,20.56999969482422
2022-08-24,21.040000915527344
2022-08-25,24.010000228881836
2022-08-26,23.079999923706055
2022-08-29,22.90999984741211
2022-08-30,21.959999084472656
2022-08-31,23.040000915527344
2022-09-01,22.739999771118164
2022-09-02,22.06999969482422
2022-09-06,22.100000381469727
2022-09-07,23.469999313354492
2022-09-08,24.0
2022-09-09,25.549999237060547
2022-09-12,25.700000762939453
2022-09-13,24.59000015258789
2022-09-14,24.760000228881836
2022-09-15,25.6299991607666
2022-09-16,24.920000076293945
