Date,DE
2022-02-28,360.0199890136719
2022-03-01,358.6499938964844
2022-03-02,375.9800109863281
2022-03-03,381.92999267578125
2022-03-04,390.07000732421875
2022-03-07,369.0
2022-03-08,364.92999267578125
2022-03-09,368.8599853515625
2022-03-10,378.1499938964844
2022-03-11,389.4800109863281
2022-03-14,393.8599853515625
2022-03-15,388.4700012207031
2022-03-16,388.20001220703125
2022-03-17,406.1499938964844
2022-03-18,413.1499938964844
2022-03-21,422.2900085449219
2022-03-22,427.54998779296875
2022-03-23,431.5199890136719
2022-03-24,432.2200012207031
2022-03-25,436.45001220703125
2022-03-28,432.6099853515625
2022-03-29,412.9200134277344
2022-03-30,415.54998779296875
2022-03-31,415.4599914550781
2022-04-01,416.79998779296875
2022-04-04,417.45001220703125
2022-04-05,413.7099914550781
2022-04-06,411.25
2022-04-07,409.4599914550781
2022-04-08,418.29998779296875
2022-04-11,418.510009765625
2022-04-12,419.7300109863281
2022-04-13,427.2900085449219
2022-04-14,436.75
2022-04-18,438.45001220703125
2022-04-19,437.82000732421875
2022-04-20,437.3900146484375
2022-04-21,424.3599853515625
2022-04-22,403.57000732421875
2022-04-25,385.510009765625
2022-04-26,381.7699890136719
2022-04-27,385.5299987792969
2022-04-28,384.82000732421875
2022-04-29,377.54998779296875
2022-05-02,381.2300109863281
2022-05-03,389.44000244140625
2022-05-04,396.3500061035156
2022-05-05,383.0400085449219
2022-05-06,377.4599914550781
2022-05-09,364.5299987792969
2022-05-10,364.75
2022-05-11,364.0299987792969
2022-05-12,362.9800109863281
2022-05-13,366.69000244140625
2022-05-16,374.45001220703125
2022-05-17,384.260009765625
2022-05-18,368.6700134277344
2022-05-19,364.6199951171875
2022-05-20,313.30999755859375
2022-05-23,335.3599853515625
2022-05-24,337.0299987792969
2022-05-25,342.9700012207031
2022-05-26,347.510009765625
2022-05-27,360.7300109863281
2022-05-31,357.7799987792969
2022-06-01,352.1499938964844
2022-06-02,361.0799865722656
2022-06-03,361.0
2022-06-06,362.9100036621094
2022-06-07,367.8399963378906
2022-06-08,355.0199890136719
2022-06-09,345.3299865722656
2022-06-10,335.2300109863281
2022-06-13,324.8999938964844
2022-06-14,326.5799865722656
2022-06-15,330.5799865722656
2022-06-16,317.57000732421875
2022-06-17,322.7200012207031
2022-06-21,329.2699890136719
2022-06-22,317.92999267578125
2022-06-23,297.510009765625
2022-06-24,310.8699951171875
2022-06-27,315.3299865722656
2022-06-28,309.1600036621094
2022-06-29,300.6499938964844
2022-06-30,299.4700012207031
2022-07-01,301.6300048828125
2022-07-05,292.1300048828125
2022-07-06,289.1400146484375
2022-07-07,303.9700012207031
2022-07-08,304.6400146484375
2022-07-11,298.4100036621094
2022-07-12,295.9599914550781
2022-07-13,296.7799987792969
2022-07-14,294.3299865722656
2022-07-15,297.70001220703125
2022-07-18,297.95001220703125
2022-07-19,311.5899963378906
2022-07-20,315.3599853515625
2022-07-21,316.5400085449219
2022-07-22,312.260009765625
2022-07-25,322.9599914550781
2022-07-26,319.45001220703125
2022-07-27,325.7099914550781
2022-07-28,331.6300048828125
2022-07-29,343.17999267578125
2022-08-01,338.19000244140625
2022-08-02,333.2099914550781
2022-08-03,336.510009765625
2022-08-04,342.3800048828125
2022-08-05,343.30999755859375
2022-08-08,343.7099914550781
2022-08-09,343.67999267578125
2022-08-10,352.3599853515625
2022-08-11,361.9200134277344
2022-08-12,368.1600036621094
2022-08-15,366.04998779296875
2022-08-16,369.9800109863281
2022-08-17,364.69000244140625
2022-08-18,367.989990234375
2022-08-19,369.6600036621094
2022-08-22,369.6400146484375
2022-08-23,374.8800048828125
2022-08-24,381.3800048828125
2022-08-25,388.1499938964844
2022-08-26,379.3800048828125
2022-08-29,380.6099853515625
2022-08-30,368.739990234375
2022-08-31,365.25
2022-09-01,363.7699890136719
2022-09-02,362.2200012207031
2022-09-06,361.05999755859375
2022-09-07,365.94000244140625
2022-09-08,368.4800109863281
2022-09-09,372.25
2022-09-12,374.0299987792969
2022-09-13,363.29998779296875
2022-09-14,360.8999938964844
2022-09-15,358.7699890136719
2022-09-16,354.5
2022-09-19,362.69000244140625
2022-09-20,355.5899963378906
2022-09-21,349.80999755859375
2022-09-22,346.1300048828125
2022-09-23,334.2200012207031
2022-09-26,332.239990234375
2022-09-27,335.67999267578125
2022-09-28,345.8999938964844
2022-09-29,341.0
2022-09-30,333.8900146484375
2022-10-03,344.04998779296875
2022-10-04,360.2900085449219
2022-10-05,355.7699890136719
2022-10-06,355.4700012207031
2022-10-07,356.1499938964844
2022-10-10,359.67999267578125
2022-10-11,363.3299865722656
2022-10-12,361.2099914550781
2022-10-13,367.1700134277344
2022-10-14,357.1400146484375
2022-10-17,362.5899963378906
2022-10-18,371.30999755859375
2022-10-19,371.32000732421875
2022-10-20,365.5199890136719
2022-10-21,383.05999755859375
2022-10-24,385.8900146484375
2022-10-25,391.6300048828125
2022-10-26,391.17999267578125
2022-10-27,394.5899963378906
2022-10-28,396.8500061035156
2022-10-31,395.82000732421875
2022-11-01,388.7099914550781
