Date,UMC
2022-02-28,9.279999732971191
2022-03-01,9.350000381469727
2022-03-02,9.600000381469727
2022-03-03,9.520000457763672
2022-03-04,9.239999771118164
2022-03-07,8.800000190734863
2022-03-08,8.819999694824219
2022-03-09,9.300000190734863
2022-03-10,9.140000343322754
2022-03-11,8.989999771118164
2022-03-14,8.760000228881836
2022-03-15,8.960000038146973
2022-03-16,9.34000015258789
2022-03-17,9.40999984741211
2022-03-18,9.479999542236328
2022-03-21,9.40999984741211
2022-03-22,9.470000267028809
2022-03-23,9.140000343322754
2022-03-24,9.399999618530273
2022-03-25,9.4399995803833
2022-03-28,9.460000038146973
2022-03-29,9.5600004196167
2022-03-30,9.380000114440918
2022-03-31,9.119999885559082
2022-04-01,8.800000190734863
2022-04-04,9.079999923706055
2022-04-05,8.869999885559082
2022-04-06,8.710000038146973
2022-04-07,8.600000381469727
2022-04-08,8.430000305175781
2022-04-11,8.210000038146973
2022-04-12,8.09000015258789
2022-04-13,8.399999618530273
2022-04-14,8.100000381469727
2022-04-18,8.010000228881836
2022-04-19,8.149999618530273
2022-04-20,8.140000343322754
2022-04-21,8.029999732971191
2022-04-22,7.909999847412109
2022-04-25,7.900000095367432
2022-04-26,7.5
2022-04-27,7.739999771118164
2022-04-28,8.34000015258789
2022-04-29,7.960000038146973
2022-05-02,8.140000343322754
2022-05-03,8.079999923706055
2022-05-04,8.40999984741211
2022-05-05,8.039999961853027
2022-05-06,8.079999923706055
2022-05-09,7.760000228881836
2022-05-10,8.130000114440918
2022-05-11,7.900000095367432
2022-05-12,7.960000038146973
2022-05-13,8.369999885559082
2022-05-16,8.289999961853027
2022-05-17,8.65999984741211
2022-05-18,8.319999694824219
2022-05-19,8.4399995803833
2022-05-20,8.550000190734863
2022-05-23,8.550000190734863
2022-05-24,8.229999542236328
2022-05-25,8.449999809265137
2022-05-26,8.630000114440918
2022-05-27,8.770000457763672
2022-05-31,8.8100004196167
2022-06-01,8.640000343322754
2022-06-02,8.970000267028809
2022-06-03,8.710000038146973
2022-06-06,8.880000114440918
2022-06-07,9.050000190734863
2022-06-08,8.960000038146973
2022-06-09,8.670000076293945
2022-06-10,8.520000457763672
2022-06-13,8.109999656677246
2022-06-14,8.229999542236328
2022-06-15,8.399999618530273
2022-06-16,7.980000019073486
2022-06-17,7.980000019073486
2022-06-21,7.96999979019165
2022-06-22,7.440000057220459
2022-06-23,7.090000152587891
2022-06-24,7.349999904632568
2022-06-27,7.320000171661377
2022-06-28,7.079999923706055
2022-06-29,6.949999809265137
2022-06-30,6.769999980926514
2022-07-01,6.550000190734863
2022-07-05,6.559999942779541
2022-07-06,6.360000133514404
2022-07-07,6.800000190734863
2022-07-08,6.789999961853027
2022-07-11,6.510000228881836
2022-07-12,6.5
2022-07-13,6.599999904632568
2022-07-14,6.619999885559082
2022-07-15,6.699999809265137
2022-07-18,6.699999809265137
2022-07-19,6.929999828338623
2022-07-20,7.0
2022-07-21,7.300000190734863
2022-07-22,7.079999923706055
2022-07-25,6.869999885559082
2022-07-26,6.489999771118164
2022-07-27,6.889999866485596
2022-07-28,6.71999979019165
2022-07-29,6.820000171661377
2022-08-01,6.659999847412109
2022-08-02,6.579999923706055
2022-08-03,6.710000038146973
2022-08-04,6.800000190734863
2022-08-05,6.960000038146973
2022-08-08,6.860000133514404
2022-08-09,6.670000076293945
2022-08-10,7.019999980926514
2022-08-11,7.070000171661377
2022-08-12,7.260000228881836
2022-08-15,7.269999980926514
2022-08-16,7.159999847412109
2022-08-17,7.050000190734863
2022-08-18,7.110000133514404
2022-08-19,6.960000038146973
2022-08-22,6.699999809265137
2022-08-23,6.730000019073486
2022-08-24,6.730000019073486
2022-08-25,6.96999979019165
2022-08-26,6.610000133514404
2022-08-29,6.5
2022-08-30,6.559999942779541
2022-08-31,6.630000114440918
2022-09-01,6.550000190734863
2022-09-02,6.5
2022-09-06,6.340000152587891
2022-09-07,6.420000076293945
2022-09-08,6.389999866485596
2022-09-09,6.510000228881836
2022-09-12,6.53000020980835
2022-09-13,6.25
2022-09-14,6.389999866485596
2022-09-15,6.349999904632568
2022-09-16,6.400000095367432
2022-09-19,6.400000095367432
2022-09-20,6.25
2022-09-21,6.170000076293945
2022-09-22,6.019999980926514
2022-09-23,5.909999847412109
2022-09-26,5.769999980926514
2022-09-27,5.849999904632568
2022-09-28,5.849999904632568
2022-09-29,5.639999866485596
2022-09-30,5.570000171661377
2022-10-03,5.670000076293945
2022-10-04,6.090000152587891
2022-10-05,6.130000114440918
2022-10-06,6.110000133514404
2022-10-07,5.789999961853027
2022-10-10,5.630000114440918
2022-10-11,5.360000133514404
2022-10-12,5.590000152587891
2022-10-13,5.829999923706055
2022-10-14,5.820000171661377
2022-10-17,5.929999828338623
2022-10-18,5.900000095367432
2022-10-19,5.869999885559082
2022-10-20,6.119999885559082
2022-10-21,6.239999771118164
2022-10-24,6.159999847412109
2022-10-25,6.21999979019165
2022-10-26,5.909999847412109
2022-10-27,5.889999866485596
2022-10-28,6.019999980926514
2022-10-31,5.929999828338623
2022-11-01,5.989999771118164
2022-11-02,5.889999866485596
2022-11-03,5.880000114440918
2022-11-04,6.239999771118164
2022-11-07,6.369999885559082
2022-11-08,6.449999809265137
2022-11-09,6.409999847412109
2022-11-10,7.150000095367432
2022-11-11,7.320000171661377
2022-11-14,7.21999979019165
2022-11-15,7.579999923706055
2022-11-16,7.110000133514404
2022-11-17,7.480000019073486
2022-11-18,7.429999828338623
2022-11-21,7.340000152587891
2022-11-22,7.53000020980835
2022-11-23,7.489999771118164
2022-11-25,7.320000171661377
2022-11-28,7.079999923706055
2022-11-29,7.119999885559082
2022-11-30,7.539999961853027
2022-12-01,7.400000095367432
2022-12-02,7.409999847412109
2022-12-05,7.369999885559082
2022-12-06,7.179999828338623
2022-12-07,7.159999847412109
2022-12-08,7.190000057220459
2022-12-09,7.099999904632568
2022-12-12,7.210000038146973
2022-12-13,7.289999961853027
2022-12-14,7.21999979019165
2022-12-15,7.0
2022-12-16,6.960000038146973
2022-12-19,6.889999866485596
2022-12-20,6.78000020980835
2022-12-21,6.980000019073486
2022-12-22,6.800000190734863
2022-12-23,6.739999771118164
2022-12-27,6.630000114440918
2022-12-28,6.489999771118164
2022-12-29,6.730000019073486
2022-12-30,6.53000020980835
2023-01-03,6.610000133514404
2023-01-04,6.75
2023-01-05,6.590000152587891
2023-01-06,7.0
2023-01-09,7.28000020980835
2023-01-10,7.400000095367432
2023-01-11,7.440000057220459
2023-01-12,7.570000171661377
2023-01-13,7.5
2023-01-17,7.650000095367432
2023-01-18,7.579999923706055
2023-01-19,7.420000076293945
2023-01-20,7.679999828338623
2023-01-23,7.980000019073486
2023-01-24,7.829999923706055
2023-01-25,7.829999923706055
2023-01-26,7.880000114440918
2023-01-27,7.840000152587891
2023-01-30,7.920000076293945
2023-01-31,8.130000114440918
2023-02-01,8.5
2023-02-02,8.609999656677246
2023-02-03,8.399999618530273
2023-02-06,8.100000381469727
2023-02-07,8.300000190734863
2023-02-08,8.1899995803833
2023-02-09,8.359999656677246
2023-02-10,8.270000457763672
2023-02-13,8.329999923706055
2023-02-14,8.460000038146973
2023-02-15,8.239999771118164
2023-02-16,8.109999656677246
2023-02-17,8.100000381469727
2023-02-21,8.029999732971191
2023-02-22,8.010000228881836
2023-02-23,8.1899995803833
2023-02-24,8.029999732971191
2023-02-27,8.0600004196167
2023-02-28,8.130000114440918
2023-03-01,8.260000228881836
2023-03-02,8.319999694824219
2023-03-03,8.4399995803833
2023-03-06,8.3100004196167
2023-03-07,8.180000305175781
2023-03-08,8.5
