Date,EXR
2022-02-28,188.14999389648438
2022-03-01,191.3800048828125
2022-03-02,193.72000122070312
2022-03-03,195.24000549316406
2022-03-04,200.88999938964844
2022-03-07,200.25
2022-03-08,196.58999633789062
2022-03-09,197.97000122070312
2022-03-10,196.27999877929688
2022-03-11,196.50999450683594
2022-03-14,191.35000610351562
2022-03-15,189.69000244140625
2022-03-16,193.41000366210938
2022-03-17,196.02999877929688
2022-03-18,194.4199981689453
2022-03-21,195.9199981689453
2022-03-22,195.74000549316406
2022-03-23,193.55999755859375
2022-03-24,194.86000061035156
2022-03-25,197.55999755859375
2022-03-28,200.6300048828125
2022-03-29,209.3000030517578
2022-03-30,208.9499969482422
2022-03-31,205.60000610351562
2022-04-01,209.57000732421875
2022-04-04,206.19000244140625
2022-04-05,205.47000122070312
2022-04-06,212.3699951171875
2022-04-07,213.36000061035156
2022-04-08,213.7100067138672
2022-04-11,210.60000610351562
2022-04-12,212.85000610351562
2022-04-13,212.61000061035156
2022-04-14,212.5500030517578
2022-04-18,212.44000244140625
2022-04-19,218.32000732421875
2022-04-20,219.9499969482422
2022-04-21,217.00999450683594
2022-04-22,212.55999755859375
2022-04-25,208.5399932861328
2022-04-26,204.47000122070312
2022-04-27,203.97999572753906
2022-04-28,208.0399932861328
2022-04-29,190.0
2022-05-02,182.9499969482422
2022-05-03,183.08999633789062
2022-05-04,195.57000732421875
2022-05-05,189.6999969482422
2022-05-06,181.66000366210938
2022-05-09,169.42999267578125
2022-05-10,175.27999877929688
2022-05-11,174.9600067138672
2022-05-12,174.72000122070312
2022-05-13,178.9600067138672
2022-05-16,178.67999267578125
2022-05-17,178.83999633789062
2022-05-18,171.14999389648438
2022-05-19,169.64999389648438
2022-05-20,171.3800048828125
2022-05-23,174.33999633789062
2022-05-24,175.1699981689453
2022-05-25,172.4499969482422
2022-05-26,174.6699981689453
2022-05-27,180.02999877929688
2022-05-31,178.1999969482422
2022-06-01,178.64999389648438
2022-06-02,179.8300018310547
2022-06-03,178.3000030517578
2022-06-06,175.08999633789062
2022-06-07,180.0500030517578
2022-06-08,172.11000061035156
2022-06-09,169.3300018310547
2022-06-10,166.9199981689453
2022-06-13,159.47000122070312
2022-06-14,158.74000549316406
2022-06-15,161.5
2022-06-16,159.94000244140625
2022-06-17,159.47000122070312
2022-06-21,161.82000732421875
2022-06-22,164.66000366210938
2022-06-23,167.8800048828125
2022-06-24,172.3699951171875
2022-06-27,171.97000122070312
2022-06-28,171.02000427246094
2022-06-29,170.9499969482422
2022-06-30,170.1199951171875
2022-07-01,174.3800048828125
2022-07-05,171.8699951171875
2022-07-06,174.25999450683594
2022-07-07,173.05999755859375
2022-07-08,173.08999633789062
2022-07-11,172.0399932861328
2022-07-12,167.0
2022-07-13,167.6199951171875
2022-07-14,167.47000122070312
2022-07-15,169.57000732421875
2022-07-18,168.60000610351562
2022-07-19,172.1199951171875
2022-07-20,172.7899932861328
2022-07-21,175.42999267578125
2022-07-22,177.91000366210938
2022-07-25,178.0399932861328
2022-07-26,179.1199951171875
2022-07-27,181.00999450683594
2022-07-28,188.13999938964844
2022-07-29,189.52000427246094
2022-08-01,189.00999450683594
2022-08-02,187.0
2022-08-03,194.33999633789062
2022-08-04,195.25
2022-08-05,197.22000122070312
2022-08-08,200.36000061035156
2022-08-09,203.41000366210938
2022-08-10,206.83999633789062
2022-08-11,207.4499969482422
2022-08-12,211.9600067138672
2022-08-15,213.7899932861328
2022-08-16,212.74000549316406
2022-08-17,215.0500030517578
2022-08-18,213.11000061035156
2022-08-19,211.64999389648438
2022-08-22,209.02000427246094
2022-08-23,205.63999938964844
2022-08-24,207.67999267578125
2022-08-25,210.74000549316406
2022-08-26,207.1300048828125
2022-08-29,205.3300018310547
2022-08-30,201.07000732421875
2022-08-31,198.72999572753906
2022-09-01,200.94000244140625
2022-09-02,199.60000610351562
2022-09-06,202.47000122070312
2022-09-07,205.1199951171875
2022-09-08,203.4600067138672
2022-09-09,201.85000610351562
2022-09-12,200.0399932861328
2022-09-13,194.5
2022-09-14,191.64999389648438
2022-09-15,186.64999389648438
2022-09-16,184.19000244140625
2022-09-19,182.30999755859375
2022-09-20,179.0800018310547
2022-09-21,177.25999450683594
2022-09-22,174.5
2022-09-23,172.72999572753906
2022-09-26,169.77999877929688
2022-09-27,166.97000122070312
2022-09-28,170.6699981689453
2022-09-29,168.8300018310547
2022-09-30,172.7100067138672
2022-10-03,173.60000610351562
2022-10-04,179.47000122070312
2022-10-05,178.11000061035156
2022-10-06,172.11000061035156
2022-10-07,165.1699981689453
2022-10-10,165.6199951171875
2022-10-11,168.22000122070312
2022-10-12,166.8000030517578
2022-10-13,166.7899932861328
2022-10-14,160.80999755859375
2022-10-17,167.91000366210938
2022-10-18,170.8800048828125
2022-10-19,165.9199981689453
2022-10-20,165.77999877929688
2022-10-21,165.9600067138672
2022-10-24,165.00999450683594
2022-10-25,173.3699951171875
2022-10-26,171.44000244140625
2022-10-27,171.8699951171875
2022-10-28,178.7100067138672
2022-10-31,177.44000244140625
2022-11-01,177.88999938964844
2022-11-02,158.4600067138672
2022-11-03,154.25
2022-11-04,153.8699951171875
2022-11-07,152.0
2022-11-08,153.75999450683594
2022-11-09,151.6300048828125
2022-11-10,163.08999633789062
2022-11-11,158.3300018310547
2022-11-14,154.3300018310547
2022-11-15,154.85000610351562
2022-11-16,156.92999267578125
2022-11-17,155.3000030517578
2022-11-18,158.13999938964844
2022-11-21,157.58999633789062
2022-11-22,156.74000549316406
2022-11-23,156.49000549316406
2022-11-25,155.6199951171875
2022-11-28,152.5500030517578
2022-11-29,153.52000427246094
2022-11-30,160.69000244140625
2022-12-01,160.0500030517578
2022-12-02,159.0
2022-12-05,156.85000610351562
2022-12-06,156.0399932861328
2022-12-07,157.16000366210938
2022-12-08,157.4600067138672
2022-12-09,156.5800018310547
2022-12-12,158.6199951171875
2022-12-13,157.63999938964844
2022-12-14,156.00999450683594
2022-12-15,155.6199951171875
2022-12-16,149.3000030517578
2022-12-19,146.7100067138672
2022-12-20,145.99000549316406
2022-12-21,146.97000122070312
2022-12-22,146.0800018310547
2022-12-23,146.91000366210938
2022-12-27,147.5399932861328
2022-12-28,145.3300018310547
2022-12-29,149.00999450683594
2022-12-30,147.17999267578125
2023-01-03,144.2899932861328
2023-01-04,144.47000122070312
2023-01-05,141.0399932861328
2023-01-06,144.0
2023-01-09,147.3000030517578
2023-01-10,146.47999572753906
2023-01-11,153.82000732421875
2023-01-12,154.11000061035156
2023-01-13,151.89999389648438
2023-01-17,153.10000610351562
2023-01-18,150.82000732421875
2023-01-19,150.0
2023-01-20,150.91000366210938
2023-01-23,151.27999877929688
2023-01-24,152.08999633789062
2023-01-25,151.72999572753906
2023-01-26,156.25
2023-01-27,157.58999633789062
2023-01-30,153.0
2023-01-31,157.8300018310547
2023-02-01,158.44000244140625
2023-02-02,165.11000061035156
2023-02-03,163.1300048828125
2023-02-06,167.99000549316406
2023-02-07,167.64999389648438
2023-02-08,166.30999755859375
2023-02-09,165.6699981689453
2023-02-10,161.75
2023-02-13,162.92999267578125
2023-02-14,159.9600067138672
2023-02-15,162.17999267578125
2023-02-16,158.83999633789062
2023-02-17,158.99000549316406
2023-02-21,158.52000427246094
2023-02-22,154.3000030517578
2023-02-23,158.63999938964844
2023-02-24,160.7899932861328
2023-02-27,161.8800048828125
2023-02-28,164.64999389648438
2023-03-01,163.66000366210938
2023-03-02,166.9199981689453
2023-03-03,169.11000061035156
2023-03-06,167.27000427246094
2023-03-07,163.77999877929688
2023-03-08,163.74000549316406
2023-03-09,160.41000366210938
2023-03-10,153.5500030517578
2023-03-13,157.58999633789062
2023-03-14,157.3699951171875
2023-03-15,157.5800018310547
2023-03-16,159.9600067138672
2023-03-17,159.52000427246094
2023-03-20,160.33999633789062
2023-03-21,158.66000366210938
2023-03-22,149.5399932861328
2023-03-23,149.27000427246094
2023-03-24,153.1999969482422
2023-03-27,153.35000610351562
2023-03-28,151.13999938964844
2023-03-29,155.66000366210938
2023-03-30,158.8300018310547
2023-03-31,162.92999267578125
2023-04-03,154.50999450683594
2023-04-04,160.1699981689453
2023-04-05,160.02000427246094
2023-04-06,162.7899932861328
2023-04-10,164.22000122070312
2023-04-11,164.67999267578125
2023-04-12,163.4199981689453
2023-04-13,158.7899932861328
