Date,EXR
2023-04-14,155.11000061035156
2023-04-17,156.30999755859375
2023-04-18,154.97999572753906
2023-04-19,153.07000732421875
2023-04-20,151.9199981689453
2023-04-21,151.16000366210938
2023-04-24,152.22000122070312
2023-04-25,150.33999633789062
2023-04-26,149.38999938964844
2023-04-27,151.1199951171875
2023-04-28,152.0399932861328
2023-05-01,152.39999389648438
2023-05-02,151.2100067138672
2023-05-03,147.25999450683594
2023-05-04,150.7899932861328
2023-05-05,154.74000549316406
2023-05-08,156.97999572753906
2023-05-09,156.42999267578125
2023-05-10,156.8000030517578
2023-05-11,152.57000732421875
2023-05-12,153.5399932861328
2023-05-15,152.22000122070312
2023-05-16,149.1199951171875
2023-05-17,149.1999969482422
2023-05-18,149.17999267578125
2023-05-19,148.10000610351562
2023-05-22,148.64999389648438
2023-05-23,148.08999633789062
2023-05-24,146.4600067138672
2023-05-25,145.38999938964844
2023-05-26,146.5800018310547
2023-05-30,146.1699981689453
2023-05-31,144.27000427246094
2023-06-01,143.36000061035156
2023-06-02,146.0500030517578
2023-06-05,144.44000244140625
2023-06-06,143.32000732421875
2023-06-07,149.5
2023-06-08,146.14999389648438
2023-06-09,144.5
2023-06-12,145.3699951171875
2023-06-13,145.88999938964844
2023-06-14,143.32000732421875
2023-06-15,145.77999877929688
2023-06-16,145.27999877929688
2023-06-20,143.8000030517578
2023-06-21,146.00999450683594
2023-06-22,143.2100067138672
2023-06-23,141.9600067138672
2023-06-26,145.7100067138672
2023-06-27,147.1300048828125
2023-06-28,148.0
2023-06-29,147.97000122070312
2023-06-30,148.85000610351562
2023-07-03,150.4199981689453
2023-07-05,149.64999389648438
2023-07-06,148.4499969482422
2023-07-07,148.1199951171875
2023-07-10,149.52000427246094
2023-07-11,151.9600067138672
2023-07-12,151.8800048828125
2023-07-13,154.4499969482422
2023-07-14,155.75999450683594
2023-07-17,156.4199981689453
2023-07-18,150.30999755859375
2023-07-19,148.9600067138672
2023-07-20,146.82000732421875
2023-07-21,146.07000732421875
2023-07-24,146.38999938964844
2023-07-25,145.1699981689453
2023-07-26,144.55999755859375
2023-07-27,141.99000549316406
2023-07-28,140.83999633789062
2023-07-31,139.57000732421875
2023-08-01,137.55999755859375
2023-08-02,136.85000610351562
2023-08-03,139.4499969482422
2023-08-04,125.69999694824219
2023-08-07,131.10000610351562
2023-08-08,128.75
2023-08-09,130.1199951171875
2023-08-10,129.8800048828125
2023-08-11,131.00999450683594
2023-08-14,130.1699981689453
2023-08-15,128.94000244140625
2023-08-16,128.0399932861328
2023-08-17,126.44000244140625
2023-08-18,126.86000061035156
2023-08-21,127.33000183105469
2023-08-22,126.5
2023-08-23,127.51000213623047
2023-08-24,127.45999908447266
2023-08-25,127.93000030517578
2023-08-28,128.52999877929688
2023-08-29,130.5800018310547
2023-08-30,130.6300048828125
2023-08-31,128.67999267578125
2023-09-01,128.8300018310547
2023-09-05,127.69999694824219
2023-09-06,126.55999755859375
2023-09-07,127.23999786376953
2023-09-08,126.38999938964844
2023-09-11,126.79000091552734
2023-09-12,126.80000305175781
2023-09-13,124.6500015258789
2023-09-14,126.20999908447266
2023-09-15,128.05999755859375
2023-09-18,126.5999984741211
2023-09-19,127.69000244140625
2023-09-20,127.54000091552734
2023-09-21,122.58999633789062
2023-09-22,124.05999755859375
2023-09-25,122.44000244140625
2023-09-26,120.7699966430664
2023-09-27,120.51000213623047
2023-09-28,120.81999969482422
2023-09-29,121.58000183105469
2023-10-02,119.2699966430664
2023-10-03,116.79000091552734
2023-10-04,116.37000274658203
2023-10-05,116.56999969482422
2023-10-06,118.5199966430664
2023-10-09,120.66999816894531
2023-10-10,121.2300033569336
2023-10-11,122.25
2023-10-12,120.11000061035156
2023-10-13,118.06999969482422
2023-10-16,119.48999786376953
2023-10-17,118.79000091552734
2023-10-18,116.0
2023-10-19,112.5
2023-10-20,109.58999633789062
2023-10-23,108.12999725341797
2023-10-24,106.47000122070312
2023-10-25,103.08000183105469
2023-10-26,105.22000122070312
2023-10-27,104.38999938964844
2023-10-30,103.93000030517578
2023-10-31,103.58999633789062
2023-11-01,103.33000183105469
2023-11-02,105.37000274658203
2023-11-03,106.97000122070312
2023-11-06,105.81999969482422
2023-11-07,107.19999694824219
2023-11-08,118.52999877929688
2023-11-09,118.0999984741211
2023-11-10,119.11000061035156
2023-11-13,117.58000183105469
2023-11-14,129.5500030517578
2023-11-15,130.0
2023-11-16,130.10000610351562
2023-11-17,128.25999450683594
2023-11-20,129.47999572753906
2023-11-21,128.0
2023-11-22,126.81999969482422
2023-11-24,127.12000274658203
2023-11-27,126.7300033569336
2023-11-28,127.29000091552734
2023-11-29,129.52999877929688
2023-11-30,130.1699981689453
2023-12-01,134.3699951171875
2023-12-04,137.07000732421875
2023-12-05,136.1699981689453
2023-12-06,136.6199951171875
2023-12-07,137.11000061035156
2023-12-08,138.67999267578125
2023-12-11,138.1199951171875
2023-12-12,139.0399932861328
2023-12-13,146.0
2023-12-14,154.7100067138672
2023-12-15,153.72999572753906
2023-12-18,151.61000061035156
2023-12-19,153.58999633789062
2023-12-20,152.2100067138672
2023-12-21,156.10000610351562
2023-12-22,156.5399932861328
2023-12-26,159.4499969482422
2023-12-27,161.08999633789062
2023-12-28,162.16000366210938
2023-12-29,160.3300018310547
2024-01-02,164.39999389648438
2024-01-03,158.8000030517578
2024-01-04,156.9499969482422
2024-01-05,158.0800018310547
2024-01-08,159.83999633789062
2024-01-09,158.02999877929688
2024-01-10,156.83999633789062
2024-01-11,150.74000549316406
2024-01-12,152.32000732421875
2024-01-16,150.4499969482422
2024-01-17,148.1699981689453
2024-01-18,146.44000244140625
2024-01-19,146.75999450683594
2024-01-22,148.69000244140625
2024-01-23,147.24000549316406
2024-01-24,146.91000366210938
2024-01-25,148.8300018310547
2024-01-26,147.47000122070312
2024-01-29,148.0500030517578
2024-01-30,145.55999755859375
2024-01-31,144.44000244140625
2024-02-01,146.07000732421875
2024-02-02,143.52999877929688
2024-02-05,139.67999267578125
2024-02-06,142.72999572753906
2024-02-07,142.41000366210938
2024-02-08,143.47000122070312
2024-02-09,143.3800048828125
2024-02-12,142.02000427246094
2024-02-13,138.5500030517578
2024-02-14,139.60000610351562
2024-02-15,141.77000427246094
2024-02-16,141.57000732421875
2024-02-20,141.4199981689453
2024-02-21,143.11000061035156
2024-02-22,141.38999938964844
2024-02-23,140.05999755859375
2024-02-26,139.1999969482422
2024-02-27,140.22000122070312
2024-02-28,138.2899932861328
2024-02-29,140.97000122070312
2024-03-01,143.36000061035156
2024-03-04,147.47999572753906
2024-03-05,142.5800018310547
2024-03-06,144.02999877929688
2024-03-07,146.4600067138672
2024-03-08,150.60000610351562
2024-03-11,149.41000366210938
2024-03-12,150.60000610351562
2024-03-13,147.83999633789062
2024-03-14,142.30999755859375
2024-03-15,139.3300018310547
2024-03-18,138.07000732421875
2024-03-19,138.39999389648438
2024-03-20,140.5
2024-03-21,142.35000610351562
2024-03-22,141.36000061035156
2024-03-25,140.5
2024-03-26,140.4600067138672
2024-03-27,146.75
2024-03-28,147.0
2024-04-01,146.74000549316406
2024-04-02,145.49000549316406
2024-04-03,145.05999755859375
2024-04-04,144.52000427246094
2024-04-05,146.32000732421875
2024-04-08,149.07000732421875
2024-04-09,152.38999938964844
2024-04-10,142.5
2024-04-11,143.1999969482422
2024-04-12,140.69000244140625
2024-04-15,137.72999572753906
2024-04-16,135.80999755859375
2024-04-17,136.10000610351562
2024-04-18,134.1999969482422
2024-04-19,132.4600067138672
2024-04-22,132.74000549316406
2024-04-23,133.27999877929688
2024-04-24,134.63999938964844
2024-04-25,133.8300018310547
2024-04-26,133.47000122070312
2024-04-29,137.3800048828125
2024-04-30,134.27999877929688
2024-05-01,138.6999969482422
2024-05-02,139.7899932861328
2024-05-03,141.8699951171875
2024-05-06,142.67999267578125
2024-05-07,143.3000030517578
2024-05-08,140.9499969482422
2024-05-09,146.22000122070312
2024-05-10,146.6699981689453
2024-05-13,147.88999938964844
2024-05-14,148.64999389648438
2024-05-15,152.0800018310547
2024-05-16,151.35000610351562
2024-05-17,151.88999938964844
2024-05-20,150.2899932861328
2024-05-21,146.0800018310547
2024-05-22,146.3699951171875
2024-05-23,142.6300048828125
2024-05-24,142.5800018310547
2024-05-28,142.36000061035156
2024-05-29,138.39999389648438
2024-05-30,141.67999267578125
2024-05-31,144.77000427246094
2024-06-03,144.9499969482422
2024-06-04,148.05999755859375
2024-06-05,148.4600067138672
2024-06-06,148.47999572753906
2024-06-07,148.10000610351562
2024-06-10,149.7899932861328
2024-06-11,151.2899932861328
2024-06-12,154.77000427246094
2024-06-13,158.52999877929688
2024-06-14,156.57000732421875
2024-06-17,154.91000366210938
2024-06-18,159.27999877929688
2024-06-20,158.0
2024-06-21,158.92999267578125
2024-06-24,159.3300018310547
2024-06-25,157.1999969482422
2024-06-26,156.99000549316406
2024-06-27,155.74000549316406
2024-06-28,155.41000366210938
2024-07-01,151.9199981689453
2024-07-02,153.72000122070312
2024-07-03,154.1999969482422
2024-07-05,154.36000061035156
2024-07-08,154.57000732421875
2024-07-09,153.52999877929688
2024-07-10,153.72000122070312
2024-07-11,158.91000366210938
2024-07-12,161.9199981689453
2024-07-15,162.39999389648438
2024-07-16,164.80999755859375
2024-07-17,167.80999755859375
2024-07-18,167.22000122070312
2024-07-19,164.10000610351562
2024-07-22,165.77000427246094
2024-07-23,166.47999572753906
2024-07-24,161.8699951171875
2024-07-25,160.69000244140625
2024-07-26,164.61000061035156
2024-07-29,163.99000549316406
2024-07-30,163.10000610351562
2024-07-31,159.6199951171875
2024-08-01,159.86000061035156
2024-08-02,164.9499969482422
2024-08-05,158.74000549316406
2024-08-06,163.1999969482422
2024-08-07,161.6300048828125
2024-08-08,163.17999267578125
2024-08-09,164.38999938964844
2024-08-12,164.11000061035156
2024-08-13,165.94000244140625
2024-08-14,166.67999267578125
2024-08-15,166.1699981689453
2024-08-16,167.27000427246094
2024-08-19,169.22999572753906
2024-08-20,169.36000061035156
2024-08-21,171.02000427246094
2024-08-22,173.6999969482422
2024-08-23,178.22000122070312
2024-08-26,177.6999969482422
2024-08-27,178.27999877929688
2024-08-28,174.7100067138672
2024-08-29,175.5399932861328
2024-08-30,177.0
2024-09-03,176.10000610351562
2024-09-04,175.74000549316406
2024-09-05,173.55999755859375
2024-09-06,173.5800018310547
2024-09-09,174.74000549316406
2024-09-10,177.4499969482422
2024-09-11,176.02000427246094
2024-09-12,177.27999877929688
2024-09-13,177.89999389648438
2024-09-16,177.6300048828125
2024-09-17,178.77999877929688
2024-09-18,181.64999389648438
2024-09-19,180.08999633789062
2024-09-20,180.41000366210938
2024-09-23,183.13999938964844
2024-09-24,182.16000366210938
2024-09-25,181.33999633789062
2024-09-26,176.61000061035156
2024-09-27,177.22999572753906
2024-09-30,180.19000244140625
2024-10-01,178.27999877929688
2024-10-02,177.22999572753906
2024-10-03,176.30999755859375
2024-10-04,169.47999572753906
2024-10-07,169.39999389648438
2024-10-08,170.9600067138672
2024-10-09,172.00999450683594
2024-10-10,169.77000427246094
2024-10-11,170.5399932861328
2024-10-14,171.13999938964844
2024-10-15,171.1300048828125
2024-10-16,172.1199951171875
2024-10-17,170.02999877929688
2024-10-18,171.27999877929688
2024-10-21,164.8000030517578
2024-10-22,166.14999389648438
2024-10-23,169.05999755859375
2024-10-24,168.27999877929688
2024-10-25,166.39999389648438
2024-10-28,167.4600067138672
2024-10-29,165.6199951171875
2024-10-30,164.74000549316406
2024-10-31,163.3000030517578
2024-11-01,161.1300048828125
2024-11-04,163.52000427246094
2024-11-05,168.5399932861328
2024-11-06,161.0399932861328
2024-11-07,164.13999938964844
2024-11-08,167.6999969482422
2024-11-11,165.47999572753906
2024-11-12,162.55999755859375
2024-11-13,164.0399932861328
2024-11-14,163.42999267578125
2024-11-15,164.55999755859375
2024-11-18,164.89999389648438
2024-11-19,165.50999450683594
2024-11-20,165.0399932861328
2024-11-21,166.8800048828125
