Date,CFG
2022-02-28,52.41999816894531
2022-03-01,48.560001373291016
2022-03-02,50.70000076293945
2022-03-03,50.189998626708984
2022-03-04,48.16999816894531
2022-03-07,45.43000030517578
2022-03-08,45.630001068115234
2022-03-09,47.849998474121094
2022-03-10,47.279998779296875
2022-03-11,46.880001068115234
2022-03-14,48.77000045776367
2022-03-15,48.689998626708984
2022-03-16,50.34000015258789
2022-03-17,49.7400016784668
2022-03-18,49.25
2022-03-21,49.08000183105469
2022-03-22,49.959999084472656
2022-03-23,48.130001068115234
2022-03-24,48.63999938964844
2022-03-25,48.70000076293945
2022-03-28,47.689998626708984
2022-03-29,48.63999938964844
2022-03-30,46.79999923706055
2022-03-31,45.33000183105469
2022-04-01,44.189998626708984
2022-04-04,43.54999923706055
2022-04-05,43.040000915527344
2022-04-06,42.08000183105469
2022-04-07,41.650001525878906
2022-04-08,41.83000183105469
2022-04-11,41.81999969482422
2022-04-12,40.900001525878906
2022-04-13,41.22999954223633
2022-04-14,40.869998931884766
2022-04-18,41.22999954223633
2022-04-19,44.040000915527344
2022-04-20,44.31999969482422
2022-04-21,43.029998779296875
2022-04-22,41.84000015258789
2022-04-25,41.68000030517578
2022-04-26,39.970001220703125
2022-04-27,39.709999084472656
2022-04-28,40.29999923706055
2022-04-29,39.400001525878906
2022-05-02,39.400001525878906
2022-05-03,40.16999816894531
2022-05-04,41.4900016784668
2022-05-05,40.59000015258789
2022-05-06,40.0099983215332
2022-05-09,39.41999816894531
2022-05-10,39.040000915527344
2022-05-11,38.029998779296875
2022-05-12,37.790000915527344
2022-05-13,37.939998626708984
2022-05-16,37.9900016784668
2022-05-17,39.40999984741211
2022-05-18,38.0
2022-05-19,37.70000076293945
2022-05-20,37.75
2022-05-23,39.04999923706055
2022-05-24,38.709999084472656
2022-05-25,39.599998474121094
2022-05-26,40.29999923706055
2022-05-27,40.869998931884766
2022-05-31,41.380001068115234
2022-06-01,40.040000915527344
2022-06-02,41.09000015258789
2022-06-03,40.470001220703125
2022-06-06,40.61000061035156
2022-06-07,41.060001373291016
2022-06-08,40.380001068115234
2022-06-09,38.869998931884766
2022-06-10,36.59000015258789
2022-06-13,35.41999816894531
2022-06-14,35.65999984741211
2022-06-15,36.290000915527344
2022-06-16,35.040000915527344
2022-06-17,35.619998931884766
2022-06-21,36.16999816894531
2022-06-22,36.349998474121094
2022-06-23,35.150001525878906
2022-06-24,37.029998779296875
2022-06-27,36.38999938964844
2022-06-28,36.7400016784668
2022-06-29,36.130001068115234
2022-06-30,35.689998626708984
2022-07-01,36.119998931884766
2022-07-05,35.880001068115234
2022-07-06,35.560001373291016
2022-07-07,36.45000076293945
2022-07-08,36.310001373291016
2022-07-11,36.20000076293945
2022-07-12,36.060001373291016
2022-07-13,35.380001068115234
2022-07-14,34.93000030517578
2022-07-15,36.79999923706055
2022-07-18,37.16999816894531
2022-07-19,37.88999938964844
2022-07-20,37.56999969482422
2022-07-21,37.540000915527344
2022-07-22,37.16999816894531
2022-07-25,37.709999084472656
2022-07-26,36.61000061035156
2022-07-27,37.33000183105469
2022-07-28,37.349998474121094
2022-07-29,37.970001220703125
2022-08-01,37.58000183105469
2022-08-02,36.72999954223633
2022-08-03,37.279998779296875
2022-08-04,36.599998474121094
2022-08-05,37.209999084472656
2022-08-08,37.209999084472656
2022-08-09,37.150001525878906
2022-08-10,38.40999984741211
2022-08-11,39.380001068115234
2022-08-12,39.90999984741211
2022-08-15,39.83000183105469
2022-08-16,40.09000015258789
2022-08-17,39.5099983215332
2022-08-18,39.7400016784668
2022-08-19,38.97999954223633
2022-08-22,38.099998474121094
2022-08-23,38.09000015258789
2022-08-24,37.97999954223633
2022-08-25,38.70000076293945
2022-08-26,37.2599983215332
2022-08-29,36.779998779296875
2022-08-30,36.7400016784668
2022-08-31,36.68000030517578
2022-09-01,36.630001068115234
2022-09-02,36.18000030517578
2022-09-06,35.709999084472656
2022-09-07,36.209999084472656
2022-09-08,37.83000183105469
2022-09-09,38.31999969482422
2022-09-12,39.130001068115234
2022-09-13,37.2400016784668
