Date,OWL
2022-02-28,12.5
2022-03-01,12.09000015258789
2022-03-02,12.680000305175781
2022-03-03,12.180000305175781
2022-03-04,11.600000381469727
2022-03-07,11.199999809265137
2022-03-08,11.390000343322754
2022-03-09,12.239999771118164
2022-03-10,12.25
2022-03-11,12.390000343322754
2022-03-14,11.710000038146973
2022-03-15,11.869999885559082
2022-03-16,12.609999656677246
2022-03-17,12.850000381469727
2022-03-18,12.829999923706055
2022-03-21,12.569999694824219
2022-03-22,12.670000076293945
2022-03-23,12.5600004196167
2022-03-24,12.550000190734863
2022-03-25,12.390000343322754
2022-03-28,12.449999809265137
2022-03-29,13.039999961853027
2022-03-30,12.579999923706055
2022-03-31,12.680000305175781
2022-04-01,12.789999961853027
2022-04-04,13.050000190734863
2022-04-05,12.899999618530273
2022-04-06,12.65999984741211
2022-04-07,12.520000457763672
2022-04-08,12.800000190734863
2022-04-11,13.34000015258789
2022-04-12,13.390000343322754
2022-04-13,14.0600004196167
2022-04-14,14.09000015258789
2022-04-18,13.970000267028809
2022-04-19,14.470000267028809
2022-04-20,14.329999923706055
2022-04-21,13.529999732971191
2022-04-22,13.210000038146973
2022-04-25,13.210000038146973
2022-04-26,12.539999961853027
2022-04-27,12.59000015258789
2022-04-28,12.489999771118164
2022-04-29,11.930000305175781
2022-05-02,12.399999618530273
2022-05-03,12.59000015258789
2022-05-04,12.529999732971191
2022-05-05,12.140000343322754
2022-05-06,12.260000228881836
2022-05-09,11.430000305175781
2022-05-10,10.989999771118164
2022-05-11,10.479999542236328
2022-05-12,10.5600004196167
2022-05-13,11.130000114440918
2022-05-16,11.119999885559082
2022-05-17,11.600000381469727
2022-05-18,11.260000228881836
2022-05-19,11.239999771118164
2022-05-20,11.680000305175781
2022-05-23,11.770000457763672
2022-05-24,11.890000343322754
2022-05-25,11.869999885559082
2022-05-26,12.0
2022-05-27,12.390000343322754
2022-05-31,12.539999961853027
2022-06-01,12.079999923706055
2022-06-02,12.539999961853027
2022-06-03,12.430000305175781
2022-06-06,12.819999694824219
2022-06-07,12.520000457763672
2022-06-08,12.670000076293945
2022-06-09,12.369999885559082
2022-06-10,11.460000038146973
2022-06-13,10.300000190734863
2022-06-14,10.039999961853027
2022-06-15,10.59000015258789
2022-06-16,9.930000305175781
2022-06-17,10.020000457763672
2022-06-21,10.15999984741211
2022-06-22,10.149999618530273
2022-06-23,10.359999656677246
2022-06-24,10.850000381469727
2022-06-27,11.15999984741211
2022-06-28,10.890000343322754
2022-06-29,10.199999809265137
2022-06-30,10.029999732971191
2022-07-01,10.050000190734863
2022-07-05,10.350000381469727
2022-07-06,10.229999542236328
2022-07-07,10.539999961853027
2022-07-08,10.510000228881836
2022-07-11,10.3100004196167
2022-07-12,10.25
2022-07-13,9.890000343322754
2022-07-14,9.6899995803833
2022-07-15,10.100000381469727
2022-07-18,10.289999961853027
2022-07-19,10.84000015258789
2022-07-20,11.239999771118164
2022-07-21,11.130000114440918
2022-07-22,10.859999656677246
2022-07-25,10.920000076293945
2022-07-26,10.59000015258789
2022-07-27,10.90999984741211
2022-07-28,11.350000381469727
2022-07-29,11.40999984741211
2022-08-01,11.369999885559082
2022-08-02,11.3100004196167
2022-08-03,11.470000267028809
2022-08-04,11.930000305175781
2022-08-05,12.3100004196167
2022-08-08,12.489999771118164
2022-08-09,12.430000305175781
2022-08-10,12.8100004196167
2022-08-11,12.869999885559082
2022-08-12,13.029999732971191
2022-08-15,12.970000267028809
2022-08-16,12.760000228881836
2022-08-17,12.520000457763672
2022-08-18,12.539999961853027
2022-08-19,11.880000114440918
2022-08-22,11.869999885559082
2022-08-23,11.949999809265137
2022-08-24,12.119999885559082
2022-08-25,12.229999542236328
2022-08-26,11.470000267028809
2022-08-29,11.220000267028809
2022-08-30,11.09000015258789
2022-08-31,11.100000381469727
2022-09-01,11.0
2022-09-02,10.8100004196167
2022-09-06,10.949999809265137
2022-09-07,11.260000228881836
2022-09-08,11.3100004196167
2022-09-09,11.5600004196167
2022-09-12,11.649999618530273
2022-09-13,11.050000190734863
2022-09-14,11.039999961853027
2022-09-15,11.020000457763672
2022-09-16,10.899999618530273
2022-09-19,11.0
2022-09-20,10.800000190734863
2022-09-21,10.640000343322754
2022-09-22,10.300000190734863
2022-09-23,9.770000457763672
2022-09-26,9.329999923706055
2022-09-27,9.329999923706055
2022-09-28,9.600000381469727
2022-09-29,9.279999732971191
2022-09-30,9.229999542236328
2022-10-03,9.470000267028809
2022-10-04,9.880000114440918
2022-10-05,9.539999961853027
2022-10-06,9.470000267028809
2022-10-07,9.180000305175781
2022-10-10,9.170000076293945
2022-10-11,8.819999694824219
2022-10-12,8.579999923706055
2022-10-13,8.5600004196167
2022-10-14,8.569999694824219
2022-10-17,9.180000305175781
2022-10-18,9.449999809265137
2022-10-19,9.010000228881836
2022-10-20,8.710000038146973
2022-10-21,8.9399995803833
2022-10-24,9.010000228881836
2022-10-25,9.699999809265137
2022-10-26,9.859999656677246
2022-10-27,9.770000457763672
2022-10-28,10.119999885559082
2022-10-31,10.020000457763672
2022-11-01,10.050000190734863
2022-11-02,9.75
2022-11-03,9.489999771118164
2022-11-04,10.399999618530273
2022-11-07,11.15999984741211
2022-11-08,11.550000190734863
2022-11-09,11.399999618530273
2022-11-10,12.800000190734863
2022-11-11,13.529999732971191
2022-11-14,12.430000305175781
2022-11-15,12.600000381469727
2022-11-16,12.149999618530273
2022-11-17,11.979999542236328
2022-11-18,11.869999885559082
2022-11-21,11.869999885559082
2022-11-22,11.600000381469727
2022-11-23,11.670000076293945
2022-11-25,11.710000038146973
2022-11-28,11.260000228881836
2022-11-29,11.210000038146973
2022-11-30,11.300000190734863
2022-12-01,11.079999923706055
2022-12-02,11.0
2022-12-05,10.819999694824219
2022-12-06,10.699999809265137
2022-12-07,10.800000190734863
2022-12-08,11.220000267028809
2022-12-09,11.119999885559082
2022-12-12,11.430000305175781
2022-12-13,11.720000267028809
2022-12-14,11.680000305175781
2022-12-15,11.130000114440918
2022-12-16,10.529999732971191
2022-12-19,10.40999984741211
2022-12-20,10.539999961853027
2022-12-21,10.829999923706055
2022-12-22,10.609999656677246
2022-12-23,10.720000267028809
2022-12-27,10.539999961853027
2022-12-28,10.25
2022-12-29,10.670000076293945
2022-12-30,10.600000381469727
2023-01-03,10.09000015258789
2023-01-04,10.420000076293945
2023-01-05,10.350000381469727
2023-01-06,10.670000076293945
2023-01-09,11.279999732971191
2023-01-10,11.569999694824219
2023-01-11,12.010000228881836
2023-01-12,12.369999885559082
2023-01-13,12.380000114440918
2023-01-17,12.539999961853027
2023-01-18,12.539999961853027
2023-01-19,12.119999885559082
2023-01-20,12.489999771118164
2023-01-23,12.520000457763672
2023-01-24,12.510000228881836
2023-01-25,12.399999618530273
2023-01-26,12.569999694824219
2023-01-27,12.609999656677246
2023-01-30,12.260000228881836
2023-01-31,12.579999923706055
2023-02-01,12.920000076293945
2023-02-02,13.100000381469727
2023-02-03,13.039999961853027
2023-02-06,12.9399995803833
2023-02-07,13.34000015258789
2023-02-08,13.4399995803833
2023-02-09,13.140000343322754
2023-02-10,12.819999694824219
2023-02-13,12.880000114440918
2023-02-14,13.350000381469727
2023-02-15,13.779999732971191
2023-02-16,13.670000076293945
2023-02-17,13.520000457763672
2023-02-21,12.729999542236328
2023-02-22,12.75
2023-02-23,12.65999984741211
2023-02-24,12.40999984741211
2023-02-27,12.3100004196167
2023-02-28,12.34000015258789
2023-03-01,12.399999618530273
2023-03-02,12.25
2023-03-03,12.600000381469727
2023-03-06,12.5
2023-03-07,12.1899995803833
2023-03-08,12.3100004196167
2023-03-09,11.829999923706055
2023-03-10,10.640000343322754
2023-03-13,10.130000114440918
