Date,PGR
2023-01-06,134.61000061035156
2023-01-09,132.00999450683594
2023-01-10,133.02000427246094
2023-01-11,132.25
2023-01-12,132.94000244140625
2023-01-13,133.64999389648438
2023-01-17,130.69000244140625
2023-01-18,128.22999572753906
2023-01-19,125.91999816894531
2023-01-20,127.62999725341797
2023-01-23,127.12000274658203
2023-01-24,129.19000244140625
2023-01-25,135.47000122070312
2023-01-26,134.91000366210938
2023-01-27,135.07000732421875
2023-01-30,135.39999389648438
2023-01-31,136.35000610351562
2023-02-01,137.97999572753906
2023-02-02,134.97000122070312
2023-02-03,136.30999755859375
2023-02-06,137.6699981689453
2023-02-07,138.6999969482422
2023-02-08,138.3699951171875
2023-02-09,137.17999267578125
2023-02-10,138.72999572753906
2023-02-13,139.7100067138672
2023-02-14,139.27000427246094
2023-02-15,141.9600067138672
2023-02-16,142.5399932861328
2023-02-17,141.52000427246094
2023-02-21,142.5800018310547
2023-02-22,142.49000549316406
2023-02-23,142.36000061035156
2023-02-24,141.80999755859375
2023-02-27,141.69000244140625
2023-02-28,143.52000427246094
2023-03-01,142.22999572753906
2023-03-02,142.25
2023-03-03,145.60000610351562
2023-03-06,145.63999938964844
2023-03-07,144.8300018310547
2023-03-08,143.75999450683594
2023-03-09,142.05999755859375
2023-03-10,140.64999389648438
2023-03-13,139.52999877929688
2023-03-14,141.83999633789062
2023-03-15,135.05999755859375
2023-03-16,142.8699951171875
2023-03-17,136.32000732421875
2023-03-20,139.07000732421875
2023-03-21,140.22999572753906
2023-03-22,136.69000244140625
2023-03-23,137.8300018310547
2023-03-24,140.42999267578125
2023-03-27,141.1199951171875
2023-03-28,142.85000610351562
2023-03-29,144.47999572753906
2023-03-30,143.7899932861328
2023-03-31,143.05999755859375
2023-04-03,145.10000610351562
2023-04-04,144.27999877929688
2023-04-05,146.42999267578125
2023-04-06,147.2899932861328
2023-04-10,149.0
2023-04-11,148.6199951171875
2023-04-12,148.14999389648438
2023-04-13,138.2100067138672
2023-04-14,135.85000610351562
2023-04-17,138.41000366210938
2023-04-18,138.60000610351562
2023-04-19,138.91000366210938
2023-04-20,138.38999938964844
2023-04-21,137.02000427246094
2023-04-24,135.39999389648438
2023-04-25,134.8699951171875
2023-04-26,133.83999633789062
2023-04-27,134.7100067138672
2023-04-28,136.39999389648438
2023-05-01,135.88999938964844
2023-05-02,128.30999755859375
2023-05-03,125.05000305175781
2023-05-04,126.0999984741211
2023-05-05,129.52000427246094
2023-05-08,134.08999633789062
2023-05-09,135.6999969482422
2023-05-10,134.3800048828125
2023-05-11,133.94000244140625
2023-05-12,133.42999267578125
2023-05-15,132.0
2023-05-16,129.75999450683594
2023-05-17,136.60000610351562
2023-05-18,136.11000061035156
2023-05-19,135.05999755859375
2023-05-22,135.6300048828125
2023-05-23,133.35000610351562
2023-05-24,131.5
2023-05-25,128.92999267578125
2023-05-26,128.49000549316406
2023-05-30,128.07000732421875
2023-05-31,127.91000366210938
2023-06-01,128.3300018310547
2023-06-02,129.5
2023-06-05,129.02999877929688
2023-06-06,129.8000030517578
2023-06-07,130.83999633789062
2023-06-08,131.0800018310547
2023-06-09,130.89999389648438
2023-06-12,130.69000244140625
2023-06-13,131.67999267578125
2023-06-14,126.93000030517578
2023-06-15,128.36000061035156
2023-06-16,129.99000549316406
2023-06-20,129.47999572753906
2023-06-21,130.60000610351562
2023-06-22,131.75999450683594
2023-06-23,132.77000427246094
2023-06-26,131.9499969482422
2023-06-27,132.64999389648438
2023-06-28,131.69000244140625
2023-06-29,132.07000732421875
2023-06-30,132.3699951171875
2023-07-03,132.58999633789062
2023-07-05,131.42999267578125
2023-07-06,131.6699981689453
2023-07-07,131.25999450683594
2023-07-10,131.0800018310547
2023-07-11,132.1699981689453
2023-07-12,132.11000061035156
2023-07-13,114.77999877929688
2023-07-14,116.79000091552734
2023-07-17,121.94999694824219
2023-07-18,119.80999755859375
2023-07-19,118.22000122070312
2023-07-20,123.95999908447266
2023-07-21,124.38999938964844
2023-07-24,125.23999786376953
2023-07-25,123.55000305175781
2023-07-26,126.2300033569336
2023-07-27,125.30999755859375
2023-07-28,125.02999877929688
2023-07-31,125.9800033569336
2023-08-01,127.41999816894531
2023-08-02,125.36000061035156
2023-08-03,128.85000610351562
2023-08-04,126.54000091552734
2023-08-07,127.66000366210938
2023-08-08,126.5
2023-08-09,126.5
2023-08-10,126.13999938964844
2023-08-11,127.83999633789062
2023-08-14,125.91999816894531
2023-08-15,125.05000305175781
2023-08-16,136.13999938964844
2023-08-17,135.2100067138672
2023-08-18,133.92999267578125
2023-08-21,132.17999267578125
2023-08-22,130.52999877929688
2023-08-23,130.38999938964844
2023-08-24,131.89999389648438
2023-08-25,132.5800018310547
2023-08-28,131.5800018310547
2023-08-29,132.25
2023-08-30,134.02999877929688
2023-08-31,133.47000122070312
2023-09-01,135.47999572753906
2023-09-05,133.52000427246094
2023-09-06,134.83999633789062
2023-09-07,137.41000366210938
2023-09-08,135.75999450683594
2023-09-11,137.25999450683594
2023-09-12,138.64999389648438
2023-09-13,139.1699981689453
2023-09-14,139.57000732421875
2023-09-15,138.74000549316406
2023-09-18,140.55999755859375
2023-09-19,142.47000122070312
2023-09-20,142.69000244140625
2023-09-21,142.39999389648438
2023-09-22,143.25999450683594
2023-09-25,142.4199981689453
2023-09-26,140.75
2023-09-27,140.6199951171875
2023-09-28,140.41000366210938
2023-09-29,139.3000030517578
2023-10-02,138.97000122070312
2023-10-03,139.39999389648438
2023-10-04,142.16000366210938
2023-10-05,142.5
2023-10-06,142.86000061035156
2023-10-09,143.25999450683594
2023-10-10,142.25
2023-10-11,143.86000061035156
2023-10-12,143.3000030517578
2023-10-13,154.9499969482422
2023-10-16,157.0500030517578
2023-10-17,158.94000244140625
2023-10-18,159.17999267578125
2023-10-19,157.8000030517578
2023-10-20,154.83999633789062
2023-10-23,153.47999572753906
2023-10-24,156.24000549316406
2023-10-25,156.42999267578125
2023-10-26,153.86000061035156
2023-10-27,153.05999755859375
2023-10-30,155.19000244140625
2023-10-31,158.08999633789062
2023-11-01,159.61000061035156
2023-11-02,158.77000427246094
2023-11-03,156.2100067138672
2023-11-06,158.22999572753906
2023-11-07,158.61000061035156
2023-11-08,158.61000061035156
2023-11-09,160.35000610351562
2023-11-10,160.38999938964844
2023-11-13,161.9199981689453
2023-11-14,159.52999877929688
2023-11-15,157.6699981689453
2023-11-16,159.94000244140625
2023-11-17,157.57000732421875
2023-11-20,159.35000610351562
2023-11-21,161.80999755859375
2023-11-22,162.61000061035156
2023-11-24,163.72000122070312
2023-11-27,164.41000366210938
2023-11-28,163.25999450683594
2023-11-29,163.0
2023-11-30,164.02999877929688
2023-12-01,162.4600067138672
2023-12-04,163.41000366210938
2023-12-05,163.52999877929688
2023-12-06,161.49000549316406
2023-12-07,161.7100067138672
2023-12-08,161.1699981689453
2023-12-11,163.4199981689453
2023-12-12,165.1300048828125
2023-12-13,160.5500030517578
2023-12-14,153.5500030517578
2023-12-15,153.41000366210938
2023-12-18,156.0
2023-12-19,157.67999267578125
2023-12-20,155.55999755859375
2023-12-21,156.47999572753906
2023-12-22,157.75999450683594
2023-12-26,157.3800048828125
2023-12-27,157.66000366210938
2023-12-28,158.33999633789062
2023-12-29,159.27999877929688
2024-01-02,161.6300048828125
2024-01-03,163.1699981689453
2024-01-04,163.0
2024-01-05,162.7100067138672
2024-01-08,165.3699951171875
2024-01-09,166.6699981689453
2024-01-10,165.50999450683594
2024-01-11,168.02000427246094
2024-01-12,168.89999389648438
2024-01-16,168.57000732421875
2024-01-17,169.88999938964844
2024-01-18,169.91000366210938
2024-01-19,170.13999938964844
2024-01-22,170.27999877929688
2024-01-23,170.32000732421875
2024-01-24,178.36000061035156
2024-01-25,178.00999450683594
2024-01-26,179.4199981689453
2024-01-29,177.75999450683594
2024-01-30,179.7100067138672
2024-01-31,178.25
2024-02-01,178.7100067138672
2024-02-02,180.69000244140625
2024-02-05,182.17999267578125
2024-02-06,180.27000427246094
2024-02-07,182.1699981689453
2024-02-08,182.9600067138672
2024-02-09,182.72000122070312
2024-02-12,182.36000061035156
2024-02-13,182.0800018310547
2024-02-14,187.9499969482422
2024-02-15,189.24000549316406
2024-02-16,189.08999633789062
2024-02-20,189.47999572753906
2024-02-21,190.25
2024-02-22,191.69000244140625
2024-02-23,191.3000030517578
2024-02-26,193.5800018310547
2024-02-27,192.17999267578125
2024-02-28,192.02999877929688
2024-02-29,189.55999755859375
2024-03-01,187.8300018310547
2024-03-04,189.24000549316406
2024-03-05,189.80999755859375
2024-03-06,196.00999450683594
2024-03-07,196.1199951171875
2024-03-08,198.41000366210938
2024-03-11,196.74000549316406
2024-03-12,198.94000244140625
2024-03-13,199.74000549316406
2024-03-14,201.8699951171875
2024-03-15,204.8800048828125
2024-03-18,206.41000366210938
2024-03-19,205.49000549316406
2024-03-20,205.72000122070312
2024-03-21,205.57000732421875
2024-03-22,205.6999969482422
2024-03-25,206.02000427246094
2024-03-26,204.64999389648438
2024-03-27,206.14999389648438
2024-03-28,206.82000732421875
2024-04-01,209.9499969482422
2024-04-02,210.02999877929688
2024-04-03,210.77000427246094
2024-04-04,209.24000549316406
2024-04-05,211.0
2024-04-08,210.38999938964844
2024-04-09,204.80999755859375
2024-04-10,206.14999389648438
2024-04-11,202.25999450683594
2024-04-12,203.89999389648438
2024-04-15,206.58999633789062
2024-04-16,208.35000610351562
2024-04-17,209.1199951171875
2024-04-18,209.75
2024-04-19,214.69000244140625
2024-04-22,213.0
2024-04-23,214.02000427246094
2024-04-24,212.1999969482422
2024-04-25,210.07000732421875
2024-04-26,208.02999877929688
2024-04-29,206.6699981689453
2024-04-30,208.25
2024-05-01,211.8000030517578
2024-05-02,209.02999877929688
2024-05-03,208.72000122070312
2024-05-06,215.50999450683594
2024-05-07,215.4600067138672
2024-05-08,215.89999389648438
2024-05-09,213.72000122070312
2024-05-10,215.75999450683594
2024-05-13,212.41000366210938
2024-05-14,213.6699981689453
2024-05-15,209.25
2024-05-16,207.00999450683594
2024-05-17,209.22000122070312
2024-05-20,206.97999572753906
2024-05-21,209.3800048828125
2024-05-22,206.33999633789062
2024-05-23,203.17999267578125
2024-05-24,203.91000366210938
2024-05-28,205.17999267578125
2024-05-29,203.14999389648438
2024-05-30,206.92999267578125
2024-05-31,211.17999267578125
2024-06-03,209.3800048828125
2024-06-04,211.97000122070312
2024-06-05,212.61000061035156
2024-06-06,213.19000244140625
2024-06-07,212.52999877929688
2024-06-10,210.27999877929688
2024-06-11,208.49000549316406
2024-06-12,202.44000244140625
2024-06-13,203.60000610351562
2024-06-14,203.9199981689453
2024-06-17,208.24000549316406
2024-06-18,210.75
2024-06-20,210.85000610351562
2024-06-21,209.19000244140625
2024-06-24,210.67999267578125
2024-06-25,208.27999877929688
2024-06-26,208.19000244140625
2024-06-27,211.35000610351562
2024-06-28,207.7100067138672
2024-07-01,209.4600067138672
2024-07-02,211.1199951171875
2024-07-03,210.27000427246094
2024-07-05,210.17999267578125
2024-07-08,209.7100067138672
2024-07-09,209.49000549316406
2024-07-10,209.99000549316406
2024-07-11,211.82000732421875
2024-07-12,213.3000030517578
2024-07-15,217.10000610351562
2024-07-16,210.0
2024-07-17,221.35000610351562
2024-07-18,224.52999877929688
2024-07-19,219.35000610351562
2024-07-22,216.3000030517578
2024-07-23,215.89999389648438
2024-07-24,215.44000244140625
2024-07-25,212.77000427246094
2024-07-26,215.67999267578125
2024-07-29,213.6300048828125
2024-07-30,215.67999267578125
2024-07-31,214.1199951171875
2024-08-01,215.27999877929688
2024-08-02,216.94000244140625
2024-08-05,210.91000366210938
2024-08-06,214.0500030517578
2024-08-07,215.8800048828125
2024-08-08,218.36000061035156
2024-08-09,221.72999572753906
2024-08-12,222.99000549316406
2024-08-13,222.3300018310547
2024-08-14,234.33999633789062
2024-08-15,236.77000427246094
2024-08-16,235.8800048828125
2024-08-19,237.77999877929688
2024-08-20,238.75
2024-08-21,237.32000732421875
2024-08-22,240.22000122070312
2024-08-23,241.25
2024-08-26,242.4499969482422
2024-08-27,245.57000732421875
2024-08-28,248.25999450683594
2024-08-29,250.00999450683594
2024-08-30,252.1999969482422
2024-09-03,252.32000732421875
2024-09-04,253.91000366210938
2024-09-05,249.5399932861328
2024-09-06,248.69000244140625
2024-09-09,251.30999755859375
2024-09-10,249.1300048828125
2024-09-11,249.58999633789062
2024-09-12,249.47999572753906
2024-09-13,255.4600067138672
2024-09-16,256.30999755859375
2024-09-17,256.9100036621094
2024-09-18,257.6600036621094
2024-09-19,255.3000030517578
2024-09-20,259.239990234375
2024-09-23,257.6000061035156
2024-09-24,256.5400085449219
2024-09-25,256.989990234375
2024-09-26,252.3800048828125
2024-09-27,251.10000610351562
2024-09-30,253.75999450683594
2024-10-01,254.27000427246094
2024-10-02,254.42999267578125
2024-10-03,252.27000427246094
2024-10-04,255.36000061035156
2024-10-07,245.52000427246094
2024-10-08,249.02000427246094
2024-10-09,250.75999450683594
2024-10-10,251.77999877929688
2024-10-11,254.08999633789062
2024-10-14,251.8800048828125
2024-10-15,251.60000610351562
2024-10-16,255.3699951171875
2024-10-17,251.33999633789062
2024-10-18,251.1199951171875
2024-10-21,250.74000549316406
2024-10-22,248.25
2024-10-23,247.25
2024-10-24,246.8699951171875
2024-10-25,243.77999877929688
2024-10-28,244.30999755859375
2024-10-29,241.67999267578125
2024-10-30,243.0
2024-10-31,242.8300018310547
2024-11-01,242.72000122070312
2024-11-04,241.47999572753906
2024-11-05,248.07000732421875
2024-11-06,258.75
2024-11-07,255.27000427246094
2024-11-08,261.5199890136719
2024-11-11,259.8900146484375
2024-11-12,262.3399963378906
2024-11-13,261.3699951171875
2024-11-14,257.5
2024-11-15,255.77999877929688
2024-11-18,256.5199890136719
2024-11-19,254.50999450683594
2024-11-20,257.0199890136719
2024-11-21,263.44000244140625
