Date,PBR
2022-02-28,14.289999961853027
2022-03-01,14.680000305175781
2022-03-02,14.680000305175781
2022-03-03,14.800000190734863
2022-03-04,14.510000228881836
2022-03-07,13.359999656677246
2022-03-08,13.710000038146973
2022-03-09,13.859999656677246
2022-03-10,14.170000076293945
2022-03-11,13.760000228881836
2022-03-14,13.479999542236328
2022-03-15,13.069999694824219
2022-03-16,13.260000228881836
2022-03-17,13.020000457763672
2022-03-18,13.260000228881836
2022-03-21,13.800000190734863
2022-03-22,13.75
2022-03-23,14.1899995803833
2022-03-24,14.460000038146973
2022-03-25,14.6899995803833
2022-03-28,14.180000305175781
2022-03-29,14.489999771118164
2022-03-30,14.670000076293945
2022-03-31,14.800000190734863
2022-04-01,15.100000381469727
2022-04-04,15.149999618530273
2022-04-05,14.90999984741211
2022-04-06,14.779999732971191
2022-04-07,15.430000305175781
2022-04-08,15.6899995803833
2022-04-11,15.550000190734863
2022-04-12,15.65999984741211
2022-04-13,15.960000038146973
2022-04-14,14.710000038146973
2022-04-18,14.65999984741211
2022-04-19,14.899999618530273
2022-04-20,15.15999984741211
2022-04-21,14.579999923706055
2022-04-22,13.880000114440918
2022-04-25,13.630000114440918
2022-04-26,13.260000228881836
2022-04-27,13.3100004196167
2022-04-28,13.510000228881836
2022-04-29,13.569999694824219
2022-05-02,13.010000228881836
2022-05-03,13.3100004196167
2022-05-04,14.010000228881836
2022-05-05,13.649999618530273
2022-05-06,14.079999923706055
2022-05-09,13.239999771118164
2022-05-10,13.460000038146973
2022-05-11,14.079999923706055
2022-05-12,14.119999885559082
2022-05-13,14.510000228881836
2022-05-16,14.850000381469727
2022-05-17,15.15999984741211
2022-05-18,14.75
2022-05-19,15.069999694824219
2022-05-20,15.420000076293945
2022-05-23,16.260000228881836
2022-05-24,14.229999542236328
2022-05-25,14.550000190734863
2022-05-26,14.800000190734863
2022-05-27,14.260000228881836
2022-05-31,13.880000114440918
2022-06-01,13.829999923706055
2022-06-02,13.75
2022-06-03,14.180000305175781
2022-06-06,14.020000457763672
2022-06-07,13.899999618530273
2022-06-08,13.789999961853027
2022-06-09,13.510000228881836
2022-06-10,13.210000038146973
2022-06-13,12.59000015258789
2022-06-14,12.710000038146973
2022-06-15,12.760000228881836
2022-06-16,12.079999923706055
2022-06-17,11.609999656677246
2022-06-21,11.550000190734863
2022-06-22,11.449999809265137
2022-06-23,11.100000381469727
2022-06-24,10.949999809265137
2022-06-27,11.779999732971191
2022-06-28,11.890000343322754
2022-06-29,11.829999923706055
2022-06-30,11.680000305175781
2022-07-01,11.760000228881836
2022-07-05,11.34000015258789
2022-07-06,11.100000381469727
2022-07-07,11.5600004196167
2022-07-08,11.789999961853027
2022-07-11,11.550000190734863
2022-07-12,11.229999542236328
2022-07-13,11.34000015258789
2022-07-14,10.899999618530273
2022-07-15,11.229999542236328
2022-07-18,11.470000267028809
2022-07-19,11.65999984741211
2022-07-20,11.630000114440918
2022-07-21,11.470000267028809
2022-07-22,11.640000343322754
2022-07-25,12.390000343322754
2022-07-26,12.609999656677246
2022-07-27,12.949999809265137
2022-07-28,13.390000343322754
2022-07-29,14.279999732971191
2022-08-01,14.100000381469727
2022-08-02,13.84000015258789
2022-08-03,13.760000228881836
2022-08-04,14.149999618530273
2022-08-05,14.449999809265137
2022-08-08,15.34000015258789
2022-08-09,15.4399995803833
2022-08-10,15.539999961853027
2022-08-11,15.09000015258789
2022-08-12,13.619999885559082
2022-08-15,13.680000305175781
2022-08-16,13.729999542236328
2022-08-17,14.050000190734863
2022-08-18,14.210000038146973
2022-08-19,13.65999984741211
2022-08-22,13.930000305175781
2022-08-23,14.619999885559082
2022-08-24,14.6899995803833
2022-08-25,14.579999923706055
2022-08-26,14.739999771118164
2022-08-29,15.130000114440918
2022-08-30,14.229999542236328
2022-08-31,14.289999961853027
2022-09-01,14.4399995803833
2022-09-02,14.4399995803833
2022-09-06,13.739999771118164
2022-09-07,13.770000457763672
2022-09-08,13.630000114440918
2022-09-09,13.800000190734863
2022-09-12,13.899999618530273
2022-09-13,13.239999771118164
2022-09-14,13.420000076293945
2022-09-15,13.239999771118164
2022-09-16,13.100000381469727
2022-09-19,13.520000457763672
2022-09-20,13.539999961853027
2022-09-21,13.430000305175781
2022-09-22,13.819999694824219
2022-09-23,12.550000190734863
2022-09-26,12.15999984741211
2022-09-27,12.25
2022-09-28,12.260000228881836
2022-09-29,12.140000343322754
2022-09-30,12.34000015258789
2022-10-03,13.899999618530273
2022-10-04,13.670000076293945
2022-10-05,14.109999656677246
2022-10-06,14.510000228881836
2022-10-07,14.350000381469727
2022-10-10,14.239999771118164
2022-10-11,14.0
2022-10-12,13.890000343322754
2022-10-13,14.430000305175781
2022-10-14,13.949999809265137
2022-10-17,13.979999542236328
2022-10-18,14.350000381469727
2022-10-19,14.869999885559082
2022-10-20,15.4399995803833
2022-10-21,16.049999237060547
2022-10-24,14.1899995803833
2022-10-25,13.920000076293945
2022-10-26,13.529999732971191
2022-10-27,13.6899995803833
2022-10-28,13.449999809265137
2022-10-31,12.819999694824219
2022-11-01,13.029999732971191
2022-11-02,12.75
2022-11-03,13.050000190734863
2022-11-04,12.649999618530273
2022-11-07,11.859999656677246
2022-11-08,11.90999984741211
2022-11-09,11.600000381469727
2022-11-10,11.010000228881836
2022-11-11,11.5600004196167
2022-11-14,11.899999618530273
2022-11-15,11.970000267028809
2022-11-16,11.579999923706055
2022-11-17,11.460000038146973
2022-11-18,11.350000381469727
2022-11-21,11.399999618530273
2022-11-22,10.15999984741211
2022-11-23,10.140000343322754
2022-11-25,10.300000190734863
2022-11-28,10.539999961853027
2022-11-29,11.140000343322754
2022-11-30,11.6899995803833
2022-12-01,11.279999732971191
2022-12-02,11.399999618530273
2022-12-05,11.079999923706055
2022-12-06,11.09000015258789
2022-12-07,11.079999923706055
2022-12-08,10.779999732971191
2022-12-09,10.710000038146973
2022-12-12,10.329999923706055
2022-12-13,10.140000343322754
2022-12-14,9.140000343322754
2022-12-15,9.390000343322754
2022-12-16,9.369999885559082
2022-12-19,9.65999984741211
2022-12-20,9.989999771118164
2022-12-21,10.300000190734863
2022-12-22,10.5
2022-12-23,11.09000015258789
2022-12-27,10.850000381469727
2022-12-28,10.850000381469727
2022-12-29,10.680000305175781
2022-12-30,10.649999618530273
2023-01-03,9.5
2023-01-04,9.710000038146973
2023-01-05,10.130000114440918
2023-01-06,10.279999732971191
2023-01-09,10.239999771118164
