Date,NOC
2022-08-01,475.6300048828125
2022-08-02,481.04998779296875
2022-08-03,481.75
2022-08-04,478.0400085449219
2022-08-05,477.5899963378906
2022-08-08,470.04998779296875
2022-08-09,473.7300109863281
2022-08-10,473.1400146484375
2022-08-11,470.30999755859375
2022-08-12,479.5799865722656
2022-08-15,486.8699951171875
2022-08-16,485.5
2022-08-17,492.510009765625
2022-08-18,492.8800048828125
2022-08-19,490.75
2022-08-22,484.19000244140625
2022-08-23,482.8800048828125
2022-08-24,488.8900146484375
2022-08-25,494.4800109863281
2022-08-26,485.1300048828125
2022-08-29,485.80999755859375
2022-08-30,480.92999267578125
2022-08-31,477.989990234375
2022-09-01,480.32000732421875
2022-09-02,476.95001220703125
2022-09-06,479.739990234375
2022-09-07,487.7799987792969
2022-09-08,489.7300109863281
2022-09-09,491.4100036621094
2022-09-12,482.29998779296875
2022-09-13,468.92999267578125
2022-09-14,484.8800048828125
2022-09-15,485.0799865722656
2022-09-16,485.20001220703125
2022-09-19,488.07000732421875
2022-09-20,494.0
2022-09-21,492.8699951171875
2022-09-22,496.4599914550781
2022-09-23,478.82000732421875
2022-09-26,474.3699951171875
2022-09-27,474.1400146484375
2022-09-28,483.69000244140625
2022-09-29,470.4800109863281
2022-09-30,470.32000732421875
2022-10-03,485.7099914550781
2022-10-04,490.2799987792969
2022-10-05,484.45001220703125
2022-10-06,485.2300109863281
2022-10-07,496.0899963378906
2022-10-10,503.8299865722656
2022-10-11,507.30999755859375
2022-10-12,492.3800048828125
2022-10-13,501.44000244140625
2022-10-14,464.19000244140625
2022-10-17,475.0899963378906
2022-10-18,506.79998779296875
2022-10-19,510.9100036621094
2022-10-20,512.4400024414062
2022-10-21,522.6599731445312
2022-10-24,525.9600219726562
2022-10-25,526.75
2022-10-26,530.989990234375
2022-10-27,535.510009765625
2022-10-28,548.1099853515625
2022-10-31,549.010009765625
2022-11-01,535.8800048828125
2022-11-02,530.2999877929688
2022-11-03,525.510009765625
2022-11-04,522.77001953125
2022-11-07,534.77001953125
2022-11-08,540.9299926757812
2022-11-09,533.1400146484375
2022-11-10,531.5900268554688
2022-11-11,492.70001220703125
2022-11-14,481.739990234375
2022-11-15,500.7200012207031
2022-11-16,505.1300048828125
2022-11-17,518.8499755859375
2022-11-18,520.4199829101562
2022-11-21,527.8699951171875
2022-11-22,524.6500244140625
2022-11-23,522.3400268554688
2022-11-25,527.8300170898438
2022-11-28,524.8800048828125
2022-11-29,528.3499755859375
2022-11-30,533.2899780273438
2022-12-01,530.2999877929688
2022-12-02,545.5999755859375
2022-12-05,541.4299926757812
2022-12-06,531.8099975585938
2022-12-07,540.2100219726562
2022-12-08,540.5499877929688
2022-12-09,528.9400024414062
2022-12-12,535.1799926757812
2022-12-13,525.5900268554688
2022-12-14,531.780029296875
2022-12-15,528.489990234375
2022-12-16,529.8699951171875
2022-12-19,532.52001953125
2022-12-20,529.5700073242188
2022-12-21,538.7899780273438
2022-12-22,531.3699951171875
2022-12-23,534.77001953125
2022-12-27,541.1900024414062
2022-12-28,540.4099731445312
2022-12-29,542.0
2022-12-30,545.6099853515625
2023-01-03,540.3300170898438
2023-01-04,526.4500122070312
2023-01-05,528.52001953125
2023-01-06,521.4199829101562
2023-01-09,495.4100036621094
2023-01-10,495.7900085449219
2023-01-11,492.92999267578125
2023-01-12,487.9800109863281
2023-01-13,461.42999267578125
2023-01-17,455.57000732421875
2023-01-18,446.05999755859375
2023-01-19,442.30999755859375
2023-01-20,450.760009765625
2023-01-23,450.8699951171875
2023-01-24,459.30999755859375
2023-01-25,463.2900085449219
2023-01-26,443.4700012207031
2023-01-27,437.6499938964844
2023-01-30,439.2799987792969
2023-01-31,448.0400085449219
2023-02-01,442.5899963378906
2023-02-02,440.8599853515625
2023-02-03,440.6400146484375
2023-02-06,448.9599914550781
2023-02-07,452.1499938964844
2023-02-08,456.05999755859375
2023-02-09,453.8500061035156
2023-02-10,463.8599853515625
2023-02-13,464.2799987792969
2023-02-14,467.510009765625
2023-02-15,460.94000244140625
2023-02-16,465.3500061035156
2023-02-17,470.6300048828125
2023-02-21,473.95001220703125
2023-02-22,478.7300109863281
2023-02-23,476.260009765625
2023-02-24,470.9100036621094
2023-02-27,470.07000732421875
2023-02-28,464.1099853515625
2023-03-01,462.54998779296875
2023-03-02,468.2699890136719
2023-03-03,467.3800048828125
2023-03-06,470.2200012207031
2023-03-07,472.20001220703125
2023-03-08,465.25
2023-03-09,459.0400085449219
2023-03-10,459.7799987792969
2023-03-13,457.739990234375
2023-03-14,453.6600036621094
2023-03-15,448.8999938964844
2023-03-16,450.1499938964844
2023-03-17,443.6000061035156
2023-03-20,449.260009765625
2023-03-21,449.9800109863281
2023-03-22,443.6000061035156
2023-03-23,444.44000244140625
2023-03-24,455.25
2023-03-27,458.25
2023-03-28,459.0
2023-03-29,461.57000732421875
2023-03-30,460.9800109863281
2023-03-31,461.7200012207031
2023-04-03,469.19000244140625
2023-04-04,468.1000061035156
2023-04-05,470.9100036621094
2023-04-06,470.3900146484375
2023-04-10,476.5400085449219
2023-04-11,468.2699890136719
2023-04-12,472.7699890136719
2023-04-13,474.1600036621094
2023-04-14,472.57000732421875
2023-04-17,474.7900085449219
2023-04-18,479.4700012207031
2023-04-19,477.07000732421875
2023-04-20,474.17999267578125
2023-04-21,471.989990234375
2023-04-24,470.9200134277344
2023-04-25,465.4700012207031
2023-04-26,449.0899963378906
2023-04-27,457.67999267578125
2023-04-28,461.2699890136719
2023-05-01,462.7200012207031
2023-05-02,448.80999755859375
2023-05-03,443.7099914550781
2023-05-04,442.2300109863281
2023-05-05,446.80999755859375
2023-05-08,442.239990234375
2023-05-09,442.30999755859375
2023-05-10,443.0299987792969
2023-05-11,435.8500061035156
2023-05-12,438.760009765625
2023-05-15,439.3699951171875
2023-05-16,435.6300048828125
2023-05-17,447.3399963378906
2023-05-18,443.6000061035156
2023-05-19,443.30999755859375
2023-05-22,443.07000732421875
2023-05-23,443.0299987792969
2023-05-24,441.44000244140625
2023-05-25,433.510009765625
2023-05-26,438.32000732421875
2023-05-30,438.1600036621094
2023-05-31,435.489990234375
2023-06-01,438.510009765625
2023-06-02,443.8299865722656
2023-06-05,445.54998779296875
2023-06-06,448.1000061035156
2023-06-07,453.3500061035156
2023-06-08,455.4700012207031
2023-06-09,454.260009765625
2023-06-12,453.510009765625
2023-06-13,451.1499938964844
2023-06-14,447.8999938964844
2023-06-15,452.8699951171875
2023-06-16,458.3500061035156
2023-06-20,454.3399963378906
2023-06-21,462.4700012207031
2023-06-22,458.05999755859375
2023-06-23,454.04998779296875
2023-06-26,448.0199890136719
2023-06-27,448.44000244140625
2023-06-28,442.6600036621094
2023-06-29,451.2200012207031
2023-06-30,455.79998779296875
2023-07-03,458.1600036621094
2023-07-05,459.04998779296875
2023-07-06,455.9800109863281
2023-07-07,452.45001220703125
2023-07-10,452.5899963378906
2023-07-11,460.75
2023-07-12,453.3500061035156
2023-07-13,457.0299987792969
2023-07-14,450.6400146484375
2023-07-17,454.239990234375
2023-07-18,442.67999267578125
2023-07-19,442.2799987792969
2023-07-20,454.3599853515625
2023-07-21,453.4200134277344
2023-07-24,452.2099914550781
2023-07-25,457.19000244140625
2023-07-26,457.1600036621094
2023-07-27,445.30999755859375
2023-07-28,449.67999267578125
2023-07-31,445.0
2023-08-01,448.1499938964844
2023-08-02,447.4700012207031
2023-08-03,442.6099853515625
2023-08-04,438.5400085449219
2023-08-07,436.6600036621094
2023-08-08,432.8999938964844
2023-08-09,435.54998779296875
2023-08-10,430.2699890136719
2023-08-11,431.04998779296875
2023-08-14,429.45001220703125
2023-08-15,423.1700134277344
2023-08-16,427.2900085449219
2023-08-17,429.1700134277344
2023-08-18,430.1700134277344
2023-08-21,433.69000244140625
2023-08-22,437.7300109863281
2023-08-23,434.5199890136719
2023-08-24,432.17999267578125
2023-08-25,429.55999755859375
2023-08-28,431.1499938964844
2023-08-29,430.05999755859375
2023-08-30,434.79998779296875
2023-08-31,433.0899963378906
2023-09-01,435.6199951171875
2023-09-05,431.0799865722656
2023-09-06,423.6400146484375
2023-09-07,430.989990234375
2023-09-08,422.7200012207031
2023-09-11,425.0
2023-09-12,424.0799865722656
2023-09-13,426.30999755859375
2023-09-14,432.32000732421875
2023-09-15,433.489990234375
2023-09-18,440.5199890136719
2023-09-19,435.9700012207031
2023-09-20,440.17999267578125
2023-09-21,437.1099853515625
2023-09-22,424.8999938964844
2023-09-25,425.57000732421875
2023-09-26,426.5799865722656
2023-09-27,437.239990234375
2023-09-28,439.5
2023-09-29,440.19000244140625
2023-10-02,442.2200012207031
2023-10-03,434.30999755859375
2023-10-04,422.2900085449219
2023-10-05,420.07000732421875
2023-10-06,423.239990234375
2023-10-09,471.6099853515625
2023-10-10,465.1199951171875
2023-10-11,473.3699951171875
2023-10-12,477.30999755859375
2023-10-13,490.1499938964844
2023-10-16,489.07000732421875
2023-10-17,489.0
2023-10-18,490.760009765625
2023-10-19,489.94000244140625
2023-10-20,485.70001220703125
2023-10-23,480.6000061035156
2023-10-24,478.44000244140625
2023-10-25,483.260009765625
2023-10-26,477.7799987792969
2023-10-27,473.07000732421875
2023-10-30,468.67999267578125
2023-10-31,471.42999267578125
2023-11-01,468.260009765625
2023-11-02,475.7699890136719
2023-11-03,470.5799865722656
2023-11-06,471.0
2023-11-07,467.70001220703125
2023-11-08,460.4800109863281
2023-11-09,461.0899963378906
2023-11-10,463.2699890136719
2023-11-13,464.3800048828125
2023-11-14,466.8299865722656
2023-11-15,464.989990234375
2023-11-16,463.8800048828125
2023-11-17,464.1700134277344
2023-11-20,465.82000732421875
2023-11-21,471.07000732421875
2023-11-22,471.45001220703125
2023-11-24,471.5199890136719
2023-11-27,468.3900146484375
2023-11-28,470.0799865722656
2023-11-29,467.4100036621094
2023-11-30,475.1600036621094
2023-12-01,479.8399963378906
2023-12-04,480.3299865722656
2023-12-05,476.6099853515625
2023-12-06,480.2900085449219
2023-12-07,477.4800109863281
2023-12-08,476.25
2023-12-11,478.760009765625
2023-12-12,479.25
2023-12-13,485.010009765625
2023-12-14,463.6600036621094
2023-12-15,461.04998779296875
2023-12-18,465.4200134277344
2023-12-19,464.1600036621094
2023-12-20,457.1600036621094
2023-12-21,459.2200012207031
2023-12-22,463.1300048828125
2023-12-26,464.5
2023-12-27,464.2200012207031
2023-12-28,465.67999267578125
2023-12-29,468.1400146484375
2024-01-02,470.0899963378906
2024-01-03,474.8800048828125
2024-01-04,471.7300109863281
2024-01-05,469.8900146484375
2024-01-08,475.260009765625
2024-01-09,472.2300109863281
2024-01-10,471.95001220703125
2024-01-11,467.3399963378906
2024-01-12,481.0799865722656
2024-01-16,477.8999938964844
2024-01-17,473.8800048828125
2024-01-18,474.6300048828125
2024-01-19,470.4800109863281
2024-01-22,466.6199951171875
2024-01-23,467.9200134277344
2024-01-24,463.9200134277344
2024-01-25,434.54998779296875
2024-01-26,437.9599914550781
2024-01-29,438.30999755859375
2024-01-30,443.5
2024-01-31,446.760009765625
2024-02-01,446.2200012207031
2024-02-02,446.5799865722656
2024-02-05,442.2799987792969
2024-02-06,448.1700134277344
2024-02-07,453.8999938964844
2024-02-08,451.2200012207031
2024-02-09,454.9200134277344
2024-02-12,451.4700012207031
2024-02-13,446.1700134277344
2024-02-14,446.3699951171875
2024-02-15,450.0
2024-02-16,450.9599914550781
2024-02-20,453.9100036621094
2024-02-21,460.0
2024-02-22,457.04998779296875
2024-02-23,461.1000061035156
2024-02-26,459.3399963378906
2024-02-27,458.3599853515625
2024-02-28,458.95001220703125
2024-02-29,461.0199890136719
2024-03-01,454.8999938964844
2024-03-04,460.0799865722656
2024-03-05,458.260009765625
2024-03-06,461.07000732421875
2024-03-07,456.3999938964844
2024-03-08,459.5
2024-03-11,459.25
2024-03-12,458.8399963378906
2024-03-13,458.2300109863281
2024-03-14,460.8599853515625
2024-03-15,461.75
2024-03-18,462.3900146484375
2024-03-19,467.4800109863281
2024-03-20,470.75
2024-03-21,467.489990234375
2024-03-22,468.75
2024-03-25,469.32000732421875
2024-03-26,469.9100036621094
2024-03-27,477.3599853515625
2024-03-28,478.6600036621094
2024-04-01,471.3500061035156
2024-04-02,466.3599853515625
2024-04-03,457.010009765625
2024-04-04,459.4800109863281
2024-04-05,454.5
2024-04-08,456.3599853515625
2024-04-09,454.6600036621094
2024-04-10,457.9100036621094
2024-04-11,457.8299865722656
2024-04-12,456.1099853515625
2024-04-15,451.2900085449219
2024-04-16,450.3500061035156
2024-04-17,452.04998779296875
2024-04-18,452.5
2024-04-19,462.5799865722656
2024-04-22,470.9800109863281
2024-04-23,474.67999267578125
2024-04-24,474.57000732421875
2024-04-25,488.05999755859375
2024-04-26,480.45001220703125
2024-04-29,486.2200012207031
2024-04-30,485.0299987792969
2024-05-01,486.3699951171875
2024-05-02,475.0
2024-05-03,469.0899963378906
2024-05-06,468.8599853515625
2024-05-07,473.75
2024-05-08,471.6099853515625
2024-05-09,473.42999267578125
2024-05-10,474.79998779296875
2024-05-13,476.6499938964844
2024-05-14,474.07000732421875
2024-05-15,469.6499938964844
2024-05-16,470.69000244140625
2024-05-17,470.2200012207031
2024-05-20,468.94000244140625
2024-05-21,471.8999938964844
2024-05-22,474.69000244140625
2024-05-23,467.2099914550781
2024-05-24,466.42999267578125
2024-05-28,455.5
2024-05-29,446.3900146484375
2024-05-30,446.5199890136719
2024-05-31,450.7699890136719
2024-06-03,449.3299865722656
2024-06-04,448.3900146484375
2024-06-05,442.3699951171875
2024-06-06,444.7799987792969
2024-06-07,440.0400085449219
2024-06-10,435.7699890136719
2024-06-11,429.82000732421875
2024-06-12,427.1499938964844
2024-06-13,423.4200134277344
2024-06-14,424.0899963378906
2024-06-17,429.7799987792969
2024-06-18,425.8299865722656
2024-06-20,434.4800109863281
2024-06-21,432.0899963378906
2024-06-24,430.6700134277344
2024-06-25,428.4800109863281
2024-06-26,431.489990234375
2024-06-27,434.9100036621094
2024-06-28,435.95001220703125
2024-07-01,435.0
2024-07-02,437.3699951171875
2024-07-03,437.0899963378906
2024-07-05,434.7300109863281
2024-07-08,430.25
2024-07-09,423.7300109863281
2024-07-10,426.239990234375
2024-07-11,432.0199890136719
2024-07-12,432.239990234375
2024-07-15,431.9200134277344
2024-07-16,435.1600036621094
2024-07-17,440.1700134277344
2024-07-18,439.6099853515625
2024-07-19,437.94000244140625
2024-07-22,438.1000061035156
2024-07-23,442.29998779296875
2024-07-24,442.1199951171875
2024-07-25,470.57000732421875
2024-07-26,480.29998779296875
2024-07-29,477.2900085449219
2024-07-30,486.7300109863281
2024-07-31,484.32000732421875
2024-08-01,493.3599853515625
2024-08-02,494.54998779296875
2024-08-05,492.6300048828125
2024-08-06,486.5299987792969
2024-08-07,489.75
2024-08-08,491.32000732421875
2024-08-09,494.3399963378906
2024-08-12,501.6600036621094
2024-08-13,502.3800048828125
2024-08-14,505.0
2024-08-15,503.70001220703125
2024-08-16,506.6600036621094
2024-08-19,504.8699951171875
2024-08-20,508.0400085449219
2024-08-21,506.8599853515625
2024-08-22,509.6300048828125
2024-08-23,509.3399963378906
2024-08-26,512.0
2024-08-27,512.4400024414062
2024-08-28,513.5599975585938
2024-08-29,519.3499755859375
2024-08-30,523.2100219726562
2024-09-03,522.6900024414062
2024-09-04,523.6799926757812
2024-09-05,519.3900146484375
2024-09-06,515.0
2024-09-09,524.2100219726562
2024-09-10,519.969970703125
2024-09-11,515.9299926757812
2024-09-12,518.5399780273438
2024-09-13,519.780029296875
2024-09-16,521.27001953125
2024-09-17,520.75
2024-09-18,521.6300048828125
2024-09-19,522.260009765625
2024-09-20,525.1300048828125
2024-09-23,533.1400146484375
2024-09-24,529.8599853515625
2024-09-25,528.1099853515625
2024-09-26,524.3099975585938
2024-09-27,526.7899780273438
2024-09-30,528.0700073242188
2024-10-01,543.8800048828125
2024-10-02,538.8699951171875
2024-10-03,537.5800170898438
2024-10-04,536.739990234375
2024-10-07,533.969970703125
2024-10-08,532.6500244140625
2024-10-09,532.22998046875
2024-10-10,527.0900268554688
2024-10-11,528.7000122070312
2024-10-14,534.0700073242188
2024-10-15,526.9299926757812
2024-10-16,531.4299926757812
2024-10-17,527.969970703125
2024-10-18,530.7899780273438
2024-10-21,529.6500244140625
2024-10-22,520.2000122070312
2024-10-23,516.4000244140625
2024-10-24,523.6799926757812
2024-10-25,519.3499755859375
2024-10-28,512.1500244140625
2024-10-29,504.04998779296875
2024-10-30,505.3399963378906
2024-10-31,509.0199890136719
2024-11-01,506.95001220703125
2024-11-04,507.44000244140625
2024-11-05,512.9000244140625
2024-11-06,523.1400146484375
2024-11-07,520.5800170898438
2024-11-08,528.989990234375
2024-11-11,533.7000122070312
2024-11-12,531.3900146484375
2024-11-13,520.4199829101562
2024-11-14,500.3399963378906
2024-11-15,493.989990234375
2024-11-18,488.67999267578125
2024-11-19,491.0199890136719
2024-11-20,491.9800109863281
2024-11-21,496.4100036621094
