Date,CNQ
2022-02-28,27.34084129333496
2022-03-01,27.41919708251953
2022-03-02,28.21743392944336
2022-03-03,27.992164611816406
2022-03-04,28.883447647094727
2022-03-07,29.182174682617188
2022-03-08,29.24094009399414
2022-03-09,28.364349365234375
2022-03-10,29.49069595336914
2022-03-11,29.818805694580078
2022-03-14,28.330068588256836
2022-03-15,28.31048011779785
2022-03-16,28.81488609313965
2022-03-17,30.029382705688477
2022-03-18,29.750244140625
2022-03-21,30.64152717590332
2022-03-22,30.235063552856445
2022-03-23,30.97453498840332
2022-03-24,30.85700225830078
2022-03-25,31.204700469970703
2022-03-28,30.499509811401367
2022-03-29,30.50440788269043
2022-03-30,30.714984893798828
2022-03-31,30.35259437561035
2022-04-01,30.881488800048828
2022-04-04,31.34671974182129
2022-04-05,30.656219482421875
2022-04-06,30.489715576171875
2022-04-07,30.881488800048828
2022-04-08,31.474044799804688
2022-04-11,30.582761764526367
2022-04-12,31.57198715209961
2022-04-13,32.051910400390625
2022-04-14,32.21351623535156
2022-04-18,32.904014587402344
2022-04-19,32.77669143676758
2022-04-20,33.68266296386719
2022-04-21,32.394710540771484
2022-04-22,31.27815818786621
2022-04-25,30.03917694091797
2022-04-26,29.69637680053711
2022-04-27,30.13711929321289
2022-04-28,30.67091178894043
2022-04-29,30.29872703552246
2022-05-02,29.990205764770508
2022-05-03,31.243879318237305
2022-05-04,32.144954681396484
2022-05-05,31.248775482177734
2022-05-06,31.199804306030273
2022-05-09,28.68266487121582
2022-05-10,28.623897552490234
2022-05-11,28.64348793029785
2022-05-12,28.202741622924805
2022-05-13,29.78942108154297
2022-05-16,30.827619552612305
2022-05-17,30.871694564819336
2022-05-18,29.946130752563477
2022-05-19,30.264446258544922
2022-05-20,30.284034729003906
2022-05-23,31.469148635864258
2022-05-24,31.51811981201172
2022-05-25,31.836435317993164
2022-05-26,32.20372009277344
2022-05-27,32.77669143676758
2022-05-31,32.48286056518555
2022-06-01,33.06562042236328
2022-06-02,33.374141693115234
2022-06-03,33.13908004760742
2022-06-06,32.727718353271484
2022-06-07,33.614105224609375
2022-06-08,33.457393646240234
2022-06-09,32.63956832885742
2022-06-10,31.758079528808594
2022-06-13,30.16650390625
2022-06-14,29.652301788330078
2022-06-15,29.32419204711914
2022-06-16,27.272281646728516
2022-06-17,25.695396423339844
2022-06-21,26.90989112854004
2022-06-22,25.489715576171875
2022-06-23,24.36826515197754
2022-06-24,24.74045181274414
2022-06-27,26.126346588134766
2022-06-28,27.32125473022461
2022-06-29,26.61606216430664
2022-06-30,26.287952423095703
2022-07-01,26.82174301147461
2022-07-05,25.13711929321289
2022-07-06,23.64348793029785
2022-07-07,24.417238235473633
2022-07-08,24.172380447387695
2022-07-11,23.996082305908203
2022-07-12,23.46718978881836
2022-07-13,23.285993576049805
2022-07-14,22.83055877685547
2022-07-15,23.163564682006836
2022-07-18,23.90303611755371
2022-07-19,24.500490188598633
2022-07-20,25.0
2022-07-21,24.725759506225586
2022-07-22,24.387855529785156
2022-07-25,25.235063552856445
2022-07-26,24.91185188293457
2022-07-27,25.739471435546875
2022-07-28,26.10675811767578
2022-07-29,27.03232192993164
2022-08-01,26.542604446411133
2022-08-02,26.469148635864258
2022-08-03,25.528892517089844
2022-08-04,24.931440353393555
2022-08-05,25.46523094177246
2022-08-08,25.705190658569336
2022-08-09,25.80313491821289
2022-08-10,26.376102447509766
2022-08-11,27.345739364624023
2022-08-12,27.566112518310547
2022-08-15,26.807052612304688
2022-08-16,26.60626792907715
2022-08-17,26.714006423950195
2022-08-18,27.41919708251953
2022-08-19,27.267385482788086
2022-08-22,27.329999923706055
2022-08-23,28.065000534057617
2022-08-24,28.299999237060547
2022-08-25,28.895000457763672
2022-08-26,28.450000762939453
2022-08-29,28.9950008392334
2022-08-30,27.760000228881836
2022-08-31,27.405000686645508
2022-09-01,26.96500015258789
2022-09-02,27.510000228881836
2022-09-06,26.889999389648438
2022-09-07,26.274999618530273
2022-09-08,26.565000534057617
2022-09-09,27.600000381469727
2022-09-12,28.1299991607666
2022-09-13,27.405000686645508
2022-09-14,28.05500030517578
2022-09-15,27.049999237060547
2022-09-16,26.954999923706055
2022-09-19,26.950000762939453
2022-09-20,26.604999542236328
2022-09-21,25.844999313354492
2022-09-22,25.385000228881836
2022-09-23,23.450000762939453
2022-09-26,22.389999389648438
2022-09-27,22.625
2022-09-28,23.28499984741211
2022-09-29,23.364999771118164
2022-09-30,23.28499984741211
2022-10-03,25.079999923706055
2022-10-04,26.770000457763672
2022-10-05,26.895000457763672
2022-10-06,27.0049991607666
2022-10-07,27.434999465942383
2022-10-10,26.854999542236328
2022-10-11,26.395000457763672
2022-10-12,26.21500015258789
2022-10-13,27.315000534057617
2022-10-14,26.46500015258789
2022-10-17,26.764999389648438
2022-10-18,26.594999313354492
2022-10-19,27.665000915527344
2022-10-20,28.334999084472656
2022-10-21,29.325000762939453
2022-10-24,29.315000534057617
2022-10-25,29.690000534057617
2022-10-26,30.065000534057617
2022-10-27,30.030000686645508
2022-10-28,29.920000076293945
2022-10-31,29.969999313354492
2022-11-01,30.18000030517578
2022-11-02,29.950000762939453
2022-11-03,30.0049991607666
2022-11-04,30.584999084472656
2022-11-07,30.59000015258789
2022-11-08,30.385000228881836
2022-11-09,29.415000915527344
2022-11-10,30.469999313354492
2022-11-11,30.959999084472656
2022-11-14,30.440000534057617
2022-11-15,31.170000076293945
2022-11-16,30.3700008392334
2022-11-17,30.049999237060547
2022-11-18,29.860000610351562
2022-11-21,29.71500015258789
2022-11-22,30.389999389648438
2022-11-23,29.985000610351562
2022-11-25,30.079999923706055
2022-11-28,29.524999618530273
2022-11-29,29.725000381469727
2022-11-30,29.860000610351562
2022-12-01,29.885000228881836
2022-12-02,29.979999542236328
2022-12-05,28.565000534057617
2022-12-06,27.709999084472656
2022-12-07,27.485000610351562
2022-12-08,27.434999465942383
2022-12-09,27.290000915527344
2022-12-12,27.55500030517578
2022-12-13,28.21500015258789
2022-12-14,27.989999771118164
2022-12-15,27.204999923706055
2022-12-16,26.219999313354492
2022-12-19,26.584999084472656
2022-12-20,26.934999465942383
2022-12-21,27.510000228881836
2022-12-22,26.670000076293945
2022-12-23,27.915000915527344
2022-12-27,28.30500030517578
2022-12-28,27.204999923706055
2022-12-29,27.885000228881836
2022-12-30,27.764999389648438
2023-01-03,26.079999923706055
2023-01-04,26.139999389648438
2023-01-05,26.0
2023-01-06,27.264999389648438
2023-01-09,27.59000015258789
2023-01-10,27.69499969482422
2023-01-11,27.829999923706055
2023-01-12,28.469999313354492
2023-01-13,28.665000915527344
2023-01-17,29.219999313354492
2023-01-18,29.1299991607666
2023-01-19,29.729999542236328
2023-01-20,30.174999237060547
2023-01-23,30.540000915527344
2023-01-24,30.274999618530273
2023-01-25,29.799999237060547
2023-01-26,30.424999237060547
2023-01-27,31.065000534057617
2023-01-30,30.21500015258789
2023-01-31,30.719999313354492
2023-02-01,29.600000381469727
2023-02-02,28.93000030517578
2023-02-03,28.950000762939453
2023-02-06,28.8799991607666
2023-02-07,29.594999313354492
2023-02-08,29.65999984741211
2023-02-09,29.459999084472656
2023-02-10,30.30500030517578
2023-02-13,30.540000915527344
2023-02-14,30.110000610351562
2023-02-15,29.71500015258789
2023-02-16,29.235000610351562
2023-02-17,27.850000381469727
2023-02-21,27.594999313354492
2023-02-22,27.469999313354492
2023-02-23,27.889999389648438
2023-02-24,28.299999237060547
2023-02-27,28.545000076293945
2023-02-28,28.2549991607666
2023-03-01,28.979999542236328
2023-03-02,29.450000762939453
2023-03-03,30.139999389648438
2023-03-06,29.795000076293945
2023-03-07,28.860000610351562
2023-03-08,28.895000457763672
2023-03-09,28.674999237060547
2023-03-10,28.209999084472656
