Date,TME
2022-02-28,5.389999866485596
2022-03-01,5.300000190734863
2022-03-02,5.230000019073486
2022-03-03,4.820000171661377
2022-03-04,4.570000171661377
2022-03-07,4.340000152587891
2022-03-08,4.349999904632568
2022-03-09,4.420000076293945
2022-03-10,3.950000047683716
2022-03-11,3.440000057220459
2022-03-14,3.119999885559082
2022-03-15,3.5799999237060547
2022-03-16,4.630000114440918
2022-03-17,4.190000057220459
2022-03-18,5.059999942779541
2022-03-21,4.650000095367432
2022-03-22,5.099999904632568
2022-03-23,5.369999885559082
2022-03-24,5.21999979019165
2022-03-25,4.960000038146973
2022-03-28,5.21999979019165
2022-03-29,5.210000038146973
2022-03-30,4.980000019073486
2022-03-31,4.869999885559082
2022-04-01,5.0
2022-04-04,5.360000133514404
2022-04-05,5.190000057220459
2022-04-06,5.059999942779541
2022-04-07,4.78000020980835
2022-04-08,4.909999847412109
2022-04-11,4.960000038146973
2022-04-12,4.880000114440918
2022-04-13,5.019999980926514
2022-04-14,4.909999847412109
2022-04-18,4.510000228881836
2022-04-19,4.559999942779541
2022-04-20,4.340000152587891
2022-04-21,4.159999847412109
2022-04-22,4.079999923706055
2022-04-25,4.119999885559082
2022-04-26,4.050000190734863
2022-04-27,4.010000228881836
2022-04-28,4.070000171661377
2022-04-29,4.25
2022-05-02,4.460000038146973
2022-05-03,4.440000057220459
2022-05-04,4.550000190734863
2022-05-05,4.239999771118164
2022-05-06,4.019999980926514
2022-05-09,3.799999952316284
2022-05-10,3.8299999237060547
2022-05-11,3.7200000286102295
2022-05-12,3.890000104904175
2022-05-13,4.099999904632568
2022-05-16,4.150000095367432
2022-05-17,4.090000152587891
2022-05-18,4.059999942779541
2022-05-19,4.059999942779541
2022-05-20,4.070000171661377
2022-05-23,3.9800000190734863
2022-05-24,3.6700000762939453
2022-05-25,3.740000009536743
2022-05-26,4.059999942779541
2022-05-27,4.090000152587891
2022-05-31,4.179999828338623
2022-06-01,4.110000133514404
2022-06-02,4.25
2022-06-03,4.070000171661377
2022-06-06,4.260000228881836
2022-06-07,4.460000038146973
2022-06-08,4.699999809265137
2022-06-09,4.449999809265137
2022-06-10,4.389999866485596
2022-06-13,4.28000020980835
2022-06-14,4.489999771118164
2022-06-15,4.539999961853027
2022-06-16,4.429999828338623
2022-06-17,4.53000020980835
2022-06-21,4.679999828338623
2022-06-22,4.829999923706055
2022-06-23,4.789999961853027
2022-06-24,4.960000038146973
2022-06-27,4.809999942779541
2022-06-28,5.059999942779541
2022-06-29,5.070000171661377
2022-06-30,5.019999980926514
2022-07-01,5.239999771118164
2022-07-05,5.349999904632568
2022-07-06,4.96999979019165
2022-07-07,5.099999904632568
2022-07-08,4.809999942779541
2022-07-11,4.46999979019165
2022-07-12,4.46999979019165
2022-07-13,4.440000057220459
2022-07-14,4.260000228881836
2022-07-15,4.340000152587891
2022-07-18,4.440000057220459
2022-07-19,4.599999904632568
2022-07-20,4.539999961853027
2022-07-21,4.670000076293945
2022-07-22,4.489999771118164
2022-07-25,4.570000171661377
2022-07-26,4.449999809265137
2022-07-27,4.590000152587891
2022-07-28,4.5
2022-07-29,4.210000038146973
2022-08-01,3.859999895095825
2022-08-02,4.0
2022-08-03,4.190000057220459
2022-08-04,4.260000228881836
2022-08-05,4.269999980926514
2022-08-08,4.25
2022-08-09,4.099999904632568
2022-08-10,4.139999866485596
2022-08-11,4.400000095367432
2022-08-12,4.409999847412109
2022-08-15,4.670000076293945
2022-08-16,4.789999961853027
2022-08-17,4.610000133514404
2022-08-18,4.599999904632568
2022-08-19,4.460000038146973
2022-08-22,4.460000038146973
2022-08-23,4.400000095367432
2022-08-24,4.730000019073486
2022-08-25,4.989999771118164
2022-08-26,5.059999942779541
2022-08-29,4.929999828338623
2022-08-30,4.809999942779541
2022-08-31,5.110000133514404
2022-09-01,5.139999866485596
2022-09-02,5.059999942779541
2022-09-06,4.670000076293945
2022-09-07,4.75
2022-09-08,4.550000190734863
2022-09-09,4.769999980926514
2022-09-12,5.070000171661377
2022-09-13,4.760000228881836
2022-09-14,4.78000020980835
2022-09-15,4.829999923706055
2022-09-16,4.570000171661377
2022-09-19,4.610000133514404
2022-09-20,4.579999923706055
2022-09-21,4.300000190734863
2022-09-22,4.230000019073486
2022-09-23,4.150000095367432
2022-09-26,4.150000095367432
2022-09-27,3.950000047683716
2022-09-28,4.150000095367432
2022-09-29,4.010000228881836
2022-09-30,4.059999942779541
2022-10-03,4.159999847412109
2022-10-04,4.480000019073486
2022-10-05,4.449999809265137
2022-10-06,4.400000095367432
2022-10-07,4.25
2022-10-10,4.039999961853027
2022-10-11,3.9600000381469727
2022-10-12,3.9200000762939453
2022-10-13,3.940000057220459
2022-10-14,3.8299999237060547
2022-10-17,3.9700000286102295
2022-10-18,3.9600000381469727
2022-10-19,3.809999942779541
2022-10-20,3.8299999237060547
2022-10-21,3.8299999237060547
2022-10-24,3.640000104904175
2022-10-25,3.6600000858306885
2022-10-26,3.819999933242798
2022-10-27,3.759999990463257
2022-10-28,3.6700000762939453
2022-10-31,3.609999895095825
2022-11-01,3.759999990463257
2022-11-02,3.740000009536743
2022-11-03,3.7899999618530273
2022-11-04,3.9700000286102295
2022-11-07,3.9700000286102295
2022-11-08,3.890000104904175
2022-11-09,3.6600000858306885
2022-11-10,3.869999885559082
2022-11-11,4.409999847412109
2022-11-14,4.449999809265137
2022-11-15,5.809999942779541
2022-11-16,5.269999980926514
2022-11-17,5.960000038146973
2022-11-18,5.579999923706055
2022-11-21,5.559999942779541
2022-11-22,5.760000228881836
2022-11-23,6.0
2022-11-25,5.78000020980835
2022-11-28,6.21999979019165
2022-11-29,6.599999904632568
2022-11-30,7.010000228881836
2022-12-01,6.940000057220459
2022-12-02,7.400000095367432
2022-12-05,7.389999866485596
2022-12-06,7.619999885559082
2022-12-07,7.340000152587891
2022-12-08,8.029999732971191
2022-12-09,8.210000038146973
2022-12-12,7.690000057220459
2022-12-13,7.829999923706055
2022-12-14,7.949999809265137
2022-12-15,7.670000076293945
2022-12-16,7.889999866485596
2022-12-19,8.170000076293945
2022-12-20,7.900000095367432
2022-12-21,8.479999542236328
2022-12-22,8.300000190734863
2022-12-23,8.0600004196167
2022-12-27,8.470000267028809
2022-12-28,7.949999809265137
2022-12-29,8.390000343322754
2022-12-30,8.279999732971191
2023-01-03,8.600000381469727
2023-01-04,9.180000305175781
2023-01-05,8.880000114440918
2023-01-06,8.739999771118164
2023-01-09,8.699999809265137
2023-01-10,8.739999771118164
2023-01-11,8.489999771118164
2023-01-12,8.550000190734863
2023-01-13,8.989999771118164
2023-01-17,8.489999771118164
2023-01-18,8.260000228881836
2023-01-19,8.229999542236328
2023-01-20,8.369999885559082
2023-01-23,8.479999542236328
2023-01-24,8.5600004196167
2023-01-25,8.59000015258789
2023-01-26,9.0
2023-01-27,8.670000076293945
2023-01-30,8.319999694824219
2023-01-31,8.390000343322754
2023-02-01,8.869999885559082
2023-02-02,8.890000343322754
2023-02-03,8.420000076293945
2023-02-06,8.25
2023-02-07,8.399999618530273
2023-02-08,8.34000015258789
2023-02-09,8.550000190734863
2023-02-10,8.100000381469727
2023-02-13,8.539999961853027
2023-02-14,8.369999885559082
2023-02-15,8.449999809265137
2023-02-16,8.270000457763672
2023-02-17,8.010000228881836
2023-02-21,7.769999980926514
2023-02-22,7.900000095367432
2023-02-23,7.760000228881836
2023-02-24,7.590000152587891
2023-02-27,7.670000076293945
2023-02-28,7.539999961853027
2023-03-01,8.010000228881836
2023-03-02,8.170000076293945
2023-03-03,8.130000114440918
2023-03-06,7.949999809265137
2023-03-07,7.710000038146973
2023-03-08,7.610000133514404
2023-03-09,7.429999828338623
2023-03-10,7.519999980926514
2023-03-13,7.619999885559082
2023-03-14,7.760000228881836
2023-03-15,7.53000020980835
2023-03-16,7.840000152587891
2023-03-17,7.849999904632568
2023-03-20,7.860000133514404
2023-03-21,7.139999866485596
2023-03-22,7.179999828338623
2023-03-23,7.590000152587891
2023-03-24,7.659999847412109
2023-03-27,7.710000038146973
2023-03-28,8.050000190734863
2023-03-29,8.300000190734863
2023-03-30,8.479999542236328
2023-03-31,8.279999732971191
2023-04-03,8.050000190734863
2023-04-04,7.889999866485596
2023-04-05,7.590000152587891
2023-04-06,7.610000133514404
2023-04-10,7.480000019073486
2023-04-11,7.559999942779541
2023-04-12,7.389999866485596
2023-04-13,7.659999847412109
2023-04-14,7.599999904632568
2023-04-17,8.029999732971191
2023-04-18,8.130000114440918
2023-04-19,7.900000095367432
2023-04-20,7.909999847412109
2023-04-21,7.630000114440918
2023-04-24,7.360000133514404
2023-04-25,7.0
2023-04-26,7.090000152587891
2023-04-27,7.300000190734863
2023-04-28,7.409999847412109
2023-05-01,7.21999979019165
2023-05-02,6.960000038146973
2023-05-03,7.079999923706055
2023-05-04,7.309999942779541
2023-05-05,7.309999942779541
2023-05-08,7.309999942779541
2023-05-09,6.940000057220459
2023-05-10,7.0
2023-05-11,7.46999979019165
2023-05-12,7.28000020980835
2023-05-15,7.960000038146973
2023-05-16,7.670000076293945
2023-05-17,8.3100004196167
2023-05-18,8.0
2023-05-19,7.809999942779541
2023-05-22,7.639999866485596
2023-05-23,7.369999885559082
2023-05-24,7.5
2023-05-25,7.269999980926514
2023-05-26,7.400000095367432
2023-05-30,6.920000076293945
2023-05-31,6.940000057220459
2023-06-01,7.329999923706055
2023-06-02,7.519999980926514
2023-06-05,7.480000019073486
2023-06-06,7.679999828338623
2023-06-07,7.619999885559082
2023-06-08,7.630000114440918
2023-06-09,7.78000020980835
2023-06-12,7.78000020980835
2023-06-13,7.920000076293945
2023-06-14,8.350000381469727
2023-06-15,8.329999923706055
2023-06-16,8.029999732971191
2023-06-20,7.539999961853027
2023-06-21,7.679999828338623
2023-06-22,7.659999847412109
2023-06-23,7.449999809265137
2023-06-26,7.440000057220459
2023-06-27,7.650000095367432
2023-06-28,7.550000190734863
2023-06-29,7.380000114440918
2023-06-30,7.380000114440918
2023-07-03,7.519999980926514
2023-07-05,7.260000228881836
2023-07-06,7.210000038146973
2023-07-07,7.25
2023-07-10,7.309999942779541
2023-07-11,7.53000020980835
2023-07-12,7.789999961853027
2023-07-13,7.900000095367432
2023-07-14,7.590000152587891
2023-07-17,7.380000114440918
2023-07-18,7.010000228881836
2023-07-19,7.019999980926514
2023-07-20,6.800000190734863
2023-07-21,6.739999771118164
2023-07-24,6.880000114440918
2023-07-25,6.610000133514404
2023-07-26,6.489999771118164
2023-07-27,6.349999904632568
2023-07-28,7.130000114440918
2023-07-31,6.989999771118164
2023-08-01,6.690000057220459
2023-08-02,6.369999885559082
2023-08-03,6.53000020980835
2023-08-04,6.440000057220459
2023-08-07,6.239999771118164
2023-08-08,6.300000190734863
2023-08-09,6.300000190734863
2023-08-10,6.239999771118164
2023-08-11,6.090000152587891
2023-08-14,6.150000095367432
2023-08-15,6.190000057220459
2023-08-16,6.400000095367432
2023-08-17,6.769999980926514
2023-08-18,6.53000020980835
2023-08-21,6.5
2023-08-22,6.389999866485596
2023-08-23,6.409999847412109
2023-08-24,6.510000228881836
2023-08-25,6.480000019073486
2023-08-28,6.889999866485596
2023-08-29,6.920000076293945
2023-08-30,6.860000133514404
2023-08-31,6.820000171661377
2023-09-01,7.019999980926514
2023-09-05,6.900000095367432
2023-09-06,6.860000133514404
2023-09-07,6.670000076293945
2023-09-08,6.630000114440918
2023-09-11,6.5
2023-09-12,6.369999885559082
2023-09-13,6.28000020980835
2023-09-14,6.320000171661377
2023-09-15,6.320000171661377
2023-09-18,6.329999923706055
2023-09-19,6.21999979019165
2023-09-20,6.119999885559082
2023-09-21,6.019999980926514
2023-09-22,6.28000020980835
2023-09-25,6.300000190734863
2023-09-26,6.25
2023-09-27,6.28000020980835
2023-09-28,6.230000019073486
2023-09-29,6.380000114440918
2023-10-02,6.340000152587891
2023-10-03,6.190000057220459
2023-10-04,6.179999828338623
2023-10-05,6.199999809265137
2023-10-06,6.409999847412109
2023-10-09,6.380000114440918
2023-10-10,6.679999828338623
2023-10-11,6.789999961853027
2023-10-12,6.699999809265137
2023-10-13,6.550000190734863
2023-10-16,6.940000057220459
2023-10-17,6.760000228881836
2023-10-18,6.840000152587891
2023-10-19,6.730000019073486
2023-10-20,6.650000095367432
2023-10-23,6.789999961853027
2023-10-24,7.139999866485596
2023-10-25,6.889999866485596
2023-10-26,7.119999885559082
2023-10-27,7.130000114440918
2023-10-30,7.300000190734863
2023-10-31,7.260000228881836
2023-11-01,7.210000038146973
2023-11-02,7.260000228881836
2023-11-03,7.489999771118164
2023-11-06,7.510000228881836
2023-11-07,7.420000076293945
2023-11-08,7.53000020980835
2023-11-09,7.449999809265137
2023-11-10,7.369999885559082
2023-11-13,7.429999828338623
2023-11-14,7.659999847412109
2023-11-15,8.25
2023-11-16,8.470000267028809
2023-11-17,8.369999885559082
2023-11-20,8.9399995803833
2023-11-21,8.6899995803833
2023-11-22,8.470000267028809
2023-11-24,8.600000381469727
2023-11-27,8.399999618530273
2023-11-28,8.399999618530273
2023-11-29,8.329999923706055
2023-11-30,8.510000228881836
2023-12-01,8.430000305175781
2023-12-04,8.289999961853027
2023-12-05,8.100000381469727
2023-12-06,8.050000190734863
2023-12-07,8.09000015258789
2023-12-08,8.220000267028809
2023-12-11,8.380000114440918
2023-12-12,8.9399995803833
2023-12-13,8.979999542236328
2023-12-14,9.020000457763672
2023-12-15,8.880000114440918
2023-12-18,8.75
2023-12-19,8.770000457763672
2023-12-20,8.569999694824219
2023-12-21,8.859999656677246
2023-12-22,8.510000228881836
2023-12-26,8.619999885559082
2023-12-27,8.569999694824219
2023-12-28,8.729999542236328
2023-12-29,9.010000228881836
2024-01-02,8.729999542236328
2024-01-03,8.880000114440918
2024-01-04,9.029999732971191
2024-01-05,8.869999885559082
2024-01-08,8.770000457763672
2024-01-09,8.8100004196167
2024-01-10,9.039999961853027
2024-01-11,9.430000305175781
2024-01-12,9.390000343322754
2024-01-16,9.010000228881836
2024-01-17,8.710000038146973
2024-01-18,8.75
2024-01-19,8.510000228881836
2024-01-22,8.420000076293945
2024-01-23,8.579999923706055
2024-01-24,8.9399995803833
2024-01-25,8.90999984741211
2024-01-26,9.020000457763672
2024-01-29,9.09000015258789
2024-01-30,9.050000190734863
2024-01-31,9.399999618530273
2024-02-01,9.260000228881836
2024-02-02,9.0600004196167
2024-02-05,9.260000228881836
2024-02-06,9.800000190734863
2024-02-07,9.65999984741211
2024-02-08,9.489999771118164
2024-02-09,9.670000076293945
2024-02-12,9.869999885559082
2024-02-13,9.630000114440918
2024-02-14,10.180000305175781
2024-02-15,10.3100004196167
2024-02-16,10.119999885559082
2024-02-20,9.920000076293945
2024-02-21,10.140000343322754
2024-02-22,10.289999961853027
2024-02-23,10.229999542236328
2024-02-26,10.420000076293945
2024-02-27,10.40999984741211
2024-02-28,10.25
2024-02-29,10.470000267028809
2024-03-01,10.390000343322754
2024-03-04,10.079999923706055
2024-03-05,9.460000038146973
2024-03-06,9.619999885559082
2024-03-07,10.359999656677246
2024-03-08,10.529999732971191
2024-03-11,10.350000381469727
2024-03-12,10.649999618530273
2024-03-13,10.569999694824219
2024-03-14,10.449999809265137
2024-03-15,10.329999923706055
2024-03-18,10.380000114440918
2024-03-19,11.039999961853027
2024-03-20,11.6899995803833
2024-03-21,11.399999618530273
2024-03-22,10.949999809265137
2024-03-25,11.149999618530273
2024-03-26,11.069999694824219
2024-03-27,11.0600004196167
2024-03-28,11.1899995803833
2024-04-01,11.119999885559082
2024-04-02,11.279999732971191
2024-04-03,11.40999984741211
2024-04-04,11.210000038146973
2024-04-05,11.649999618530273
2024-04-08,11.59000015258789
2024-04-09,11.84000015258789
2024-04-10,11.850000381469727
2024-04-11,11.899999618530273
2024-04-12,11.369999885559082
2024-04-15,11.239999771118164
2024-04-16,11.25
2024-04-17,11.270000457763672
2024-04-18,11.579999923706055
2024-04-19,11.359999656677246
2024-04-22,11.760000228881836
2024-04-23,12.319999694824219
2024-04-24,12.529999732971191
2024-04-25,12.680000305175781
2024-04-26,12.880000114440918
2024-04-29,12.899999618530273
2024-04-30,12.550000190734863
2024-05-01,12.390000343322754
2024-05-02,13.050000190734863
2024-05-03,13.5
2024-05-06,13.569999694824219
2024-05-07,13.34000015258789
2024-05-08,13.25
2024-05-09,13.380000114440918
2024-05-10,13.34000015258789
2024-05-13,14.800000190734863
2024-05-14,14.65999984741211
2024-05-15,15.359999656677246
2024-05-16,15.489999771118164
2024-05-17,15.420000076293945
2024-05-20,15.270000457763672
2024-05-21,14.989999771118164
2024-05-22,14.720000267028809
2024-05-23,14.5
2024-05-24,14.800000190734863
2024-05-28,14.890000343322754
2024-05-29,14.800000190734863
2024-05-30,15.170000076293945
2024-05-31,14.449999809265137
2024-06-03,14.0
2024-06-04,14.0
2024-06-05,14.630000114440918
2024-06-06,14.550000190734863
2024-06-07,14.069999694824219
2024-06-10,14.239999771118164
2024-06-11,14.350000381469727
2024-06-12,14.34000015258789
