Date,SYY
2022-02-28,87.0999984741211
2022-03-01,86.1500015258789
2022-03-02,88.37000274658203
2022-03-03,87.08000183105469
2022-03-04,84.95999908447266
2022-03-07,77.75
2022-03-08,75.30999755859375
2022-03-09,79.76000213623047
2022-03-10,79.9800033569336
2022-03-11,77.81999969482422
2022-03-14,76.76000213623047
2022-03-15,77.79000091552734
2022-03-16,80.08000183105469
2022-03-17,79.75
2022-03-18,81.23999786376953
2022-03-21,80.75
2022-03-22,81.11000061035156
2022-03-23,80.43000030517578
2022-03-24,81.52999877929688
2022-03-25,80.91000366210938
2022-03-28,80.94000244140625
2022-03-29,83.0999984741211
2022-03-30,82.98999786376953
2022-03-31,81.6500015258789
2022-04-01,82.41000366210938
2022-04-04,82.87999725341797
2022-04-05,82.5
2022-04-06,83.04000091552734
2022-04-07,83.68000030517578
2022-04-08,85.56999969482422
2022-04-11,84.70999908447266
2022-04-12,84.56999969482422
2022-04-13,86.66999816894531
2022-04-14,86.2699966430664
2022-04-18,85.91000366210938
2022-04-19,88.0999984741211
2022-04-20,89.0999984741211
2022-04-21,89.73999786376953
2022-04-22,88.80000305175781
2022-04-25,89.73999786376953
2022-04-26,87.6500015258789
2022-04-27,87.72000122070312
2022-04-28,88.31999969482422
2022-04-29,85.4800033569336
2022-05-02,85.13999938964844
2022-05-03,85.76000213623047
2022-05-04,86.19999694824219
2022-05-05,83.62999725341797
2022-05-06,82.4800033569336
2022-05-09,81.08000183105469
2022-05-10,86.05000305175781
2022-05-11,84.05999755859375
2022-05-12,82.61000061035156
2022-05-13,84.7300033569336
2022-05-16,84.54000091552734
2022-05-17,85.91999816894531
2022-05-18,80.70999908447266
2022-05-19,79.08000183105469
2022-05-20,76.9800033569336
2022-05-23,78.58999633789062
2022-05-24,77.11000061035156
2022-05-25,79.13999938964844
2022-05-26,82.83999633789062
2022-05-27,84.4800033569336
2022-05-31,84.18000030517578
2022-06-01,83.25
2022-06-02,84.31999969482422
2022-06-03,84.25
2022-06-06,84.72000122070312
2022-06-07,85.11000061035156
2022-06-08,85.16000366210938
2022-06-09,82.48999786376953
2022-06-10,81.91000366210938
2022-06-13,79.72000122070312
2022-06-14,80.13999938964844
2022-06-15,80.77999877929688
2022-06-16,78.44000244140625
2022-06-17,78.7699966430664
2022-06-21,80.06999969482422
2022-06-22,78.30000305175781
2022-06-23,80.83000183105469
2022-06-24,85.56999969482422
2022-06-27,86.0999984741211
2022-06-28,85.05000305175781
2022-06-29,85.30000305175781
2022-06-30,84.70999908447266
2022-07-01,86.31999969482422
2022-07-05,85.19999694824219
2022-07-06,84.81999969482422
2022-07-07,86.05000305175781
2022-07-08,86.1500015258789
2022-07-11,86.33999633789062
2022-07-12,86.38999938964844
2022-07-13,86.2699966430664
2022-07-14,86.73999786376953
2022-07-15,87.62000274658203
2022-07-18,86.3499984741211
2022-07-19,87.36000061035156
2022-07-20,88.2300033569336
2022-07-21,86.91999816894531
2022-07-22,86.86000061035156
2022-07-25,87.86000061035156
2022-07-26,86.18000030517578
2022-07-27,86.37000274658203
2022-07-28,87.27999877929688
2022-07-29,84.9000015258789
2022-08-01,86.0
2022-08-02,85.41000366210938
2022-08-03,86.4000015258789
2022-08-04,86.29000091552734
2022-08-05,86.25
2022-08-08,86.73999786376953
2022-08-09,82.33999633789062
2022-08-10,81.72000122070312
2022-08-11,82.26000213623047
2022-08-12,84.7699966430664
2022-08-15,85.16000366210938
2022-08-16,86.30000305175781
2022-08-17,85.56999969482422
2022-08-18,86.31999969482422
2022-08-19,86.68000030517578
2022-08-22,84.87000274658203
2022-08-23,85.27999877929688
2022-08-24,86.05000305175781
2022-08-25,86.38999938964844
2022-08-26,83.62999725341797
2022-08-29,83.08000183105469
2022-08-30,82.5999984741211
2022-08-31,82.22000122070312
2022-09-01,81.8499984741211
2022-09-02,80.77999877929688
2022-09-06,80.43000030517578
2022-09-07,82.9000015258789
2022-09-08,83.04000091552734
2022-09-09,83.88999938964844
2022-09-12,84.23999786376953
2022-09-13,80.66000366210938
