Date,XPO
2022-02-28,43.18478775024414
2022-03-01,42.09150314331055
2022-03-02,43.33333206176758
2022-03-03,42.66191482543945
2022-03-04,39.65537643432617
2022-03-07,35.822933197021484
2022-03-08,36.797386169433594
2022-03-09,41.61616134643555
2022-03-10,43.01247787475586
2022-03-11,41.877601623535156
2022-03-14,41.02792739868164
2022-03-15,42.16874694824219
2022-03-16,44.75935745239258
2022-03-17,45.63874053955078
2022-03-18,45.59714889526367
2022-03-21,45.7754020690918
2022-03-22,46.54188919067383
2022-03-23,44.72370910644531
2022-03-24,45.252525329589844
2022-03-25,45.75757598876953
2022-03-28,46.10813903808594
2022-03-29,46.52406311035156
2022-03-30,45.305999755859375
2022-03-31,43.25608825683594
2022-04-01,41.538917541503906
2022-04-04,40.825904846191406
2022-04-05,38.556148529052734
2022-04-06,37.641117095947266
2022-04-07,36.47058868408203
2022-04-08,36.18538284301758
2022-04-11,35.27035140991211
2022-04-12,34.551395416259766
2022-04-13,35.644683837890625
2022-04-14,33.73737335205078
2022-04-18,32.69162368774414
2022-04-19,33.481876373291016
2022-04-20,33.980987548828125
2022-04-21,33.18478775024414
2022-04-22,33.113487243652344
2022-04-25,33.9869270324707
2022-04-26,32.317291259765625
2022-04-27,31.31313133239746
2022-04-28,33.30362319946289
2022-04-29,31.960784912109375
2022-05-02,32.5430793762207
2022-05-03,32.9233512878418
2022-05-04,33.9869270324707
2022-05-05,32.43018341064453
2022-05-06,31.877599716186523
2022-05-09,30.225786209106445
2022-05-10,31.4616756439209
2022-05-11,30.63576889038086
2022-05-12,30.332738876342773
2022-05-13,31.408199310302734
2022-05-16,30.249553680419922
2022-05-17,31.610219955444336
2022-05-18,28.597742080688477
2022-05-19,29.275104522705078
2022-05-20,29.4890079498291
2022-05-23,29.35828971862793
2022-05-24,28.318479537963867
2022-05-25,29.453357696533203
2022-05-26,31.10516929626465
2022-05-27,31.972667694091797
2022-05-31,31.752822875976562
2022-06-01,30.51693344116211
2022-06-02,33.048126220703125
2022-06-03,32.834224700927734
2022-06-06,33.57100296020508
2022-06-07,33.01841735839844
2022-06-08,31.687463760375977
2022-06-09,31.03386878967285
2022-06-10,29.39988136291504
2022-06-13,27.33808708190918
2022-06-14,28.318479537963867
2022-06-15,29.025550842285156
2022-06-16,27.486631393432617
2022-06-17,27.480688095092773
2022-06-21,27.641117095947266
2022-06-22,27.153892517089844
2022-06-23,27.783720016479492
2022-06-24,29.815805435180664
2022-06-27,29.910873413085938
2022-06-28,28.7759952545166
2022-06-29,28.734403610229492
2022-06-30,28.61556625366211
2022-07-01,28.60962677001953
2022-07-05,28.425430297851562
2022-07-06,28.045156478881836
2022-07-07,28.793821334838867
2022-07-08,29.465240478515625
2022-07-11,28.550207138061523
2022-07-12,29.16221046447754
2022-07-13,28.383838653564453
2022-07-14,27.801544189453125
2022-07-15,28.52644157409668
2022-07-18,28.722518920898438
2022-07-19,30.784313201904297
2022-07-20,32.263816833496094
2022-07-21,32.48366165161133
2022-07-22,32.20439529418945
2022-07-25,32.12715530395508
2022-07-26,31.38443374633789
2022-07-27,32.14497756958008
2022-07-28,33.939395904541016
2022-07-29,35.49613952636719
2022-08-01,35.27035140991211
2022-08-02,35.08021545410156
2022-08-03,35.977420806884766
2022-08-04,36.39334487915039
2022-08-05,35.567440032958984
2022-08-08,34.390968322753906
2022-08-09,32.727272033691406
2022-08-10,33.95127868652344
2022-08-11,34.23054122924805
2022-08-12,35.721923828125
2022-08-15,35.935829162597656
2022-08-16,36.292335510253906
2022-08-17,34.64052200317383
2022-08-18,34.72370910644531
2022-08-19,33.2739143371582
2022-08-22,31.36066436767578
2022-08-23,31.420082092285156
2022-08-24,32.38859176635742
2022-08-25,33.838382720947266
2022-08-26,31.8657169342041
2022-08-29,31.71122932434082
2022-08-30,31.610219955444336
2022-08-31,31.14676284790039
2022-09-01,31.449792861938477
2022-09-02,31.19429588317871
2022-09-06,31.414140701293945
2022-09-07,31.616161346435547
2022-09-08,31.010101318359375
2022-09-09,32.00831985473633
2022-09-12,32.59061050415039
2022-09-13,30.980392456054688
2022-09-14,30.409982681274414
2022-09-15,29.39988136291504
2022-09-16,28.027332305908203
2022-09-19,28.229352951049805
2022-09-20,27.599525451660156
2022-09-21,27.30243682861328
2022-09-22,26.203208923339844
2022-09-23,25.51990509033203
2022-09-26,25.151514053344727
2022-09-27,25.977420806884766
2022-09-28,27.308378219604492
2022-09-29,26.732025146484375
2022-09-30,26.452762603759766
2022-10-03,27.771835327148438
2022-10-04,29.16221046447754
2022-10-05,29.28104591369629
2022-10-06,29.84551429748535
2022-10-07,28.96613121032715
2022-10-10,29.393938064575195
2022-10-11,29.20380210876465
2022-10-12,29.067142486572266
2022-10-13,29.352346420288086
2022-10-14,27.81937026977539
2022-10-17,28.80570411682129
2022-10-18,28.116458892822266
2022-10-19,26.886512756347656
2022-10-20,26.672607421875
2022-10-21,27.18360137939453
2022-10-24,28.086750030517578
2022-10-25,28.740345001220703
2022-10-26,29.91681480407715
2022-10-27,29.36423110961914
2022-10-28,30.106952667236328
2022-10-31,30.742721557617188
2022-11-01,32.5
2022-11-02,31.899999618530273
2022-11-03,31.93000030517578
2022-11-04,33.619998931884766
2022-11-07,36.029998779296875
2022-11-08,35.43000030517578
2022-11-09,34.380001068115234
2022-11-10,38.20000076293945
2022-11-11,39.439998626708984
2022-11-14,38.91999816894531
2022-11-15,39.84000015258789
2022-11-16,37.7400016784668
2022-11-17,36.52000045776367
2022-11-18,37.150001525878906
2022-11-21,37.65999984741211
2022-11-22,37.33000183105469
2022-11-23,37.599998474121094
2022-11-25,37.650001525878906
2022-11-28,36.83000183105469
2022-11-29,37.66999816894531
2022-11-30,38.619998931884766
2022-12-01,37.47999954223633
2022-12-02,38.13999938964844
2022-12-05,35.880001068115234
2022-12-06,36.04999923706055
2022-12-07,35.720001220703125
2022-12-08,35.790000915527344
2022-12-09,36.15999984741211
2022-12-12,37.13999938964844
2022-12-13,37.45000076293945
2022-12-14,37.83000183105469
2022-12-15,36.5
2022-12-16,36.220001220703125
2022-12-19,35.36000061035156
2022-12-20,34.38999938964844
2022-12-21,35.119998931884766
2022-12-22,34.66999816894531
2022-12-23,34.900001525878906
2022-12-27,34.7400016784668
2022-12-28,33.59000015258789
2022-12-29,34.4900016784668
2022-12-30,33.290000915527344
2023-01-03,32.349998474121094
2023-01-04,33.400001525878906
2023-01-05,34.0099983215332
2023-01-06,35.9900016784668
2023-01-09,37.47999954223633
2023-01-10,37.29999923706055
2023-01-11,37.7400016784668
2023-01-12,37.7599983215332
2023-01-13,37.38999938964844
2023-01-17,37.0099983215332
2023-01-18,37.5
2023-01-19,36.79999923706055
2023-01-20,37.75
2023-01-23,39.290000915527344
2023-01-24,38.70000076293945
2023-01-25,38.0
2023-01-26,37.88999938964844
2023-01-27,39.38999938964844
2023-01-30,38.380001068115234
2023-01-31,39.86000061035156
2023-02-01,43.15999984741211
2023-02-02,43.939998626708984
2023-02-03,43.290000915527344
2023-02-06,42.63999938964844
2023-02-07,44.119998931884766
2023-02-08,43.97999954223633
2023-02-09,37.84000015258789
2023-02-10,35.220001220703125
2023-02-13,36.459999084472656
2023-02-14,37.81999969482422
2023-02-15,37.7599983215332
