Date,MAA
2022-02-28,204.61000061035156
2022-03-01,203.6300048828125
2022-03-02,207.8000030517578
2022-03-03,210.1699981689453
2022-03-04,214.25999450683594
2022-03-07,212.0500030517578
2022-03-08,208.17999267578125
2022-03-09,211.6999969482422
2022-03-10,211.1699981689453
2022-03-11,208.47000122070312
2022-03-14,205.4199981689453
2022-03-15,205.5800018310547
2022-03-16,207.83999633789062
2022-03-17,209.66000366210938
2022-03-18,206.77000427246094
2022-03-21,206.97999572753906
2022-03-22,205.47999572753906
2022-03-23,203.22000122070312
2022-03-24,205.1999969482422
2022-03-25,206.36000061035156
2022-03-28,209.69000244140625
2022-03-29,213.57000732421875
2022-03-30,213.00999450683594
2022-03-31,209.4499969482422
2022-04-01,213.32000732421875
2022-04-04,210.86000061035156
2022-04-05,211.27999877929688
2022-04-06,217.27000427246094
2022-04-07,216.07000732421875
2022-04-08,214.3300018310547
2022-04-11,207.8699951171875
2022-04-12,207.6699981689453
2022-04-13,206.16000366210938
2022-04-14,205.38999938964844
2022-04-18,203.17999267578125
2022-04-19,207.50999450683594
2022-04-20,210.49000549316406
2022-04-21,212.4600067138672
2022-04-22,207.07000732421875
2022-04-25,205.02000427246094
2022-04-26,203.39999389648438
2022-04-27,202.47000122070312
2022-04-28,206.1300048828125
2022-04-29,196.67999267578125
2022-05-02,189.7899932861328
2022-05-03,189.72999572753906
2022-05-04,190.3000030517578
2022-05-05,186.36000061035156
2022-05-06,184.5500030517578
2022-05-09,177.5399932861328
2022-05-10,174.27999877929688
2022-05-11,177.10000610351562
2022-05-12,177.35000610351562
2022-05-13,179.75999450683594
2022-05-16,177.08999633789062
2022-05-17,176.5500030517578
2022-05-18,173.11000061035156
2022-05-19,173.4600067138672
2022-05-20,175.30999755859375
2022-05-23,178.16000366210938
2022-05-24,180.4199981689453
2022-05-25,180.66000366210938
2022-05-26,180.4499969482422
2022-05-27,183.82000732421875
2022-05-31,181.0
2022-06-01,179.77000427246094
2022-06-02,180.94000244140625
2022-06-03,179.1300048828125
2022-06-06,174.25
2022-06-07,177.9199981689453
2022-06-08,173.75999450683594
2022-06-09,168.92999267578125
2022-06-10,168.16000366210938
2022-06-13,160.82000732421875
2022-06-14,160.02999877929688
2022-06-15,162.41000366210938
2022-06-16,161.6300048828125
2022-06-17,162.5399932861328
2022-06-21,163.67999267578125
2022-06-22,166.11000061035156
2022-06-23,170.1300048828125
2022-06-24,172.52999877929688
2022-06-27,173.6300048828125
2022-06-28,173.25999450683594
2022-06-29,173.19000244140625
2022-06-30,174.6699981689453
2022-07-01,175.4499969482422
2022-07-05,171.83999633789062
2022-07-06,171.75
2022-07-07,171.0
2022-07-08,169.8300018310547
2022-07-11,169.36000061035156
2022-07-12,169.60000610351562
2022-07-13,168.83999633789062
2022-07-14,165.2899932861328
2022-07-15,167.49000549316406
2022-07-18,166.44000244140625
2022-07-19,170.99000549316406
2022-07-20,171.44000244140625
2022-07-21,172.39999389648438
2022-07-22,174.0500030517578
2022-07-25,173.24000549316406
2022-07-26,173.6999969482422
2022-07-27,176.0
2022-07-28,183.99000549316406
2022-07-29,185.72999572753906
2022-08-01,181.89999389648438
2022-08-02,178.91000366210938
2022-08-03,178.0500030517578
2022-08-04,178.77000427246094
2022-08-05,179.5399932861328
2022-08-08,179.5399932861328
2022-08-09,181.3000030517578
2022-08-10,184.74000549316406
2022-08-11,184.25
2022-08-12,187.7899932861328
2022-08-15,188.66000366210938
2022-08-16,188.55999755859375
2022-08-17,188.69000244140625
2022-08-18,185.69000244140625
2022-08-19,183.8699951171875
2022-08-22,179.30999755859375
2022-08-23,175.6999969482422
2022-08-24,176.9600067138672
2022-08-25,178.36000061035156
2022-08-26,173.8800048828125
2022-08-29,170.38999938964844
2022-08-30,167.80999755859375
2022-08-31,165.6699981689453
2022-09-01,166.97000122070312
2022-09-02,164.22000122070312
2022-09-06,167.41000366210938
2022-09-07,170.0399932861328
2022-09-08,171.99000549316406
2022-09-09,172.6999969482422
2022-09-12,173.89999389648438
2022-09-13,169.39999389648438
2022-09-14,167.6999969482422
2022-09-15,165.9199981689453
2022-09-16,165.9499969482422
2022-09-19,165.1199951171875
2022-09-20,159.97000122070312
2022-09-21,157.69000244140625
2022-09-22,158.82000732421875
2022-09-23,158.1699981689453
2022-09-26,154.2899932861328
2022-09-27,151.5399932861328
2022-09-28,155.80999755859375
2022-09-29,153.6199951171875
2022-09-30,155.07000732421875
2022-10-03,158.58999633789062
2022-10-04,158.42999267578125
2022-10-05,153.50999450683594
2022-10-06,150.2100067138672
2022-10-07,145.24000549316406
2022-10-10,144.5
2022-10-11,146.8699951171875
2022-10-12,145.1199951171875
2022-10-13,146.55999755859375
2022-10-14,142.33999633789062
2022-10-17,149.0500030517578
2022-10-18,150.6999969482422
2022-10-19,147.61000061035156
2022-10-20,147.6199951171875
2022-10-21,149.52999877929688
2022-10-24,148.4600067138672
2022-10-25,153.9499969482422
2022-10-26,151.66000366210938
2022-10-27,154.02000427246094
2022-10-28,156.61000061035156
2022-10-31,157.4499969482422
2022-11-01,157.5500030517578
2022-11-02,153.2100067138672
2022-11-03,152.07000732421875
2022-11-04,153.72000122070312
2022-11-07,151.60000610351562
2022-11-08,153.4199981689453
2022-11-09,152.25999450683594
2022-11-10,163.8300018310547
2022-11-11,160.27999877929688
2022-11-14,155.94000244140625
2022-11-15,156.64999389648438
2022-11-16,156.97999572753906
2022-11-17,155.83999633789062
2022-11-18,158.7100067138672
2022-11-21,159.91000366210938
2022-11-22,160.8800048828125
2022-11-23,161.32000732421875
2022-11-25,161.4600067138672
2022-11-28,158.1300048828125
2022-11-29,161.9199981689453
2022-11-30,164.8800048828125
2022-12-01,164.22000122070312
2022-12-02,164.25999450683594
2022-12-05,159.39999389648438
2022-12-06,157.19000244140625
2022-12-07,159.22999572753906
2022-12-08,163.27000427246094
2022-12-09,161.63999938964844
2022-12-12,163.6199951171875
2022-12-13,165.6300048828125
2022-12-14,164.4600067138672
2022-12-15,161.1699981689453
2022-12-16,157.60000610351562
2022-12-19,155.30999755859375
2022-12-20,154.11000061035156
2022-12-21,155.9600067138672
2022-12-22,154.92999267578125
2022-12-23,156.35000610351562
2022-12-27,156.82000732421875
2022-12-28,153.88999938964844
2022-12-29,157.74000549316406
2022-12-30,156.99000549316406
2023-01-03,155.4199981689453
2023-01-04,157.74000549316406
2023-01-05,153.00999450683594
2023-01-06,158.30999755859375
2023-01-09,155.75999450683594
2023-01-10,154.72000122070312
2023-01-11,160.60000610351562
2023-01-12,160.49000549316406
2023-01-13,159.91000366210938
2023-01-17,161.3699951171875
2023-01-18,157.6999969482422
2023-01-19,155.25999450683594
2023-01-20,155.4600067138672
2023-01-23,157.22000122070312
2023-01-24,161.24000549316406
2023-01-25,162.47000122070312
2023-01-26,162.5500030517578
2023-01-27,164.9499969482422
2023-01-30,161.75
2023-01-31,166.72000122070312
2023-02-01,168.44000244140625
2023-02-02,174.11000061035156
2023-02-03,173.0500030517578
2023-02-06,172.72000122070312
2023-02-07,173.42999267578125
2023-02-08,174.61000061035156
2023-02-09,171.5399932861328
2023-02-10,171.3699951171875
2023-02-13,172.2100067138672
2023-02-14,170.8699951171875
2023-02-15,170.32000732421875
2023-02-16,168.0
2023-02-17,168.33999633789062
2023-02-21,164.92999267578125
2023-02-22,164.7899932861328
2023-02-23,165.3699951171875
2023-02-24,163.9199981689453
2023-02-27,161.47000122070312
2023-02-28,160.10000610351562
2023-03-01,155.5800018310547
2023-03-02,156.86000061035156
2023-03-03,159.47000122070312
2023-03-06,159.80999755859375
2023-03-07,151.91000366210938
2023-03-08,155.9199981689453
2023-03-09,152.91000366210938
2023-03-10,149.0500030517578
2023-03-13,151.5
2023-03-14,151.39999389648438
2023-03-15,150.8300018310547
2023-03-16,149.42999267578125
2023-03-17,145.2899932861328
2023-03-20,146.55999755859375
2023-03-21,144.88999938964844
2023-03-22,140.75
2023-03-23,139.99000549316406
2023-03-24,143.33999633789062
2023-03-27,143.19000244140625
2023-03-28,143.57000732421875
2023-03-29,146.75999450683594
2023-03-30,148.47999572753906
2023-03-31,151.0399932861328
2023-04-03,149.82000732421875
2023-04-04,149.16000366210938
2023-04-05,149.19000244140625
2023-04-06,150.25999450683594
2023-04-10,149.8699951171875
2023-04-11,150.24000549316406
2023-04-12,149.14999389648438
2023-04-13,147.4199981689453
2023-04-14,147.05999755859375
2023-04-17,150.19000244140625
2023-04-18,149.19000244140625
2023-04-19,150.5800018310547
2023-04-20,149.3699951171875
2023-04-21,150.1300048828125
2023-04-24,149.97999572753906
2023-04-25,147.83999633789062
2023-04-26,147.39999389648438
2023-04-27,151.32000732421875
2023-04-28,153.8000030517578
2023-05-01,154.5
2023-05-02,150.1999969482422
2023-05-03,149.5800018310547
2023-05-04,149.4499969482422
2023-05-05,152.38999938964844
2023-05-08,151.9499969482422
2023-05-09,150.8000030517578
2023-05-10,151.8800048828125
2023-05-11,153.1300048828125
2023-05-12,153.38999938964844
2023-05-15,152.27999877929688
2023-05-16,148.50999450683594
2023-05-17,149.00999450683594
2023-05-18,148.3800048828125
2023-05-19,148.17999267578125
2023-05-22,147.22000122070312
2023-05-23,146.22000122070312
2023-05-24,144.8699951171875
2023-05-25,144.52000427246094
2023-05-26,145.9600067138672
2023-05-30,147.1199951171875
2023-05-31,147.05999755859375
2023-06-01,146.9199981689453
2023-06-02,150.66000366210938
2023-06-05,150.33999633789062
2023-06-06,151.10000610351562
2023-06-07,154.9499969482422
2023-06-08,153.0500030517578
2023-06-09,154.27000427246094
2023-06-12,152.72999572753906
2023-06-13,153.67999267578125
2023-06-14,153.39999389648438
2023-06-15,154.1699981689453
2023-06-16,155.2899932861328
2023-06-20,153.61000061035156
2023-06-21,151.7100067138672
2023-06-22,149.08999633789062
2023-06-23,145.63999938964844
2023-06-26,149.6999969482422
2023-06-27,151.4499969482422
2023-06-28,150.27000427246094
2023-06-29,152.07000732421875
2023-06-30,151.86000061035156
2023-07-03,153.74000549316406
2023-07-05,153.6300048828125
2023-07-06,153.75999450683594
2023-07-07,153.1699981689453
2023-07-10,153.36000061035156
2023-07-11,155.6699981689453
2023-07-12,157.27000427246094
2023-07-13,155.72999572753906
2023-07-14,156.17999267578125
2023-07-17,153.49000549316406
2023-07-18,151.69000244140625
2023-07-19,152.9199981689453
2023-07-20,153.6300048828125
2023-07-21,154.77000427246094
2023-07-24,154.75999450683594
2023-07-25,151.8300018310547
2023-07-26,152.9199981689453
2023-07-27,149.4499969482422
2023-07-28,148.74000549316406
2023-07-31,149.66000366210938
2023-08-01,148.00999450683594
2023-08-02,146.6999969482422
2023-08-03,145.8300018310547
2023-08-04,145.2100067138672
2023-08-07,146.88999938964844
2023-08-08,145.60000610351562
2023-08-09,145.77999877929688
2023-08-10,144.19000244140625
2023-08-11,144.27000427246094
2023-08-14,142.61000061035156
2023-08-15,141.77999877929688
2023-08-16,142.41000366210938
2023-08-17,143.64999389648438
2023-08-18,143.77999877929688
2023-08-21,142.27000427246094
2023-08-22,141.52000427246094
2023-08-23,143.5399932861328
2023-08-24,143.1699981689453
2023-08-25,144.72999572753906
2023-08-28,145.24000549316406
2023-08-29,145.83999633789062
2023-08-30,146.35000610351562
2023-08-31,145.22999572753906
2023-09-01,144.27000427246094
2023-09-05,141.9199981689453
2023-09-06,141.1300048828125
2023-09-07,140.14999389648438
2023-09-08,137.89999389648438
2023-09-11,136.6999969482422
2023-09-12,138.41000366210938
2023-09-13,136.52999877929688
2023-09-14,137.97000122070312
