Date,MAA
2023-09-15,138.0
2023-09-18,135.66000366210938
2023-09-19,136.3800048828125
2023-09-20,136.6999969482422
2023-09-21,132.17999267578125
2023-09-22,130.2100067138672
2023-09-25,130.47999572753906
2023-09-26,130.49000549316406
2023-09-27,128.07000732421875
2023-09-28,128.94000244140625
2023-09-29,128.64999389648438
2023-10-02,127.30000305175781
2023-10-03,126.0999984741211
2023-10-04,127.87999725341797
2023-10-05,128.36000061035156
2023-10-06,130.32000732421875
2023-10-09,133.52999877929688
2023-10-10,132.4199981689453
2023-10-11,134.02000427246094
2023-10-12,131.72000122070312
2023-10-13,131.4199981689453
2023-10-16,132.6999969482422
2023-10-17,133.85000610351562
2023-10-18,131.9499969482422
2023-10-19,130.89999389648438
2023-10-20,128.6300048828125
2023-10-23,127.37000274658203
2023-10-24,129.77999877929688
2023-10-25,127.37999725341797
2023-10-26,121.80999755859375
2023-10-27,117.56999969482422
2023-10-30,117.51000213623047
2023-10-31,118.1500015258789
2023-11-01,117.58000183105469
2023-11-02,120.77999877929688
2023-11-03,124.26000213623047
2023-11-06,121.76000213623047
2023-11-07,119.58999633789062
2023-11-08,120.94999694824219
2023-11-09,119.77999877929688
2023-11-10,122.72000122070312
2023-11-13,119.58999633789062
2023-11-14,124.1500015258789
2023-11-15,123.16000366210938
2023-11-16,121.80000305175781
2023-11-17,121.41999816894531
2023-11-20,122.55000305175781
2023-11-21,121.55999755859375
2023-11-22,122.29000091552734
2023-11-24,122.66999816894531
2023-11-27,122.22000122070312
2023-11-28,123.98999786376953
2023-11-29,123.86000061035156
2023-11-30,124.4800033569336
2023-12-01,126.79000091552734
2023-12-04,126.83000183105469
2023-12-05,126.44999694824219
2023-12-06,127.12999725341797
2023-12-07,127.18000030517578
2023-12-08,127.12999725341797
2023-12-11,126.43000030517578
2023-12-12,127.62999725341797
2023-12-13,133.61000061035156
2023-12-14,138.4499969482422
2023-12-15,134.52000427246094
2023-12-18,135.42999267578125
2023-12-19,134.77000427246094
2023-12-20,132.1300048828125
2023-12-21,132.02999877929688
2023-12-22,133.1199951171875
2023-12-26,134.05999755859375
2023-12-27,134.30999755859375
2023-12-28,136.5500030517578
2023-12-29,134.4600067138672
2024-01-02,135.83999633789062
2024-01-03,132.1999969482422
2024-01-04,132.16000366210938
2024-01-05,131.77999877929688
2024-01-08,133.49000549316406
2024-01-09,132.38999938964844
2024-01-10,132.5800018310547
2024-01-11,133.94000244140625
2024-01-12,134.02999877929688
2024-01-16,135.47000122070312
2024-01-17,133.0
2024-01-18,131.4600067138672
2024-01-19,135.24000549316406
2024-01-22,135.91000366210938
2024-01-23,135.61000061035156
2024-01-24,134.05999755859375
2024-01-25,131.97999572753906
2024-01-26,130.83999633789062
2024-01-29,130.89999389648438
2024-01-30,129.97000122070312
2024-01-31,126.37999725341797
2024-02-01,127.91999816894531
2024-02-02,128.0
2024-02-05,124.83999633789062
2024-02-06,125.58000183105469
2024-02-07,125.18000030517578
2024-02-08,124.4800033569336
2024-02-09,124.5199966430664
2024-02-12,125.47000122070312
2024-02-13,123.3499984741211
2024-02-14,125.08999633789062
2024-02-15,129.50999450683594
2024-02-16,129.1699981689453
2024-02-20,126.62000274658203
2024-02-21,127.66999816894531
2024-02-22,126.58999633789062
2024-02-23,126.31999969482422
2024-02-26,123.69999694824219
2024-02-27,124.88999938964844
2024-02-28,125.83000183105469
2024-02-29,125.68000030517578
2024-03-01,127.62999725341797
2024-03-04,129.3000030517578
2024-03-05,128.91000366210938
2024-03-06,129.9499969482422
2024-03-07,132.69000244140625
2024-03-08,134.91000366210938
2024-03-11,134.97000122070312
2024-03-12,132.36000061035156
2024-03-13,131.9499969482422
2024-03-14,130.27000427246094
2024-03-15,130.33999633789062
2024-03-18,129.7899932861328
2024-03-19,130.39999389648438
2024-03-20,131.2899932861328
2024-03-21,132.94000244140625
2024-03-22,130.85000610351562
2024-03-25,130.0
2024-03-26,128.8300018310547
2024-03-27,130.8000030517578
2024-03-28,131.5800018310547
2024-04-01,128.6999969482422
2024-04-02,127.44999694824219
2024-04-03,128.4499969482422
2024-04-04,126.83000183105469
2024-04-05,127.0999984741211
2024-04-08,132.72000122070312
2024-04-09,135.3800048828125
2024-04-10,132.9499969482422
2024-04-11,131.99000549316406
2024-04-12,128.1300048828125
2024-04-15,126.62999725341797
2024-04-16,123.79000091552734
2024-04-17,124.80000305175781
2024-04-18,124.62000274658203
2024-04-19,126.08000183105469
2024-04-22,127.47000122070312
2024-04-23,127.48999786376953
2024-04-24,128.39999389648438
2024-04-25,127.19999694824219
2024-04-26,129.22999572753906
2024-04-29,131.1300048828125
2024-04-30,130.0
2024-05-01,130.6199951171875
2024-05-02,131.67999267578125
2024-05-03,133.0
2024-05-06,136.82000732421875
2024-05-07,136.19000244140625
2024-05-08,132.99000549316406
2024-05-09,136.33999633789062
2024-05-10,135.47000122070312
2024-05-13,136.07000732421875
2024-05-14,136.82000732421875
2024-05-15,137.7100067138672
2024-05-16,136.86000061035156
2024-05-17,137.74000549316406
2024-05-20,136.86000061035156
2024-05-21,136.5
2024-05-22,136.0
2024-05-23,132.9199981689453
2024-05-24,133.1999969482422
2024-05-28,130.30999755859375
2024-05-29,128.77999877929688
2024-05-30,129.86000061035156
2024-05-31,133.7100067138672
2024-06-03,133.6999969482422
2024-06-04,136.47000122070312
2024-06-05,136.75
2024-06-06,137.08999633789062
2024-06-07,136.66000366210938
2024-06-10,138.5
2024-06-11,136.97000122070312
2024-06-12,137.33999633789062
2024-06-13,138.2100067138672
2024-06-14,139.32000732421875
2024-06-17,139.36000061035156
2024-06-18,141.25
2024-06-20,140.19000244140625
2024-06-21,140.9600067138672
2024-06-24,143.32000732421875
2024-06-25,141.1199951171875
2024-06-26,139.13999938964844
2024-06-27,140.5399932861328
2024-06-28,142.61000061035156
2024-07-01,141.17999267578125
2024-07-02,141.00999450683594
2024-07-03,139.42999267578125
2024-07-05,138.8000030517578
2024-07-08,139.13999938964844
2024-07-09,139.11000061035156
2024-07-10,140.02000427246094
2024-07-11,140.9600067138672
2024-07-12,140.63999938964844
2024-07-15,139.9499969482422
2024-07-16,142.6300048828125
2024-07-17,144.27999877929688
2024-07-18,144.7899932861328
2024-07-19,143.6999969482422
2024-07-22,145.02999877929688
2024-07-23,143.7100067138672
2024-07-24,143.41000366210938
2024-07-25,140.1199951171875
2024-07-26,142.5
2024-07-29,143.16000366210938
2024-07-30,141.30999755859375
2024-07-31,139.77000427246094
2024-08-01,146.41000366210938
2024-08-02,150.02000427246094
2024-08-05,146.52000427246094
2024-08-06,150.24000549316406
2024-08-07,150.91000366210938
2024-08-08,153.07000732421875
2024-08-09,153.07000732421875
2024-08-12,152.25
2024-08-13,153.0
2024-08-14,153.3300018310547
2024-08-15,153.35000610351562
2024-08-16,152.83999633789062
2024-08-19,152.64999389648438
2024-08-20,153.10000610351562
2024-08-21,153.0
2024-08-22,154.2100067138672
2024-08-23,156.6300048828125
2024-08-26,157.94000244140625
2024-08-27,160.30999755859375
2024-08-28,161.50999450683594
2024-08-29,161.10000610351562
2024-08-30,162.3699951171875
2024-09-03,163.57000732421875
2024-09-04,163.0
2024-09-05,161.14999389648438
2024-09-06,159.52999877929688
2024-09-09,160.3000030517578
2024-09-10,163.5399932861328
2024-09-11,164.6999969482422
2024-09-12,164.44000244140625
2024-09-13,166.17999267578125
2024-09-16,166.64999389648438
2024-09-17,164.0
2024-09-18,163.9199981689453
2024-09-19,164.50999450683594
2024-09-20,162.4600067138672
2024-09-23,163.66000366210938
2024-09-24,162.88999938964844
2024-09-25,161.55999755859375
2024-09-26,158.72000122070312
2024-09-27,157.77000427246094
2024-09-30,158.89999389648438
2024-10-01,157.80999755859375
2024-10-02,156.9600067138672
2024-10-03,155.14999389648438
2024-10-04,154.6199951171875
2024-10-07,153.5399932861328
2024-10-08,153.0399932861328
2024-10-09,153.27999877929688
2024-10-10,152.2100067138672
2024-10-11,153.41000366210938
2024-10-14,153.47999572753906
2024-10-15,152.66000366210938
2024-10-16,153.91000366210938
2024-10-17,152.9600067138672
2024-10-18,154.58999633789062
2024-10-21,152.61000061035156
2024-10-22,153.91000366210938
2024-10-23,156.33999633789062
2024-10-24,156.07000732421875
2024-10-25,153.32000732421875
2024-10-28,153.7899932861328
2024-10-29,150.97000122070312
2024-10-30,152.14999389648438
2024-10-31,151.33999633789062
2024-11-01,149.1699981689453
2024-11-04,152.17999267578125
2024-11-05,155.02999877929688
2024-11-06,153.58999633789062
2024-11-07,154.69000244140625
2024-11-08,159.13999938964844
2024-11-11,160.00999450683594
2024-11-12,159.75999450683594
2024-11-13,161.33999633789062
2024-11-14,157.3699951171875
2024-11-15,158.08999633789062
2024-11-18,158.52000427246094
2024-11-19,158.1300048828125
2024-11-20,157.74000549316406
2024-11-21,158.52999877929688
