Date,HEI
2022-09-20,152.05999755859375
2022-09-21,150.44000244140625
2022-09-22,148.8000030517578
2022-09-23,145.66000366210938
2022-09-26,144.72000122070312
2022-09-27,142.77000427246094
2022-09-28,144.7899932861328
2022-09-29,143.74000549316406
2022-09-30,143.97999572753906
2022-10-03,147.6999969482422
2022-10-04,150.8699951171875
2022-10-05,149.39999389648438
2022-10-06,148.22999572753906
2022-10-07,147.99000549316406
2022-10-10,148.9199981689453
2022-10-11,146.0500030517578
2022-10-12,143.63999938964844
2022-10-13,146.13999938964844
2022-10-14,139.72999572753906
2022-10-17,145.42999267578125
2022-10-18,148.6999969482422
2022-10-19,148.9600067138672
2022-10-20,148.6699981689453
2022-10-21,151.6999969482422
2022-10-24,157.05999755859375
2022-10-25,159.00999450683594
2022-10-26,157.58999633789062
2022-10-27,161.22999572753906
2022-10-28,163.5800018310547
2022-10-31,162.63999938964844
2022-11-01,161.49000549316406
2022-11-02,156.27000427246094
2022-11-03,156.44000244140625
2022-11-04,156.19000244140625
2022-11-07,156.6699981689453
2022-11-08,157.5500030517578
2022-11-09,156.0399932861328
2022-11-10,163.80999755859375
2022-11-11,159.3000030517578
2022-11-14,158.10000610351562
2022-11-15,159.38999938964844
2022-11-16,160.10000610351562
2022-11-17,160.5500030517578
2022-11-18,163.75999450683594
2022-11-21,161.64999389648438
2022-11-22,162.55999755859375
2022-11-23,162.39999389648438
2022-11-25,162.5399932861328
2022-11-28,158.42999267578125
2022-11-29,156.57000732421875
2022-11-30,162.30999755859375
2022-12-01,163.72999572753906
2022-12-02,164.6999969482422
2022-12-05,162.36000061035156
2022-12-06,159.3800048828125
2022-12-07,160.00999450683594
2022-12-08,158.88999938964844
2022-12-09,157.02999877929688
2022-12-12,157.1699981689453
2022-12-13,157.38999938964844
2022-12-14,156.61000061035156
2022-12-15,153.0399932861328
2022-12-16,151.85000610351562
2022-12-19,149.44000244140625
2022-12-20,153.32000732421875
2022-12-21,157.6300048828125
2022-12-22,153.52999877929688
2022-12-23,154.19000244140625
2022-12-27,154.7100067138672
2022-12-28,151.88999938964844
2022-12-29,153.47000122070312
2022-12-30,153.63999938964844
2023-01-03,152.02999877929688
2023-01-04,151.52000427246094
2023-01-05,151.9499969482422
2023-01-06,157.85000610351562
2023-01-09,155.72999572753906
2023-01-10,157.42999267578125
2023-01-11,163.0800018310547
2023-01-12,163.64999389648438
2023-01-13,165.24000549316406
2023-01-17,165.4600067138672
2023-01-18,162.61000061035156
2023-01-19,160.5
2023-01-20,164.6999969482422
2023-01-23,167.1199951171875
2023-01-24,167.67999267578125
2023-01-25,168.39999389648438
2023-01-26,169.07000732421875
2023-01-27,170.1999969482422
2023-01-30,169.30999755859375
2023-01-31,170.9499969482422
2023-02-01,170.3300018310547
2023-02-02,171.7899932861328
2023-02-03,170.02999877929688
2023-02-06,171.77000427246094
2023-02-07,174.17999267578125
2023-02-08,174.55999755859375
2023-02-09,173.47999572753906
2023-02-10,173.1999969482422
2023-02-13,174.22000122070312
2023-02-14,174.9499969482422
2023-02-15,177.30999755859375
2023-02-16,175.3300018310547
2023-02-17,176.89999389648438
2023-02-21,175.02000427246094
2023-02-22,174.25
2023-02-23,175.3699951171875
2023-02-24,174.8699951171875
2023-02-27,174.6699981689453
2023-02-28,165.57000732421875
2023-03-01,171.41000366210938
2023-03-02,174.39999389648438
2023-03-03,174.55999755859375
2023-03-06,174.6199951171875
2023-03-07,172.4600067138672
2023-03-08,172.52999877929688
2023-03-09,171.5500030517578
2023-03-10,167.77999877929688
2023-03-13,166.07000732421875
2023-03-14,169.13999938964844
2023-03-15,163.97999572753906
2023-03-16,168.13999938964844
2023-03-17,163.35000610351562
2023-03-20,165.13999938964844
2023-03-21,167.82000732421875
2023-03-22,166.3000030517578
2023-03-23,165.0800018310547
2023-03-24,165.75
2023-03-27,168.0
2023-03-28,168.63999938964844
2023-03-29,169.6300048828125
2023-03-30,170.0399932861328
2023-03-31,171.0399932861328
2023-04-03,172.25
2023-04-04,168.80999755859375
2023-04-05,166.83999633789062
2023-04-06,166.41000366210938
2023-04-10,167.97000122070312
2023-04-11,168.88999938964844
2023-04-12,169.05999755859375
2023-04-13,169.74000549316406
2023-04-14,168.36000061035156
2023-04-17,168.92999267578125
2023-04-18,171.77999877929688
2023-04-19,170.27000427246094
2023-04-20,171.4600067138672
2023-04-21,171.64999389648438
2023-04-24,170.52000427246094
2023-04-25,168.08999633789062
2023-04-26,164.6199951171875
2023-04-27,168.16000366210938
2023-04-28,168.63999938964844
2023-05-01,170.77999877929688
2023-05-02,170.0
2023-05-03,170.69000244140625
2023-05-04,167.61000061035156
2023-05-05,170.08999633789062
2023-05-08,169.0
2023-05-09,171.57000732421875
2023-05-10,170.67999267578125
2023-05-11,168.33999633789062
2023-05-12,165.9600067138672
2023-05-15,178.89999389648438
2023-05-16,177.52999877929688
2023-05-17,177.6300048828125
2023-05-18,178.67999267578125
2023-05-19,176.97999572753906
2023-05-22,178.94000244140625
2023-05-23,164.8300018310547
2023-05-24,163.25999450683594
2023-05-25,160.07000732421875
2023-05-26,159.3000030517578
2023-05-30,159.14999389648438
2023-05-31,154.5800018310547
2023-06-01,154.91000366210938
2023-06-02,162.0
2023-06-05,157.24000549316406
2023-06-06,159.4199981689453
2023-06-07,163.4499969482422
2023-06-08,164.6699981689453
2023-06-09,163.61000061035156
2023-06-12,164.4199981689453
2023-06-13,164.80999755859375
2023-06-14,164.83999633789062
2023-06-15,166.27000427246094
2023-06-16,165.88999938964844
2023-06-20,167.80999755859375
2023-06-21,172.19000244140625
2023-06-22,173.02999877929688
2023-06-23,173.74000549316406
2023-06-26,172.13999938964844
2023-06-27,174.64999389648438
2023-06-28,175.14999389648438
2023-06-29,175.97999572753906
2023-06-30,176.94000244140625
2023-07-03,176.2899932861328
2023-07-05,174.58999633789062
2023-07-06,174.58999633789062
2023-07-07,174.02000427246094
2023-07-10,174.99000549316406
2023-07-11,176.44000244140625
2023-07-12,174.8300018310547
2023-07-13,174.05999755859375
2023-07-14,170.49000549316406
2023-07-17,173.4199981689453
2023-07-18,174.80999755859375
2023-07-19,174.02000427246094
2023-07-20,177.1199951171875
2023-07-21,177.4499969482422
2023-07-24,177.74000549316406
2023-07-25,180.2899932861328
2023-07-26,178.9499969482422
2023-07-27,176.55999755859375
2023-07-28,174.25
2023-07-31,175.97999572753906
2023-08-01,175.27999877929688
2023-08-02,174.30999755859375
2023-08-03,174.91000366210938
2023-08-04,176.19000244140625
2023-08-07,177.94000244140625
2023-08-08,176.10000610351562
2023-08-09,173.4199981689453
2023-08-10,171.35000610351562
2023-08-11,170.64999389648438
2023-08-14,170.5800018310547
2023-08-15,167.7899932861328
2023-08-16,168.2899932861328
2023-08-17,164.10000610351562
2023-08-18,164.35000610351562
2023-08-21,164.97000122070312
2023-08-22,166.00999450683594
2023-08-23,165.4499969482422
2023-08-24,165.1199951171875
2023-08-25,166.38999938964844
2023-08-28,167.85000610351562
2023-08-29,165.50999450683594
2023-08-30,168.88999938964844
2023-08-31,168.7100067138672
2023-09-01,169.36000061035156
2023-09-05,167.02999877929688
2023-09-06,166.07000732421875
2023-09-07,166.8300018310547
2023-09-08,164.41000366210938
2023-09-11,163.22000122070312
2023-09-12,164.55999755859375
2023-09-13,163.7899932861328
2023-09-14,165.55999755859375
2023-09-15,164.55999755859375
2023-09-18,168.05999755859375
2023-09-19,166.32000732421875
2023-09-20,165.74000549316406
2023-09-21,160.82000732421875
2023-09-22,159.6699981689453
2023-09-25,159.5
2023-09-26,157.41000366210938
2023-09-27,160.24000549316406
2023-09-28,160.99000549316406
2023-09-29,161.92999267578125
2023-10-02,161.02000427246094
2023-10-03,158.75
2023-10-04,160.52000427246094
2023-10-05,160.33999633789062
2023-10-06,160.3800048828125
2023-10-09,165.22999572753906
2023-10-10,167.19000244140625
2023-10-11,168.6300048828125
2023-10-12,165.4600067138672
2023-10-13,164.97999572753906
2023-10-16,166.27999877929688
2023-10-17,166.0
2023-10-18,163.72999572753906
2023-10-19,160.83999633789062
2023-10-20,158.24000549316406
2023-10-23,157.16000366210938
2023-10-24,157.55999755859375
2023-10-25,160.4499969482422
2023-10-26,159.25
2023-10-27,157.33999633789062
2023-10-30,156.8699951171875
2023-10-31,158.41000366210938
2023-11-01,158.27000427246094
2023-11-02,161.14999389648438
2023-11-03,162.0
2023-11-06,162.7100067138672
2023-11-07,162.07000732421875
2023-11-08,160.47000122070312
2023-11-09,162.52000427246094
2023-11-10,165.3300018310547
2023-11-13,166.89999389648438
2023-11-14,170.5399932861328
2023-11-15,170.07000732421875
2023-11-16,169.97000122070312
2023-11-17,169.97000122070312
2023-11-20,170.64999389648438
2023-11-21,171.36000061035156
2023-11-22,173.57000732421875
2023-11-24,173.89999389648438
2023-11-27,174.6300048828125
2023-11-28,170.47999572753906
2023-11-29,168.77000427246094
2023-11-30,171.02999877929688
2023-12-01,175.89999389648438
2023-12-04,178.30999755859375
2023-12-05,174.42999267578125
2023-12-06,175.1999969482422
2023-12-07,177.72999572753906
2023-12-08,178.91000366210938
2023-12-11,182.94000244140625
2023-12-12,183.72000122070312
2023-12-13,186.0
2023-12-14,183.00999450683594
2023-12-15,181.85000610351562
2023-12-18,183.6300048828125
2023-12-19,183.85000610351562
2023-12-20,173.9600067138672
2023-12-21,178.85000610351562
2023-12-22,179.77999877929688
2023-12-26,180.1199951171875
2023-12-27,178.9199981689453
2023-12-28,179.0399932861328
2023-12-29,178.8699951171875
2024-01-02,177.86000061035156
2024-01-03,173.8800048828125
2024-01-04,173.9600067138672
2024-01-05,172.00999450683594
2024-01-08,172.92999267578125
2024-01-09,170.61000061035156
2024-01-10,171.36000061035156
2024-01-11,172.47000122070312
2024-01-12,172.86000061035156
2024-01-16,170.86000061035156
2024-01-17,172.13999938964844
2024-01-18,177.5399932861328
2024-01-19,176.3800048828125
2024-01-22,179.14999389648438
2024-01-23,179.10000610351562
2024-01-24,179.1999969482422
2024-01-25,184.72999572753906
2024-01-26,183.5800018310547
2024-01-29,183.75999450683594
2024-01-30,182.67999267578125
2024-01-31,179.58999633789062
2024-02-01,183.5
2024-02-02,184.0
2024-02-05,184.99000549316406
2024-02-06,187.1699981689453
2024-02-07,189.57000732421875
2024-02-08,186.63999938964844
2024-02-09,188.05999755859375
2024-02-12,187.57000732421875
2024-02-13,188.02000427246094
2024-02-14,193.3699951171875
2024-02-15,194.0500030517578
2024-02-16,194.00999450683594
2024-02-20,192.57000732421875
2024-02-21,194.61000061035156
2024-02-22,199.3800048828125
2024-02-23,199.1699981689453
2024-02-26,198.97999572753906
2024-02-27,193.52000427246094
2024-02-28,190.05999755859375
2024-02-29,193.39999389648438
2024-03-01,193.88999938964844
2024-03-04,194.14999389648438
2024-03-05,188.91000366210938
2024-03-06,189.3800048828125
2024-03-07,188.39999389648438
2024-03-08,186.4499969482422
2024-03-11,183.27999877929688
2024-03-12,184.6300048828125
2024-03-13,187.7899932861328
2024-03-14,186.35000610351562
2024-03-15,187.19000244140625
2024-03-18,188.02000427246094
2024-03-19,190.63999938964844
2024-03-20,192.27000427246094
2024-03-21,191.22999572753906
2024-03-22,193.3800048828125
2024-03-25,190.42999267578125
2024-03-26,190.47999572753906
2024-03-27,194.42999267578125
2024-03-28,191.0
2024-04-01,188.25999450683594
2024-04-02,187.69000244140625
2024-04-03,187.9499969482422
2024-04-04,187.89999389648438
2024-04-05,189.1300048828125
2024-04-08,188.17999267578125
2024-04-09,187.75999450683594
2024-04-10,190.72999572753906
2024-04-11,193.7899932861328
2024-04-12,191.75999450683594
2024-04-15,193.72999572753906
2024-04-16,198.33999633789062
2024-04-17,197.5500030517578
2024-04-18,196.66000366210938
2024-04-19,197.10000610351562
2024-04-22,199.41000366210938
2024-04-23,204.82000732421875
2024-04-24,204.75
2024-04-25,206.82000732421875
2024-04-26,206.4600067138672
2024-04-29,207.57000732421875
2024-04-30,207.39999389648438
2024-05-01,208.07000732421875
2024-05-02,210.0399932861328
2024-05-03,211.36000061035156
2024-05-06,212.66000366210938
2024-05-07,208.4199981689453
2024-05-08,209.47999572753906
2024-05-09,212.83999633789062
2024-05-10,215.44000244140625
2024-05-13,209.89999389648438
2024-05-14,210.0800018310547
2024-05-15,211.92999267578125
2024-05-16,214.50999450683594
2024-05-17,215.5399932861328
2024-05-20,215.0
2024-05-21,216.16000366210938
2024-05-22,215.72999572753906
2024-05-23,215.86000061035156
2024-05-24,217.30999755859375
2024-05-28,212.0500030517578
2024-05-29,213.05999755859375
2024-05-30,215.11000061035156
2024-05-31,221.77000427246094
2024-06-03,222.47999572753906
2024-06-04,228.60000610351562
2024-06-05,227.66000366210938
2024-06-06,224.9600067138672
2024-06-07,222.52000427246094
2024-06-10,224.7100067138672
2024-06-11,223.72999572753906
2024-06-12,225.5
2024-06-13,226.9600067138672
2024-06-14,225.1699981689453
2024-06-17,227.9600067138672
2024-06-18,228.77999877929688
2024-06-20,226.4600067138672
2024-06-21,227.25999450683594
2024-06-24,227.4499969482422
2024-06-25,228.9499969482422
2024-06-26,225.3000030517578
2024-06-27,226.77999877929688
2024-06-28,223.61000061035156
2024-07-01,220.58999633789062
2024-07-02,224.1300048828125
2024-07-03,228.02999877929688
2024-07-05,227.25999450683594
2024-07-08,228.19000244140625
2024-07-09,224.88999938964844
2024-07-10,225.88999938964844
2024-07-11,225.82000732421875
2024-07-12,226.32000732421875
2024-07-15,225.1699981689453
2024-07-16,230.8000030517578
2024-07-17,226.97000122070312
2024-07-18,224.00999450683594
2024-07-19,221.80999755859375
2024-07-22,225.75999450683594
2024-07-23,231.22000122070312
2024-07-24,227.10000610351562
2024-07-25,230.75999450683594
2024-07-26,234.22999572753906
2024-07-29,237.3000030517578
2024-07-30,238.66000366210938
2024-07-31,241.33999633789062
2024-08-01,240.97000122070312
2024-08-02,231.97999572753906
2024-08-05,226.83999633789062
2024-08-06,227.66000366210938
2024-08-07,227.02000427246094
2024-08-08,233.72000122070312
2024-08-09,236.3000030517578
2024-08-12,234.9499969482422
2024-08-13,235.0800018310547
2024-08-14,236.88999938964844
2024-08-15,239.38999938964844
2024-08-16,240.61000061035156
2024-08-19,238.91000366210938
2024-08-20,240.1199951171875
2024-08-21,244.55999755859375
2024-08-22,246.07000732421875
2024-08-23,246.72000122070312
2024-08-26,245.89999389648438
2024-08-27,247.38999938964844
2024-08-28,250.35000610351562
2024-08-29,255.02000427246094
2024-08-30,256.55999755859375
2024-09-03,247.74000549316406
2024-09-04,252.61000061035156
2024-09-05,251.8800048828125
2024-09-06,249.42999267578125
2024-09-09,255.63999938964844
2024-09-10,254.27999877929688
2024-09-11,254.36000061035156
2024-09-12,256.1600036621094
2024-09-13,259.3500061035156
2024-09-16,262.2200012207031
2024-09-17,261.82000732421875
2024-09-18,258.82000732421875
2024-09-19,264.5
2024-09-20,265.80999755859375
2024-09-23,267.9599914550781
2024-09-24,265.5799865722656
2024-09-25,262.7300109863281
2024-09-26,261.260009765625
2024-09-27,259.32000732421875
2024-09-30,261.4800109863281
2024-10-01,262.2799987792969
2024-10-02,265.6300048828125
2024-10-03,260.30999755859375
2024-10-04,261.44000244140625
2024-10-07,258.0899963378906
2024-10-08,260.0
2024-10-09,261.4200134277344
2024-10-10,258.44000244140625
2024-10-11,264.7200012207031
2024-10-14,266.19000244140625
2024-10-15,262.92999267578125
2024-10-16,265.1499938964844
2024-10-17,264.9599914550781
2024-10-18,260.8900146484375
2024-10-21,261.1000061035156
2024-10-22,255.47000122070312
2024-10-23,254.8800048828125
2024-10-24,253.30999755859375
2024-10-25,253.8000030517578
2024-10-28,248.69000244140625
2024-10-29,248.94000244140625
2024-10-30,248.42999267578125
2024-10-31,244.9499969482422
2024-11-01,245.86000061035156
2024-11-04,248.60000610351562
2024-11-05,253.05999755859375
2024-11-06,261.42999267578125
2024-11-07,253.11000061035156
2024-11-08,259.4700012207031
2024-11-11,263.4700012207031
2024-11-12,263.5199890136719
2024-11-13,273.9200134277344
2024-11-14,277.0400085449219
2024-11-15,270.4100036621094
2024-11-18,269.6600036621094
2024-11-19,272.7799987792969
2024-11-20,277.4200134277344
2024-11-21,277.3500061035156
