Ticker,sp500,nasdaq,nyse
0,239.58999633789062,239.58999633789062,171.49000549316406
1,239.58999633789062,239.58999633789062,592.8300170898438
2,592.8300170898438,592.8300170898438,163.60000610351562
3,138.6300048828125,138.6300048828125,1500.3499755859375
4,239.58999633789062,239.58999633789062,99.66000366210938
5,195.55999755859375,195.55999755859375,210.7100067138672
6,173.47000122070312,173.47000122070312,246.25
7,666.030029296875,666.030029296875,210.7100067138672
8,377.29998779296875,377.29998779296875,166.50999450683594
9,92.0999984741211,92.0999984741211,477.3299865722656
10,235.61000061035156,235.61000061035156,181.41000366210938
11,125.83999633789062,125.83999633789062,477.3299865722656
12,171.49000549316406,235.61000061035156,171.49000549316406
13,592.8300170898438,316.6499938964844,246.25
14,235.61000061035156,43.63999938964844,799.7999877929688
15,1500.3499755859375,117.8499984741211,316.6499938964844
16,99.66000366210938,96.86000061035156,92.63999938964844
17,210.7100067138672,426.9599914550781,138.6300048828125
18,246.25,154.8000030517578,172.97999572753906
19,210.7100067138672,975.0,357.0899963378906
20,166.50999450683594,179.6999969482422,80.81999969482422
21,477.3299865722656,244.82000732421875,426.9599914550781
22,181.41000366210938,59.43000030517578,246.25
23,477.3299865722656,63.650001525878906,799.7999877929688
24,171.49000549316406,162.2100067138672,568.6300048828125
25,246.25,302.260009765625,47.040000915527344
26,799.7999877929688,227.38999938964844,166.50999450683594
27,316.6499938964844,459.69000244140625,430.9800109863281
28,92.63999938964844,67.04000091552734,92.63999938964844
29,138.6300048828125,601.7100219726562,172.97999572753906
30,172.97999572753906,180.44000244140625,112.9800033569336
31,357.0899963378906,43.849998474121094,23.93000030517578
32,80.81999969482422,163.02999877929688,87.7699966430664
33,316.6499938964844,201.77999877929688,430.9800109863281
34,426.9599914550781,5224.27978515625,975.0
35,246.25,241.2899932861328,531.3599853515625
36,799.7999877929688,176.3699951171875,897.739990234375
37,43.63999938964844,1952.43994140625,181.77000427246094
38,568.6300048828125,81.38999938964844,531.3599853515625
39,47.040000915527344,264.0400085449219,181.77000427246094
40,166.50999450683594,389.6300048828125,12.149999618530273
41,430.9800109863281,152.8800048828125,47.040000915527344
42,92.63999938964844,65.25,897.739990234375
43,172.97999572753906,265.8800048828125,179.6999969482422
44,117.8499984741211,240.77999877929688,1048.4300537109375
45,23.93000030517578,426.9599914550781,47.040000915527344
