Date,BIDU
2022-02-28,152.44000244140625
2022-03-01,162.86000061035156
2022-03-02,160.57000732421875
2022-03-03,155.19000244140625
2022-03-04,147.25999450683594
2022-03-07,138.3699951171875
2022-03-08,136.82000732421875
2022-03-09,144.22999572753906
2022-03-10,135.16000366210938
2022-03-11,118.91999816894531
2022-03-14,108.97000122070312
2022-03-15,108.37999725341797
2022-03-16,150.8699951171875
2022-03-17,147.14999389648438
2022-03-18,149.0399932861328
2022-03-21,146.67999267578125
2022-03-22,154.58999633789062
2022-03-23,154.89999389648438
2022-03-24,150.61000061035156
2022-03-25,146.5399932861328
2022-03-28,147.4499969482422
2022-03-29,147.69000244140625
2022-03-30,143.8300018310547
2022-03-31,132.3000030517578
2022-04-01,140.97000122070312
2022-04-04,153.8000030517578
2022-04-05,144.6199951171875
2022-04-06,140.0
2022-04-07,135.7100067138672
2022-04-08,134.75999450683594
2022-04-11,133.0500030517578
2022-04-12,130.99000549316406
2022-04-13,134.6699981689453
2022-04-14,129.55999755859375
2022-04-18,126.7300033569336
2022-04-19,126.61000061035156
2022-04-20,122.30999755859375
2022-04-21,115.97000122070312
2022-04-22,114.56999969482422
2022-04-25,116.56999969482422
2022-04-26,111.93000030517578
2022-04-27,118.5199966430664
2022-04-28,120.55000305175781
2022-04-29,124.16999816894531
2022-05-02,127.86000061035156
2022-05-03,127.56999969482422
2022-05-04,131.9499969482422
2022-05-05,124.08000183105469
2022-05-06,116.76000213623047
2022-05-09,106.62000274658203
2022-05-10,107.91000366210938
2022-05-11,106.08999633789062
2022-05-12,107.87999725341797
2022-05-13,116.94000244140625
2022-05-16,117.80000305175781
2022-05-17,123.44000244140625
2022-05-18,118.86000061035156
2022-05-19,125.33999633789062
2022-05-20,124.47000122070312
2022-05-23,124.0
2022-05-24,115.7300033569336
2022-05-25,119.31999969482422
2022-05-26,136.19000244140625
2022-05-27,139.08999633789062
2022-05-31,140.35000610351562
2022-06-01,141.30999755859375
2022-06-02,146.1999969482422
2022-06-03,143.4199981689453
2022-06-06,146.99000549316406
2022-06-07,150.5800018310547
2022-06-08,152.8800048828125
2022-06-09,145.50999450683594
2022-06-10,142.8699951171875
2022-06-13,131.8800048828125
2022-06-14,140.8000030517578
2022-06-15,144.82000732421875
2022-06-16,137.3800048828125
2022-06-17,139.8300018310547
2022-06-21,145.6300048828125
2022-06-22,142.69000244140625
2022-06-23,146.1300048828125
2022-06-24,151.33999633789062
2022-06-27,155.24000549316406
2022-06-28,153.7899932861328
2022-06-29,151.32000732421875
2022-06-30,148.72999572753906
2022-07-01,151.49000549316406
2022-07-05,154.25
2022-07-06,149.1999969482422
2022-07-07,154.69000244140625
2022-07-08,152.39999389648438
2022-07-11,143.72999572753906
2022-07-12,143.47999572753906
2022-07-13,145.25999450683594
2022-07-14,142.07000732421875
2022-07-15,140.08999633789062
2022-07-18,141.0800018310547
2022-07-19,142.3800048828125
2022-07-20,140.82000732421875
2022-07-21,144.57000732421875
2022-07-22,140.00999450683594
2022-07-25,140.25
2022-07-26,138.1699981689453
2022-07-27,141.00999450683594
2022-07-28,140.60000610351562
2022-07-29,136.57000732421875
2022-08-01,135.00999450683594
2022-08-02,134.16000366210938
2022-08-03,136.6300048828125
2022-08-04,140.07000732421875
2022-08-05,137.82000732421875
2022-08-08,136.39999389648438
2022-08-09,135.60000610351562
2022-08-10,137.74000549316406
2022-08-11,139.3800048828125
2022-08-12,140.36000061035156
2022-08-15,139.50999450683594
2022-08-16,136.13999938964844
2022-08-17,132.63999938964844
2022-08-18,128.3300018310547
2022-08-19,129.1300048828125
2022-08-22,131.4600067138672
2022-08-23,134.07000732421875
2022-08-24,138.89999389648438
2022-08-25,151.02000427246094
2022-08-26,147.7100067138672
2022-08-29,147.32000732421875
2022-08-30,137.69000244140625
2022-08-31,143.97000122070312
2022-09-01,144.47999572753906
2022-09-02,140.0500030517578
2022-09-06,134.89999389648438
2022-09-07,137.25
2022-09-08,135.86000061035156
2022-09-09,138.42999267578125
2022-09-12,139.55999755859375
2022-09-13,131.30999755859375
2022-09-14,128.77000427246094
2022-09-15,127.30999755859375
2022-09-16,123.69000244140625
2022-09-19,126.25
2022-09-20,126.16000366210938
2022-09-21,119.56999969482422
2022-09-22,118.81999969482422
2022-09-23,118.75
2022-09-26,119.47000122070312
2022-09-27,119.2699966430664
2022-09-28,121.4000015258789
2022-09-29,117.72000122070312
2022-09-30,117.48999786376953
2022-10-03,119.4800033569336
2022-10-04,123.30000305175781
2022-10-05,123.26000213623047
2022-10-06,122.66999816894531
2022-10-07,120.44000244140625
2022-10-10,115.05000305175781
2022-10-11,108.66000366210938
2022-10-12,107.47000122070312
2022-10-13,107.1500015258789
2022-10-14,100.29000091552734
2022-10-17,101.86000061035156
2022-10-18,102.29000091552734
2022-10-19,93.2699966430664
2022-10-20,93.37000274658203
2022-10-21,91.2300033569336
2022-10-24,79.75
2022-10-25,81.20999908447266
2022-10-26,84.19000244140625
2022-10-27,80.94999694824219
2022-10-28,78.54000091552734
2022-10-31,76.56999969482422
2022-11-01,78.2300033569336
2022-11-02,78.12999725341797
2022-11-03,78.1500015258789
2022-11-04,85.19999694824219
2022-11-07,85.0199966430664
2022-11-08,85.19000244140625
2022-11-09,79.4800033569336
2022-11-10,86.11000061035156
2022-11-11,89.45999908447266
2022-11-14,91.44999694824219
2022-11-15,99.69999694824219
2022-11-16,94.75
2022-11-17,99.58000183105469
2022-11-18,95.97000122070312
2022-11-21,94.55999755859375
2022-11-22,95.08000183105469
2022-11-23,97.0
2022-11-25,93.36000061035156
2022-11-28,94.63999938964844
2022-11-29,99.63999938964844
2022-11-30,108.5999984741211
2022-12-01,108.66999816894531
2022-12-02,113.80000305175781
2022-12-05,116.91999816894531
2022-12-06,117.33000183105469
2022-12-07,114.58000183105469
2022-12-08,120.33000183105469
2022-12-09,119.98999786376953
2022-12-12,116.5999984741211
2022-12-13,119.16000366210938
2022-12-14,119.22000122070312
2022-12-15,113.69999694824219
2022-12-16,112.58999633789062
2022-12-19,112.08000183105469
2022-12-20,108.11000061035156
2022-12-21,113.29000091552734
2022-12-22,112.73999786376953
2022-12-23,111.61000061035156
2022-12-27,116.4800033569336
2022-12-28,111.5999984741211
2022-12-29,115.0999984741211
2022-12-30,114.37999725341797
2023-01-03,119.12999725341797
2023-01-04,131.75999450683594
2023-01-05,132.52999877929688
2023-01-06,133.05999755859375
2023-01-09,133.38999938964844
2023-01-10,134.75
2023-01-11,138.6199951171875
2023-01-12,136.52000427246094
2023-01-13,138.97999572753906
2023-01-17,130.6199951171875
2023-01-18,125.91999816894531
2023-01-19,128.17999267578125
2023-01-20,135.75
2023-01-23,136.33999633789062
2023-01-24,132.7899932861328
2023-01-25,134.22999572753906
2023-01-26,138.42999267578125
2023-01-27,139.0399932861328
2023-01-30,138.47999572753906
2023-01-31,134.67999267578125
2023-02-01,152.25
2023-02-02,151.2899932861328
2023-02-03,143.05999755859375
2023-02-06,142.82000732421875
2023-02-07,160.22000122070312
2023-02-08,152.33999633789062
2023-02-09,148.07000732421875
2023-02-10,138.99000549316406
2023-02-13,146.86000061035156
2023-02-14,149.07000732421875
2023-02-15,152.0399932861328
2023-02-16,149.00999450683594
2023-02-17,141.7100067138672
2023-02-21,140.82000732421875
2023-02-22,137.1199951171875
2023-02-23,137.94000244140625
2023-02-24,132.50999450683594
2023-02-27,139.36000061035156
2023-02-28,137.69000244140625
2023-03-01,143.66000366210938
2023-03-02,150.22999572753906
2023-03-03,153.4600067138672
2023-03-06,149.50999450683594
2023-03-07,142.63999938964844
2023-03-08,142.10000610351562
2023-03-09,131.4600067138672
2023-03-10,132.4199981689453
2023-03-13,133.64999389648438
2023-03-14,136.6999969482422
2023-03-15,133.10000610351562
2023-03-16,138.16000366210938
2023-03-17,146.83999633789062
2023-03-20,150.17999267578125
2023-03-21,151.75
2023-03-22,148.66000366210938
2023-03-23,150.91000366210938
2023-03-24,156.27000427246094
2023-03-27,152.72999572753906
2023-03-28,159.9600067138672
2023-03-29,157.9499969482422
2023-03-30,153.82000732421875
2023-03-31,150.9199981689453
2023-04-03,149.19000244140625
2023-04-04,148.57000732421875
2023-04-05,144.5399932861328
2023-04-06,144.99000549316406
2023-04-10,139.0
2023-04-11,136.69000244140625
2023-04-12,136.39999389648438
2023-04-13,132.72999572753906
2023-04-14,128.75
2023-04-17,131.5399932861328
2023-04-18,131.17999267578125
2023-04-19,128.14999389648438
2023-04-20,127.44000244140625
2023-04-21,124.95999908447266
2023-04-24,122.62000274658203
2023-04-25,116.94000244140625
2023-04-26,117.06999969482422
2023-04-27,118.45999908447266
2023-04-28,120.61000061035156
2023-05-01,121.27999877929688
2023-05-02,117.52999877929688
2023-05-03,116.69000244140625
2023-05-04,121.3499984741211
2023-05-05,123.44999694824219
2023-05-08,122.48999786376953
2023-05-09,119.4800033569336
2023-05-10,118.9000015258789
2023-05-11,124.16999816894531
2023-05-12,120.06999969482422
2023-05-15,127.61000061035156
2023-05-16,132.67999267578125
2023-05-17,130.52000427246094
2023-05-18,124.73999786376953
2023-05-19,124.27999877929688
2023-05-22,125.94999694824219
2023-05-23,121.55999755859375
2023-05-24,119.11000061035156
