Date,BIDU
2023-05-25,118.66999816894531
2023-05-26,126.08000183105469
2023-05-30,123.62000274658203
2023-05-31,122.8499984741211
2023-06-01,130.7899932861328
2023-06-02,133.4499969482422
2023-06-05,132.27000427246094
2023-06-06,137.4499969482422
2023-06-07,132.7899932861328
2023-06-08,133.39999389648438
2023-06-09,135.1999969482422
2023-06-12,134.36000061035156
2023-06-13,142.57000732421875
2023-06-14,147.2100067138672
2023-06-15,148.7100067138672
2023-06-16,145.11000061035156
2023-06-20,143.52000427246094
2023-06-21,140.86000061035156
2023-06-22,141.9199981689453
2023-06-23,139.2899932861328
2023-06-26,139.58999633789062
2023-06-27,143.89999389648438
2023-06-28,141.7899932861328
2023-06-29,134.55999755859375
2023-06-30,136.91000366210938
2023-07-03,143.3300018310547
2023-07-05,141.91000366210938
2023-07-06,138.19000244140625
2023-07-07,142.66000366210938
2023-07-10,142.9499969482422
2023-07-11,143.3300018310547
2023-07-12,148.8300018310547
2023-07-13,152.30999755859375
2023-07-14,149.2100067138672
2023-07-17,149.66000366210938
2023-07-18,144.22999572753906
2023-07-19,143.6999969482422
2023-07-20,143.02999877929688
2023-07-21,141.5
2023-07-24,148.72999572753906
2023-07-25,148.72999572753906
2023-07-26,149.57000732421875
2023-07-27,148.02999877929688
2023-07-28,155.36000061035156
2023-07-31,155.99000549316406
2023-08-01,153.19000244140625
2023-08-02,146.69000244140625
2023-08-03,149.92999267578125
2023-08-04,148.25999450683594
2023-08-07,147.0
2023-08-08,143.9199981689453
2023-08-09,142.92999267578125
2023-08-10,143.8000030517578
2023-08-11,137.91000366210938
2023-08-14,137.58999633789062
2023-08-15,135.33999633789062
2023-08-16,130.5800018310547
2023-08-17,129.8699951171875
2023-08-18,125.16000366210938
2023-08-21,124.91999816894531
2023-08-22,128.36000061035156
2023-08-23,132.50999450683594
2023-08-24,134.00999450683594
2023-08-25,133.8300018310547
2023-08-28,137.27999877929688
2023-08-29,140.7100067138672
2023-08-30,145.0800018310547
2023-08-31,142.8300018310547
2023-09-01,146.47000122070312
2023-09-05,142.60000610351562
2023-09-06,141.86000061035156
2023-09-07,137.07000732421875
2023-09-08,135.6699981689453
2023-09-11,138.13999938964844
2023-09-12,138.0500030517578
2023-09-13,137.47000122070312
2023-09-14,137.0399932861328
2023-09-15,135.63999938964844
2023-09-18,134.00999450683594
2023-09-19,132.52000427246094
2023-09-20,131.17999267578125
2023-09-21,128.0
2023-09-22,132.35000610351562
2023-09-25,132.0500030517578
2023-09-26,131.00999450683594
2023-09-27,131.52999877929688
2023-09-28,132.4499969482422
2023-09-29,134.35000610351562
2023-10-02,133.0500030517578
2023-10-03,129.1699981689453
2023-10-04,127.80999755859375
2023-10-05,130.10000610351562
2023-10-06,134.75999450683594
2023-10-09,133.5800018310547
2023-10-10,134.63999938964844
2023-10-11,134.1199951171875
2023-10-12,128.1199951171875
2023-10-13,125.18000030517578
2023-10-16,124.91000366210938
2023-10-17,119.76000213623047
2023-10-18,114.70999908447266
2023-10-19,107.86000061035156
2023-10-20,106.45999908447266
2023-10-23,107.4000015258789
2023-10-24,111.43000030517578
2023-10-25,107.9800033569336
2023-10-26,108.63999938964844
2023-10-27,107.05999755859375
2023-10-30,106.16999816894531
2023-10-31,105.0
2023-11-01,104.97000122070312
2023-11-02,107.05000305175781
2023-11-03,109.66000366210938
2023-11-06,108.4000015258789
2023-11-07,108.01000213623047
2023-11-08,107.41999816894531
2023-11-09,105.16000366210938
2023-11-10,105.94000244140625
2023-11-13,107.20999908447266
2023-11-14,109.54000091552734
2023-11-15,112.83999633789062
2023-11-16,109.29000091552734
2023-11-17,108.0999984741211
2023-11-20,111.29000091552734
2023-11-21,113.41999816894531
2023-11-22,120.12000274658203
2023-11-24,123.4000015258789
2023-11-27,124.0
2023-11-28,119.62999725341797
2023-11-29,118.02999877929688
2023-11-30,118.66000366210938
2023-12-01,116.7699966430664
2023-12-04,113.69999694824219
2023-12-05,113.55000305175781
2023-12-06,113.37999725341797
2023-12-07,115.77999877929688
2023-12-08,113.44999694824219
2023-12-11,113.55999755859375
2023-12-12,113.1500015258789
2023-12-13,112.36000061035156
2023-12-14,112.91000366210938
2023-12-15,114.12000274658203
2023-12-18,112.26000213623047
2023-12-19,114.62000274658203
2023-12-20,111.2300033569336
2023-12-21,117.61000061035156
2023-12-22,114.73999786376953
2023-12-26,114.66999816894531
2023-12-27,114.38999938964844
2023-12-28,117.81999969482422
2023-12-29,119.08999633789062
2024-01-02,115.33999633789062
2024-01-03,117.69000244140625
2024-01-04,118.31999969482422
2024-01-05,118.1500015258789
2024-01-08,117.9000015258789
2024-01-09,116.19999694824219
2024-01-10,115.79000091552734
2024-01-11,117.31999969482422
2024-01-12,109.11000061035156
2024-01-16,104.5
2024-01-17,102.19999694824219
2024-01-18,103.63999938964844
2024-01-19,102.6500015258789
2024-01-22,99.72000122070312
2024-01-23,107.19000244140625
2024-01-24,110.62000274658203
2024-01-25,108.61000061035156
2024-01-26,107.66000366210938
2024-01-29,107.76000213623047
2024-01-30,105.29000091552734
2024-01-31,105.30999755859375
2024-02-01,104.9800033569336
2024-02-02,102.79000091552734
2024-02-05,103.61000061035156
2024-02-06,107.55999755859375
2024-02-07,105.30000305175781
2024-02-08,103.16999816894531
2024-02-09,105.69000244140625
2024-02-12,106.70999908447266
2024-02-13,103.80999755859375
2024-02-14,106.70999908447266
2024-02-15,106.83999633789062
2024-02-16,107.12000274658203
2024-02-20,105.54000091552734
2024-02-21,107.22000122070312
2024-02-22,110.58999633789062
2024-02-23,111.36000061035156
2024-02-26,110.58999633789062
2024-02-27,112.36000061035156
2024-02-28,103.30999755859375
2024-02-29,101.33000183105469
2024-03-01,104.0199966430664
2024-03-04,100.72000122070312
2024-03-05,98.25
2024-03-06,99.37999725341797
2024-03-07,97.80999755859375
2024-03-08,98.2699966430664
2024-03-11,101.29000091552734
2024-03-12,105.2699966430664
2024-03-13,107.88999938964844
2024-03-14,104.63999938964844
2024-03-15,103.86000061035156
2024-03-18,104.7699966430664
2024-03-19,104.16999816894531
2024-03-20,103.88999938964844
2024-03-21,101.69999694824219
2024-03-22,102.18000030517578
2024-03-25,105.66000366210938
2024-03-26,103.66000366210938
2024-03-27,104.98999786376953
2024-03-28,105.27999877929688
2024-04-01,108.44000244140625
2024-04-02,108.52999877929688
2024-04-03,108.31999969482422
2024-04-04,108.47000122070312
2024-04-05,106.48999786376953
2024-04-08,103.05000305175781
2024-04-09,103.5
2024-04-10,101.61000061035156
2024-04-11,102.31999969482422
2024-04-12,97.54000091552734
2024-04-15,96.20999908447266
2024-04-16,96.12000274658203
2024-04-17,94.41000366210938
2024-04-18,95.58000183105469
2024-04-19,95.05000305175781
2024-04-22,97.23999786376953
2024-04-23,98.2300033569336
2024-04-24,99.19000244140625
2024-04-25,99.9000015258789
2024-04-26,100.5199966430664
2024-04-29,106.16999816894531
2024-04-30,103.4000015258789
2024-05-01,104.31999969482422
2024-05-02,111.75
2024-05-03,113.41000366210938
2024-05-06,113.33000183105469
2024-05-07,110.52999877929688
2024-05-08,109.5999984741211
2024-05-09,110.87000274658203
2024-05-10,108.66000366210938
2024-05-13,111.79000091552734
2024-05-14,109.41999816894531
2024-05-15,110.75
2024-05-16,112.58999633789062
2024-05-17,110.58000183105469
2024-05-20,108.87000274658203
2024-05-21,105.13999938964844
2024-05-22,102.41000366210938
2024-05-23,101.43000030517578
2024-05-24,100.27999877929688
2024-05-28,99.76000213623047
2024-05-29,98.47000122070312
2024-05-30,98.91000366210938
2024-05-31,97.19999694824219
2024-06-03,95.66999816894531
2024-06-04,94.8499984741211
2024-06-05,97.4000015258789
2024-06-06,97.76000213623047
2024-06-07,95.88999938964844
2024-06-10,95.4800033569336
2024-06-11,93.94999694824219
2024-06-12,94.37999725341797
2024-06-13,93.98999786376953
2024-06-14,91.98999786376953
2024-06-17,91.41000366210938
2024-06-18,90.87000274658203
2024-06-20,88.80999755859375
2024-06-21,88.58999633789062
2024-06-24,88.7300033569336
2024-06-25,88.55000305175781
2024-06-26,88.22000122070312
2024-06-27,87.04000091552734
2024-06-28,86.4800033569336
2024-07-01,86.20999908447266
2024-07-02,86.87000274658203
2024-07-03,90.05999755859375
2024-07-05,88.97000122070312
2024-07-08,87.94999694824219
2024-07-09,95.4000015258789
2024-07-10,97.94000244140625
2024-07-11,100.66999816894531
2024-07-12,99.06999969482422
2024-07-15,93.1500015258789
2024-07-16,93.7300033569336
2024-07-17,91.08999633789062
2024-07-18,90.9000015258789
2024-07-19,90.37000274658203
2024-07-22,92.2699966430664
2024-07-23,90.37000274658203
2024-07-24,88.75
2024-07-25,87.79000091552734
2024-07-26,88.9800033569336
2024-07-29,90.5
2024-07-30,88.73999786376953
2024-07-31,88.56999969482422
2024-08-01,86.41999816894531
2024-08-02,84.48999786376953
2024-08-05,82.38999938964844
2024-08-06,83.01000213623047
2024-08-07,82.01000213623047
2024-08-08,86.54000091552734
2024-08-09,85.0999984741211
2024-08-12,85.2300033569336
2024-08-13,86.19999694824219
2024-08-14,83.98999786376953
2024-08-15,86.18000030517578
2024-08-16,88.97000122070312
2024-08-19,90.18000030517578
2024-08-20,87.9800033569336
2024-08-21,89.73999786376953
2024-08-22,85.79000091552734
2024-08-23,85.69999694824219
2024-08-26,86.22000122070312
2024-08-27,84.81999969482422
2024-08-28,82.36000061035156
2024-08-29,83.81999969482422
2024-08-30,84.62000274658203
2024-09-03,83.41000366210938
2024-09-04,82.37999725341797
2024-09-05,82.80999755859375
2024-09-06,81.01000213623047
2024-09-09,81.62999725341797
2024-09-10,82.05000305175781
2024-09-11,83.94999694824219
2024-09-12,84.06999969482422
2024-09-13,83.6500015258789
2024-09-16,84.08000183105469
2024-09-17,85.38999938964844
2024-09-18,84.66999816894531
2024-09-19,87.0199966430664
2024-09-20,86.23999786376953
2024-09-23,88.27999877929688
2024-09-24,94.80999755859375
2024-09-25,94.01000213623047
2024-09-26,102.55999755859375
2024-09-27,105.16999816894531
2024-09-30,105.29000091552734
2024-10-01,110.27999877929688
2024-10-02,115.12999725341797
2024-10-03,109.2300033569336
2024-10-04,110.45999908447266
2024-10-07,114.47000122070312
2024-10-08,106.01000213623047
2024-10-09,104.05999755859375
2024-10-10,104.06999969482422
2024-10-11,103.80000305175781
2024-10-14,99.11000061035156
2024-10-15,93.97000122070312
2024-10-16,95.2699966430664
2024-10-17,92.11000061035156
2024-10-18,94.38999938964844
2024-10-21,91.62000274658203
2024-10-22,91.9800033569336
2024-10-23,89.94999694824219
2024-10-24,89.4800033569336
2024-10-25,89.79000091552734
2024-10-28,93.12999725341797
2024-10-29,93.58999633789062
2024-10-30,92.22000122070312
2024-10-31,91.2300033569336
2024-11-01,90.0199966430664
2024-11-04,90.45999908447266
2024-11-05,91.87999725341797
2024-11-06,90.91999816894531
2024-11-07,93.52999877929688
2024-11-08,88.95999908447266
2024-11-11,88.27999877929688
2024-11-12,84.80000305175781
2024-11-13,84.45999908447266
2024-11-14,84.05999755859375
2024-11-15,84.58000183105469
2024-11-18,85.41999816894531
2024-11-19,86.0199966430664
2024-11-20,86.75
2024-11-21,81.62999725341797
