Date,ESGR
2022-11-18,201.66000366210938
2022-11-21,201.91000366210938
2022-11-22,202.1300048828125
2022-11-23,210.2899932861328
2022-11-25,211.27999877929688
2022-11-28,207.88999938964844
2022-11-29,212.4600067138672
2022-11-30,217.99000549316406
2022-12-01,216.4499969482422
2022-12-02,220.52999877929688
2022-12-05,212.99000549316406
2022-12-06,213.02000427246094
2022-12-07,214.64999389648438
2022-12-08,217.61000061035156
2022-12-09,217.77000427246094
2022-12-12,219.0
2022-12-13,223.72000122070312
2022-12-14,223.8800048828125
2022-12-15,224.52000427246094
2022-12-16,222.0
2022-12-19,220.2899932861328
2022-12-20,221.0
2022-12-21,227.32000732421875
2022-12-22,227.67999267578125
2022-12-23,230.0500030517578
2022-12-27,230.19000244140625
2022-12-28,227.5
2022-12-29,231.64999389648438
2022-12-30,231.0399932861328
2023-01-03,233.35000610351562
2023-01-04,238.99000549316406
2023-01-05,240.2100067138672
2023-01-06,245.30999755859375
2023-01-09,236.1300048828125
2023-01-10,241.36000061035156
2023-01-11,240.1999969482422
2023-01-12,237.0500030517578
2023-01-13,241.00999450683594
2023-01-17,238.10000610351562
2023-01-18,238.25999450683594
2023-01-19,240.66000366210938
2023-01-20,242.19000244140625
2023-01-23,242.89999389648438
2023-01-24,240.75999450683594
2023-01-25,241.3800048828125
2023-01-26,245.42999267578125
2023-01-27,239.0
2023-01-30,238.67999267578125
2023-01-31,242.3000030517578
2023-02-01,238.33999633789062
2023-02-02,235.0
2023-02-03,235.24000549316406
2023-02-06,236.4199981689453
2023-02-07,243.2100067138672
2023-02-08,241.0500030517578
2023-02-09,238.5500030517578
2023-02-10,241.11000061035156
2023-02-13,244.97999572753906
2023-02-14,243.00999450683594
2023-02-15,245.82000732421875
2023-02-16,244.9199981689453
2023-02-17,246.97000122070312
2023-02-21,242.86000061035156
2023-02-22,243.33999633789062
2023-02-23,245.2100067138672
2023-02-24,244.67999267578125
2023-02-27,243.7100067138672
2023-02-28,244.50999450683594
2023-03-01,240.22000122070312
2023-03-02,243.0
2023-03-03,244.99000549316406
2023-03-06,237.8000030517578
2023-03-07,234.50999450683594
2023-03-08,232.77000427246094
2023-03-09,231.49000549316406
2023-03-10,231.5800018310547
2023-03-13,226.14999389648438
2023-03-14,229.6300048828125
2023-03-15,223.02000427246094
2023-03-16,224.74000549316406
2023-03-17,221.6199951171875
2023-03-20,222.8000030517578
2023-03-21,224.49000549316406
2023-03-22,218.57000732421875
2023-03-23,220.0399932861328
2023-03-24,225.30999755859375
2023-03-27,226.50999450683594
2023-03-28,228.85000610351562
2023-03-29,229.08999633789062
2023-03-30,231.19000244140625
2023-03-31,231.7899932861328
2023-04-03,232.25
2023-04-04,232.77000427246094
2023-04-05,233.7899932861328
2023-04-06,233.49000549316406
2023-04-10,234.74000549316406
2023-04-11,234.85000610351562
2023-04-12,236.10000610351562
2023-04-13,237.32000732421875
2023-04-14,234.7899932861328
2023-04-17,233.1300048828125
2023-04-18,234.36000061035156
2023-04-19,239.1199951171875
2023-04-20,239.91000366210938
2023-04-21,239.4499969482422
2023-04-24,239.36000061035156
2023-04-25,238.41000366210938
2023-04-26,237.7100067138672
2023-04-27,233.25999450683594
2023-04-28,240.60000610351562
2023-05-01,241.0
2023-05-02,239.0
2023-05-03,240.7899932861328
2023-05-04,240.07000732421875
2023-05-05,248.0
2023-05-08,249.41000366210938
2023-05-09,252.8800048828125
2023-05-10,257.3500061035156
2023-05-11,252.8000030517578
2023-05-12,253.1300048828125
2023-05-15,254.0
2023-05-16,256.2300109863281
2023-05-17,261.6600036621094
2023-05-18,268.30999755859375
2023-05-19,264.8299865722656
2023-05-22,264.32000732421875
2023-05-23,255.72999572753906
2023-05-24,249.13999938964844
2023-05-25,245.77000427246094
2023-05-26,244.97999572753906
2023-05-30,243.9499969482422
2023-05-31,235.3800048828125
2023-06-01,244.50999450683594
2023-06-02,256.0
2023-06-05,251.6699981689453
2023-06-06,254.5
2023-06-07,257.70001220703125
2023-06-08,252.6999969482422
2023-06-09,251.91000366210938
2023-06-12,254.5800018310547
2023-06-13,256.0899963378906
2023-06-14,259.5199890136719
2023-06-15,260.0199890136719
2023-06-16,258.9700012207031
2023-06-20,257.82000732421875
2023-06-21,259.6000061035156
2023-06-22,259.8399963378906
2023-06-23,251.2100067138672
2023-06-26,249.8300018310547
2023-06-27,248.75999450683594
2023-06-28,245.1300048828125
2023-06-29,246.5800018310547
2023-06-30,244.24000549316406
2023-07-03,242.5500030517578
2023-07-05,239.72999572753906
2023-07-06,240.10000610351562
2023-07-07,243.86000061035156
2023-07-10,240.9199981689453
2023-07-11,241.6699981689453
2023-07-12,241.5800018310547
2023-07-13,247.97999572753906
2023-07-14,250.47999572753906
2023-07-17,255.17999267578125
2023-07-18,257.0899963378906
2023-07-19,259.45001220703125
2023-07-20,260.7099914550781
2023-07-21,261.1700134277344
2023-07-24,260.3500061035156
2023-07-25,256.3399963378906
2023-07-26,260.4700012207031
2023-07-27,258.2799987792969
2023-07-28,256.57000732421875
2023-07-31,255.8800048828125
2023-08-01,254.60000610351562
2023-08-02,254.36000061035156
2023-08-03,249.1199951171875
2023-08-04,252.8300018310547
2023-08-07,255.75
2023-08-08,254.7100067138672
2023-08-09,257.42999267578125
2023-08-10,257.1700134277344
2023-08-11,259.4700012207031
2023-08-14,254.50999450683594
2023-08-15,251.16000366210938
2023-08-16,255.22000122070312
2023-08-17,251.0
2023-08-18,248.3699951171875
2023-08-21,248.5399932861328
2023-08-22,245.3699951171875
2023-08-23,249.0
2023-08-24,251.69000244140625
2023-08-25,250.86000061035156
2023-08-28,250.9600067138672
2023-08-29,251.99000549316406
2023-08-30,254.33999633789062
2023-08-31,253.2899932861328
2023-09-01,257.3699951171875
2023-09-05,253.07000732421875
2023-09-06,248.0500030517578
2023-09-07,248.83999633789062
2023-09-08,247.66000366210938
2023-09-11,252.19000244140625
2023-09-12,252.6699981689453
2023-09-13,251.8300018310547
2023-09-14,253.0
2023-09-15,249.89999389648438
2023-09-18,248.8800048828125
2023-09-19,247.92999267578125
2023-09-20,246.0500030517578
2023-09-21,242.3300018310547
2023-09-22,242.9600067138672
2023-09-25,245.52999877929688
2023-09-26,242.02000427246094
2023-09-27,241.25
2023-09-28,248.63999938964844
2023-09-29,242.0
2023-10-02,242.05999755859375
2023-10-03,235.5500030517578
2023-10-04,239.64999389648438
2023-10-05,242.25999450683594
2023-10-06,240.5
2023-10-09,242.13999938964844
2023-10-10,239.14999389648438
2023-10-11,241.24000549316406
2023-10-12,239.52999877929688
2023-10-13,238.0
2023-10-16,240.02999877929688
2023-10-17,240.88999938964844
2023-10-18,238.4499969482422
2023-10-19,233.49000549316406
2023-10-20,232.0500030517578
2023-10-23,235.92999267578125
2023-10-24,232.63999938964844
2023-10-25,232.61000061035156
2023-10-26,234.72000122070312
2023-10-27,233.63999938964844
2023-10-30,234.97999572753906
2023-10-31,236.97000122070312
2023-11-01,239.50999450683594
2023-11-02,242.52999877929688
2023-11-03,253.30999755859375
2023-11-06,254.27000427246094
2023-11-07,253.8800048828125
2023-11-08,254.69000244140625
2023-11-09,256.80999755859375
2023-11-10,256.5400085449219
2023-11-13,249.32000732421875
2023-11-14,260.6300048828125
2023-11-15,259.1400146484375
2023-11-16,256.04998779296875
2023-11-17,263.0
2023-11-20,264.6600036621094
2023-11-21,263.75
2023-11-22,266.8699951171875
2023-11-24,267.9200134277344
2023-11-27,270.8599853515625
2023-11-28,266.54998779296875
2023-11-29,268.8699951171875
2023-11-30,274.6400146484375
2023-12-01,276.5
2023-12-04,281.260009765625
2023-12-05,280.8800048828125
2023-12-06,282.4800109863281
2023-12-07,279.9100036621094
2023-12-08,285.1400146484375
2023-12-11,287.989990234375
2023-12-12,291.2699890136719
2023-12-13,295.7799987792969
2023-12-14,298.0
2023-12-15,293.739990234375
2023-12-18,294.0
2023-12-19,296.55999755859375
2023-12-20,288.5799865722656
2023-12-21,289.6400146484375
2023-12-22,291.1000061035156
2023-12-26,293.29998779296875
2023-12-27,296.07000732421875
2023-12-28,294.239990234375
2023-12-29,294.3500061035156
2024-01-02,293.5899963378906
2024-01-03,288.0799865722656
2024-01-04,288.6499938964844
2024-01-05,286.1499938964844
2024-01-08,286.6099853515625
2024-01-09,276.7200012207031
2024-01-10,276.70001220703125
2024-01-11,273.94000244140625
2024-01-12,270.82000732421875
2024-01-16,267.1400146484375
2024-01-17,265.4200134277344
2024-01-18,266.70001220703125
2024-01-19,271.9599914550781
2024-01-22,279.739990234375
2024-01-23,278.0
2024-01-24,278.1499938964844
2024-01-25,277.0899963378906
2024-01-26,272.75
2024-01-29,272.0
2024-01-30,274.82000732421875
2024-01-31,266.8900146484375
2024-02-01,267.82000732421875
2024-02-02,267.510009765625
2024-02-05,270.1000061035156
2024-02-06,271.32000732421875
2024-02-07,272.3399963378906
2024-02-08,268.989990234375
2024-02-09,274.25
2024-02-12,281.19000244140625
2024-02-13,271.0400085449219
2024-02-14,276.5299987792969
2024-02-15,287.1300048828125
2024-02-16,283.25
2024-02-20,290.55999755859375
2024-02-21,296.1300048828125
2024-02-22,295.82000732421875
2024-02-23,298.79998779296875
2024-02-26,296.239990234375
2024-02-27,299.3800048828125
2024-02-28,306.79998779296875
2024-02-29,307.94000244140625
2024-03-01,303.510009765625
2024-03-04,296.3900146484375
2024-03-05,290.489990234375
2024-03-06,286.6099853515625
2024-03-07,298.25
2024-03-08,295.7099914550781
2024-03-11,300.0
2024-03-12,299.3599853515625
2024-03-13,299.19000244140625
2024-03-14,300.8599853515625
2024-03-15,299.0199890136719
2024-03-18,293.6199951171875
2024-03-19,292.6099853515625
2024-03-20,302.2699890136719
2024-03-21,303.3599853515625
2024-03-22,292.5
2024-03-25,295.760009765625
2024-03-26,298.989990234375
2024-03-27,307.8599853515625
2024-03-28,310.760009765625
2024-04-01,306.5199890136719
2024-04-02,298.7099914550781
2024-04-03,298.9200134277344
2024-04-04,296.7300109863281
2024-04-05,294.0799865722656
2024-04-08,292.79998779296875
2024-04-09,292.1700134277344
2024-04-10,286.739990234375
2024-04-11,284.8299865722656
2024-04-12,282.489990234375
2024-04-15,280.7699890136719
2024-04-16,282.17999267578125
2024-04-17,276.67999267578125
2024-04-18,277.30999755859375
2024-04-19,285.07000732421875
2024-04-22,287.5199890136719
2024-04-23,290.1000061035156
2024-04-24,291.739990234375
2024-04-25,290.19000244140625
2024-04-26,288.29998779296875
2024-04-29,292.7900085449219
2024-04-30,290.3699951171875
2024-05-01,292.95001220703125
2024-05-02,299.510009765625
2024-05-03,298.7300109863281
2024-05-06,299.760009765625
2024-05-07,296.9700012207031
2024-05-08,301.3599853515625
2024-05-09,305.9599914550781
2024-05-10,308.7699890136719
2024-05-13,305.4599914550781
2024-05-14,311.9599914550781
2024-05-15,311.94000244140625
2024-05-16,308.9200134277344
2024-05-17,310.0
2024-05-20,304.010009765625
2024-05-21,308.6099853515625
2024-05-22,307.9100036621094
2024-05-23,303.2300109863281
2024-05-24,310.6499938964844
2024-05-28,314.0
2024-05-29,309.1600036621094
2024-05-30,314.8299865722656
2024-05-31,313.1400146484375
2024-06-03,309.8399963378906
2024-06-04,304.510009765625
2024-06-05,303.0899963378906
2024-06-06,303.3800048828125
2024-06-07,299.7099914550781
2024-06-10,298.5899963378906
2024-06-11,297.3500061035156
2024-06-12,301.94000244140625
2024-06-13,296.3599853515625
2024-06-14,297.8599853515625
2024-06-17,308.9200134277344
2024-06-18,314.010009765625
2024-06-20,313.010009765625
2024-06-21,310.4700012207031
2024-06-24,310.17999267578125
2024-06-25,304.989990234375
2024-06-26,303.9700012207031
2024-06-27,306.0799865722656
2024-06-28,305.70001220703125
2024-07-01,316.4800109863281
2024-07-02,321.1000061035156
2024-07-03,323.4800109863281
2024-07-05,329.5199890136719
2024-07-08,329.8900146484375
2024-07-09,321.20001220703125
2024-07-10,319.6199951171875
2024-07-11,322.6099853515625
2024-07-12,328.3699951171875
2024-07-15,325.510009765625
2024-07-16,335.4800109863281
2024-07-17,335.6400146484375
2024-07-18,329.75
2024-07-19,324.8800048828125
2024-07-22,327.82000732421875
2024-07-23,334.9700012207031
2024-07-24,330.55999755859375
2024-07-25,335.010009765625
2024-07-26,348.30999755859375
2024-07-29,327.1700134277344
2024-07-30,325.0
2024-07-31,324.3999938964844
2024-08-01,326.25
2024-08-02,326.9100036621094
2024-08-05,321.7900085449219
2024-08-06,323.510009765625
2024-08-07,318.75
2024-08-08,320.3999938964844
2024-08-09,321.29998779296875
2024-08-12,319.0
2024-08-13,320.20001220703125
2024-08-14,321.8500061035156
2024-08-15,320.5
2024-08-16,320.7099914550781
2024-08-19,322.80999755859375
2024-08-20,321.5199890136719
2024-08-21,321.1600036621094
2024-08-22,323.0899963378906
2024-08-23,326.6000061035156
2024-08-26,324.6300048828125
2024-08-27,326.260009765625
2024-08-28,325.5199890136719
2024-08-29,326.6000061035156
2024-08-30,326.0
2024-09-03,322.82000732421875
2024-09-04,320.0
2024-09-05,319.9599914550781
2024-09-06,318.6199951171875
2024-09-09,318.7900085449219
2024-09-10,319.07000732421875
2024-09-11,320.1700134277344
2024-09-12,320.7300109863281
2024-09-13,320.8800048828125
2024-09-16,321.29998779296875
2024-09-17,321.5
2024-09-18,318.8599853515625
2024-09-19,321.1000061035156
2024-09-20,320.0199890136719
2024-09-23,320.6400146484375
2024-09-24,320.8500061035156
2024-09-25,321.0
2024-09-26,321.4700012207031
2024-09-27,321.04998779296875
2024-09-30,321.5899963378906
2024-10-01,320.510009765625
2024-10-02,319.7799987792969
2024-10-03,320.20001220703125
2024-10-04,323.3599853515625
2024-10-07,320.69000244140625
2024-10-08,320.25
2024-10-09,321.0
2024-10-10,321.489990234375
2024-10-11,323.3500061035156
2024-10-14,322.1000061035156
2024-10-15,322.1400146484375
2024-10-16,324.1600036621094
2024-10-17,323.3900146484375
2024-10-18,322.6300048828125
2024-10-21,322.760009765625
2024-10-22,323.760009765625
2024-10-23,325.29998779296875
2024-10-24,324.1700134277344
2024-10-25,325.2099914550781
2024-10-28,324.82000732421875
2024-10-29,325.3800048828125
2024-10-30,325.010009765625
2024-10-31,322.5
2024-11-01,321.739990234375
2024-11-04,322.9800109863281
2024-11-05,322.75
2024-11-06,324.9599914550781
2024-11-07,324.8599853515625
2024-11-08,325.0
2024-11-11,323.94000244140625
2024-11-12,323.5
2024-11-13,323.5
2024-11-14,323.5
2024-11-15,323.7099914550781
2024-11-18,323.7200012207031
2024-11-19,323.82000732421875
2024-11-20,323.8299865722656
2024-11-21,324.510009765625
