Date,ALTR
2022-02-28,66.41999816894531
2022-03-01,66.87999725341797
2022-03-02,67.2699966430664
2022-03-03,66.0199966430664
2022-03-04,65.08999633789062
2022-03-07,64.48999786376953
2022-03-08,62.47999954223633
2022-03-09,64.91000366210938
2022-03-10,63.13999938964844
2022-03-11,61.04999923706055
2022-03-14,59.40999984741211
2022-03-15,59.52000045776367
2022-03-16,61.0
2022-03-17,62.619998931884766
2022-03-18,64.1500015258789
2022-03-21,62.90999984741211
2022-03-22,64.54000091552734
2022-03-23,63.22999954223633
2022-03-24,63.84000015258789
2022-03-25,62.400001525878906
2022-03-28,64.0
2022-03-29,66.56999969482422
2022-03-30,65.19999694824219
2022-03-31,64.4000015258789
2022-04-01,63.79999923706055
2022-04-04,64.79000091552734
2022-04-05,62.97999954223633
2022-04-06,61.869998931884766
2022-04-07,61.400001525878906
2022-04-08,59.16999816894531
2022-04-11,59.099998474121094
2022-04-12,59.630001068115234
2022-04-13,60.59000015258789
2022-04-14,57.79999923706055
2022-04-18,57.54999923706055
2022-04-19,58.720001220703125
2022-04-20,58.33000183105469
2022-04-21,56.290000915527344
2022-04-22,55.5099983215332
2022-04-25,56.25
2022-04-26,54.290000915527344
2022-04-27,53.689998626708984
2022-04-28,55.11000061035156
2022-04-29,54.31999969482422
2022-05-02,55.599998474121094
2022-05-03,55.33000183105469
2022-05-04,56.0099983215332
2022-05-05,53.7400016784668
2022-05-06,51.56999969482422
2022-05-09,49.58000183105469
2022-05-10,51.16999816894531
2022-05-11,50.11000061035156
2022-05-12,50.84000015258789
2022-05-13,53.06999969482422
2022-05-16,52.25
2022-05-17,52.189998626708984
2022-05-18,51.02000045776367
2022-05-19,52.189998626708984
2022-05-20,52.029998779296875
2022-05-23,52.29999923706055
2022-05-24,51.7599983215332
2022-05-25,52.470001220703125
2022-05-26,53.099998474121094
2022-05-27,55.09000015258789
2022-05-31,54.959999084472656
2022-06-01,53.970001220703125
2022-06-02,56.459999084472656
2022-06-03,55.0
2022-06-06,54.939998626708984
2022-06-07,55.279998779296875
2022-06-08,54.56999969482422
2022-06-09,55.13999938964844
2022-06-10,51.939998626708984
2022-06-13,49.959999084472656
2022-06-14,49.369998931884766
2022-06-15,51.36000061035156
2022-06-16,50.40999984741211
2022-06-17,51.95000076293945
2022-06-21,52.34000015258789
2022-06-22,52.06999969482422
2022-06-23,54.18000030517578
2022-06-24,55.72999954223633
2022-06-27,51.40999984741211
2022-06-28,51.25
2022-06-29,51.790000915527344
2022-06-30,52.5
2022-07-01,52.06999969482422
2022-07-05,53.470001220703125
2022-07-06,52.90999984741211
2022-07-07,53.61000061035156
2022-07-08,53.22999954223633
2022-07-11,51.619998931884766
2022-07-12,49.65999984741211
2022-07-13,49.380001068115234
2022-07-14,49.029998779296875
2022-07-15,51.36000061035156
2022-07-18,51.34000015258789
2022-07-19,52.83000183105469
2022-07-20,54.27000045776367
2022-07-21,55.02000045776367
2022-07-22,54.90999984741211
2022-07-25,54.380001068115234
2022-07-26,53.52000045776367
2022-07-27,55.97999954223633
2022-07-28,57.720001220703125
2022-07-29,58.90999984741211
2022-08-01,59.20000076293945
2022-08-02,58.310001373291016
2022-08-03,60.040000915527344
2022-08-04,60.880001068115234
2022-08-05,57.88999938964844
2022-08-08,56.95000076293945
2022-08-09,55.90999984741211
2022-08-10,56.47999954223633
2022-08-11,55.31999969482422
2022-08-12,56.40999984741211
2022-08-15,57.279998779296875
2022-08-16,56.27000045776367
2022-08-17,56.68000030517578
2022-08-18,56.43000030517578
2022-08-19,54.77000045776367
2022-08-22,53.720001220703125
2022-08-23,53.2599983215332
2022-08-24,54.310001373291016
2022-08-25,55.380001068115234
2022-08-26,53.72999954223633
2022-08-29,52.150001525878906
2022-08-30,52.09000015258789
2022-08-31,52.0099983215332
2022-09-01,49.34000015258789
2022-09-02,48.65999984741211
2022-09-06,49.189998626708984
2022-09-07,50.279998779296875
2022-09-08,50.86000061035156
2022-09-09,51.66999816894531
2022-09-12,52.20000076293945
2022-09-13,49.7599983215332
2022-09-14,48.70000076293945
2022-09-15,47.849998474121094
2022-09-16,47.060001373291016
2022-09-19,47.09000015258789
2022-09-20,46.2400016784668
2022-09-21,46.33000183105469
2022-09-22,45.970001220703125
2022-09-23,45.709999084472656
2022-09-26,45.4900016784668
2022-09-27,45.83000183105469
2022-09-28,46.16999816894531
2022-09-29,44.95000076293945
2022-09-30,44.220001220703125
2022-10-03,45.689998626708984
2022-10-04,47.900001525878906
2022-10-05,48.4900016784668
2022-10-06,48.7599983215332
2022-10-07,47.7599983215332
2022-10-10,45.36000061035156
2022-10-11,44.52000045776367
2022-10-12,44.79999923706055
2022-10-13,45.540000915527344
2022-10-14,43.93000030517578
2022-10-17,45.349998474121094
2022-10-18,46.029998779296875
2022-10-19,45.400001525878906
2022-10-20,44.91999816894531
2022-10-21,45.7599983215332
2022-10-24,46.439998626708984
2022-10-25,47.400001525878906
2022-10-26,47.11000061035156
2022-10-27,47.540000915527344
2022-10-28,48.97999954223633
2022-10-31,49.04999923706055
2022-11-01,48.58000183105469
2022-11-02,47.060001373291016
2022-11-03,45.529998779296875
2022-11-04,45.4900016784668
2022-11-07,46.52000045776367
2022-11-08,46.560001373291016
2022-11-09,44.630001068115234
2022-11-10,47.95000076293945
2022-11-11,48.779998779296875
2022-11-14,48.720001220703125
2022-11-15,50.06999969482422
2022-11-16,49.130001068115234
2022-11-17,47.630001068115234
2022-11-18,47.09000015258789
2022-11-21,45.79999923706055
2022-11-22,46.310001373291016
2022-11-23,47.25
2022-11-25,47.29999923706055
2022-11-28,46.619998931884766
2022-11-29,46.810001373291016
2022-11-30,49.06999969482422
2022-12-01,50.29999923706055
2022-12-02,49.880001068115234
2022-12-05,48.15999984741211
2022-12-06,47.459999084472656
2022-12-07,47.959999084472656
2022-12-08,48.06999969482422
2022-12-09,47.4900016784668
2022-12-12,47.5099983215332
2022-12-13,48.77000045776367
2022-12-14,48.0099983215332
2022-12-15,45.90999984741211
2022-12-16,44.970001220703125
2022-12-19,44.04999923706055
2022-12-20,44.58000183105469
2022-12-21,45.43000030517578
2022-12-22,45.11000061035156
2022-12-23,44.59000015258789
2022-12-27,43.88999938964844
2022-12-28,43.849998474121094
2022-12-29,45.790000915527344
2022-12-30,45.470001220703125
2023-01-03,46.349998474121094
2023-01-04,47.13999938964844
2023-01-05,45.599998474121094
2023-01-06,46.95000076293945
2023-01-09,48.15999984741211
2023-01-10,48.900001525878906
2023-01-11,49.5
2023-01-12,49.849998474121094
2023-01-13,49.779998779296875
2023-01-17,50.18000030517578
2023-01-18,50.58000183105469
2023-01-19,51.33000183105469
2023-01-20,51.93000030517578
2023-01-23,53.529998779296875
2023-01-24,52.41999816894531
2023-01-25,52.560001373291016
2023-01-26,52.650001525878906
2023-01-27,53.2599983215332
2023-01-30,52.279998779296875
2023-01-31,53.099998474121094
2023-02-01,54.970001220703125
2023-02-02,59.11000061035156
2023-02-03,57.77000045776367
2023-02-06,57.06999969482422
2023-02-07,58.119998931884766
2023-02-08,56.709999084472656
2023-02-09,56.63999938964844
2023-02-10,55.81999969482422
2023-02-13,56.9900016784668
2023-02-14,57.47999954223633
2023-02-15,58.18000030517578
2023-02-16,57.099998474121094
2023-02-17,55.560001373291016
2023-02-21,54.68000030517578
2023-02-22,54.7599983215332
2023-02-23,56.56999969482422
2023-02-24,63.540000915527344
2023-02-27,64.94000244140625
2023-02-28,64.05999755859375
2023-03-01,64.69999694824219
2023-03-02,65.19000244140625
2023-03-03,65.7300033569336
2023-03-06,66.31999969482422
2023-03-07,66.44000244140625
2023-03-08,67.2699966430664
2023-03-09,65.77999877929688
2023-03-10,63.29999923706055
2023-03-13,64.8499984741211
2023-03-14,66.54000091552734
2023-03-15,67.0
2023-03-16,68.11000061035156
2023-03-17,69.56999969482422
2023-03-20,69.7300033569336
2023-03-21,69.48999786376953
2023-03-22,68.20999908447266
2023-03-23,68.8499984741211
2023-03-24,68.86000061035156
