Date,NDAQ
2022-02-28,57.04999923706055
2022-03-01,56.663333892822266
2022-03-02,57.356666564941406
2022-03-03,57.49333190917969
2022-03-04,57.176666259765625
2022-03-07,56.12333297729492
2022-03-08,55.0
2022-03-09,56.223331451416016
2022-03-10,55.49333190917969
2022-03-11,54.956668853759766
2022-03-14,55.526668548583984
2022-03-15,56.526668548583984
2022-03-16,57.77333450317383
2022-03-17,58.70000076293945
2022-03-18,59.74333190917969
2022-03-21,59.21333312988281
2022-03-22,59.16999816894531
2022-03-23,58.04666519165039
2022-03-24,58.209999084472656
2022-03-25,58.426666259765625
2022-03-28,59.18000030517578
2022-03-29,60.439998626708984
2022-03-30,60.62666702270508
2022-03-31,59.400001525878906
2022-04-01,60.63999938964844
2022-04-04,60.78666687011719
2022-04-05,60.68000030517578
2022-04-06,61.19333267211914
2022-04-07,61.0
2022-04-08,61.13999938964844
2022-04-11,60.776668548583984
2022-04-12,60.02000045776367
2022-04-13,60.46333312988281
2022-04-14,59.516666412353516
2022-04-18,59.4466667175293
2022-04-19,60.3466682434082
2022-04-20,57.60333251953125
2022-04-21,56.47999954223633
2022-04-22,55.616668701171875
2022-04-25,55.54666519165039
2022-04-26,53.88999938964844
2022-04-27,53.349998474121094
2022-04-28,54.18333435058594
2022-04-29,52.456668853759766
2022-05-02,52.22999954223633
2022-05-03,52.61333465576172
2022-05-04,53.366668701171875
2022-05-05,51.633331298828125
2022-05-06,50.76333236694336
2022-05-09,48.72666549682617
2022-05-10,48.59333419799805
2022-05-11,47.74333190917969
2022-05-12,48.11000061035156
2022-05-13,49.163333892822266
2022-05-16,48.709999084472656
2022-05-17,49.5966682434082
2022-05-18,47.36333465576172
2022-05-19,47.69333267211914
2022-05-20,48.709999084472656
2022-05-23,49.23666763305664
2022-05-24,48.87666702270508
2022-05-25,49.16666793823242
2022-05-26,50.310001373291016
2022-05-27,51.880001068115234
2022-05-31,51.753334045410156
2022-06-01,50.75666809082031
2022-06-02,51.60333251953125
2022-06-03,51.356666564941406
2022-06-06,51.369998931884766
2022-06-07,51.586666107177734
2022-06-08,51.3033332824707
2022-06-09,50.91666793823242
2022-06-10,50.063331604003906
2022-06-13,48.95333480834961
2022-06-14,48.62333297729492
2022-06-15,49.973331451416016
2022-06-16,49.516666412353516
2022-06-17,49.616668701171875
2022-06-21,50.87666702270508
2022-06-22,51.20333480834961
2022-06-23,52.753334045410156
2022-06-24,53.09333419799805
2022-06-27,52.643333435058594
2022-06-28,51.5533332824707
2022-06-29,51.02000045776367
2022-06-30,50.8466682434082
2022-07-01,51.86333465576172
2022-07-05,52.496665954589844
2022-07-06,52.26333236694336
2022-07-07,52.233333587646484
2022-07-08,52.186668395996094
2022-07-11,52.543331146240234
2022-07-12,51.59000015258789
2022-07-13,51.4466667175293
2022-07-14,51.17333221435547
2022-07-15,52.356666564941406
2022-07-18,51.59333419799805
2022-07-19,53.106666564941406
2022-07-20,56.3466682434082
2022-07-21,58.0
2022-07-22,57.53333282470703
2022-07-25,57.33333206176758
2022-07-26,57.66999816894531
2022-07-27,57.996665954589844
2022-07-28,59.80666732788086
2022-07-29,60.29999923706055
2022-08-01,59.619998931884766
2022-08-02,59.563331604003906
2022-08-03,60.05666732788086
2022-08-04,60.93000030517578
2022-08-05,60.689998626708984
2022-08-08,60.95000076293945
2022-08-09,61.05666732788086
2022-08-10,62.20000076293945
2022-08-11,62.189998626708984
2022-08-12,63.473331451416016
2022-08-15,63.983333587646484
2022-08-16,63.86333465576172
