Date,MARA
2022-02-28,25.350000381469727
2022-03-01,26.079999923706055
2022-03-02,26.8799991607666
2022-03-03,24.65999984741211
2022-03-04,22.81999969482422
2022-03-07,21.479999542236328
2022-03-08,22.350000381469727
2022-03-09,25.68000030517578
2022-03-10,24.75
2022-03-11,22.489999771118164
2022-03-14,21.40999984741211
2022-03-15,22.40999984741211
2022-03-16,24.229999542236328
2022-03-17,26.65999984741211
2022-03-18,27.920000076293945
2022-03-21,27.6299991607666
2022-03-22,29.440000534057617
2022-03-23,29.25
2022-03-24,30.329999923706055
2022-03-25,28.889999389648438
2022-03-28,31.270000457763672
2022-03-29,31.139999389648438
2022-03-30,29.559999465942383
2022-03-31,27.950000762939453
2022-04-01,28.540000915527344
2022-04-04,28.920000076293945
2022-04-05,26.260000228881836
2022-04-06,24.190000534057617
2022-04-07,23.770000457763672
2022-04-08,22.68000030517578
2022-04-11,21.920000076293945
2022-04-12,21.15999984741211
2022-04-13,22.299999237060547
2022-04-14,21.229999542236328
2022-04-18,20.899999618530273
2022-04-19,21.5
2022-04-20,20.719999313354492
2022-04-21,19.31999969482422
2022-04-22,18.149999618530273
2022-04-25,18.719999313354492
2022-04-26,17.100000381469727
2022-04-27,16.719999313354492
2022-04-28,16.860000610351562
2022-04-29,15.600000381469727
2022-05-02,16.65999984741211
2022-05-03,16.780000686645508
2022-05-04,17.760000228881836
2022-05-05,15.899999618530273
2022-05-06,14.949999809265137
2022-05-09,12.079999923706055
2022-05-10,11.800000190734863
2022-05-11,9.979999542236328
2022-05-12,10.149999618530273
2022-05-13,11.390000343322754
2022-05-16,10.319999694824219
2022-05-17,11.09000015258789
2022-05-18,10.15999984741211
2022-05-19,10.350000381469727
2022-05-20,9.770000457763672
2022-05-23,9.930000305175781
2022-05-24,9.0
2022-05-25,9.270000457763672
2022-05-26,9.850000381469727
2022-05-27,10.270000457763672
2022-05-31,10.229999542236328
2022-06-01,9.220000267028809
2022-06-02,9.34000015258789
2022-06-03,8.800000190734863
2022-06-06,8.930000305175781
2022-06-07,8.6899995803833
2022-06-08,8.529999732971191
2022-06-09,7.659999847412109
2022-06-10,7.539999961853027
2022-06-13,6.650000095367432
2022-06-14,6.940000057220459
2022-06-15,6.869999885559082
2022-06-16,6.570000171661377
2022-06-17,6.610000133514404
2022-06-21,7.21999979019165
2022-06-22,6.75
2022-06-23,7.050000190734863
2022-06-24,7.420000076293945
2022-06-27,6.849999904632568
2022-06-28,6.429999828338623
2022-06-29,5.800000190734863
2022-06-30,5.340000152587891
2022-07-01,5.539999961853027
2022-07-05,6.070000171661377
2022-07-06,5.650000095367432
2022-07-07,7.010000228881836
2022-07-08,8.510000228881836
2022-07-11,7.809999942779541
2022-07-12,7.670000076293945
2022-07-13,7.760000228881836
2022-07-14,8.0
2022-07-15,8.039999961853027
2022-07-18,9.760000228881836
2022-07-19,12.899999618530273
2022-07-20,12.470000267028809
2022-07-21,13.489999771118164
2022-07-22,12.420000076293945
2022-07-25,11.569999694824219
2022-07-26,10.109999656677246
2022-07-27,12.319999694824219
2022-07-28,13.199999809265137
2022-07-29,12.989999771118164
2022-08-01,12.270000457763672
2022-08-02,12.960000038146973
2022-08-03,13.279999732971191
2022-08-04,13.420000076293945
2022-08-05,14.170000076293945
2022-08-08,14.430000305175781
2022-08-09,14.109999656677246
2022-08-10,16.360000610351562
2022-08-11,17.190000534057617
2022-08-12,18.239999771118164
2022-08-15,17.649999618530273
2022-08-16,16.8799991607666
2022-08-17,15.449999809265137
2022-08-18,15.59000015258789
2022-08-19,13.180000305175781
2022-08-22,12.930000305175781
2022-08-23,13.710000038146973
2022-08-24,13.779999732971191
2022-08-25,12.880000114440918
2022-08-26,11.350000381469727
2022-08-29,11.8100004196167
2022-08-30,11.529999732971191
2022-08-31,11.850000381469727
2022-09-01,11.510000228881836
2022-09-02,11.380000114440918
2022-09-06,11.119999885559082
2022-09-07,11.680000305175781
2022-09-08,13.260000228881836
2022-09-09,14.15999984741211
2022-09-12,14.430000305175781
2022-09-13,12.819999694824219
2022-09-14,12.600000381469727
2022-09-15,12.069999694824219
2022-09-16,10.920000076293945
2022-09-19,10.869999885559082
2022-09-20,10.260000228881836
2022-09-21,10.850000381469727
2022-09-22,10.520000457763672
2022-09-23,9.470000267028809
2022-09-26,9.609999656677246
2022-09-27,9.869999885559082
2022-09-28,10.949999809265137
2022-09-29,10.770000457763672
2022-09-30,10.710000038146973
2022-10-03,11.079999923706055
2022-10-04,12.880000114440918
2022-10-05,12.84000015258789
2022-10-06,13.100000381469727
2022-10-07,11.210000038146973
2022-10-10,10.760000228881836
2022-10-11,10.460000038146973
2022-10-12,10.420000076293945
2022-10-13,11.220000267028809
2022-10-14,10.300000190734863
2022-10-17,11.6899995803833
2022-10-18,11.380000114440918
2022-10-19,11.069999694824219
2022-10-20,10.920000076293945
2022-10-21,11.699999809265137
2022-10-24,12.899999618530273
2022-10-25,14.760000228881836
2022-10-26,13.789999961853027
2022-10-27,13.649999618530273
2022-10-28,13.850000381469727
2022-10-31,13.109999656677246
2022-11-01,12.220000267028809
2022-11-02,10.920000076293945
2022-11-03,10.510000228881836
2022-11-04,10.84000015258789
2022-11-07,10.5
2022-11-08,9.960000038146973
2022-11-09,9.609999656677246
2022-11-10,9.979999542236328
2022-11-11,9.770000457763672
2022-11-14,9.520000457763672
2022-11-15,9.5
2022-11-16,8.3100004196167
2022-11-17,8.029999732971191
2022-11-18,7.46999979019165
2022-11-21,6.190000057220459
2022-11-22,6.420000076293945
2022-11-23,6.480000019073486
2022-11-25,6.21999979019165
2022-11-28,5.980000019073486
2022-11-29,5.889999866485596
2022-11-30,6.320000171661377
2022-12-01,6.210000038146973
2022-12-02,6.909999847412109
2022-12-05,6.139999866485596
2022-12-06,5.789999961853027
2022-12-07,5.369999885559082
2022-12-08,5.389999866485596
2022-12-09,5.0
2022-12-12,5.070000171661377
2022-12-13,4.659999847412109
2022-12-14,4.71999979019165
2022-12-15,4.340000152587891
