Date,IDCC
2022-02-28,64.41999816894531
2022-03-01,63.47999954223633
2022-03-02,66.11000061035156
2022-03-03,65.31999969482422
2022-03-04,64.61000061035156
2022-03-07,62.310001373291016
2022-03-08,62.15999984741211
2022-03-09,63.52000045776367
2022-03-10,63.310001373291016
2022-03-11,62.099998474121094
2022-03-14,61.439998626708984
2022-03-15,62.189998626708984
2022-03-16,63.81999969482422
2022-03-17,64.66999816894531
2022-03-18,65.8499984741211
2022-03-21,65.0
2022-03-22,65.33999633789062
2022-03-23,64.16000366210938
2022-03-24,64.87999725341797
2022-03-25,64.8499984741211
2022-03-28,64.38999938964844
2022-03-29,65.79000091552734
2022-03-30,63.52000045776367
2022-03-31,63.79999923706055
2022-04-01,64.62999725341797
2022-04-04,64.4800033569336
2022-04-05,63.09000015258789
2022-04-06,62.290000915527344
2022-04-07,61.970001220703125
2022-04-08,60.59000015258789
2022-04-11,59.970001220703125
2022-04-12,59.810001373291016
2022-04-13,61.279998779296875
2022-04-14,60.90999984741211
2022-04-18,60.06999969482422
2022-04-19,60.849998474121094
2022-04-20,61.279998779296875
2022-04-21,59.400001525878906
2022-04-22,58.209999084472656
2022-04-25,58.189998626708984
2022-04-26,56.41999816894531
2022-04-27,56.45000076293945
2022-04-28,58.349998474121094
2022-04-29,56.849998474121094
2022-05-02,57.400001525878906
2022-05-03,57.41999816894531
2022-05-04,61.0099983215332
2022-05-05,58.75
2022-05-06,59.52000045776367
2022-05-09,59.2400016784668
2022-05-10,59.11000061035156
2022-05-11,58.540000915527344
2022-05-12,58.630001068115234
2022-05-13,59.650001525878906
2022-05-16,60.25
2022-05-17,61.09000015258789
2022-05-18,59.630001068115234
2022-05-19,60.11000061035156
2022-05-20,60.060001373291016
2022-05-23,60.540000915527344
2022-05-24,60.779998779296875
2022-05-25,60.2400016784668
2022-05-26,63.189998626708984
2022-05-27,64.77999877929688
2022-05-31,65.29000091552734
2022-06-01,65.18000030517578
2022-06-02,65.94000244140625
2022-06-03,66.02999877929688
2022-06-06,66.56999969482422
2022-06-07,66.83999633789062
2022-06-08,65.69000244140625
2022-06-09,65.37000274658203
2022-06-10,64.66999816894531
2022-06-13,61.959999084472656
2022-06-14,61.709999084472656
2022-06-15,63.459999084472656
2022-06-16,60.150001525878906
2022-06-17,60.779998779296875
2022-06-21,62.189998626708984
2022-06-22,62.2400016784668
2022-06-23,61.75
2022-06-24,63.56999969482422
2022-06-27,64.51000213623047
2022-06-28,61.880001068115234
2022-06-29,61.86000061035156
2022-06-30,60.79999923706055
2022-07-01,60.54999923706055
2022-07-05,61.810001373291016
2022-07-06,61.36000061035156
2022-07-07,62.65999984741211
2022-07-08,63.43000030517578
2022-07-11,62.599998474121094
2022-07-12,61.2400016784668
2022-07-13,61.060001373291016
2022-07-14,60.95000076293945
2022-07-15,61.849998474121094
2022-07-18,60.95000076293945
2022-07-19,61.880001068115234
2022-07-20,63.13999938964844
2022-07-21,63.7599983215332
2022-07-22,62.900001525878906
2022-07-25,57.40999984741211
2022-07-26,58.7599983215332
2022-07-27,60.06999969482422
2022-07-28,60.790000915527344
2022-07-29,61.38999938964844
2022-08-01,61.369998931884766
2022-08-02,61.290000915527344
2022-08-03,62.709999084472656
2022-08-04,61.540000915527344
2022-08-05,59.11000061035156
2022-08-08,56.689998626708984
2022-08-09,54.529998779296875
2022-08-10,56.09000015258789
2022-08-11,55.220001220703125
2022-08-12,55.9900016784668
2022-08-15,55.4900016784668
2022-08-16,55.52000045776367
2022-08-17,55.369998931884766
2022-08-18,55.70000076293945
2022-08-19,54.91999816894531
2022-08-22,54.11000061035156
2022-08-23,53.18000030517578
2022-08-24,53.31999969482422
2022-08-25,53.4900016784668
2022-08-26,51.4900016784668
2022-08-29,51.0
2022-08-30,50.5
