Date,NTNX
2022-02-28,26.700000762939453
2022-03-01,26.68000030517578
2022-03-02,27.260000228881836
2022-03-03,26.110000610351562
2022-03-04,25.010000228881836
2022-03-07,23.1299991607666
2022-03-08,23.200000762939453
2022-03-09,24.020000457763672
2022-03-10,23.790000915527344
2022-03-11,22.860000610351562
2022-03-14,22.139999389648438
2022-03-15,22.790000915527344
2022-03-16,23.84000015258789
2022-03-17,24.579999923706055
2022-03-18,26.25
2022-03-21,26.709999084472656
2022-03-22,27.200000762939453
2022-03-23,26.469999313354492
2022-03-24,27.100000381469727
2022-03-25,26.579999923706055
2022-03-28,26.739999771118164
2022-03-29,27.100000381469727
2022-03-30,26.889999389648438
2022-03-31,26.81999969482422
2022-04-01,27.729999542236328
2022-04-04,28.469999313354492
2022-04-05,27.329999923706055
2022-04-06,26.209999084472656
2022-04-07,25.889999389648438
2022-04-08,24.8700008392334
2022-04-11,26.450000762939453
2022-04-12,26.049999237060547
2022-04-13,27.06999969482422
2022-04-14,26.010000228881836
2022-04-18,25.8799991607666
2022-04-19,27.360000610351562
2022-04-20,26.979999542236328
2022-04-21,26.040000915527344
2022-04-22,25.010000228881836
2022-04-25,26.399999618530273
2022-04-26,25.389999389648438
2022-04-27,25.100000381469727
2022-04-28,25.969999313354492
2022-04-29,25.030000686645508
2022-05-02,25.6299991607666
2022-05-03,25.440000534057617
2022-05-04,26.34000015258789
2022-05-05,24.59000015258789
2022-05-06,23.530000686645508
2022-05-09,21.420000076293945
2022-05-10,21.100000381469727
2022-05-11,20.31999969482422
2022-05-12,20.610000610351562
2022-05-13,22.530000686645508
2022-05-16,21.969999313354492
2022-05-17,22.06999969482422
2022-05-18,20.940000534057617
2022-05-19,21.1200008392334
2022-05-20,20.65999984741211
2022-05-23,21.719999313354492
2022-05-24,20.950000762939453
2022-05-25,21.420000076293945
2022-05-26,16.5
2022-05-27,16.8799991607666
2022-05-31,16.200000762939453
2022-06-01,15.989999771118164
2022-06-02,16.610000610351562
2022-06-03,16.360000610351562
2022-06-06,15.8100004196167
2022-06-07,16.06999969482422
2022-06-08,15.949999809265137
2022-06-09,14.8100004196167
2022-06-10,14.4399995803833
2022-06-13,13.84000015258789
2022-06-14,13.75
2022-06-15,14.319999694824219
2022-06-16,13.819999694824219
2022-06-17,14.470000267028809
2022-06-21,14.510000228881836
2022-06-22,14.40999984741211
2022-06-23,14.979999542236328
2022-06-24,15.479999542236328
2022-06-27,15.100000381469727
2022-06-28,14.619999885559082
2022-06-29,14.5
2022-06-30,14.630000114440918
2022-07-01,14.869999885559082
2022-07-05,15.039999961853027
2022-07-06,14.880000114440918
2022-07-07,15.65999984741211
2022-07-08,15.670000076293945
2022-07-11,15.1899995803833
2022-07-12,14.779999732971191
2022-07-13,14.550000190734863
2022-07-14,14.220000267028809
2022-07-15,14.420000076293945
2022-07-18,14.300000190734863
2022-07-19,14.829999923706055
2022-07-20,15.529999732971191
2022-07-21,15.75
2022-07-22,15.050000190734863
2022-07-25,14.75
2022-07-26,14.140000343322754
2022-07-27,14.699999809265137
2022-07-28,14.949999809265137
2022-07-29,15.130000114440918
2022-08-01,15.210000038146973
2022-08-02,15.729999542236328
2022-08-03,16.549999237060547
2022-08-04,16.81999969482422
2022-08-05,16.90999984741211
2022-08-08,17.299999237060547
2022-08-09,16.670000076293945
2022-08-10,17.34000015258789
2022-08-11,17.260000228881836
2022-08-12,17.770000457763672
2022-08-15,17.920000076293945
2022-08-16,18.040000915527344
2022-08-17,17.65999984741211
2022-08-18,18.90999984741211
2022-08-19,18.1200008392334
2022-08-22,18.06999969482422
2022-08-23,18.15999984741211
2022-08-24,18.8799991607666
2022-08-25,19.40999984741211
2022-08-26,18.139999389648438
2022-08-29,17.940000534057617
2022-08-30,18.1200008392334
2022-08-31,17.299999237060547
2022-09-01,22.34000015258789
2022-09-02,21.75
2022-09-06,22.1200008392334
2022-09-07,22.469999313354492
2022-09-08,22.979999542236328
2022-09-09,23.079999923706055
2022-09-12,23.709999084472656
2022-09-13,22.670000076293945
2022-09-14,23.15999984741211
2022-09-15,23.709999084472656
2022-09-16,23.1200008392334
2022-09-19,23.270000457763672
2022-09-20,22.329999923706055
2022-09-21,21.780000686645508
2022-09-22,21.65999984741211
2022-09-23,20.559999465942383
2022-09-26,20.280000686645508
2022-09-27,20.610000610351562
2022-09-28,21.389999389648438
2022-09-29,21.1200008392334
2022-09-30,20.829999923706055
2022-10-03,21.329999923706055
2022-10-04,22.219999313354492
2022-10-05,21.920000076293945
2022-10-06,22.719999313354492
2022-10-07,21.979999542236328
2022-10-10,20.270000457763672
2022-10-11,21.049999237060547
2022-10-12,20.989999771118164
2022-10-13,21.149999618530273
2022-10-14,26.350000381469727
2022-10-17,26.540000915527344
2022-10-18,26.40999984741211
2022-10-19,25.950000762939453
2022-10-20,26.670000076293945
2022-10-21,26.8700008392334
2022-10-24,26.90999984741211
2022-10-25,26.829999923706055
2022-10-26,26.6299991607666
2022-10-27,26.579999923706055
2022-10-28,26.799999237060547
2022-10-31,27.399999618530273
2022-11-01,28.170000076293945
2022-11-02,27.440000534057617
2022-11-03,27.010000228881836
2022-11-04,26.940000534057617
2022-11-07,26.549999237060547
2022-11-08,26.649999618530273
2022-11-09,26.139999389648438
2022-11-10,27.43000030517578
2022-11-11,28.43000030517578
2022-11-14,28.260000228881836
2022-11-15,29.059999465942383
2022-11-16,28.6200008392334
2022-11-17,28.200000762939453
2022-11-18,28.530000686645508
2022-11-21,27.899999618530273
2022-11-22,28.260000228881836
2022-11-23,28.760000228881836
2022-11-25,28.709999084472656
2022-11-28,27.950000762939453
2022-11-29,27.139999389648438
2022-11-30,28.260000228881836
2022-12-01,30.540000915527344
2022-12-02,30.530000686645508
2022-12-05,30.219999313354492
2022-12-06,30.43000030517578
2022-12-07,30.139999389648438
2022-12-08,31.170000076293945
2022-12-09,31.31999969482422
2022-12-12,32.470001220703125
2022-12-13,32.93000030517578
2022-12-14,33.31999969482422
2022-12-15,31.739999771118164
2022-12-16,31.170000076293945
2022-12-19,30.360000610351562
2022-12-20,30.3700008392334
2022-12-21,28.899999618530273
2022-12-22,27.920000076293945
2022-12-23,25.690000534057617
2022-12-27,25.260000228881836
2022-12-28,25.600000381469727
2022-12-29,25.8700008392334
2022-12-30,26.049999237060547
2023-01-03,26.299999237060547
2023-01-04,26.770000457763672
2023-01-05,25.09000015258789
2023-01-06,25.530000686645508
2023-01-09,26.030000686645508
2023-01-10,26.329999923706055
2023-01-11,26.43000030517578
2023-01-12,26.790000915527344
2023-01-13,26.700000762939453
2023-01-17,26.6200008392334
2023-01-18,26.670000076293945
2023-01-19,26.260000228881836
2023-01-20,26.799999237060547
2023-01-23,28.549999237060547
2023-01-24,28.950000762939453
2023-01-25,28.450000762939453
2023-01-26,28.489999771118164
2023-01-27,27.979999542236328
2023-01-30,27.709999084472656
2023-01-31,27.8700008392334
2023-02-01,28.559999465942383
2023-02-02,29.520000457763672
2023-02-03,29.239999771118164
2023-02-06,28.540000915527344
2023-02-07,29.219999313354492
2023-02-08,29.329999923706055
2023-02-09,29.059999465942383
2023-02-10,28.649999618530273
2023-02-13,28.600000381469727
2023-02-14,29.3700008392334
2023-02-15,29.389999389648438
2023-02-16,28.459999084472656
2023-02-17,28.3700008392334
2023-02-21,27.829999923706055
2023-02-22,28.030000686645508
2023-02-23,28.65999984741211
2023-02-24,28.309999465942383
2023-02-27,28.09000015258789
2023-02-28,28.25
2023-03-01,28.469999313354492
2023-03-02,28.520000457763672
2023-03-03,28.6200008392334
2023-03-06,28.770000457763672
2023-03-07,26.5
2023-03-08,26.010000228881836
2023-03-09,24.90999984741211
2023-03-10,24.68000030517578
2023-03-13,24.200000762939453
2023-03-14,24.75
2023-03-15,24.719999313354492
2023-03-16,25.40999984741211
2023-03-17,25.479999542236328
2023-03-20,25.40999984741211
2023-03-21,25.739999771118164
2023-03-22,24.84000015258789
2023-03-23,25.049999237060547
2023-03-24,24.229999542236328
2023-03-27,24.989999771118164
2023-03-28,24.81999969482422
2023-03-29,25.270000457763672
2023-03-30,25.260000228881836
2023-03-31,25.989999771118164
2023-04-03,25.209999084472656
2023-04-04,25.549999237060547
2023-04-05,25.299999237060547
2023-04-06,25.420000076293945
2023-04-10,25.309999465942383
2023-04-11,25.170000076293945
2023-04-12,24.799999237060547
2023-04-13,25.579999923706055
2023-04-14,25.5
2023-04-17,25.469999313354492
2023-04-18,25.6299991607666
2023-04-19,25.329999923706055
2023-04-20,24.6299991607666
2023-04-21,24.829999923706055
2023-04-24,24.09000015258789
2023-04-25,23.420000076293945
2023-04-26,23.799999237060547
2023-04-27,23.920000076293945
2023-04-28,23.979999542236328
2023-05-01,24.510000228881836
2023-05-02,23.969999313354492
2023-05-03,24.18000030517578
2023-05-04,24.020000457763672
2023-05-05,23.940000534057617
2023-05-08,24.530000686645508
2023-05-09,24.420000076293945
2023-05-10,24.65999984741211
2023-05-11,24.200000762939453
2023-05-12,25.530000686645508
2023-05-15,26.139999389648438
2023-05-16,25.68000030517578
2023-05-17,26.270000457763672
2023-05-18,25.690000534057617
2023-05-19,25.6200008392334
2023-05-22,25.780000686645508
2023-05-23,25.549999237060547
2023-05-24,25.40999984741211
2023-05-25,29.68000030517578
2023-05-26,29.469999313354492
2023-05-30,29.290000915527344
2023-05-31,29.6200008392334
2023-06-01,29.8700008392334
2023-06-02,30.549999237060547
2023-06-05,29.6299991607666
2023-06-06,29.399999618530273
2023-06-07,28.989999771118164
2023-06-08,29.3700008392334
2023-06-09,29.780000686645508
2023-06-12,29.700000762939453
2023-06-13,29.8700008392334
2023-06-14,29.59000015258789
2023-06-15,29.969999313354492
2023-06-16,29.190000534057617
2023-06-20,29.239999771118164
2023-06-21,28.389999389648438
2023-06-22,27.959999084472656
2023-06-23,27.3700008392334
2023-06-26,26.920000076293945
2023-06-27,27.06999969482422
2023-06-28,27.100000381469727
2023-06-29,27.079999923706055
2023-06-30,28.049999237060547
2023-07-03,28.229999542236328
2023-07-05,27.93000030517578
2023-07-06,27.270000457763672
2023-07-07,27.299999237060547
2023-07-10,27.829999923706055
2023-07-11,27.90999984741211
2023-07-12,27.81999969482422
2023-07-13,29.440000534057617
2023-07-14,29.030000686645508
2023-07-17,29.139999389648438
2023-07-18,28.920000076293945
2023-07-19,29.479999542236328
2023-07-20,28.729999542236328
2023-07-21,29.270000457763672
2023-07-24,29.989999771118164
2023-07-25,30.34000015258789
2023-07-26,30.520000457763672
2023-07-27,29.829999923706055
2023-07-28,29.780000686645508
2023-07-31,30.200000762939453
2023-08-01,30.209999084472656
2023-08-02,29.110000610351562
2023-08-03,29.190000534057617
2023-08-04,29.579999923706055
2023-08-07,30.059999465942383
2023-08-08,29.6200008392334
2023-08-09,29.579999923706055
2023-08-10,29.709999084472656
2023-08-11,29.5
2023-08-14,29.979999542236328
2023-08-15,30.260000228881836
2023-08-16,30.260000228881836
2023-08-17,30.229999542236328
2023-08-18,30.209999084472656
2023-08-21,30.920000076293945
2023-08-22,31.719999313354492
2023-08-23,31.729999542236328
2023-08-24,30.09000015258789
2023-08-25,29.59000015258789
2023-08-28,30.649999618530273
2023-08-29,30.809999465942383
2023-08-30,30.809999465942383
2023-08-31,31.100000381469727
2023-09-01,34.900001525878906
2023-09-05,34.86000061035156
2023-09-06,35.150001525878906
2023-09-07,36.060001373291016
2023-09-08,36.15999984741211
2023-09-11,36.470001220703125
2023-09-12,36.21500015258789
2023-09-13,36.0
2023-09-14,35.70000076293945
2023-09-15,35.38999938964844
2023-09-18,34.43000030517578
2023-09-19,33.59000015258789
2023-09-20,33.75
2023-09-21,33.849998474121094
2023-09-22,35.09000015258789
2023-09-25,35.380001068115234
2023-09-26,35.119998931884766
2023-09-27,35.720001220703125
2023-09-28,34.900001525878906
2023-09-29,34.880001068115234
2023-10-02,34.7599983215332
2023-10-03,34.310001373291016
2023-10-04,34.029998779296875
2023-10-05,34.90999984741211
2023-10-06,36.33000183105469
2023-10-09,36.0
2023-10-10,36.619998931884766
2023-10-11,38.91999816894531
2023-10-12,38.65999984741211
2023-10-13,38.70000076293945
2023-10-16,38.58000183105469
2023-10-17,38.400001525878906
2023-10-18,37.529998779296875
2023-10-19,36.77000045776367
2023-10-20,35.88999938964844
2023-10-23,35.7599983215332
2023-10-24,36.560001373291016
2023-10-25,35.13999938964844
2023-10-26,34.40999984741211
2023-10-27,34.720001220703125
2023-10-30,35.119998931884766
2023-10-31,36.189998626708984
2023-11-01,36.540000915527344
2023-11-02,37.36000061035156
2023-11-03,37.4900016784668
2023-11-06,37.7599983215332
2023-11-07,37.970001220703125
2023-11-08,38.08000183105469
2023-11-09,37.31999969482422
2023-11-10,38.939998626708984
2023-11-13,38.7599983215332
2023-11-14,40.040000915527344
2023-11-15,39.45000076293945
2023-11-16,38.91999816894531
2023-11-17,39.150001525878906
2023-11-20,39.779998779296875
2023-11-21,40.09000015258789
2023-11-22,40.65999984741211
2023-11-24,41.310001373291016
2023-11-27,40.83000183105469
2023-11-28,40.5099983215332
2023-11-29,41.560001373291016
2023-11-30,43.09000015258789
2023-12-01,44.779998779296875
2023-12-04,44.4900016784668
2023-12-05,44.75
2023-12-06,44.75
2023-12-07,44.970001220703125
2023-12-08,46.02000045776367
2023-12-11,46.31999969482422
2023-12-12,45.95000076293945
2023-12-13,46.59000015258789
2023-12-14,46.4900016784668
2023-12-15,46.31999969482422
2023-12-18,47.029998779296875
2023-12-19,47.0
2023-12-20,46.279998779296875
2023-12-21,46.630001068115234
2023-12-22,47.2400016784668
2023-12-26,47.22999954223633
2023-12-27,47.209999084472656
2023-12-28,47.63999938964844
2023-12-29,47.689998626708984
2024-01-02,45.849998474121094
2024-01-03,44.900001525878906
2024-01-04,44.959999084472656
2024-01-05,45.86000061035156
2024-01-08,46.959999084472656
2024-01-09,47.0
2024-01-10,48.7599983215332
2024-01-11,49.11000061035156
2024-01-12,50.310001373291016
2024-01-16,50.380001068115234
2024-01-17,52.790000915527344
2024-01-18,53.52000045776367
2024-01-19,54.88999938964844
2024-01-22,56.0
2024-01-23,56.20000076293945
2024-01-24,56.59000015258789
2024-01-25,54.959999084472656
2024-01-26,55.06999969482422
2024-01-29,56.939998626708984
2024-01-30,56.47999954223633
2024-01-31,56.20000076293945
2024-02-01,57.08000183105469
2024-02-02,57.86000061035156
2024-02-05,57.369998931884766
2024-02-06,56.540000915527344
2024-02-07,57.52000045776367
2024-02-08,58.61000061035156
2024-02-09,58.150001525878906
2024-02-12,56.52000045776367
2024-02-13,55.52000045776367
2024-02-14,57.7400016784668
2024-02-15,59.13999938964844
2024-02-16,58.34000015258789
2024-02-20,56.18000030517578
2024-02-21,54.43000030517578
2024-02-22,58.34000015258789
2024-02-23,58.7599983215332
2024-02-26,58.91999816894531
2024-02-27,58.22999954223633
2024-02-28,59.040000915527344
2024-02-29,63.15999984741211
2024-03-01,64.4000015258789
2024-03-04,65.43000030517578
2024-03-05,63.43000030517578
2024-03-06,64.51000213623047
2024-03-07,65.25
2024-03-08,65.8499984741211
2024-03-11,63.36000061035156
2024-03-12,63.810001373291016
2024-03-13,64.73999786376953
2024-03-14,63.83000183105469
2024-03-15,63.13999938964844
2024-03-18,64.77999877929688
2024-03-19,62.2599983215332
2024-03-20,62.77000045776367
2024-03-21,62.47999954223633
2024-03-22,64.44999694824219
