Date,LSTR
2022-09-20,142.25999450683594
2022-09-21,144.24000549316406
2022-09-22,142.61000061035156
2022-09-23,142.74000549316406
2022-09-26,144.63999938964844
2022-09-27,143.22999572753906
2022-09-28,146.05999755859375
2022-09-29,145.75
2022-09-30,144.3699951171875
2022-10-03,148.0399932861328
2022-10-04,151.22000122070312
2022-10-05,148.94000244140625
2022-10-06,149.13999938964844
2022-10-07,143.7100067138672
2022-10-10,145.17999267578125
2022-10-11,145.77000427246094
2022-10-12,148.3699951171875
2022-10-13,147.8000030517578
2022-10-14,144.52000427246094
2022-10-17,145.89999389648438
2022-10-18,148.85000610351562
2022-10-19,143.6300048828125
2022-10-20,147.32000732421875
2022-10-21,146.5800018310547
2022-10-24,149.3300018310547
2022-10-25,149.4199981689453
2022-10-26,151.25999450683594
2022-10-27,149.4199981689453
2022-10-28,152.47000122070312
2022-10-31,156.22000122070312
2022-11-01,157.92999267578125
2022-11-02,151.94000244140625
2022-11-03,152.50999450683594
2022-11-04,156.3000030517578
2022-11-07,162.44000244140625
2022-11-08,161.6699981689453
2022-11-09,157.35000610351562
2022-11-10,166.30999755859375
2022-11-11,168.22999572753906
2022-11-14,168.63999938964844
2022-11-15,173.49000549316406
2022-11-16,166.69000244140625
2022-11-17,164.8699951171875
2022-11-18,165.99000549316406
2022-11-21,167.58999633789062
2022-11-22,168.9600067138672
2022-11-23,170.82000732421875
2022-11-25,172.72000122070312
2022-11-28,171.7100067138672
2022-11-29,170.61000061035156
2022-11-30,172.97999572753906
2022-12-01,171.91000366210938
2022-12-02,172.52000427246094
2022-12-05,170.9199981689453
2022-12-06,169.77000427246094
2022-12-07,168.36000061035156
2022-12-08,170.24000549316406
2022-12-09,168.1999969482422
2022-12-12,171.9600067138672
2022-12-13,171.8800048828125
2022-12-14,172.1199951171875
2022-12-15,167.7100067138672
2022-12-16,168.3699951171875
2022-12-19,167.22000122070312
2022-12-20,163.82000732421875
2022-12-21,166.3000030517578
2022-12-22,165.57000732421875
2022-12-23,166.4600067138672
2022-12-27,166.14999389648438
2022-12-28,163.00999450683594
2022-12-29,164.77999877929688
2022-12-30,162.89999389648438
2023-01-03,163.6699981689453
2023-01-04,165.80999755859375
2023-01-05,162.63999938964844
2023-01-06,167.30999755859375
2023-01-09,171.60000610351562
2023-01-10,173.19000244140625
2023-01-11,174.0
2023-01-12,171.07000732421875
2023-01-13,169.8800048828125
2023-01-17,168.38999938964844
2023-01-18,166.99000549316406
2023-01-19,165.42999267578125
2023-01-20,168.3300018310547
2023-01-23,171.69000244140625
2023-01-24,171.07000732421875
2023-01-25,169.4199981689453
2023-01-26,169.30999755859375
2023-01-27,172.64999389648438
2023-01-30,168.25999450683594
2023-01-31,172.8300018310547
2023-02-01,178.9199981689453
2023-02-02,183.55999755859375
2023-02-03,180.74000549316406
2023-02-06,183.00999450683594
2023-02-07,185.49000549316406
2023-02-08,184.1199951171875
2023-02-09,179.4199981689453
2023-02-10,181.02999877929688
2023-02-13,183.14999389648438
2023-02-14,184.32000732421875
2023-02-15,184.8000030517578
2023-02-16,185.1199951171875
2023-02-17,183.58999633789062
2023-02-21,179.94000244140625
2023-02-22,179.82000732421875
2023-02-23,181.10000610351562
2023-02-24,180.4199981689453
2023-02-27,181.88999938964844
2023-02-28,180.7899932861328
2023-03-01,180.35000610351562
2023-03-02,182.22000122070312
2023-03-03,182.27000427246094
2023-03-06,180.7100067138672
2023-03-07,179.55999755859375
2023-03-08,180.6699981689453
2023-03-09,178.6199951171875
2023-03-10,176.5500030517578
2023-03-13,175.27999877929688
2023-03-14,172.89999389648438
2023-03-15,172.60000610351562
2023-03-16,175.8000030517578
2023-03-17,172.02999877929688
2023-03-20,171.72000122070312
2023-03-21,174.4199981689453
2023-03-22,172.1699981689453
2023-03-23,172.38999938964844
2023-03-24,173.1699981689453
2023-03-27,175.42999267578125
2023-03-28,175.77999877929688
2023-03-29,175.52999877929688
2023-03-30,175.16000366210938
2023-03-31,179.25999450683594
2023-04-03,176.8300018310547
2023-04-04,173.3800048828125
2023-04-05,176.08999633789062
2023-04-06,173.7899932861328
2023-04-10,177.8800048828125
2023-04-11,178.50999450683594
2023-04-12,178.9600067138672
2023-04-13,179.50999450683594
2023-04-14,180.77000427246094
2023-04-17,179.77000427246094
2023-04-18,181.19000244140625
2023-04-19,182.19000244140625
2023-04-20,181.88999938964844
2023-04-21,182.22000122070312
2023-04-24,182.27000427246094
2023-04-25,177.1300048828125
2023-04-26,168.44000244140625
2023-04-27,174.72999572753906
2023-04-28,176.02999877929688
2023-05-01,178.50999450683594
2023-05-02,177.72999572753906
2023-05-03,179.8000030517578
2023-05-04,177.52000427246094
2023-05-05,180.80999755859375
2023-05-08,179.32000732421875
2023-05-09,177.6199951171875
2023-05-10,177.10000610351562
2023-05-11,176.86000061035156
2023-05-12,176.85000610351562
2023-05-15,177.57000732421875
2023-05-16,175.39999389648438
2023-05-17,177.91000366210938
2023-05-18,178.60000610351562
2023-05-19,177.38999938964844
2023-05-22,175.02999877929688
2023-05-23,175.05999755859375
2023-05-24,172.25
2023-05-25,175.5500030517578
2023-05-26,176.0800018310547
2023-05-30,178.4499969482422
2023-05-31,175.3800048828125
2023-06-01,179.5399932861328
2023-06-02,183.0
2023-06-05,177.4199981689453
2023-06-06,183.0
2023-06-07,187.9600067138672
2023-06-08,187.77000427246094
2023-06-09,187.3699951171875
2023-06-12,185.72000122070312
2023-06-13,186.44000244140625
2023-06-14,186.3300018310547
2023-06-15,188.0
2023-06-16,187.97999572753906
2023-06-20,184.66000366210938
2023-06-21,185.50999450683594
2023-06-22,186.97999572753906
2023-06-23,185.99000549316406
2023-06-26,188.67999267578125
2023-06-27,193.16000366210938
2023-06-28,192.6300048828125
2023-06-29,193.0
2023-06-30,192.5399932861328
2023-07-03,193.3000030517578
2023-07-05,190.36000061035156
2023-07-06,190.9600067138672
2023-07-07,192.66000366210938
2023-07-10,196.44000244140625
2023-07-11,198.99000549316406
2023-07-12,197.41000366210938
2023-07-13,196.61000061035156
2023-07-14,194.80999755859375
2023-07-17,194.4199981689453
2023-07-18,197.07000732421875
2023-07-19,201.05999755859375
2023-07-20,203.0500030517578
2023-07-21,203.3000030517578
2023-07-24,203.0500030517578
2023-07-25,203.02000427246094
2023-07-26,205.3800048828125
2023-07-27,199.7100067138672
2023-07-28,203.33999633789062
2023-07-31,203.58999633789062
2023-08-01,200.86000061035156
2023-08-02,200.8800048828125
2023-08-03,201.77000427246094
2023-08-04,199.5500030517578
2023-08-07,198.44000244140625
2023-08-08,197.49000549316406
2023-08-09,196.77000427246094
2023-08-10,198.39999389648438
2023-08-11,197.55999755859375
2023-08-14,197.6300048828125
2023-08-15,194.52000427246094
2023-08-16,192.47000122070312
2023-08-17,188.74000549316406
2023-08-18,189.10000610351562
2023-08-21,188.17999267578125
2023-08-22,185.9600067138672
2023-08-23,189.36000061035156
2023-08-24,187.3800048828125
2023-08-25,186.9499969482422
2023-08-28,187.0
2023-08-29,190.4600067138672
2023-08-30,191.10000610351562
2023-08-31,189.80999755859375
2023-09-01,194.75
2023-09-05,188.75999450683594
2023-09-06,184.61000061035156
2023-09-07,183.94000244140625
2023-09-08,183.97999572753906
2023-09-11,185.10000610351562
2023-09-12,183.50999450683594
2023-09-13,185.75
2023-09-14,187.3699951171875
2023-09-15,186.44000244140625
2023-09-18,185.39999389648438
2023-09-19,184.44000244140625
2023-09-20,184.17999267578125
2023-09-21,181.55999755859375
2023-09-22,181.4600067138672
2023-09-25,183.50999450683594
2023-09-26,179.75999450683594
2023-09-27,178.9199981689453
2023-09-28,178.67999267578125
2023-09-29,176.94000244140625
2023-10-02,174.32000732421875
2023-10-03,174.92999267578125
2023-10-04,176.1199951171875
2023-10-05,174.58999633789062
2023-10-06,175.3300018310547
2023-10-09,178.2899932861328
2023-10-10,180.0500030517578
2023-10-11,179.36000061035156
2023-10-12,176.9499969482422
2023-10-13,175.05999755859375
2023-10-16,178.3699951171875
2023-10-17,181.3000030517578
2023-10-18,173.02000427246094
2023-10-19,169.99000549316406
2023-10-20,172.22000122070312
2023-10-23,168.88999938964844
2023-10-24,167.47000122070312
2023-10-25,166.77000427246094
2023-10-26,163.58999633789062
2023-10-27,162.6300048828125
2023-10-30,164.74000549316406
2023-10-31,164.77999877929688
2023-11-01,165.77000427246094
2023-11-02,166.58999633789062
2023-11-03,170.10000610351562
2023-11-06,170.72999572753906
2023-11-07,170.0399932861328
2023-11-08,168.9600067138672
2023-11-09,166.33999633789062
2023-11-10,169.08999633789062
2023-11-13,167.67999267578125
2023-11-14,171.50999450683594
2023-11-15,174.0500030517578
2023-11-16,171.77999877929688
2023-11-17,173.00999450683594
2023-11-20,173.2899932861328
2023-11-21,174.52000427246094
2023-11-22,174.57000732421875
2023-11-24,175.4499969482422
2023-11-27,173.80999755859375
2023-11-28,172.13999938964844
2023-11-29,170.47000122070312
2023-11-30,172.64999389648438
2023-12-01,176.35000610351562
2023-12-04,180.32000732421875
2023-12-05,178.13999938964844
2023-12-06,178.99000549316406
2023-12-07,180.52999877929688
2023-12-08,179.36000061035156
2023-12-11,181.39999389648438
2023-12-12,182.5399932861328
2023-12-13,183.5
2023-12-14,188.85000610351562
2023-12-15,191.3800048828125
2023-12-18,190.52999877929688
2023-12-19,194.92999267578125
2023-12-20,193.85000610351562
2023-12-21,197.99000549316406
2023-12-22,198.8699951171875
2023-12-26,197.97999572753906
2023-12-27,197.0
2023-12-28,195.58999633789062
2023-12-29,193.64999389648438
2024-01-02,189.42999267578125
2024-01-03,185.10000610351562
2024-01-04,185.38999938964844
2024-01-05,184.5
2024-01-08,186.77000427246094
2024-01-09,185.9199981689453
2024-01-10,188.99000549316406
2024-01-11,189.8300018310547
2024-01-12,193.97000122070312
2024-01-16,192.74000549316406
2024-01-17,191.6999969482422
2024-01-18,192.0800018310547
2024-01-19,193.27999877929688
2024-01-22,198.60000610351562
2024-01-23,198.02999877929688
2024-01-24,197.22999572753906
2024-01-25,196.02999877929688
2024-01-26,197.11000061035156
2024-01-29,196.94000244140625
2024-01-30,194.97999572753906
2024-01-31,191.72000122070312
2024-02-01,191.00999450683594
2024-02-02,191.8800048828125
2024-02-05,192.66000366210938
2024-02-06,193.69000244140625
2024-02-07,190.4499969482422
2024-02-08,190.50999450683594
2024-02-09,192.92999267578125
2024-02-12,193.4499969482422
2024-02-13,191.83999633789062
2024-02-14,194.38999938964844
2024-02-15,196.5399932861328
2024-02-16,194.2100067138672
2024-02-20,191.10000610351562
2024-02-21,190.97999572753906
2024-02-22,193.91000366210938
2024-02-23,195.17999267578125
2024-02-26,195.02000427246094
2024-02-27,194.75
2024-02-28,190.9600067138672
2024-02-29,190.1999969482422
2024-03-01,186.74000549316406
2024-03-04,185.41000366210938
2024-03-05,185.08999633789062
2024-03-06,183.25999450683594
2024-03-07,187.83999633789062
2024-03-08,186.3699951171875
2024-03-11,188.11000061035156
2024-03-12,187.85000610351562
2024-03-13,186.25
2024-03-14,183.52000427246094
2024-03-15,183.6300048828125
2024-03-18,179.9499969482422
2024-03-19,179.94000244140625
2024-03-20,184.82000732421875
2024-03-21,187.00999450683594
2024-03-22,185.41000366210938
2024-03-25,183.4199981689453
2024-03-26,184.7100067138672
2024-03-27,187.30999755859375
2024-03-28,192.75999450683594
2024-04-01,189.82000732421875
2024-04-02,187.6300048828125
2024-04-03,189.32000732421875
2024-04-04,188.00999450683594
2024-04-05,187.97000122070312
2024-04-08,185.6699981689453
2024-04-09,184.72000122070312
2024-04-10,178.91000366210938
2024-04-11,181.1999969482422
2024-04-12,178.91000366210938
2024-04-15,176.25
2024-04-16,174.1300048828125
2024-04-17,168.02999877929688
2024-04-18,167.10000610351562
2024-04-19,170.80999755859375
2024-04-22,171.41000366210938
2024-04-23,172.1199951171875
2024-04-24,171.10000610351562
2024-04-25,177.42999267578125
2024-04-26,177.25999450683594
2024-04-29,177.22999572753906
2024-04-30,174.41000366210938
2024-05-01,172.33999633789062
2024-05-02,177.0
2024-05-03,180.13999938964844
2024-05-06,181.38999938964844
2024-05-07,181.66000366210938
2024-05-08,179.6999969482422
2024-05-09,182.49000549316406
2024-05-10,184.57000732421875
2024-05-13,184.14999389648438
2024-05-14,183.8300018310547
2024-05-15,185.02000427246094
2024-05-16,185.39999389648438
2024-05-17,183.1300048828125
2024-05-20,182.3000030517578
2024-05-21,178.94000244140625
2024-05-22,180.80999755859375
2024-05-23,179.17999267578125
2024-05-24,180.0800018310547
2024-05-28,178.1699981689453
2024-05-29,175.89999389648438
2024-05-30,178.14999389648438
2024-05-31,182.02999877929688
2024-06-03,181.66000366210938
2024-06-04,180.19000244140625
2024-06-05,180.58999633789062
2024-06-06,180.88999938964844
2024-06-07,180.19000244140625
2024-06-10,184.10000610351562
2024-06-11,182.9499969482422
2024-06-12,182.88999938964844
2024-06-13,180.63999938964844
2024-06-14,178.8000030517578
2024-06-17,180.4199981689453
2024-06-18,180.97999572753906
2024-06-20,181.35000610351562
2024-06-21,182.0500030517578
2024-06-24,184.5
2024-06-25,183.50999450683594
2024-06-26,182.5500030517578
2024-06-27,182.55999755859375
2024-06-28,184.47999572753906
2024-07-01,183.39999389648438
2024-07-02,184.22000122070312
2024-07-03,184.1699981689453
2024-07-05,180.30999755859375
2024-07-08,178.22000122070312
2024-07-09,173.24000549316406
2024-07-10,175.32000732421875
2024-07-11,178.57000732421875
2024-07-12,180.55999755859375
2024-07-15,184.44000244140625
2024-07-16,189.52000427246094
2024-07-17,186.02999877929688
2024-07-18,182.91000366210938
2024-07-19,184.0
2024-07-22,185.86000061035156
2024-07-23,184.14999389648438
2024-07-24,183.88999938964844
2024-07-25,189.9199981689453
2024-07-26,192.0399932861328
2024-07-29,191.13999938964844
2024-07-30,193.8699951171875
2024-07-31,190.25
2024-08-01,186.8000030517578
2024-08-02,184.58999633789062
2024-08-05,185.25999450683594
2024-08-06,189.14999389648438
2024-08-07,187.85000610351562
2024-08-08,189.74000549316406
2024-08-09,187.0500030517578
2024-08-12,185.11000061035156
2024-08-13,186.8699951171875
2024-08-14,185.72000122070312
2024-08-15,187.58999633789062
2024-08-16,188.11000061035156
2024-08-19,187.58999633789062
2024-08-20,184.14999389648438
2024-08-21,187.6199951171875
2024-08-22,186.50999450683594
2024-08-23,188.61000061035156
2024-08-26,185.91000366210938
2024-08-27,180.83999633789062
2024-08-28,182.25999450683594
2024-08-29,180.66000366210938
2024-08-30,182.55999755859375
2024-09-03,182.4600067138672
2024-09-04,184.0
2024-09-05,180.52999877929688
2024-09-06,180.02000427246094
2024-09-09,181.60000610351562
2024-09-10,181.60000610351562
2024-09-11,179.35000610351562
2024-09-12,182.1699981689453
2024-09-13,182.3699951171875
2024-09-16,183.6699981689453
2024-09-17,184.1199951171875
2024-09-18,182.77999877929688
2024-09-19,184.24000549316406
2024-09-20,179.58999633789062
2024-09-23,182.2899932861328
2024-09-24,185.60000610351562
2024-09-25,183.14999389648438
2024-09-26,184.55999755859375
2024-09-27,186.92999267578125
2024-09-30,188.8699951171875
2024-10-01,186.05999755859375
2024-10-02,184.63999938964844
2024-10-03,181.27000427246094
2024-10-04,177.14999389648438
2024-10-07,183.08999633789062
2024-10-08,186.02000427246094
2024-10-09,185.5399932861328
2024-10-10,182.25
2024-10-11,187.77999877929688
2024-10-14,189.07000732421875
2024-10-15,188.50999450683594
2024-10-16,191.75999450683594
2024-10-17,187.02999877929688
2024-10-18,187.60000610351562
2024-10-21,183.72999572753906
2024-10-22,182.14999389648438
2024-10-23,180.02999877929688
2024-10-24,178.19000244140625
2024-10-25,179.14999389648438
2024-10-28,181.63999938964844
2024-10-29,180.57000732421875
2024-10-30,177.07000732421875
2024-10-31,175.77000427246094
2024-11-01,177.1999969482422
2024-11-04,177.39999389648438
2024-11-05,180.75999450683594
2024-11-06,191.61000061035156
2024-11-07,188.55999755859375
2024-11-08,191.14999389648438
2024-11-11,192.80999755859375
2024-11-12,190.3000030517578
2024-11-13,189.8000030517578
2024-11-14,187.41000366210938
2024-11-15,182.82000732421875
2024-11-18,183.1199951171875
2024-11-19,180.41000366210938
2024-11-20,179.3800048828125
2024-11-21,179.4499969482422
