Date,PECO
2022-02-28,32.31999969482422
2022-03-01,32.02000045776367
2022-03-02,33.08000183105469
2022-03-03,33.61000061035156
2022-03-04,34.290000915527344
2022-03-07,34.880001068115234
2022-03-08,35.220001220703125
2022-03-09,34.349998474121094
2022-03-10,34.04999923706055
2022-03-11,33.63999938964844
2022-03-14,33.0
2022-03-15,33.81999969482422
2022-03-16,34.0099983215332
2022-03-17,33.54999923706055
2022-03-18,32.33000183105469
2022-03-21,32.970001220703125
2022-03-22,32.65999984741211
2022-03-23,32.349998474121094
2022-03-24,32.81999969482422
2022-03-25,33.36000061035156
2022-03-28,34.119998931884766
2022-03-29,35.13999938964844
2022-03-30,34.90999984741211
2022-03-31,34.38999938964844
2022-04-01,34.7599983215332
2022-04-04,34.650001525878906
2022-04-05,34.709999084472656
2022-04-06,34.869998931884766
2022-04-07,34.4900016784668
2022-04-08,34.61000061035156
2022-04-11,34.65999984741211
2022-04-12,34.439998626708984
2022-04-13,34.63999938964844
2022-04-14,34.959999084472656
2022-04-18,35.40999984741211
2022-04-19,35.86000061035156
2022-04-20,35.900001525878906
2022-04-21,36.040000915527344
2022-04-22,35.209999084472656
2022-04-25,35.31999969482422
2022-04-26,34.97999954223633
2022-04-27,34.63999938964844
2022-04-28,35.09000015258789
2022-04-29,33.86000061035156
2022-05-02,33.290000915527344
2022-05-03,34.16999816894531
2022-05-04,34.900001525878906
2022-05-05,34.0
2022-05-06,33.5099983215332
2022-05-09,32.029998779296875
2022-05-10,31.829999923706055
2022-05-11,31.260000228881836
2022-05-12,32.08000183105469
2022-05-13,33.59000015258789
2022-05-16,33.599998474121094
2022-05-17,34.349998474121094
2022-05-18,33.5099983215332
2022-05-19,32.939998626708984
2022-05-20,32.58000183105469
2022-05-23,32.95000076293945
2022-05-24,34.470001220703125
2022-05-25,35.130001068115234
2022-05-26,35.38999938964844
2022-05-27,35.27000045776367
2022-05-31,33.7400016784668
2022-06-01,33.52000045776367
2022-06-02,35.15999984741211
2022-06-03,34.43000030517578
2022-06-06,32.93000030517578
2022-06-07,34.29999923706055
2022-06-08,34.0099983215332
2022-06-09,33.650001525878906
2022-06-10,33.09000015258789
2022-06-13,31.950000762939453
2022-06-14,32.0099983215332
2022-06-15,33.119998931884766
2022-06-16,32.65999984741211
2022-06-17,33.189998626708984
2022-06-21,32.849998474121094
2022-06-22,32.790000915527344
2022-06-23,32.61000061035156
2022-06-24,33.290000915527344
2022-06-27,34.13999938964844
2022-06-28,33.97999954223633
2022-06-29,33.93000030517578
2022-06-30,33.40999984741211
2022-07-01,33.9900016784668
2022-07-05,34.189998626708984
2022-07-06,34.0
2022-07-07,34.13999938964844
2022-07-08,34.040000915527344
2022-07-11,34.36000061035156
2022-07-12,35.130001068115234
2022-07-13,34.40999984741211
2022-07-14,34.09000015258789
2022-07-15,34.209999084472656
2022-07-18,33.68000030517578
2022-07-19,34.38999938964844
2022-07-20,33.939998626708984
2022-07-21,33.630001068115234
2022-07-22,33.58000183105469
2022-07-25,32.83000183105469
2022-07-26,32.720001220703125
2022-07-27,32.84000015258789
2022-07-28,33.65999984741211
2022-07-29,34.040000915527344
2022-08-01,33.79999923706055
2022-08-02,33.11000061035156
2022-08-03,32.97999954223633
2022-08-04,32.84000015258789
2022-08-05,33.11000061035156
2022-08-08,33.650001525878906
2022-08-09,33.290000915527344
2022-08-10,33.5
2022-08-11,33.599998474121094
2022-08-12,34.470001220703125
2022-08-15,34.369998931884766
2022-08-16,34.5099983215332
2022-08-17,34.310001373291016
2022-08-18,34.45000076293945
2022-08-19,34.220001220703125
2022-08-22,33.84000015258789
2022-08-23,33.29999923706055
2022-08-24,33.209999084472656
2022-08-25,33.4900016784668
2022-08-26,33.15999984741211
2022-08-29,33.09000015258789
2022-08-30,32.849998474121094
2022-08-31,32.66999816894531
2022-09-01,32.810001373291016
2022-09-02,32.84000015258789
2022-09-06,32.83000183105469
2022-09-07,33.709999084472656
