Date,ZION
2022-02-28,70.88999938964844
2022-03-01,64.94000244140625
2022-03-02,68.37999725341797
2022-03-03,68.0
2022-03-04,65.38999938964844
2022-03-07,62.22999954223633
2022-03-08,62.45000076293945
2022-03-09,65.12999725341797
2022-03-10,64.5199966430664
2022-03-11,64.20999908447266
2022-03-14,65.0
2022-03-15,65.36000061035156
2022-03-16,68.86000061035156
2022-03-17,68.33999633789062
2022-03-18,67.8499984741211
2022-03-21,67.76000213623047
2022-03-22,69.52999877929688
2022-03-23,67.69999694824219
2022-03-24,68.58000183105469
2022-03-25,71.08000183105469
2022-03-28,69.7300033569336
2022-03-29,69.73999786376953
2022-03-30,67.37000274658203
2022-03-31,65.55999755859375
2022-04-01,64.30000305175781
2022-04-04,64.0999984741211
2022-04-05,64.4000015258789
2022-04-06,63.66999816894531
2022-04-07,63.18000030517578
2022-04-08,63.88999938964844
2022-04-11,64.2300033569336
2022-04-12,63.220001220703125
2022-04-13,64.0199966430664
2022-04-14,62.91999816894531
2022-04-18,63.68000030517578
2022-04-19,65.52999877929688
2022-04-20,65.22000122070312
2022-04-21,62.22999954223633
2022-04-22,60.7400016784668
2022-04-25,61.09000015258789
2022-04-26,55.83000183105469
2022-04-27,56.0099983215332
2022-04-28,57.9900016784668
2022-04-29,56.5099983215332
2022-05-02,57.0099983215332
2022-05-03,57.470001220703125
2022-05-04,59.47999954223633
2022-05-05,57.40999984741211
2022-05-06,55.90999984741211
2022-05-09,55.15999984741211
2022-05-10,53.88999938964844
2022-05-11,53.45000076293945
2022-05-12,53.47999954223633
2022-05-13,53.560001373291016
2022-05-16,52.93000030517578
2022-05-17,54.900001525878906
2022-05-18,53.0
2022-05-19,52.060001373291016
2022-05-20,51.9900016784668
2022-05-23,54.29999923706055
2022-05-24,53.540000915527344
2022-05-25,54.959999084472656
2022-05-26,56.38999938964844
2022-05-27,57.040000915527344
2022-05-31,57.040000915527344
2022-06-01,56.0
2022-06-02,57.099998474121094
2022-06-03,56.540000915527344
2022-06-06,56.88999938964844
2022-06-07,57.38999938964844
2022-06-08,56.529998779296875
2022-06-09,54.77000045776367
2022-06-10,52.790000915527344
2022-06-13,51.09000015258789
2022-06-14,51.81999969482422
2022-06-15,53.119998931884766
2022-06-16,51.689998626708984
2022-06-17,52.2599983215332
2022-06-21,53.02000045776367
2022-06-22,52.560001373291016
2022-06-23,50.84000015258789
2022-06-24,53.33000183105469
2022-06-27,52.61000061035156
2022-06-28,52.689998626708984
2022-06-29,51.970001220703125
2022-06-30,50.900001525878906
2022-07-01,51.380001068115234
2022-07-05,51.08000183105469
2022-07-06,50.40999984741211
2022-07-07,51.47999954223633
2022-07-08,51.040000915527344
2022-07-11,50.40999984741211
2022-07-12,50.20000076293945
2022-07-13,49.56999969482422
2022-07-14,48.540000915527344
2022-07-15,50.630001068115234
2022-07-18,50.869998931884766
2022-07-19,52.599998474121094
2022-07-20,53.27000045776367
2022-07-21,53.04999923706055
2022-07-22,52.7599983215332
2022-07-25,54.09000015258789
2022-07-26,52.7400016784668
2022-07-27,53.54999923706055
2022-07-28,53.47999954223633
2022-07-29,54.54999923706055
2022-08-01,53.93000030517578
2022-08-02,53.099998474121094
2022-08-03,53.959999084472656
2022-08-04,53.310001373291016
2022-08-05,54.0
2022-08-08,54.09000015258789
2022-08-09,54.630001068115234
2022-08-10,56.38999938964844
2022-08-11,57.25
2022-08-12,58.220001220703125
2022-08-15,58.63999938964844
2022-08-16,58.9900016784668
2022-08-17,58.66999816894531
2022-08-18,58.790000915527344
2022-08-19,57.619998931884766
2022-08-22,56.0
2022-08-23,56.189998626708984
2022-08-24,56.279998779296875
2022-08-25,57.310001373291016
2022-08-26,56.439998626708984
2022-08-29,55.75
2022-08-30,55.400001525878906
2022-08-31,55.029998779296875
2022-09-01,55.11000061035156
2022-09-02,55.040000915527344
2022-09-06,54.65999984741211
2022-09-07,56.349998474121094
2022-09-08,58.2599983215332
2022-09-09,58.66999816894531
2022-09-12,58.619998931884766
2022-09-13,57.29999923706055
2022-09-14,57.959999084472656
2022-09-15,58.970001220703125
2022-09-16,57.70000076293945
2022-09-19,58.380001068115234
2022-09-20,57.70000076293945
2022-09-21,57.099998474121094
2022-09-22,55.75
2022-09-23,54.52000045776367
2022-09-26,53.529998779296875
2022-09-27,52.7599983215332
2022-09-28,53.27000045776367
2022-09-29,51.779998779296875
2022-09-30,50.86000061035156
2022-10-03,52.209999084472656
2022-10-04,54.52000045776367
2022-10-05,53.52000045776367
2022-10-06,52.40999984741211
2022-10-07,50.369998931884766
2022-10-10,49.95000076293945
2022-10-11,49.18000030517578
2022-10-12,48.439998626708984
2022-10-13,50.56999969482422
2022-10-14,50.13999938964844
2022-10-17,51.880001068115234
2022-10-18,51.97999954223633
2022-10-19,49.220001220703125
2022-10-20,47.130001068115234
2022-10-21,47.81999969482422
2022-10-24,49.779998779296875
2022-10-25,51.5099983215332
2022-10-26,50.400001525878906
2022-10-27,50.380001068115234
2022-10-28,51.540000915527344
2022-10-31,51.939998626708984
2022-11-01,51.61000061035156
2022-11-02,49.4900016784668
2022-11-03,48.119998931884766
2022-11-04,49.7599983215332
2022-11-07,49.90999984741211
2022-11-08,50.709999084472656
2022-11-09,49.709999084472656
2022-11-10,53.869998931884766
2022-11-11,55.38999938964844
2022-11-14,53.310001373291016
2022-11-15,53.119998931884766
2022-11-16,51.880001068115234
2022-11-17,50.7599983215332
2022-11-18,50.68000030517578
2022-11-21,50.810001373291016
2022-11-22,51.2599983215332
2022-11-23,51.52000045776367
2022-11-25,51.75
2022-11-28,50.22999954223633
2022-11-29,51.029998779296875
2022-11-30,51.81999969482422
2022-12-01,51.9900016784668
2022-12-02,52.25
2022-12-05,48.41999816894531
2022-12-06,47.13999938964844
2022-12-07,47.04999923706055
2022-12-08,47.380001068115234
2022-12-09,47.4900016784668
2022-12-12,48.400001525878906
2022-12-13,48.279998779296875
2022-12-14,47.540000915527344
2022-12-15,46.88999938964844
2022-12-16,46.06999969482422
2022-12-19,45.7400016784668
2022-12-20,46.130001068115234
2022-12-21,47.56999969482422
2022-12-22,48.279998779296875
2022-12-23,48.45000076293945
2022-12-27,48.84000015258789
2022-12-28,47.970001220703125
2022-12-29,49.08000183105469
2022-12-30,49.15999984741211
2023-01-03,48.459999084472656
2023-01-04,50.22999954223633
2023-01-05,49.349998474121094
2023-01-06,51.2599983215332
2023-01-09,51.02000045776367
2023-01-10,51.040000915527344
2023-01-11,51.33000183105469
2023-01-12,51.45000076293945
2023-01-13,51.38999938964844
2023-01-17,50.86000061035156
