Date,QLYS
2023-02-10,121.54000091552734
2023-02-13,120.83999633789062
2023-02-14,119.0
2023-02-15,119.2699966430664
2023-02-16,116.77999877929688
2023-02-17,118.56999969482422
2023-02-21,117.87000274658203
2023-02-22,119.38999938964844
2023-02-23,120.16999816894531
2023-02-24,118.54000091552734
2023-02-27,117.0199966430664
2023-02-28,118.1500015258789
2023-03-01,119.55000305175781
2023-03-02,120.91000366210938
2023-03-03,122.1500015258789
2023-03-06,121.30000305175781
2023-03-07,122.19999694824219
2023-03-08,122.94000244140625
2023-03-09,119.25
2023-03-10,117.83999633789062
2023-03-13,117.88999938964844
2023-03-14,120.29000091552734
2023-03-15,120.63999938964844
2023-03-16,122.0199966430664
2023-03-17,121.2699966430664
2023-03-20,124.66999816894531
2023-03-21,123.43000030517578
2023-03-22,120.18000030517578
2023-03-23,123.23999786376953
2023-03-24,123.83999633789062
2023-03-27,126.05999755859375
2023-03-28,124.30999755859375
2023-03-29,125.2699966430664
2023-03-30,125.73999786376953
2023-03-31,130.02000427246094
2023-04-03,127.16000366210938
2023-04-04,128.1199951171875
2023-04-05,126.54000091552734
2023-04-06,127.13999938964844
2023-04-10,127.1500015258789
2023-04-11,127.16000366210938
2023-04-12,127.66000366210938
2023-04-13,130.77000427246094
2023-04-14,128.5500030517578
2023-04-17,128.91000366210938
2023-04-18,127.01000213623047
2023-04-19,125.04000091552734
2023-04-20,124.87999725341797
2023-04-21,123.61000061035156
2023-04-24,122.70999908447266
2023-04-25,112.68000030517578
2023-04-26,111.5199966430664
2023-04-27,113.26000213623047
2023-04-28,112.94000244140625
2023-05-01,111.30999755859375
2023-05-02,108.0
2023-05-03,107.63999938964844
2023-05-04,108.25
2023-05-05,116.61000061035156
2023-05-08,115.30999755859375
2023-05-09,114.30999755859375
2023-05-10,115.37999725341797
2023-05-11,114.83999633789062
2023-05-12,115.06999969482422
2023-05-15,117.30000305175781
2023-05-16,115.75
2023-05-17,117.87999725341797
2023-05-18,118.37999725341797
2023-05-19,120.63999938964844
2023-05-22,122.19000244140625
2023-05-23,120.19000244140625
2023-05-24,123.06999969482422
2023-05-25,123.93000030517578
2023-05-26,126.80000305175781
2023-05-30,122.91000366210938
2023-05-31,126.26000213623047
2023-06-01,126.77999877929688
2023-06-02,130.0
2023-06-05,128.00999450683594
2023-06-06,131.11000061035156
2023-06-07,126.62000274658203
2023-06-08,128.35000610351562
2023-06-09,128.1199951171875
2023-06-12,130.16000366210938
2023-06-13,130.91000366210938
2023-06-14,129.42999267578125
2023-06-15,131.69000244140625
2023-06-16,131.00999450683594
2023-06-20,128.85000610351562
2023-06-21,125.69999694824219
2023-06-22,126.58999633789062
2023-06-23,124.55000305175781
2023-06-26,123.3499984741211
2023-06-27,126.80000305175781
2023-06-28,125.69999694824219
2023-06-29,128.5500030517578
2023-06-30,129.1699981689453
2023-07-03,128.39999389648438
2023-07-05,127.19000244140625
2023-07-06,124.26000213623047
2023-07-07,124.62999725341797
2023-07-10,129.1999969482422
2023-07-11,127.11000061035156
2023-07-12,128.08999633789062
2023-07-13,129.9600067138672
2023-07-14,129.27999877929688
2023-07-17,130.24000549316406
2023-07-18,131.8699951171875
2023-07-19,132.82000732421875
2023-07-20,131.0399932861328
2023-07-21,131.11000061035156
2023-07-24,133.36000061035156
2023-07-25,134.3800048828125
2023-07-26,139.0
2023-07-27,137.02999877929688
2023-07-28,135.8699951171875
2023-07-31,138.8000030517578
2023-08-01,139.44000244140625
2023-08-02,135.27000427246094
2023-08-03,138.0399932861328
2023-08-04,143.6300048828125
2023-08-07,144.5
2023-08-08,143.69000244140625
2023-08-09,147.0399932861328
2023-08-10,147.27000427246094
2023-08-11,150.9600067138672
2023-08-14,150.9499969482422
2023-08-15,149.49000549316406
2023-08-16,148.52999877929688
2023-08-17,142.72999572753906
2023-08-18,144.77999877929688
2023-08-21,144.72000122070312
2023-08-22,145.72000122070312
2023-08-23,147.91000366210938
2023-08-24,146.1300048828125
2023-08-25,150.44000244140625
2023-08-28,150.75999450683594
2023-08-29,153.1199951171875
2023-08-30,154.92999267578125
2023-08-31,155.64999389648438
2023-09-01,155.99000549316406
2023-09-05,152.27000427246094
2023-09-06,154.9499969482422
2023-09-07,155.14999389648438
2023-09-08,153.7100067138672
2023-09-11,157.2899932861328
2023-09-12,155.32000732421875
2023-09-13,152.82000732421875
2023-09-14,152.5399932861328
2023-09-15,149.7899932861328
2023-09-18,151.25999450683594
2023-09-19,151.25999450683594
2023-09-20,152.33999633789062
2023-09-21,151.0500030517578
2023-09-22,153.1199951171875
2023-09-25,153.58999633789062
2023-09-26,151.4600067138672
2023-09-27,153.32000732421875
2023-09-28,152.83999633789062
2023-09-29,152.5500030517578
2023-10-02,152.9499969482422
2023-10-03,151.49000549316406
2023-10-04,154.75999450683594
2023-10-05,154.77999877929688
2023-10-06,160.97000122070312
2023-10-09,161.22999572753906
2023-10-10,163.49000549316406
2023-10-11,162.00999450683594
2023-10-12,159.25
2023-10-13,161.02000427246094
2023-10-16,162.33999633789062
2023-10-17,162.8000030517578
2023-10-18,163.25999450683594
2023-10-19,161.52999877929688
2023-10-20,155.7899932861328
2023-10-23,154.19000244140625
2023-10-24,157.25999450683594
2023-10-25,151.9499969482422
2023-10-26,152.1699981689453
2023-10-27,152.2100067138672
2023-10-30,151.0500030517578
2023-10-31,152.9499969482422
2023-11-01,151.9499969482422
2023-11-02,152.72000122070312
2023-11-03,170.0
2023-11-06,170.4600067138672
2023-11-07,172.17999267578125
2023-11-08,167.42999267578125
2023-11-09,167.97999572753906
2023-11-10,171.72000122070312
2023-11-13,172.92999267578125
2023-11-14,176.5500030517578
2023-11-15,174.85000610351562
2023-11-16,174.9499969482422
2023-11-17,178.55999755859375
2023-11-20,179.7100067138672
2023-11-21,180.77000427246094
2023-11-22,179.24000549316406
2023-11-24,180.47000122070312
2023-11-27,181.4600067138672
2023-11-28,180.57000732421875
2023-11-29,183.75999450683594
2023-11-30,184.83999633789062
2023-12-01,188.00999450683594
2023-12-04,187.7100067138672
2023-12-05,184.7899932861328
2023-12-06,185.72999572753906
2023-12-07,186.52999877929688
2023-12-08,188.32000732421875
2023-12-11,189.1999969482422
2023-12-12,191.1300048828125
2023-12-13,193.5800018310547
2023-12-14,195.61000061035156
2023-12-15,198.85000610351562
2023-12-18,202.13999938964844
2023-12-19,205.88999938964844
2023-12-20,201.8800048828125
2023-12-21,203.52999877929688
2023-12-22,204.41000366210938
2023-12-26,203.0800018310547
2023-12-27,201.6199951171875
2023-12-28,198.2899932861328
2023-12-29,196.27999877929688
2024-01-02,191.8800048828125
2024-01-03,185.36000061035156
2024-01-04,184.2100067138672
2024-01-05,180.3000030517578
2024-01-08,184.17999267578125
2024-01-09,186.22999572753906
2024-01-10,188.6300048828125
2024-01-11,191.99000549316406
2024-01-12,193.10000610351562
2024-01-16,192.17999267578125
2024-01-17,193.5399932861328
2024-01-18,197.75999450683594
2024-01-19,196.3699951171875
2024-01-22,197.9600067138672
2024-01-23,198.19000244140625
2024-01-24,196.3300018310547
2024-01-25,193.10000610351562
2024-01-26,188.7899932861328
2024-01-29,191.67999267578125
2024-01-30,193.17999267578125
2024-01-31,189.1699981689453
2024-02-01,190.38999938964844
2024-02-02,187.8699951171875
2024-02-05,168.24000549316406
2024-02-06,176.7899932861328
2024-02-07,177.1699981689453
2024-02-08,169.64999389648438
2024-02-09,171.85000610351562
2024-02-12,171.64999389648438
2024-02-13,169.7899932861328
2024-02-14,170.57000732421875
2024-02-15,169.9199981689453
2024-02-16,164.57000732421875
2024-02-20,164.0
2024-02-21,159.47000122070312
2024-02-22,161.88999938964844
2024-02-23,163.47000122070312
2024-02-26,165.60000610351562
2024-02-27,166.72000122070312
2024-02-28,167.32000732421875
2024-02-29,171.86000061035156
2024-03-01,167.92999267578125
2024-03-04,168.75999450683594
2024-03-05,165.50999450683594
2024-03-06,166.8699951171875
2024-03-07,167.89999389648438
2024-03-08,168.66000366210938
2024-03-11,172.50999450683594
2024-03-12,171.3699951171875
2024-03-13,171.63999938964844
2024-03-14,167.36000061035156
2024-03-15,166.35000610351562
2024-03-18,166.6199951171875
2024-03-19,163.58999633789062
2024-03-20,167.19000244140625
2024-03-21,166.58999633789062
2024-03-22,166.1699981689453
2024-03-25,165.5800018310547
2024-03-26,164.89999389648438
2024-03-27,165.1999969482422
2024-03-28,166.8699951171875
2024-04-01,167.27999877929688
2024-04-02,166.1999969482422
2024-04-03,165.94000244140625
2024-04-04,163.8699951171875
2024-04-05,164.83999633789062
2024-04-08,166.66000366210938
2024-04-09,167.38999938964844
2024-04-10,165.39999389648438
2024-04-11,166.77999877929688
2024-04-12,166.14999389648438
2024-04-15,162.0500030517578
2024-04-16,164.4600067138672
2024-04-17,162.75
2024-04-18,162.83999633789062
2024-04-19,163.5500030517578
2024-04-22,168.44000244140625
2024-04-23,171.5399932861328
2024-04-24,172.11000061035156
2024-04-25,169.74000549316406
2024-04-26,170.36000061035156
2024-04-29,168.27000427246094
2024-04-30,163.91000366210938
2024-05-01,165.2899932861328
2024-05-02,166.0
2024-05-03,165.3699951171875
2024-05-06,170.19000244140625
2024-05-07,165.97999572753906
2024-05-08,149.75
2024-05-09,151.8699951171875
2024-05-10,150.30999755859375
2024-05-13,148.8000030517578
2024-05-14,149.72999572753906
2024-05-15,148.6699981689453
2024-05-16,149.6199951171875
2024-05-17,147.1199951171875
2024-05-20,146.38999938964844
2024-05-21,144.52000427246094
2024-05-22,145.30999755859375
2024-05-23,146.25
2024-05-24,146.47999572753906
2024-05-28,143.3699951171875
2024-05-29,141.0500030517578
2024-05-30,139.5
2024-05-31,140.6199951171875
2024-06-03,135.6699981689453
2024-06-04,133.57000732421875
2024-06-05,135.7899932861328
2024-06-06,135.1199951171875
2024-06-07,136.02000427246094
2024-06-10,136.66000366210938
2024-06-11,138.4499969482422
2024-06-12,140.47999572753906
2024-06-13,138.19000244140625
2024-06-14,136.69000244140625
2024-06-17,136.74000549316406
2024-06-18,132.77999877929688
2024-06-20,135.6699981689453
2024-06-21,139.2100067138672
2024-06-24,138.83999633789062
2024-06-25,138.3699951171875
2024-06-26,137.66000366210938
2024-06-27,142.27999877929688
2024-06-28,142.60000610351562
2024-07-01,142.27999877929688
2024-07-02,143.5800018310547
2024-07-03,143.38999938964844
2024-07-05,145.27999877929688
2024-07-08,141.6699981689453
2024-07-09,139.5
2024-07-10,140.85000610351562
2024-07-11,142.17999267578125
2024-07-12,142.19000244140625
2024-07-15,142.72999572753906
2024-07-16,148.50999450683594
2024-07-17,146.6699981689453
2024-07-18,145.14999389648438
2024-07-19,142.5500030517578
2024-07-22,143.3699951171875
2024-07-23,145.24000549316406
2024-07-24,141.72999572753906
2024-07-25,144.4600067138672
2024-07-26,147.47000122070312
2024-07-29,145.49000549316406
2024-07-30,148.64999389648438
2024-07-31,149.13999938964844
2024-08-01,138.4199981689453
2024-08-02,137.75999450683594
2024-08-05,133.02999877929688
2024-08-06,137.10000610351562
2024-08-07,125.33999633789062
2024-08-08,127.12999725341797
2024-08-09,125.93000030517578
2024-08-12,122.16000366210938
2024-08-13,125.0
2024-08-14,123.11000061035156
2024-08-15,124.94000244140625
2024-08-16,122.27999877929688
2024-08-19,123.62999725341797
2024-08-20,122.45999908447266
2024-08-21,123.66999816894531
2024-08-22,122.69000244140625
2024-08-23,125.05999755859375
2024-08-26,125.13999938964844
2024-08-27,125.7699966430664
2024-08-28,124.44999694824219
2024-08-29,125.70999908447266
2024-08-30,125.16999816894531
2024-09-03,121.97000122070312
2024-09-04,123.86000061035156
2024-09-05,123.72000122070312
2024-09-06,122.2300033569336
2024-09-09,120.9000015258789
2024-09-10,121.31999969482422
2024-09-11,123.98999786376953
2024-09-12,124.20999908447266
2024-09-13,126.22000122070312
2024-09-16,126.45999908447266
2024-09-17,124.31999969482422
2024-09-18,123.16999816894531
2024-09-19,123.31999969482422
2024-09-20,124.41000366210938
2024-09-23,127.01000213623047
2024-09-24,124.62000274658203
2024-09-25,122.97000122070312
2024-09-26,126.87000274658203
2024-09-27,130.0
2024-09-30,128.4600067138672
2024-10-01,126.94000244140625
2024-10-02,126.0999984741211
2024-10-03,125.8499984741211
2024-10-04,127.12999725341797
2024-10-07,121.04000091552734
2024-10-08,122.66000366210938
2024-10-09,124.47000122070312
2024-10-10,126.70999908447266
2024-10-11,125.58999633789062
2024-10-14,125.44000244140625
2024-10-15,126.02999877929688
2024-10-16,126.13999938964844
2024-10-17,124.43000030517578
2024-10-18,123.20999908447266
2024-10-21,124.16000366210938
2024-10-22,123.44999694824219
2024-10-23,121.5
2024-10-24,119.91999816894531
2024-10-25,121.12000274658203
2024-10-28,121.91000366210938
2024-10-29,124.38999938964844
2024-10-30,120.7300033569336
2024-10-31,119.23999786376953
2024-11-01,120.33999633789062
2024-11-04,124.5999984741211
2024-11-05,128.22999572753906
2024-11-06,159.22999572753906
2024-11-07,155.0800018310547
2024-11-08,153.99000549316406
2024-11-11,155.24000549316406
2024-11-12,154.55999755859375
2024-11-13,151.3699951171875
2024-11-14,149.38999938964844
2024-11-15,145.52000427246094
2024-11-18,143.86000061035156
2024-11-19,141.4499969482422
2024-11-20,147.02999877929688
2024-11-21,150.17999267578125
