Date,AAON
2022-02-28,39.040000915527344
2022-03-01,38.119998931884766
2022-03-02,36.9466667175293
2022-03-03,36.00666809082031
2022-03-04,36.21333312988281
2022-03-07,36.19333267211914
2022-03-08,35.71333312988281
2022-03-09,36.706668853759766
2022-03-10,36.37333297729492
2022-03-11,35.893333435058594
2022-03-14,35.220001220703125
2022-03-15,36.133331298828125
2022-03-16,37.79999923706055
2022-03-17,37.48666763305664
2022-03-18,38.93333435058594
2022-03-21,37.866668701171875
2022-03-22,37.12666702270508
2022-03-23,35.78666687011719
2022-03-24,35.28666687011719
2022-03-25,34.82666778564453
2022-03-28,34.78666687011719
2022-03-29,37.40666580200195
2022-03-30,37.2599983215332
2022-03-31,37.1533317565918
2022-04-01,37.46666717529297
2022-04-04,37.086666107177734
2022-04-05,36.38666534423828
2022-04-06,35.72666549682617
2022-04-07,35.3466682434082
2022-04-08,34.65999984741211
2022-04-11,34.779998779296875
2022-04-12,34.633331298828125
2022-04-13,34.88666534423828
2022-04-14,34.6533317565918
2022-04-18,34.61333465576172
2022-04-19,35.106666564941406
2022-04-20,35.900001525878906
2022-04-21,37.49333190917969
2022-04-22,37.41999816894531
2022-04-25,36.706668853759766
2022-04-26,33.9466667175293
2022-04-27,32.66666793823242
2022-04-28,33.393333435058594
2022-04-29,32.49333190917969
2022-05-02,33.0
2022-05-03,32.393333435058594
2022-05-04,33.37333297729492
2022-05-05,31.953332901000977
2022-05-06,34.7400016784668
2022-05-09,36.00666809082031
2022-05-10,35.4466667175293
2022-05-11,33.46666717529297
2022-05-12,35.34000015258789
2022-05-13,35.58000183105469
2022-05-16,34.0
2022-05-17,34.56666564941406
2022-05-18,33.38666534423828
2022-05-19,33.459999084472656
2022-05-20,34.380001068115234
2022-05-23,34.206668853759766
2022-05-24,33.99333190917969
2022-05-25,34.53333282470703
2022-05-26,35.15999984741211
2022-05-27,35.40666580200195
2022-05-31,35.720001220703125
2022-06-01,36.2400016784668
2022-06-02,36.9466667175293
2022-06-03,36.959999084472656
2022-06-06,37.56666564941406
2022-06-07,36.96666717529297
2022-06-08,37.06666564941406
2022-06-09,36.7599983215332
2022-06-10,34.66666793823242
2022-06-13,34.633331298828125
2022-06-14,34.67333221435547
2022-06-15,34.80666732788086
2022-06-16,34.19333267211914
2022-06-17,33.973331451416016
2022-06-21,33.30666732788086
2022-06-22,33.95333480834961
2022-06-23,34.93333435058594
2022-06-24,35.47999954223633
2022-06-27,35.900001525878906
2022-06-28,34.866668701171875
2022-06-29,35.0533332824707
2022-06-30,36.50666809082031
2022-07-01,37.18000030517578
2022-07-05,37.85333251953125
2022-07-06,37.293331146240234
2022-07-07,37.186668395996094
2022-07-08,36.47999954223633
2022-07-11,36.279998779296875
2022-07-12,36.746665954589844
2022-07-13,35.8466682434082
2022-07-14,35.366668701171875
2022-07-15,35.98666763305664
2022-07-18,34.81999969482422
2022-07-19,36.206668853759766
2022-07-20,37.040000915527344
2022-07-21,38.41999816894531
2022-07-22,37.866668701171875
2022-07-25,37.62666702270508
2022-07-26,37.746665954589844
2022-07-27,38.380001068115234
2022-07-28,39.34000015258789
2022-07-29,40.11333465576172
2022-08-01,40.880001068115234
2022-08-02,39.79999923706055
2022-08-03,41.0533332824707
2022-08-04,41.63999938964844
2022-08-05,41.09333419799805
2022-08-08,41.186668395996094
2022-08-09,39.893333435058594
2022-08-10,41.0533332824707
2022-08-11,40.70000076293945
2022-08-12,41.14666748046875
2022-08-15,42.2400016784668
2022-08-16,42.19333267211914
2022-08-17,41.9466667175293
2022-08-18,41.913333892822266
2022-08-19,40.900001525878906
2022-08-22,39.900001525878906
2022-08-23,39.473331451416016
2022-08-24,39.67333221435547
2022-08-25,40.65999984741211
2022-08-26,39.33333206176758
2022-08-29,39.119998931884766
2022-08-30,38.599998474121094
2022-08-31,38.31999969482422
2022-09-01,38.62666702270508
2022-09-02,38.00666809082031
2022-09-06,36.746665954589844
2022-09-07,38.473331451416016
2022-09-08,38.08000183105469
2022-09-09,38.366668701171875
2022-09-12,39.51333236694336
2022-09-13,38.16666793823242
2022-09-14,38.133331298828125
2022-09-15,38.65999984741211
2022-09-16,38.03333282470703
2022-09-19,38.88666534423828
2022-09-20,38.380001068115234
2022-09-21,37.9466667175293
2022-09-22,36.35333251953125
2022-09-23,36.04666519165039
2022-09-26,36.47999954223633
2022-09-27,36.439998626708984
2022-09-28,37.133331298828125
2022-09-29,36.22666549682617
2022-09-30,35.91999816894531
2022-10-03,36.866668701171875
2022-10-04,37.53333282470703
2022-10-05,37.56666564941406
2022-10-06,36.83333206176758
2022-10-07,35.426666259765625
2022-10-10,35.866668701171875
2022-10-11,36.62666702270508
2022-10-12,35.81999969482422
2022-10-13,36.78666687011719
2022-10-14,36.14666748046875
2022-10-17,37.06666564941406
2022-10-18,37.5533332824707
2022-10-19,37.560001373291016
2022-10-20,36.19333267211914
2022-10-21,37.5
