Date,BGNE
2022-09-06,163.4499969482422
2022-09-07,164.24000549316406
2022-09-08,167.2100067138672
2022-09-09,170.7100067138672
2022-09-12,173.75
2022-09-13,162.8699951171875
2022-09-14,154.25
2022-09-15,160.6300048828125
2022-09-16,157.08999633789062
2022-09-19,154.82000732421875
2022-09-20,153.74000549316406
2022-09-21,148.85000610351562
2022-09-22,144.02999877929688
2022-09-23,138.63999938964844
2022-09-26,131.8000030517578
2022-09-27,138.55999755859375
2022-09-28,142.42999267578125
2022-09-29,136.27999877929688
2022-09-30,134.82000732421875
2022-10-03,137.13999938964844
2022-10-04,144.94000244140625
2022-10-05,144.27000427246094
2022-10-06,140.33999633789062
2022-10-07,134.8699951171875
2022-10-10,130.89999389648438
2022-10-11,125.51000213623047
2022-10-12,151.3000030517578
2022-10-13,151.88999938964844
2022-10-14,155.83999633789062
2022-10-17,166.8300018310547
2022-10-18,167.10000610351562
2022-10-19,154.8800048828125
2022-10-20,160.3800048828125
2022-10-21,169.3699951171875
2022-10-24,155.82000732421875
2022-10-25,160.8800048828125
2022-10-26,170.9600067138672
2022-10-27,166.99000549316406
2022-10-28,166.1199951171875
2022-10-31,168.88999938964844
2022-11-01,169.42999267578125
2022-11-02,178.42999267578125
2022-11-03,185.11000061035156
2022-11-04,185.42999267578125
2022-11-07,192.77999877929688
2022-11-08,189.1300048828125
2022-11-09,176.22999572753906
2022-11-10,188.8000030517578
2022-11-11,197.9499969482422
2022-11-14,202.97999572753906
2022-11-15,207.7100067138672
2022-11-16,205.77000427246094
2022-11-17,200.57000732421875
2022-11-18,203.1300048828125
2022-11-21,194.64999389648438
2022-11-22,176.5399932861328
2022-11-23,181.7899932861328
2022-11-25,174.97000122070312
2022-11-28,179.2899932861328
2022-11-29,179.86000061035156
2022-11-30,191.61000061035156
2022-12-01,194.57000732421875
2022-12-02,201.86000061035156
2022-12-05,188.7100067138672
2022-12-06,187.5800018310547
2022-12-07,193.3800048828125
2022-12-08,200.77999877929688
2022-12-09,197.0
2022-12-12,204.3000030517578
2022-12-13,208.07000732421875
2022-12-14,209.24000549316406
2022-12-15,207.9199981689453
2022-12-16,205.0
2022-12-19,201.08999633789062
2022-12-20,208.64999389648438
2022-12-21,216.24000549316406
2022-12-22,229.3000030517578
2022-12-23,226.07000732421875
2022-12-27,223.5500030517578
2022-12-28,219.36000061035156
2022-12-29,223.80999755859375
2022-12-30,219.94000244140625
2023-01-03,226.6300048828125
2023-01-04,242.89999389648438
2023-01-05,243.30999755859375
2023-01-06,245.22000122070312
2023-01-09,245.9499969482422
2023-01-10,250.0800018310547
2023-01-11,254.3699951171875
2023-01-12,263.2300109863281
2023-01-13,270.6600036621094
2023-01-17,267.67999267578125
2023-01-18,265.0
2023-01-19,274.5
2023-01-20,266.4200134277344
2023-01-23,269.0
2023-01-24,266.75
2023-01-25,263.5
2023-01-26,261.6300048828125
2023-01-27,259.79998779296875
2023-01-30,256.1499938964844
2023-01-31,256.0
2023-02-01,254.27999877929688
2023-02-02,255.0500030517578
2023-02-03,256.8999938964844
2023-02-06,245.17999267578125
2023-02-07,249.1199951171875
2023-02-08,249.9600067138672
2023-02-09,248.85000610351562
2023-02-10,244.47999572753906
2023-02-13,245.08999633789062
2023-02-14,241.47000122070312
2023-02-15,238.75
2023-02-16,235.36000061035156
2023-02-17,232.05999755859375
2023-02-21,229.00999450683594
2023-02-22,227.08999633789062
2023-02-23,223.25999450683594
2023-02-24,215.58999633789062
2023-02-27,216.02999877929688
2023-02-28,224.6300048828125
2023-03-01,235.8800048828125
2023-03-02,240.31500244140625
2023-03-03,241.3300018310547
2023-03-06,238.63999938964844
2023-03-07,231.50999450683594
2023-03-08,227.69000244140625
2023-03-09,217.99000549316406
2023-03-10,216.24000549316406
2023-03-13,222.22999572753906
2023-03-14,231.32000732421875
2023-03-15,235.9499969482422
2023-03-16,224.77000427246094
2023-03-17,223.32000732421875
2023-03-20,223.0500030517578
2023-03-21,225.85000610351562
2023-03-22,215.64999389648438
2023-03-23,219.02000427246094
2023-03-24,219.7100067138672
2023-03-27,224.77999877929688
2023-03-28,219.9600067138672
2023-03-29,221.75
2023-03-30,218.1999969482422
2023-03-31,215.52999877929688
2023-04-03,212.8800048828125
2023-04-04,215.0
2023-04-05,212.0
2023-04-06,238.4499969482422
2023-04-10,235.0
2023-04-11,251.9600067138672
2023-04-12,254.8800048828125
2023-04-13,265.739990234375
2023-04-14,264.0
2023-04-17,264.79998779296875
2023-04-18,266.7799987792969
2023-04-19,258.5
2023-04-20,258.25
2023-04-21,258.45001220703125
2023-04-24,257.3900146484375
2023-04-25,246.77999877929688
2023-04-26,246.0399932861328
2023-04-27,255.49000549316406
2023-04-28,254.9600067138672
2023-05-01,259.9800109863281
2023-05-02,263.45001220703125
2023-05-03,265.0
2023-05-04,260.6099853515625
2023-05-05,249.7899932861328
2023-05-08,253.9199981689453
2023-05-09,245.67999267578125
2023-05-10,245.1300048828125
2023-05-11,244.60000610351562
2023-05-12,238.3699951171875
2023-05-15,240.25
2023-05-16,238.89999389648438
2023-05-17,231.0
2023-05-18,228.72000122070312
2023-05-19,232.60000610351562
2023-05-22,242.05999755859375
2023-05-23,239.3300018310547
2023-05-24,236.5
2023-05-25,227.72999572753906
2023-05-26,236.89999389648438
2023-05-30,228.27000427246094
2023-05-31,220.92999267578125
2023-06-01,223.47999572753906
2023-06-02,227.36000061035156
2023-06-05,221.83999633789062
2023-06-06,226.13999938964844
2023-06-07,224.38999938964844
2023-06-08,217.05999755859375
2023-06-09,216.0399932861328
2023-06-12,213.1999969482422
2023-06-13,212.19000244140625
2023-06-14,208.1199951171875
2023-06-15,201.0399932861328
2023-06-16,200.2100067138672
2023-06-20,191.57000732421875
2023-06-21,185.60000610351562
2023-06-22,185.91000366210938
2023-06-23,179.27999877929688
2023-06-26,180.08999633789062
2023-06-27,180.2899932861328
2023-06-28,179.86000061035156
2023-06-29,178.58999633789062
2023-06-30,178.3000030517578
2023-07-03,180.85000610351562
2023-07-05,191.47999572753906
2023-07-06,189.42999267578125
2023-07-07,189.5500030517578
2023-07-10,192.52999877929688
2023-07-11,188.05999755859375
2023-07-12,192.05499267578125
2023-07-13,198.1699981689453
2023-07-14,196.3300018310547
2023-07-17,197.89999389648438
2023-07-18,194.7100067138672
2023-07-19,193.14999389648438
2023-07-20,192.88999938964844
2023-07-21,197.5
2023-07-24,195.24000549316406
2023-07-25,196.75
2023-07-26,202.66000366210938
2023-07-27,209.5
2023-07-28,225.1300048828125
2023-07-31,214.22000122070312
2023-08-01,206.5399932861328
2023-08-02,189.77000427246094
2023-08-03,205.82000732421875
2023-08-04,202.27000427246094
2023-08-07,187.52000427246094
2023-08-08,191.58999633789062
2023-08-09,200.5800018310547
2023-08-10,197.9199981689453
2023-08-11,197.67999267578125
2023-08-14,204.1300048828125
2023-08-15,202.72000122070312
2023-08-16,192.3300018310547
2023-08-17,192.27999877929688
2023-08-18,193.0500030517578
2023-08-21,196.1199951171875
2023-08-22,194.27999877929688
2023-08-23,202.8000030517578
2023-08-24,198.8800048828125
2023-08-25,198.41000366210938
2023-08-28,202.08999633789062
2023-08-29,213.58999633789062
2023-08-30,211.2100067138672
2023-08-31,207.5500030517578
2023-09-01,208.9199981689453
2023-09-05,204.83999633789062
2023-09-06,201.85000610351562
2023-09-07,194.25999450683594
2023-09-08,192.6300048828125
2023-09-11,209.24000549316406
2023-09-12,206.72000122070312
2023-09-13,200.07000732421875
2023-09-14,198.5
2023-09-15,200.32000732421875
2023-09-18,208.91000366210938
2023-09-19,208.86000061035156
2023-09-20,192.83999633789062
2023-09-21,187.77999877929688
2023-09-22,190.5800018310547
2023-09-25,190.3800048828125
2023-09-26,185.55999755859375
2023-09-27,192.17999267578125
2023-09-28,184.1699981689453
2023-09-29,179.8699951171875
2023-10-02,178.5
2023-10-03,174.24000549316406
2023-10-04,169.14999389648438
2023-10-05,170.6699981689453
2023-10-06,173.8800048828125
2023-10-09,172.7899932861328
2023-10-10,176.6699981689453
2023-10-11,182.1999969482422
2023-10-12,176.22999572753906
2023-10-13,178.7899932861328
2023-10-16,173.94000244140625
2023-10-17,171.5500030517578
2023-10-18,167.5399932861328
2023-10-19,158.6699981689453
2023-10-20,165.2100067138672
2023-10-23,168.72999572753906
2023-10-24,172.9600067138672
2023-10-25,166.47999572753906
2023-10-26,165.85000610351562
2023-10-27,170.4499969482422
2023-10-30,186.61000061035156
2023-10-31,186.27999877929688
2023-11-01,181.3000030517578
2023-11-02,182.0500030517578
2023-11-03,183.77999877929688
2023-11-06,196.13999938964844
2023-11-07,197.6999969482422
2023-11-08,200.2100067138672
2023-11-09,189.5500030517578
2023-11-10,199.11000061035156
2023-11-13,198.85000610351562
2023-11-14,201.5800018310547
2023-11-15,196.5399932861328
2023-11-16,189.1699981689453
2023-11-17,186.8800048828125
2023-11-20,187.8800048828125
2023-11-21,184.92999267578125
2023-11-22,182.7899932861328
2023-11-24,184.71499633789062
2023-11-27,182.9600067138672
2023-11-28,184.83999633789062
2023-11-29,183.1300048828125
2023-11-30,186.94000244140625
2023-12-01,187.49000549316406
2023-12-04,181.16000366210938
2023-12-05,184.14999389648438
2023-12-06,181.97000122070312
2023-12-07,179.36000061035156
2023-12-08,175.0
2023-12-11,174.5399932861328
2023-12-12,179.5800018310547
2023-12-13,183.3300018310547
2023-12-14,187.5800018310547
2023-12-15,183.07000732421875
2023-12-18,182.4600067138672
2023-12-19,186.1199951171875
2023-12-20,175.25
2023-12-21,177.08999633789062
2023-12-22,176.11000061035156
2023-12-26,175.69000244140625
2023-12-27,178.92999267578125
2023-12-28,179.47999572753906
2023-12-29,180.36000061035156
2024-01-02,177.0
2024-01-03,181.42999267578125
2024-01-04,175.6999969482422
2024-01-05,165.3800048828125
2024-01-08,171.5399932861328
2024-01-09,181.47000122070312
2024-01-10,175.0500030517578
2024-01-11,175.10000610351562
2024-01-12,175.2100067138672
2024-01-16,173.25
2024-01-17,167.8000030517578
2024-01-18,165.35000610351562
2024-01-19,159.77999877929688
2024-01-22,156.6199951171875
2024-01-23,162.27000427246094
2024-01-24,160.6999969482422
2024-01-25,165.0
2024-01-26,161.89999389648438
2024-01-29,162.0800018310547
2024-01-30,155.0399932861328
2024-01-31,148.22999572753906
2024-02-01,149.92999267578125
2024-02-02,144.47999572753906
2024-02-05,141.80999755859375
2024-02-06,153.5800018310547
2024-02-07,147.75999450683594
2024-02-08,142.8800048828125
2024-02-09,146.97999572753906
2024-02-12,146.57000732421875
2024-02-13,141.8000030517578
2024-02-14,145.8699951171875
2024-02-15,146.07000732421875
2024-02-16,148.22999572753906
2024-02-20,148.0500030517578
2024-02-21,150.8000030517578
2024-02-22,153.77999877929688
2024-02-23,155.10000610351562
2024-02-26,160.25999450683594
2024-02-27,179.69000244140625
2024-02-28,178.47999572753906
2024-02-29,165.64999389648438
2024-03-01,165.02000427246094
2024-03-04,167.86000061035156
2024-03-05,160.4199981689453
2024-03-06,159.52000427246094
2024-03-07,162.25
2024-03-08,158.52000427246094
2024-03-11,164.52999877929688
2024-03-12,163.75
2024-03-13,176.47000122070312
2024-03-14,168.89999389648438
2024-03-15,170.0
2024-03-18,168.5
2024-03-19,168.10000610351562
2024-03-20,169.6199951171875
2024-03-21,163.6999969482422
2024-03-22,152.02000427246094
2024-03-25,153.9199981689453
2024-03-26,153.80999755859375
2024-03-27,155.0800018310547
2024-03-28,156.38999938964844
2024-04-01,159.22999572753906
2024-04-02,153.25
2024-04-03,151.9499969482422
2024-04-04,149.57000732421875
2024-04-05,150.02999877929688
2024-04-08,149.75
2024-04-09,154.02000427246094
2024-04-10,149.75999450683594
2024-04-11,146.1300048828125
2024-04-12,141.3000030517578
2024-04-15,138.39999389648438
2024-04-16,134.0500030517578
2024-04-17,131.86000061035156
2024-04-18,131.9600067138672
2024-04-19,129.52000427246094
2024-04-22,130.94000244140625
2024-04-23,138.99000549316406
2024-04-24,144.1199951171875
2024-04-25,148.55999755859375
2024-04-26,153.5800018310547
2024-04-29,156.52999877929688
2024-04-30,153.94000244140625
2024-05-01,156.52999877929688
2024-05-02,162.00999450683594
2024-05-03,162.25
2024-05-06,162.47999572753906
2024-05-07,160.55999755859375
2024-05-08,164.44000244140625
2024-05-09,168.63999938964844
2024-05-10,161.1300048828125
2024-05-13,162.1699981689453
2024-05-14,160.77000427246094
2024-05-15,164.8800048828125
2024-05-16,171.02999877929688
2024-05-17,172.85000610351562
2024-05-20,174.32000732421875
2024-05-21,167.38999938964844
2024-05-22,167.9199981689453
2024-05-23,156.1699981689453
2024-05-24,152.7100067138672
2024-05-28,153.11000061035156
2024-05-29,151.27999877929688
2024-05-30,154.25
2024-05-31,148.85000610351562
2024-06-03,146.24000549316406
2024-06-04,155.08999633789062
2024-06-05,159.02999877929688
2024-06-06,157.60000610351562
2024-06-07,156.36000061035156
2024-06-10,156.07000732421875
2024-06-11,158.58999633789062
2024-06-12,168.11000061035156
2024-06-13,166.3800048828125
2024-06-14,162.5800018310547
2024-06-17,159.3800048828125
2024-06-18,154.6999969482422
2024-06-20,155.5399932861328
2024-06-21,156.11000061035156
2024-06-24,159.14999389648438
2024-06-25,150.99000549316406
2024-06-26,146.44000244140625
2024-06-27,145.5800018310547
2024-06-28,142.6699981689453
2024-07-01,144.88999938964844
2024-07-02,143.92999267578125
2024-07-03,147.97999572753906
2024-07-05,147.0399932861328
2024-07-08,144.35000610351562
2024-07-09,144.52999877929688
2024-07-10,146.0399932861328
2024-07-11,150.5
2024-07-12,152.1699981689453
2024-07-15,147.75999450683594
2024-07-16,152.9199981689453
2024-07-17,153.63999938964844
2024-07-18,152.02999877929688
2024-07-19,154.74000549316406
2024-07-22,160.92999267578125
2024-07-23,157.52999877929688
2024-07-24,163.55999755859375
2024-07-25,163.27000427246094
2024-07-26,162.5399932861328
2024-07-29,160.94000244140625
2024-07-30,156.97999572753906
2024-07-31,166.5800018310547
2024-08-01,162.2899932861328
2024-08-02,163.22999572753906
2024-08-05,165.66000366210938
2024-08-06,171.32000732421875
2024-08-07,176.72999572753906
2024-08-08,183.02999877929688
2024-08-09,182.75999450683594
2024-08-12,190.02999877929688
2024-08-13,187.1999969482422
2024-08-14,186.6999969482422
2024-08-15,190.88999938964844
2024-08-16,194.65499877929688
2024-08-19,192.5
2024-08-20,194.2100067138672
2024-08-21,197.97999572753906
2024-08-22,195.6300048828125
2024-08-23,193.82000732421875
2024-08-26,199.22000122070312
2024-08-27,202.1699981689453
2024-08-28,198.16000366210938
2024-08-29,198.5
2024-08-30,191.77999877929688
2024-09-03,188.25999450683594
2024-09-04,188.64999389648438
2024-09-05,191.5800018310547
2024-09-06,191.32000732421875
2024-09-09,193.30999755859375
2024-09-10,197.6999969482422
2024-09-11,211.14999389648438
2024-09-12,196.27000427246094
2024-09-13,198.49000549316406
2024-09-16,196.4499969482422
2024-09-17,197.50999450683594
2024-09-18,197.27999877929688
2024-09-19,198.58999633789062
2024-09-20,201.99000549316406
2024-09-23,201.30999755859375
2024-09-24,209.30999755859375
2024-09-25,206.72000122070312
2024-09-26,212.52999877929688
2024-09-27,218.4199981689453
2024-09-30,224.50999450683594
2024-10-01,230.97999572753906
2024-10-02,233.60000610351562
2024-10-03,233.63999938964844
2024-10-04,246.0399932861328
2024-10-07,243.02000427246094
2024-10-08,235.42999267578125
2024-10-09,240.39999389648438
2024-10-10,239.3800048828125
2024-10-11,236.10000610351562
2024-10-14,227.0500030517578
2024-10-15,222.60000610351562
2024-10-16,222.16000366210938
2024-10-17,212.38999938964844
2024-10-18,218.97000122070312
2024-10-21,219.9199981689453
2024-10-22,220.6300048828125
2024-10-23,221.00999450683594
2024-10-24,214.14999389648438
2024-10-25,212.80999755859375
2024-10-28,217.22000122070312
2024-10-29,216.52999877929688
2024-10-30,205.99000549316406
2024-10-31,202.63999938964844
2024-11-01,204.2100067138672
2024-11-04,207.25
2024-11-05,208.02999877929688
2024-11-06,202.72999572753906
2024-11-07,206.82000732421875
2024-11-08,205.47000122070312
2024-11-11,205.0399932861328
2024-11-12,193.63999938964844
2024-11-13,195.4499969482422
2024-11-14,193.2899932861328
2024-11-15,189.22999572753906
2024-11-18,187.69000244140625
2024-11-19,187.77000427246094
2024-11-20,194.25999450683594
2024-11-21,194.55999755859375
