Date,WMG
2022-02-28,36.220001220703125
2022-03-01,35.709999084472656
2022-03-02,35.630001068115234
2022-03-03,34.560001373291016
2022-03-04,33.02000045776367
2022-03-07,30.299999237060547
2022-03-08,31.770000457763672
2022-03-09,33.439998626708984
2022-03-10,33.25
2022-03-11,31.790000915527344
2022-03-14,32.75
2022-03-15,34.9900016784668
2022-03-16,35.470001220703125
2022-03-17,36.18000030517578
2022-03-18,37.209999084472656
2022-03-21,36.15999984741211
2022-03-22,36.880001068115234
2022-03-23,37.41999816894531
2022-03-24,38.27000045776367
2022-03-25,37.90999984741211
2022-03-28,38.04999923706055
2022-03-29,38.9900016784668
2022-03-30,37.81999969482422
2022-03-31,37.849998474121094
2022-04-01,36.97999954223633
2022-04-04,37.83000183105469
2022-04-05,36.08000183105469
2022-04-06,36.279998779296875
2022-04-07,37.56999969482422
2022-04-08,37.29999923706055
2022-04-11,37.09000015258789
2022-04-12,36.720001220703125
2022-04-13,37.310001373291016
2022-04-14,35.650001525878906
2022-04-18,34.88999938964844
2022-04-19,34.810001373291016
2022-04-20,32.66999816894531
2022-04-21,31.8799991607666
2022-04-22,31.34000015258789
2022-04-25,31.200000762939453
2022-04-26,29.860000610351562
2022-04-27,29.799999237060547
2022-04-28,30.25
2022-04-29,29.770000457763672
2022-05-02,30.3799991607666
2022-05-03,29.8700008392334
2022-05-04,30.700000762939453
2022-05-05,29.1299991607666
2022-05-06,29.139999389648438
2022-05-09,27.270000457763672
2022-05-10,25.780000686645508
2022-05-11,25.389999389648438
2022-05-12,28.770000457763672
2022-05-13,29.079999923706055
2022-05-16,28.799999237060547
2022-05-17,29.139999389648438
2022-05-18,29.1299991607666
2022-05-19,30.06999969482422
2022-05-20,29.760000228881836
2022-05-23,29.190000534057617
2022-05-24,27.559999465942383
2022-05-25,27.959999084472656
2022-05-26,28.940000534057617
2022-05-27,29.719999313354492
2022-05-31,29.690000534057617
2022-06-01,29.329999923706055
2022-06-02,30.40999984741211
2022-06-03,29.420000076293945
2022-06-06,28.649999618530273
2022-06-07,28.68000030517578
2022-06-08,28.709999084472656
2022-06-09,28.25
2022-06-10,27.40999984741211
2022-06-13,26.049999237060547
2022-06-14,26.079999923706055
2022-06-15,26.190000534057617
2022-06-16,24.389999389648438
2022-06-17,25.09000015258789
2022-06-21,25.389999389648438
2022-06-22,25.190000534057617
2022-06-23,25.18000030517578
2022-06-24,26.190000534057617
2022-06-27,25.31999969482422
2022-06-28,24.700000762939453
2022-06-29,24.889999389648438
2022-06-30,24.360000610351562
2022-07-01,24.56999969482422
2022-07-05,25.639999389648438
2022-07-06,25.049999237060547
2022-07-07,25.850000381469727
2022-07-08,25.280000686645508
2022-07-11,25.229999542236328
2022-07-12,25.5
2022-07-13,25.479999542236328
2022-07-14,24.889999389648438
2022-07-15,25.739999771118164
2022-07-18,26.309999465942383
2022-07-19,27.020000457763672
2022-07-20,28.31999969482422
2022-07-21,28.43000030517578
2022-07-22,27.489999771118164
2022-07-25,28.18000030517578
2022-07-26,27.860000610351562
2022-07-27,29.350000381469727
2022-07-28,29.639999389648438
2022-07-29,30.0
2022-08-01,31.139999389648438
2022-08-02,31.1299991607666
2022-08-03,32.0099983215332
2022-08-04,31.90999984741211
2022-08-05,31.5
2022-08-08,32.029998779296875
2022-08-09,29.5
2022-08-10,29.889999389648438
2022-08-11,29.969999313354492
2022-08-12,30.299999237060547
2022-08-15,30.270000457763672
2022-08-16,30.190000534057617
2022-08-17,29.299999237060547
2022-08-18,29.260000228881836
2022-08-19,28.329999923706055
2022-08-22,28.06999969482422
2022-08-23,28.389999389648438
2022-08-24,28.020000457763672
2022-08-25,28.81999969482422
2022-08-26,27.399999618530273
2022-08-29,27.219999313354492
2022-08-30,27.139999389648438
2022-08-31,26.770000457763672
2022-09-01,27.229999542236328
2022-09-02,26.790000915527344
2022-09-06,26.799999237060547
2022-09-07,27.299999237060547
2022-09-08,27.489999771118164
2022-09-09,28.139999389648438
2022-09-12,28.68000030517578
2022-09-13,27.59000015258789
2022-09-14,27.649999618530273
2022-09-15,27.270000457763672
2022-09-16,26.850000381469727
2022-09-19,26.719999313354492
2022-09-20,25.700000762939453
2022-09-21,25.700000762939453
2022-09-22,25.059999465942383
2022-09-23,25.040000915527344
2022-09-26,24.0
2022-09-27,23.780000686645508
2022-09-28,24.079999923706055
2022-09-29,23.1299991607666
2022-09-30,23.209999084472656
2022-10-03,24.139999389648438
2022-10-04,25.020000457763672
2022-10-05,24.5
2022-10-06,23.829999923706055
2022-10-07,22.780000686645508
2022-10-10,22.350000381469727
2022-10-11,22.709999084472656
2022-10-12,23.670000076293945
2022-10-13,23.760000228881836
2022-10-14,23.219999313354492
2022-10-17,23.940000534057617
2022-10-18,24.010000228881836
2022-10-19,23.81999969482422
2022-10-20,24.0
2022-10-21,23.850000381469727
2022-10-24,25.809999465942383
2022-10-25,27.329999923706055
2022-10-26,27.030000686645508
2022-10-27,26.579999923706055
2022-10-28,26.200000762939453
2022-10-31,26.020000457763672
2022-11-01,26.68000030517578
2022-11-02,25.40999984741211
2022-11-03,25.1299991607666
2022-11-04,25.530000686645508
2022-11-07,26.850000381469727
2022-11-08,26.59000015258789
2022-11-09,26.579999923706055
2022-11-10,27.31999969482422
2022-11-11,28.469999313354492
2022-11-14,28.5
2022-11-15,28.8799991607666
2022-11-16,28.149999618530273
2022-11-17,27.739999771118164
2022-11-18,27.3799991607666
2022-11-21,26.979999542236328
2022-11-22,31.09000015258789
2022-11-23,32.189998626708984
2022-11-25,32.599998474121094
2022-11-28,32.61000061035156
2022-11-29,32.900001525878906
2022-11-30,34.27000045776367
2022-12-01,34.209999084472656
2022-12-02,34.34000015258789
2022-12-05,33.75
2022-12-06,33.25
2022-12-07,33.0
2022-12-08,33.220001220703125
2022-12-09,33.310001373291016
2022-12-12,33.33000183105469
2022-12-13,34.279998779296875
2022-12-14,34.150001525878906
2022-12-15,33.41999816894531
2022-12-16,33.63999938964844
2022-12-19,34.029998779296875
2022-12-20,35.47999954223633
2022-12-21,35.34000015258789
2022-12-22,35.38999938964844
2022-12-23,35.619998931884766
2022-12-27,35.2599983215332
2022-12-28,34.75
2022-12-29,35.31999969482422
2022-12-30,35.02000045776367
2023-01-03,35.349998474121094
2023-01-04,36.5099983215332
2023-01-05,37.04999923706055
2023-01-06,37.90999984741211
2023-01-09,38.59000015258789
2023-01-10,38.439998626708984
2023-01-11,37.779998779296875
2023-01-12,34.45000076293945
2023-01-13,32.58000183105469
2023-01-17,33.150001525878906
2023-01-18,33.56999969482422
2023-01-19,34.400001525878906
2023-01-20,35.56999969482422
2023-01-23,35.54999923706055
2023-01-24,35.470001220703125
2023-01-25,36.029998779296875
2023-01-26,36.470001220703125
2023-01-27,35.77000045776367
2023-01-30,36.11000061035156
2023-01-31,36.45000076293945
2023-02-01,36.9900016784668
2023-02-02,37.41999816894531
2023-02-03,37.040000915527344
2023-02-06,37.0
2023-02-07,36.970001220703125
2023-02-08,36.65999984741211
2023-02-09,35.09000015258789
2023-02-10,34.33000183105469
2023-02-13,34.06999969482422
2023-02-14,34.02000045776367
2023-02-15,34.7400016784668
2023-02-16,33.689998626708984
2023-02-17,33.189998626708984
2023-02-21,31.90999984741211
2023-02-22,32.75
2023-02-23,32.939998626708984
2023-02-24,32.20000076293945
2023-02-27,31.899999618530273
2023-02-28,31.559999465942383
2023-03-01,31.209999084472656
2023-03-02,31.170000076293945
2023-03-03,31.809999465942383
2023-03-06,32.11000061035156
2023-03-07,31.510000228881836
2023-03-08,30.959999084472656
2023-03-09,30.040000915527344
2023-03-10,29.75
2023-03-13,29.469999313354492
2023-03-14,29.75
2023-03-15,30.0
2023-03-16,30.100000381469727
2023-03-17,30.209999084472656
2023-03-20,30.34000015258789
2023-03-21,30.56999969482422
2023-03-22,30.8700008392334
2023-03-23,31.350000381469727
2023-03-24,31.5
2023-03-27,31.860000610351562
2023-03-28,32.43000030517578
2023-03-29,32.630001068115234
2023-03-30,32.88999938964844
2023-03-31,33.369998931884766
2023-04-03,33.560001373291016
2023-04-04,33.13999938964844
2023-04-05,31.84000015258789
2023-04-06,31.540000915527344
2023-04-10,32.119998931884766
2023-04-11,31.979999542236328
2023-04-12,31.65999984741211
2023-04-13,31.84000015258789
2023-04-14,31.360000610351562
2023-04-17,31.06999969482422
2023-04-18,30.719999313354492
2023-04-19,30.75
2023-04-20,31.25
2023-04-21,31.1299991607666
2023-04-24,31.350000381469727
2023-04-25,30.979999542236328
2023-04-26,30.700000762939453
2023-04-27,30.399999618530273
2023-04-28,30.469999313354492
2023-05-01,31.06999969482422
2023-05-02,29.389999389648438
2023-05-03,27.924999237060547
2023-05-04,26.6299991607666
2023-05-05,27.559999465942383
2023-05-08,28.489999771118164
2023-05-09,25.760000228881836
2023-05-10,26.219999313354492
2023-05-11,25.850000381469727
2023-05-12,25.290000915527344
2023-05-15,26.34000015258789
2023-05-16,25.5
2023-05-17,26.18000030517578
2023-05-18,26.06999969482422
2023-05-19,25.6200008392334
2023-05-22,26.25
2023-05-23,26.0
2023-05-24,25.389999389648438
2023-05-25,25.209999084472656
2023-05-26,24.959999084472656
2023-05-30,24.270000457763672
2023-05-31,24.450000762939453
2023-06-01,24.389999389648438
2023-06-02,24.34000015258789
2023-06-05,24.229999542236328
2023-06-06,24.479999542236328
2023-06-07,24.81999969482422
2023-06-08,24.799999237060547
2023-06-09,24.84000015258789
2023-06-12,24.899999618530273
2023-06-13,24.969999313354492
2023-06-14,25.959999084472656
2023-06-15,26.860000610351562
2023-06-16,27.15999984741211
2023-06-20,26.510000228881836
2023-06-21,26.440000534057617
2023-06-22,26.34000015258789
2023-06-23,26.06999969482422
2023-06-26,26.06999969482422
2023-06-27,26.360000610351562
2023-06-28,26.670000076293945
2023-06-29,26.440000534057617
2023-06-30,26.09000015258789
2023-07-03,26.079999923706055
2023-07-05,25.989999771118164
2023-07-06,26.8799991607666
2023-07-07,28.010000228881836
2023-07-10,27.920000076293945
2023-07-11,28.350000381469727
2023-07-12,28.260000228881836
2023-07-13,28.799999237060547
2023-07-14,28.8700008392334
2023-07-17,29.520000457763672
2023-07-18,29.790000915527344
2023-07-19,29.84000015258789
2023-07-20,30.579999923706055
2023-07-21,31.030000686645508
2023-07-24,30.520000457763672
2023-07-25,30.1200008392334
2023-07-26,31.65999984741211
2023-07-27,31.6299991607666
2023-07-28,31.920000076293945
2023-07-31,31.549999237060547
2023-08-01,31.440000534057617
2023-08-02,30.920000076293945
2023-08-03,31.5
2023-08-04,31.170000076293945
2023-08-07,30.56999969482422
2023-08-08,32.720001220703125
2023-08-09,33.06999969482422
2023-08-10,32.84000015258789
2023-08-11,32.900001525878906
2023-08-14,33.45000076293945
2023-08-15,32.91999816894531
2023-08-16,33.61000061035156
2023-08-17,32.83000183105469
2023-08-18,32.4900016784668
2023-08-21,32.529998779296875
2023-08-22,32.369998931884766
2023-08-23,32.54999923706055
2023-08-24,32.63999938964844
2023-08-25,32.47999954223633
2023-08-28,32.31999969482422
2023-08-29,32.84000015258789
2023-08-30,33.369998931884766
2023-08-31,33.29999923706055
2023-09-01,33.650001525878906
2023-09-05,33.36000061035156
