Date,TTEK
2022-02-28,31.753999710083008
2022-03-01,31.211999893188477
2022-03-02,31.809999465942383
2022-03-03,31.715999603271484
2022-03-04,31.993999481201172
2022-03-07,31.667999267578125
2022-03-08,30.506000518798828
2022-03-09,31.88800048828125
2022-03-10,31.908000946044922
2022-03-11,31.760000228881836
2022-03-14,31.667999267578125
2022-03-15,32.22600173950195
2022-03-16,32.66400146484375
2022-03-17,33.007999420166016
2022-03-18,33.551998138427734
2022-03-21,33.332000732421875
2022-03-22,33.034000396728516
2022-03-23,32.70800018310547
2022-03-24,32.922000885009766
2022-03-25,32.58399963378906
2022-03-28,32.768001556396484
2022-03-29,33.720001220703125
2022-03-30,33.38800048828125
2022-03-31,32.987998962402344
2022-04-01,33.43600082397461
2022-04-04,33.38999938964844
2022-04-05,32.88600158691406
2022-04-06,31.058000564575195
2022-04-07,31.440000534057617
2022-04-08,30.950000762939453
2022-04-11,30.417999267578125
2022-04-12,29.974000930786133
2022-04-13,30.554000854492188
2022-04-14,29.743999481201172
2022-04-18,29.922000885009766
2022-04-19,30.459999084472656
2022-04-20,30.66200065612793
2022-04-21,29.940000534057617
2022-04-22,29.25200080871582
2022-04-25,29.42799949645996
2022-04-26,28.41200065612793
2022-04-27,28.341999053955078
2022-04-28,28.72599983215332
2022-04-29,27.856000900268555
2022-05-02,27.926000595092773
2022-05-03,27.54400062561035
2022-05-04,28.378000259399414
2022-05-05,26.624000549316406
2022-05-06,25.91200065612793
2022-05-09,25.118000030517578
2022-05-10,26.011999130249023
2022-05-11,24.70599937438965
2022-05-12,24.733999252319336
2022-05-13,25.035999298095703
2022-05-16,24.865999221801758
2022-05-17,25.47800064086914
2022-05-18,24.871999740600586
2022-05-19,25.219999313354492
2022-05-20,24.95599937438965
2022-05-23,25.034000396728516
2022-05-24,25.215999603271484
2022-05-25,25.288000106811523
2022-05-26,26.025999069213867
2022-05-27,27.04199981689453
2022-05-31,26.993999481201172
2022-06-01,27.02400016784668
2022-06-02,27.99799919128418
2022-06-03,27.690000534057617
2022-06-06,27.266000747680664
2022-06-07,27.549999237060547
2022-06-08,26.59600067138672
2022-06-09,26.22800064086914
2022-06-10,25.856000900268555
2022-06-13,25.378000259399414
2022-06-14,24.926000595092773
2022-06-15,25.281999588012695
2022-06-16,23.893999099731445
2022-06-17,24.082000732421875
2022-06-21,24.535999298095703
2022-06-22,24.601999282836914
2022-06-23,25.284000396728516
2022-06-24,27.393999099731445
2022-06-27,27.920000076293945
2022-06-28,26.58799934387207
2022-06-29,26.97800064086914
2022-06-30,27.309999465942383
2022-07-01,27.757999420166016
2022-07-05,27.56599998474121
2022-07-06,27.43000030517578
2022-07-07,28.038000106811523
2022-07-08,27.81999969482422
2022-07-11,27.777999877929688
2022-07-12,27.00200080871582
2022-07-13,26.950000762939453
2022-07-14,26.97599983215332
2022-07-15,27.520000457763672
2022-07-18,27.31599998474121
2022-07-19,28.266000747680664
2022-07-20,28.577999114990234
2022-07-21,29.007999420166016
2022-07-22,28.97599983215332
2022-07-25,29.097999572753906
2022-07-26,29.36400032043457
2022-07-27,29.559999465942383
2022-07-28,30.527999877929688
2022-07-29,30.65399932861328
2022-08-01,30.600000381469727
2022-08-02,30.625999450683594
2022-08-03,30.43199920654297
2022-08-04,29.969999313354492
2022-08-05,29.118000030517578
2022-08-08,29.176000595092773
2022-08-09,28.402000427246094
2022-08-10,29.281999588012695
2022-08-11,29.215999603271484
2022-08-12,29.56599998474121
2022-08-15,30.09600067138672
2022-08-16,29.988000869750977
2022-08-17,29.354000091552734
2022-08-18,29.538000106811523
2022-08-19,28.961999893188477
2022-08-22,28.392000198364258
2022-08-23,28.38800048828125
2022-08-24,28.658000946044922
2022-08-25,28.833999633789062
2022-08-26,28.010000228881836
2022-08-29,27.718000411987305
2022-08-30,27.398000717163086
2022-08-31,27.16200065612793
2022-09-01,26.860000610351562
2022-09-02,26.582000732421875
2022-09-06,26.72599983215332
2022-09-07,27.559999465942383
2022-09-08,27.6299991607666
2022-09-09,27.988000869750977
2022-09-12,28.06599998474121
2022-09-13,26.79599952697754
2022-09-14,27.170000076293945
2022-09-15,26.690000534057617
2022-09-16,26.58799934387207
2022-09-19,26.61400032043457
2022-09-20,26.077999114990234
