Date,BANF
2022-02-28,78.12999725341797
2022-03-01,76.13999938964844
2022-03-02,78.06999969482422
2022-03-03,78.19999694824219
2022-03-04,77.37000274658203
2022-03-07,76.41999816894531
2022-03-08,76.5
2022-03-09,77.5199966430664
2022-03-10,77.58000183105469
2022-03-11,78.33000183105469
2022-03-14,81.05000305175781
2022-03-15,80.80999755859375
2022-03-16,82.13999938964844
2022-03-17,81.91999816894531
2022-03-18,82.37999725341797
2022-03-21,81.77999877929688
2022-03-22,82.91000366210938
2022-03-23,81.04000091552734
2022-03-24,81.87000274658203
2022-03-25,83.69999694824219
2022-03-28,83.22000122070312
2022-03-29,84.69000244140625
2022-03-30,83.0999984741211
2022-03-31,83.20999908447266
2022-04-01,83.41999816894531
2022-04-04,83.54000091552734
2022-04-05,83.05000305175781
2022-04-06,83.12000274658203
2022-04-07,82.01000213623047
2022-04-08,81.87000274658203
2022-04-11,81.98999786376953
2022-04-12,82.33999633789062
2022-04-13,83.26000213623047
2022-04-14,83.16000366210938
2022-04-18,83.18000030517578
2022-04-19,84.88999938964844
2022-04-20,85.76000213623047
2022-04-21,85.18000030517578
2022-04-22,84.41000366210938
2022-04-25,85.0999984741211
2022-04-26,84.62999725341797
2022-04-27,84.25
2022-04-28,83.33999633789062
2022-04-29,81.75
2022-05-02,82.87000274658203
2022-05-03,83.23999786376953
2022-05-04,85.36000061035156
2022-05-05,84.66999816894531
2022-05-06,83.69000244140625
2022-05-09,83.9000015258789
2022-05-10,84.06999969482422
2022-05-11,83.7699966430664
2022-05-12,83.0
2022-05-13,82.02999877929688
2022-05-16,81.26000213623047
2022-05-17,83.08000183105469
2022-05-18,81.55999755859375
2022-05-19,80.9000015258789
2022-05-20,81.73999786376953
2022-05-23,83.19000244140625
2022-05-24,85.04000091552734
2022-05-25,85.80000305175781
2022-05-26,88.37000274658203
2022-05-27,90.05000305175781
2022-05-31,90.7300033569336
2022-06-01,90.22000122070312
2022-06-02,92.7699966430664
2022-06-03,93.37000274658203
2022-06-06,96.06999969482422
2022-06-07,95.94000244140625
2022-06-08,94.44999694824219
2022-06-09,92.83000183105469
2022-06-10,90.55999755859375
2022-06-13,90.12000274658203
2022-06-14,91.30999755859375
2022-06-15,92.5199966430664
2022-06-16,91.55999755859375
2022-06-17,94.86000061035156
2022-06-21,95.79000091552734
2022-06-22,95.02999877929688
2022-06-23,94.33999633789062
2022-06-24,94.9800033569336
2022-06-27,98.2300033569336
2022-06-28,96.44999694824219
2022-06-29,95.73999786376953
2022-06-30,95.70999908447266
2022-07-01,98.47000122070312
2022-07-05,98.5999984741211
2022-07-06,98.5199966430664
2022-07-07,98.62999725341797
2022-07-08,99.8499984741211
2022-07-11,94.06999969482422
2022-07-12,93.58999633789062
2022-07-13,91.31999969482422
2022-07-14,88.25
2022-07-15,90.55999755859375
2022-07-18,89.91000366210938
2022-07-19,91.93000030517578
2022-07-20,91.04000091552734
2022-07-21,90.88999938964844
2022-07-22,99.98999786376953
2022-07-25,102.31999969482422
2022-07-26,106.79000091552734
2022-07-27,105.93000030517578
2022-07-28,106.1500015258789
2022-07-29,107.38999938964844
2022-08-01,109.30000305175781
2022-08-02,110.05999755859375
2022-08-03,110.62000274658203
2022-08-04,107.55000305175781
2022-08-05,109.0
2022-08-08,110.83000183105469
2022-08-09,113.44000244140625
2022-08-10,111.94999694824219
2022-08-11,113.22000122070312
2022-08-12,116.0
2022-08-15,117.02999877929688
2022-08-16,117.0
2022-08-17,116.83000183105469
2022-08-18,116.12999725341797
2022-08-19,115.98999786376953
2022-08-22,113.94000244140625
2022-08-23,111.80000305175781
2022-08-24,110.62999725341797
2022-08-25,110.26000213623047
2022-08-26,110.0
2022-08-29,108.45999908447266
2022-08-30,108.37000274658203
2022-08-31,107.86000061035156
2022-09-01,106.62999725341797
2022-09-02,105.69000244140625
2022-09-06,98.62999725341797
2022-09-07,98.70999908447266
2022-09-08,98.48999786376953
2022-09-09,98.87999725341797
2022-09-12,99.6500015258789
2022-09-13,97.05999755859375
2022-09-14,98.0
2022-09-15,99.02999877929688
2022-09-16,97.25
2022-09-19,99.0199966430664
2022-09-20,100.12000274658203
2022-09-21,98.7699966430664
2022-09-22,95.26000213623047
2022-09-23,93.51000213623047
2022-09-26,92.3499984741211
2022-09-27,90.63999938964844
2022-09-28,91.94000244140625
2022-09-29,90.22000122070312
2022-09-30,89.47000122070312
2022-10-03,90.56999969482422
2022-10-04,92.9000015258789
2022-10-05,91.36000061035156
2022-10-06,91.19000244140625
2022-10-07,89.95999908447266
2022-10-10,90.5
2022-10-11,89.83999633789062
2022-10-12,89.75
2022-10-13,92.0
2022-10-14,91.13999938964844
2022-10-17,92.2699966430664
2022-10-18,94.5
2022-10-19,94.2300033569336
2022-10-20,91.22000122070312
2022-10-21,100.70999908447266
