Date,VFS
2023-12-07,6.820000171661377
2023-12-08,6.849999904632568
2023-12-11,6.71999979019165
2023-12-12,6.5
2023-12-13,6.789999961853027
2023-12-14,6.940000057220459
2023-12-15,7.880000114440918
2023-12-18,7.630000114440918
2023-12-19,8.0
2023-12-20,7.940000057220459
2023-12-21,8.109999656677246
2023-12-22,7.989999771118164
2023-12-26,8.380000114440918
2023-12-27,8.479999542236328
2023-12-28,8.640000343322754
2023-12-29,8.369999885559082
2024-01-02,7.050000190734863
2024-01-03,7.079999923706055
2024-01-04,7.070000171661377
2024-01-05,7.019999980926514
2024-01-08,6.789999961853027
2024-01-09,6.650000095367432
2024-01-10,6.71999979019165
2024-01-11,6.760000228881836
2024-01-12,6.590000152587891
2024-01-16,6.03000020980835
2024-01-17,5.769999980926514
2024-01-18,5.639999866485596
2024-01-19,6.0
2024-01-22,6.159999847412109
2024-01-23,6.139999866485596
2024-01-24,5.909999847412109
2024-01-25,6.119999885559082
2024-01-26,5.940000057220459
2024-01-29,6.110000133514404
2024-01-30,6.0
2024-01-31,5.949999809265137
2024-02-01,5.929999828338623
2024-02-02,5.71999979019165
2024-02-05,5.269999980926514
2024-02-06,5.389999866485596
2024-02-07,5.349999904632568
2024-02-08,5.309999942779541
2024-02-09,5.25
2024-02-12,5.360000133514404
2024-02-13,5.130000114440918
2024-02-14,5.21999979019165
2024-02-15,5.429999828338623
2024-02-16,5.460000038146973
2024-02-20,5.210000038146973
2024-02-21,5.260000228881836
2024-02-22,5.079999923706055
2024-02-23,5.059999942779541
2024-02-26,5.179999828338623
2024-02-27,5.579999923706055
2024-02-28,5.860000133514404
2024-02-29,5.96999979019165
2024-03-01,5.789999961853027
2024-03-04,5.28000020980835
2024-03-05,5.320000171661377
2024-03-06,5.199999809265137
2024-03-07,5.28000020980835
2024-03-08,5.25
2024-03-11,5.210000038146973
2024-03-12,5.059999942779541
2024-03-13,4.980000019073486
2024-03-14,4.889999866485596
2024-03-15,5.019999980926514
2024-03-18,4.929999828338623
2024-03-19,4.730000019073486
2024-03-20,4.869999885559082
2024-03-21,4.989999771118164
2024-03-22,4.960000038146973
2024-03-25,4.829999923706055
2024-03-26,4.699999809265137
2024-03-27,4.730000019073486
2024-03-28,4.96999979019165
2024-04-01,4.829999923706055
2024-04-02,4.840000152587891
2024-04-03,4.440000057220459
2024-04-04,4.360000133514404
2024-04-05,4.159999847412109
2024-04-08,4.179999828338623
2024-04-09,4.099999904632568
2024-04-10,3.950000047683716
2024-04-11,4.03000020980835
2024-04-12,3.5999999046325684
2024-04-15,3.259999990463257
2024-04-16,3.069999933242798
2024-04-17,2.7200000286102295
2024-04-18,2.7100000381469727
2024-04-19,2.5199999809265137
2024-04-22,2.430000066757202
2024-04-23,2.4200000762939453
2024-04-24,2.5
2024-04-25,2.690000057220459
2024-04-26,2.5999999046325684
2024-04-29,2.740000009536743
2024-04-30,2.559999942779541
2024-05-01,2.6600000858306885
2024-05-02,2.8499999046325684
2024-05-03,2.890000104904175
2024-05-06,3.0799999237060547
2024-05-07,3.009999990463257
2024-05-08,2.9000000953674316
2024-05-09,3.0399999618530273
2024-05-10,3.009999990463257
2024-05-13,4.559999942779541
2024-05-14,4.110000133514404
2024-05-15,4.239999771118164
2024-05-16,4.420000076293945
2024-05-17,4.880000114440918
2024-05-20,6.320000171661377
2024-05-21,5.139999866485596
2024-05-22,4.670000076293945
2024-05-23,4.699999809265137
2024-05-24,4.900000095367432
2024-05-28,4.920000076293945
2024-05-29,4.809999942779541
2024-05-30,4.869999885559082
2024-05-31,4.889999866485596
2024-06-03,4.869999885559082
2024-06-04,4.599999904632568
2024-06-05,4.46999979019165
2024-06-06,4.539999961853027
2024-06-07,4.360000133514404
2024-06-10,3.9700000286102295
2024-06-11,3.9100000858306885
2024-06-12,3.759999990463257
2024-06-13,3.930000066757202
2024-06-14,4.329999923706055
2024-06-17,4.139999866485596
2024-06-18,3.9200000762939453
2024-06-20,4.309999942779541
2024-06-21,3.9000000953674316
2024-06-24,4.039999961853027
2024-06-25,4.019999980926514
2024-06-26,4.070000171661377
2024-06-27,4.400000095367432
2024-06-28,4.300000190734863
2024-07-01,4.159999847412109
2024-07-02,4.050000190734863
2024-07-03,4.199999809265137
2024-07-05,4.320000171661377
2024-07-08,4.28000020980835
2024-07-09,4.179999828338623
2024-07-10,4.170000076293945
2024-07-11,4.900000095367432
2024-07-12,4.849999904632568
2024-07-15,4.639999866485596
2024-07-16,4.699999809265137
2024-07-17,4.510000228881836
2024-07-18,4.550000190734863
2024-07-19,4.539999961853027
2024-07-22,4.510000228881836
2024-07-23,4.389999866485596
2024-07-24,4.059999942779541
2024-07-25,4.119999885559082
2024-07-26,4.130000114440918
2024-07-29,4.0
2024-07-30,3.940000057220459
2024-07-31,3.940000057220459
2024-08-01,3.9000000953674316
2024-08-02,3.9100000858306885
2024-08-05,3.6700000762939453
2024-08-06,3.7799999713897705
2024-08-07,3.609999895095825
2024-08-08,3.740000009536743
2024-08-09,3.7300000190734863
2024-08-12,3.690000057220459
2024-08-13,3.8499999046325684
2024-08-14,3.6700000762939453
2024-08-15,3.7799999713897705
2024-08-16,3.799999952316284
2024-08-19,3.7799999713897705
2024-08-20,3.8499999046325684
2024-08-21,3.8399999141693115
2024-08-22,3.740000009536743
2024-08-23,3.6600000858306885
2024-08-26,3.6500000953674316
2024-08-27,3.6600000858306885
2024-08-28,3.5999999046325684
2024-08-29,3.5899999141693115
2024-08-30,3.5999999046325684
2024-09-03,3.509999990463257
2024-09-04,3.509999990463257
2024-09-05,3.700000047683716
2024-09-06,3.740000009536743
2024-09-09,3.690000057220459
2024-09-10,3.930000066757202
2024-09-11,3.940000057220459
2024-09-12,3.9600000381469727
2024-09-13,3.9600000381469727
2024-09-16,3.950000047683716
2024-09-17,3.859999895095825
2024-09-18,3.880000114440918
2024-09-19,3.9600000381469727
2024-09-20,3.6600000858306885
2024-09-23,3.5999999046325684
2024-09-24,3.690000057220459
2024-09-25,3.7899999618530273
2024-09-26,3.9100000858306885
2024-09-27,3.9200000762939453
2024-09-30,3.819999933242798
2024-10-01,3.700000047683716
2024-10-02,3.7699999809265137
2024-10-03,3.869999885559082
2024-10-04,3.809999942779541
2024-10-07,3.740000009536743
2024-10-08,3.75
2024-10-09,3.7200000286102295
2024-10-10,3.8299999237060547
2024-10-11,3.7300000190734863
2024-10-14,3.809999942779541
2024-10-15,3.8299999237060547
2024-10-16,3.809999942779541
2024-10-17,3.75
2024-10-18,3.8299999237060547
2024-10-21,3.7699999809265137
2024-10-22,4.230000019073486
2024-10-23,3.9600000381469727
2024-10-24,4.190000057220459
2024-10-25,3.9600000381469727
2024-10-28,3.940000057220459
2024-10-29,3.9000000953674316
2024-10-30,3.9600000381469727
2024-10-31,3.799999952316284
2024-11-01,3.759999990463257
2024-11-04,3.7100000381469727
2024-11-05,3.759999990463257
2024-11-06,3.740000009536743
2024-11-07,3.7300000190734863
2024-11-08,3.75
2024-11-11,3.890000104904175
2024-11-12,3.9800000190734863
2024-11-13,4.119999885559082
2024-11-14,3.9000000953674316
2024-11-15,4.010000228881836
2024-11-18,4.0
2024-11-19,4.050000190734863
2024-11-20,3.9800000190734863
2024-11-21,3.950000047683716
