Date,NICE
2022-11-28,188.6199951171875
2022-11-29,186.75
2022-11-30,194.1699981689453
2022-12-01,202.16000366210938
2022-12-02,198.8800048828125
2022-12-05,196.63999938964844
2022-12-06,193.8300018310547
2022-12-07,195.72000122070312
2022-12-08,198.88999938964844
2022-12-09,197.1999969482422
2022-12-12,203.41000366210938
2022-12-13,205.42999267578125
2022-12-14,206.72999572753906
2022-12-15,201.32000732421875
2022-12-16,198.91000366210938
2022-12-19,198.1999969482422
2022-12-20,194.11000061035156
2022-12-21,198.22000122070312
2022-12-22,193.8800048828125
2022-12-23,194.6699981689453
2022-12-27,191.6999969482422
2022-12-28,189.94000244140625
2022-12-29,193.7899932861328
2022-12-30,192.3000030517578
2023-01-03,191.0500030517578
2023-01-04,191.3300018310547
2023-01-05,185.42999267578125
2023-01-06,187.82000732421875
2023-01-09,190.17999267578125
2023-01-10,192.19000244140625
2023-01-11,196.38999938964844
2023-01-12,198.4199981689453
2023-01-13,199.00999450683594
2023-01-17,206.13999938964844
2023-01-18,206.7100067138672
2023-01-19,202.50999450683594
2023-01-20,205.60000610351562
2023-01-23,209.88999938964844
2023-01-24,211.08999633789062
2023-01-25,212.00999450683594
2023-01-26,213.10000610351562
2023-01-27,213.5500030517578
2023-01-30,206.3300018310547
2023-01-31,207.42999267578125
2023-02-01,214.9600067138672
2023-02-02,225.77999877929688
2023-02-03,220.4499969482422
2023-02-06,217.24000549316406
2023-02-07,222.55999755859375
2023-02-08,222.7899932861328
2023-02-09,222.80999755859375
2023-02-10,221.39999389648438
2023-02-13,220.57000732421875
2023-02-14,219.08999633789062
2023-02-15,222.55999755859375
2023-02-16,221.36000061035156
2023-02-17,219.36000061035156
2023-02-21,215.85000610351562
2023-02-22,215.5500030517578
2023-02-23,210.05999755859375
2023-02-24,203.99000549316406
2023-02-27,205.6199951171875
2023-02-28,207.41000366210938
2023-03-01,208.7100067138672
2023-03-02,210.77000427246094
2023-03-03,213.3699951171875
2023-03-06,212.3000030517578
2023-03-07,210.0
2023-03-08,212.38999938964844
2023-03-09,210.3800048828125
2023-03-10,204.50999450683594
2023-03-13,202.49000549316406
2023-03-14,206.7899932861328
2023-03-15,205.4499969482422
2023-03-16,211.5399932861328
2023-03-17,212.7100067138672
2023-03-20,210.61000061035156
2023-03-21,210.41000366210938
2023-03-22,207.27999877929688
2023-03-23,211.07000732421875
2023-03-24,210.07000732421875
2023-03-27,211.0
2023-03-28,209.2100067138672
2023-03-29,220.0399932861328
2023-03-30,224.39999389648438
2023-03-31,228.88999938964844
2023-04-03,224.89999389648438
2023-04-04,228.0399932861328
2023-04-05,222.82000732421875
2023-04-06,225.39999389648438
2023-04-10,224.91000366210938
2023-04-11,222.64999389648438
2023-04-12,224.0500030517578
2023-04-13,228.94000244140625
2023-04-14,227.30999755859375
2023-04-17,223.9499969482422
2023-04-18,218.4499969482422
2023-04-19,210.72000122070312
2023-04-20,208.33999633789062
2023-04-21,209.0
2023-04-24,207.0
2023-04-25,198.99000549316406
2023-04-26,199.85000610351562
2023-04-27,202.92999267578125
2023-04-28,204.00999450683594
2023-05-01,204.64999389648438
2023-05-02,198.1199951171875
2023-05-03,190.2899932861328
2023-05-04,190.92999267578125
2023-05-05,187.22999572753906
2023-05-08,188.52000427246094
2023-05-09,188.5399932861328
2023-05-10,190.7100067138672
2023-05-11,180.0800018310547
2023-05-12,180.0500030517578
2023-05-15,185.8300018310547
2023-05-16,184.1699981689453
2023-05-17,187.9600067138672
2023-05-18,190.2899932861328
2023-05-19,191.22999572753906
2023-05-22,194.52000427246094
2023-05-23,190.30999755859375
2023-05-24,187.99000549316406
2023-05-25,184.4499969482422
2023-05-26,188.19000244140625
2023-05-30,196.57000732421875
2023-05-31,205.94000244140625
2023-06-01,205.1699981689453
2023-06-02,206.58999633789062
2023-06-05,215.52999877929688
2023-06-06,213.7100067138672
2023-06-07,213.44000244140625
2023-06-08,214.8699951171875
2023-06-09,215.9199981689453
2023-06-12,224.00999450683594
2023-06-13,230.0500030517578
2023-06-14,227.61000061035156
2023-06-15,228.6199951171875
2023-06-16,223.60000610351562
2023-06-20,215.8000030517578
2023-06-21,209.2100067138672
2023-06-22,210.41000366210938
2023-06-23,209.0
2023-06-26,202.47999572753906
2023-06-27,205.69000244140625
2023-06-28,206.11000061035156
2023-06-29,204.89999389648438
2023-06-30,206.5
2023-07-03,202.00999450683594
2023-07-05,202.02999877929688
2023-07-06,200.05999755859375
2023-07-07,198.6699981689453
2023-07-10,202.11000061035156
2023-07-11,204.0
2023-07-12,206.27999877929688
2023-07-13,209.1199951171875
2023-07-14,205.9600067138672
2023-07-17,210.89999389648438
2023-07-18,217.02999877929688
2023-07-19,223.0
2023-07-20,213.30999755859375
2023-07-21,215.72999572753906
2023-07-24,213.2899932861328
2023-07-25,212.57000732421875
2023-07-26,218.4499969482422
2023-07-27,215.17999267578125
2023-07-28,216.0
2023-07-31,217.85000610351562
2023-08-01,216.3000030517578
2023-08-02,208.82000732421875
2023-08-03,212.61000061035156
2023-08-04,210.97999572753906
2023-08-07,219.94000244140625
2023-08-08,215.69000244140625
2023-08-09,221.0399932861328
2023-08-10,222.6300048828125
2023-08-11,218.1999969482422
2023-08-14,217.63999938964844
2023-08-15,214.75999450683594
2023-08-16,211.49000549316406
2023-08-17,195.32000732421875
2023-08-18,194.8800048828125
2023-08-21,195.64999389648438
2023-08-22,199.1699981689453
2023-08-23,200.24000549316406
2023-08-24,198.35000610351562
2023-08-25,196.82000732421875
2023-08-28,195.2899932861328
2023-08-29,194.44000244140625
2023-08-30,195.61000061035156
2023-08-31,194.8000030517578
2023-09-01,195.69000244140625
2023-09-05,194.80999755859375
2023-09-06,191.49000549316406
2023-09-07,190.07000732421875
2023-09-08,187.44000244140625
2023-09-11,187.10000610351562
2023-09-12,182.9199981689453
2023-09-13,177.38999938964844
2023-09-14,179.0800018310547
2023-09-15,176.4600067138672
2023-09-18,177.8800048828125
2023-09-19,177.7899932861328
2023-09-20,175.8699951171875
2023-09-21,172.1699981689453
2023-09-22,171.88999938964844
2023-09-25,171.32000732421875
2023-09-26,166.63999938964844
2023-09-27,167.60000610351562
2023-09-28,167.8000030517578
2023-09-29,170.0
2023-10-02,172.75
2023-10-03,168.72000122070312
2023-10-04,169.97000122070312
2023-10-05,167.08999633789062
2023-10-06,169.91000366210938
2023-10-09,163.63999938964844
2023-10-10,163.39999389648438
2023-10-11,163.83999633789062
2023-10-12,164.39999389648438
2023-10-13,158.6999969482422
2023-10-16,166.0
2023-10-17,165.52999877929688
2023-10-18,159.8300018310547
2023-10-19,158.24000549316406
2023-10-20,156.3000030517578
2023-10-23,155.30999755859375
2023-10-24,158.69000244140625
2023-10-25,156.47999572753906
2023-10-26,152.5500030517578
2023-10-27,152.1300048828125
2023-10-30,151.8300018310547
2023-10-31,154.35000610351562
2023-11-01,152.11000061035156
2023-11-02,158.32000732421875
2023-11-03,168.0500030517578
2023-11-06,168.10000610351562
2023-11-07,169.55999755859375
2023-11-08,169.75
2023-11-09,166.35000610351562
2023-11-10,170.05999755859375
2023-11-13,172.00999450683594
2023-11-14,178.89999389648438
2023-11-15,179.08999633789062
2023-11-16,195.14999389648438
2023-11-17,194.52000427246094
2023-11-20,195.14999389648438
2023-11-21,194.32000732421875
2023-11-22,194.4499969482422
2023-11-24,193.22999572753906
2023-11-27,194.32000732421875
2023-11-28,194.4199981689453
2023-11-29,193.77999877929688
2023-11-30,189.75
2023-12-01,188.49000549316406
2023-12-04,193.7899932861328
2023-12-05,199.60000610351562
2023-12-06,198.57000732421875
2023-12-07,201.0399932861328
2023-12-08,203.1999969482422
2023-12-11,201.1699981689453
2023-12-12,199.05999755859375
2023-12-13,200.63999938964844
2023-12-14,200.02000427246094
2023-12-15,199.1999969482422
2023-12-18,200.25
2023-12-19,201.7100067138672
2023-12-20,198.0
2023-12-21,201.05999755859375
2023-12-22,200.6699981689453
2023-12-26,202.49000549316406
2023-12-27,202.47999572753906
2023-12-28,201.1999969482422
2023-12-29,199.50999450683594
2024-01-02,192.75999450683594
2024-01-03,192.13999938964844
2024-01-04,194.25
2024-01-05,194.60000610351562
2024-01-08,206.72000122070312
2024-01-09,207.6699981689453
2024-01-10,211.75999450683594
2024-01-11,212.57000732421875
2024-01-12,208.0399932861328
2024-01-16,205.7100067138672
2024-01-17,204.6300048828125
2024-01-18,203.14999389648438
2024-01-19,212.22000122070312
2024-01-22,213.5800018310547
2024-01-23,216.5
2024-01-24,216.80999755859375
2024-01-25,217.86000061035156
2024-01-26,214.0
2024-01-29,215.38999938964844
2024-01-30,213.38999938964844
2024-01-31,208.10000610351562
2024-02-01,211.7100067138672
2024-02-02,213.82000732421875
2024-02-05,211.36000061035156
2024-02-06,214.99000549316406
2024-02-07,217.13999938964844
2024-02-08,218.3699951171875
2024-02-09,221.10000610351562
2024-02-12,221.3699951171875
2024-02-13,218.0399932861328
2024-02-14,224.6999969482422
2024-02-15,224.52999877929688
2024-02-16,224.60000610351562
2024-02-20,228.41000366210938
2024-02-21,225.88999938964844
2024-02-22,245.5
2024-02-23,238.1999969482422
2024-02-26,243.42999267578125
2024-02-27,248.88999938964844
2024-02-28,245.25999450683594
2024-02-29,245.14999389648438
2024-03-01,248.75
2024-03-04,245.97999572753906
2024-03-05,239.00999450683594
2024-03-06,237.0500030517578
2024-03-07,238.97000122070312
2024-03-08,239.02999877929688
2024-03-11,238.77000427246094
2024-03-12,241.0399932861328
2024-03-13,240.61000061035156
2024-03-14,240.52999877929688
2024-03-15,237.8000030517578
2024-03-18,238.83999633789062
2024-03-19,244.9199981689453
2024-03-20,248.4600067138672
2024-03-21,256.3999938964844
2024-03-22,261.2099914550781
2024-03-25,260.29998779296875
2024-03-26,261.57000732421875
2024-03-27,255.58999633789062
2024-03-28,260.6199951171875
2024-04-01,254.61000061035156
2024-04-02,251.5800018310547
2024-04-03,251.83999633789062
2024-04-04,249.97000122070312
2024-04-05,244.11000061035156
2024-04-08,242.0500030517578
2024-04-09,243.58999633789062
2024-04-10,242.67999267578125
2024-04-11,240.19000244140625
2024-04-12,231.97999572753906
2024-04-15,231.57000732421875
2024-04-16,231.4600067138672
2024-04-17,230.5399932861328
2024-04-18,230.9499969482422
2024-04-19,224.19000244140625
2024-04-22,224.4199981689453
2024-04-23,228.42999267578125
2024-04-24,230.7100067138672
2024-04-25,227.0
2024-04-26,225.47999572753906
2024-04-29,225.35000610351562
2024-04-30,223.50999450683594
2024-05-01,220.94000244140625
2024-05-02,219.52000427246094
2024-05-03,221.47999572753906
2024-05-06,222.10000610351562
2024-05-07,223.42999267578125
2024-05-08,222.02000427246094
2024-05-09,222.85000610351562
2024-05-10,225.14999389648438
2024-05-13,225.5500030517578
2024-05-14,224.0
2024-05-15,228.10000610351562
2024-05-16,198.60000610351562
2024-05-17,193.5500030517578
2024-05-20,200.67999267578125
2024-05-21,199.85000610351562
2024-05-22,196.5800018310547
2024-05-23,190.10000610351562
2024-05-24,189.66000366210938
2024-05-28,191.3300018310547
2024-05-29,190.30999755859375
2024-05-30,186.47999572753906
2024-05-31,183.57000732421875
2024-06-03,178.3699951171875
2024-06-04,170.89999389648438
2024-06-05,161.77999877929688
2024-06-06,168.82000732421875
2024-06-07,168.75
2024-06-10,175.0800018310547
2024-06-11,174.94000244140625
2024-06-12,174.17999267578125
2024-06-13,168.14999389648438
2024-06-14,167.89999389648438
2024-06-17,167.05999755859375
2024-06-18,166.64999389648438
2024-06-20,164.63999938964844
2024-06-21,164.6699981689453
2024-06-24,162.2899932861328
2024-06-25,162.1999969482422
2024-06-26,162.57000732421875
2024-06-27,168.69000244140625
2024-06-28,171.97000122070312
2024-07-01,168.60000610351562
2024-07-02,169.5399932861328
2024-07-03,169.88999938964844
2024-07-05,171.19000244140625
2024-07-08,173.72000122070312
2024-07-09,172.72000122070312
2024-07-10,171.55999755859375
2024-07-11,170.50999450683594
2024-07-12,174.19000244140625
2024-07-15,178.32000732421875
2024-07-16,181.72999572753906
2024-07-17,180.7899932861328
2024-07-18,178.13999938964844
2024-07-19,176.89999389648438
2024-07-22,181.42999267578125
2024-07-23,184.0
2024-07-24,180.94000244140625
2024-07-25,181.8000030517578
2024-07-26,180.99000549316406
2024-07-29,179.9199981689453
2024-07-30,180.11000061035156
2024-07-31,181.0
2024-08-01,176.72999572753906
2024-08-02,171.75999450683594
2024-08-05,169.0500030517578
2024-08-06,168.10000610351562
2024-08-07,164.50999450683594
2024-08-08,171.0
2024-08-09,157.57000732421875
2024-08-12,154.9499969482422
2024-08-13,160.05999755859375
2024-08-14,166.77999877929688
2024-08-15,174.3699951171875
2024-08-16,177.3000030517578
2024-08-19,184.9600067138672
2024-08-20,178.6300048828125
2024-08-21,179.02000427246094
2024-08-22,176.1300048828125
2024-08-23,178.25999450683594
2024-08-26,180.58999633789062
2024-08-27,181.39999389648438
2024-08-28,174.75
2024-08-29,174.32000732421875
2024-08-30,173.74000549316406
2024-09-03,166.22999572753906
2024-09-04,165.50999450683594
2024-09-05,162.44000244140625
2024-09-06,159.13999938964844
2024-09-09,161.67999267578125
2024-09-10,160.66000366210938
2024-09-11,162.1199951171875
2024-09-12,163.5500030517578
2024-09-13,164.92999267578125
2024-09-16,161.4600067138672
2024-09-17,162.75
2024-09-18,162.97999572753906
2024-09-19,165.8300018310547
2024-09-20,164.88999938964844
2024-09-23,166.94000244140625
2024-09-24,170.88999938964844
2024-09-25,170.32000732421875
2024-09-26,168.97000122070312
2024-09-27,171.44000244140625
2024-09-30,173.6699981689453
2024-10-01,164.7100067138672
2024-10-02,166.17999267578125
2024-10-03,166.97999572753906
2024-10-04,171.02999877929688
2024-10-07,170.38999938964844
2024-10-08,166.64999389648438
2024-10-09,165.60000610351562
2024-10-10,165.6699981689453
2024-10-11,171.08999633789062
2024-10-14,173.2899932861328
2024-10-15,177.72000122070312
2024-10-16,177.8800048828125
2024-10-17,178.6999969482422
2024-10-18,179.7100067138672
2024-10-21,178.10000610351562
2024-10-22,177.5500030517578
2024-10-23,175.5
2024-10-24,177.8000030517578
2024-10-25,174.3300018310547
2024-10-28,179.89999389648438
2024-10-29,180.0399932861328
2024-10-30,178.5399932861328
2024-10-31,173.6999969482422
2024-11-01,171.91000366210938
2024-11-04,169.49000549316406
2024-11-05,171.5
2024-11-06,175.27999877929688
2024-11-07,185.30999755859375
2024-11-08,189.99000549316406
2024-11-11,192.07000732421875
2024-11-12,192.88999938964844
2024-11-13,199.1699981689453
2024-11-14,182.19000244140625
2024-11-15,172.6199951171875
2024-11-18,173.8300018310547
2024-11-19,172.6699981689453
2024-11-20,170.97000122070312
2024-11-21,171.30999755859375
