Date,MASI
2023-01-06,154.35000610351562
2023-01-09,154.63999938964844
2023-01-10,153.4499969482422
2023-01-11,156.75999450683594
2023-01-12,154.91000366210938
2023-01-13,156.75
2023-01-17,162.0
2023-01-18,163.66000366210938
2023-01-19,163.0
2023-01-20,168.47999572753906
2023-01-23,172.75999450683594
2023-01-24,167.5800018310547
2023-01-25,166.4499969482422
2023-01-26,170.00999450683594
2023-01-27,171.38999938964844
2023-01-30,170.07000732421875
2023-01-31,170.0800018310547
2023-02-01,171.32000732421875
2023-02-02,174.72000122070312
2023-02-03,169.4499969482422
2023-02-06,169.07000732421875
2023-02-07,173.19000244140625
2023-02-08,169.72000122070312
2023-02-09,165.32000732421875
2023-02-10,164.72000122070312
2023-02-13,165.39999389648438
2023-02-14,165.17999267578125
2023-02-15,167.85000610351562
2023-02-16,164.89999389648438
2023-02-17,164.75
2023-02-21,160.88999938964844
2023-02-22,166.14999389648438
2023-02-23,166.50999450683594
2023-02-24,166.08999633789062
2023-02-27,169.0800018310547
2023-02-28,167.30999755859375
2023-03-01,175.92999267578125
2023-03-02,179.9199981689453
2023-03-03,182.42999267578125
2023-03-06,181.00999450683594
2023-03-07,177.0399932861328
2023-03-08,175.83999633789062
2023-03-09,174.25
2023-03-10,172.8699951171875
2023-03-13,175.66000366210938
2023-03-14,178.8800048828125
2023-03-15,173.13999938964844
2023-03-16,175.16000366210938
2023-03-17,171.72999572753906
2023-03-20,174.72000122070312
2023-03-21,176.6300048828125
2023-03-22,174.13999938964844
2023-03-23,174.4199981689453
2023-03-24,172.8800048828125
2023-03-27,173.57000732421875
2023-03-28,172.63999938964844
2023-03-29,176.2899932861328
2023-03-30,178.5399932861328
2023-03-31,184.5399932861328
2023-04-03,184.49000549316406
2023-04-04,182.1999969482422
2023-04-05,182.8000030517578
2023-04-06,186.8000030517578
2023-04-10,186.8300018310547
2023-04-11,189.07000732421875
2023-04-12,191.16000366210938
2023-04-13,196.3000030517578
2023-04-14,191.6699981689453
2023-04-17,192.2100067138672
2023-04-18,192.11000061035156
2023-04-19,196.47000122070312
2023-04-20,195.61000061035156
2023-04-21,196.02999877929688
2023-04-24,196.05999755859375
2023-04-25,190.94000244140625
2023-04-26,186.91000366210938
2023-04-27,187.85000610351562
2023-04-28,189.13999938964844
2023-05-01,189.05999755859375
2023-05-02,183.33999633789062
2023-05-03,186.75999450683594
2023-05-04,184.6999969482422
2023-05-05,187.89999389648438
2023-05-08,187.69000244140625
2023-05-09,184.25
2023-05-10,174.5500030517578
2023-05-11,172.75999450683594
2023-05-12,172.6300048828125
2023-05-15,173.3000030517578
2023-05-16,170.3800048828125
2023-05-17,167.9199981689453
2023-05-18,163.3000030517578
2023-05-19,163.4600067138672
2023-05-22,162.8699951171875
2023-05-23,155.24000549316406
2023-05-24,158.50999450683594
2023-05-25,157.97000122070312
2023-05-26,157.35000610351562
2023-05-30,156.1300048828125
2023-05-31,161.83999633789062
2023-06-01,165.32000732421875
2023-06-02,163.3000030517578
2023-06-05,164.7100067138672
2023-06-06,166.17999267578125
2023-06-07,164.1699981689453
2023-06-08,157.39999389648438
2023-06-09,156.33999633789062
2023-06-12,156.8800048828125
2023-06-13,160.02000427246094
2023-06-14,161.35000610351562
2023-06-15,163.27000427246094
2023-06-16,161.47000122070312
2023-06-20,164.33999633789062
2023-06-21,163.10000610351562
2023-06-22,162.1300048828125
2023-06-23,162.0
2023-06-26,162.75999450683594
2023-06-27,162.1999969482422
2023-06-28,160.1999969482422
2023-06-29,165.6300048828125
2023-06-30,164.5500030517578
2023-07-03,160.9499969482422
2023-07-05,161.1699981689453
2023-07-06,158.22999572753906
2023-07-07,158.61000061035156
2023-07-10,159.6199951171875
2023-07-11,154.75999450683594
2023-07-12,146.3300018310547
2023-07-13,147.2899932861328
2023-07-14,149.57000732421875
2023-07-17,147.16000366210938
2023-07-18,117.7300033569336
2023-07-19,112.27999877929688
2023-07-20,112.02999877929688
2023-07-21,114.30000305175781
2023-07-24,112.72000122070312
2023-07-25,115.5
2023-07-26,119.86000061035156
2023-07-27,117.5
2023-07-28,123.23999786376953
2023-07-31,122.30000305175781
2023-08-01,121.44000244140625
2023-08-02,119.5199966430664
2023-08-03,119.16000366210938
2023-08-04,119.95999908447266
2023-08-07,122.9800033569336
2023-08-08,120.0
2023-08-09,117.95999908447266
2023-08-10,114.1500015258789
2023-08-11,113.62000274658203
2023-08-14,112.83999633789062
2023-08-15,110.79000091552734
2023-08-16,109.0
2023-08-17,111.22000122070312
2023-08-18,109.68000030517578
2023-08-21,110.19999694824219
2023-08-22,110.51000213623047
2023-08-23,110.54000091552734
2023-08-24,109.08000183105469
2023-08-25,110.75
2023-08-28,111.7699966430664
2023-08-29,114.62000274658203
2023-08-30,114.44999694824219
2023-08-31,114.27999877929688
2023-09-01,113.58999633789062
2023-09-05,112.87999725341797
2023-09-06,110.36000061035156
2023-09-07,108.44000244140625
2023-09-08,105.37000274658203
2023-09-11,105.0999984741211
2023-09-12,98.47000122070312
2023-09-13,101.30999755859375
2023-09-14,102.3499984741211
2023-09-15,101.12000274658203
2023-09-18,99.80999755859375
2023-09-19,101.76000213623047
2023-09-20,99.87000274658203
2023-09-21,97.02999877929688
2023-09-22,95.41000366210938
2023-09-25,91.37000274658203
2023-09-26,88.55000305175781
2023-09-27,84.16999816894531
2023-09-28,88.38999938964844
2023-09-29,87.68000030517578
2023-10-02,87.70999908447266
2023-10-03,84.62999725341797
2023-10-04,82.75
2023-10-05,85.61000061035156
2023-10-06,84.05000305175781
2023-10-09,83.91000366210938
2023-10-10,85.83000183105469
2023-10-11,81.75
2023-10-12,78.5199966430664
2023-10-13,77.3499984741211
2023-10-16,76.7300033569336
2023-10-17,78.45999908447266
2023-10-18,79.23999786376953
2023-10-19,80.0
2023-10-20,83.18000030517578
2023-10-23,78.98999786376953
2023-10-24,80.54000091552734
2023-10-25,82.33999633789062
2023-10-26,80.8499984741211
2023-10-27,82.58000183105469
2023-10-30,80.08999633789062
2023-10-31,81.12999725341797
2023-11-01,78.56999969482422
2023-11-02,79.37000274658203
2023-11-03,82.27999877929688
2023-11-06,81.56999969482422
2023-11-07,80.5999984741211
2023-11-08,83.58999633789062
2023-11-09,84.8499984741211
2023-11-10,86.95999908447266
2023-11-13,88.25
2023-11-14,89.12000274658203
2023-11-15,91.1500015258789
2023-11-16,93.05999755859375
2023-11-17,93.79000091552734
2023-11-20,94.69000244140625
2023-11-21,94.38999938964844
2023-11-22,92.63999938964844
2023-11-24,94.06999969482422
2023-11-27,95.27999877929688
2023-11-28,92.88999938964844
2023-11-29,93.69999694824219
2023-11-30,93.76000213623047
2023-12-01,96.70999908447266
2023-12-04,101.37000274658203
2023-12-05,101.41000366210938
2023-12-06,103.62000274658203
2023-12-07,106.4800033569336
2023-12-08,104.36000061035156
2023-12-11,102.55000305175781
2023-12-12,107.23999786376953
2023-12-13,111.66000366210938
2023-12-14,112.30000305175781
2023-12-15,111.69000244140625
2023-12-18,115.22000122070312
2023-12-19,115.87000274658203
2023-12-20,113.73999786376953
2023-12-21,117.8499984741211
2023-12-22,118.02999877929688
2023-12-26,120.62000274658203
2023-12-27,115.11000061035156
2023-12-28,118.25
2023-12-29,117.20999908447266
2024-01-02,114.61000061035156
2024-01-03,109.16999816894531
2024-01-04,110.05999755859375
2024-01-05,111.62000274658203
2024-01-08,114.5199966430664
2024-01-09,113.5199966430664
2024-01-10,120.95999908447266
2024-01-11,120.36000061035156
2024-01-12,118.31999969482422
2024-01-16,120.0999984741211
2024-01-17,122.56999969482422
2024-01-18,122.41000366210938
2024-01-19,125.0
2024-01-22,125.56999969482422
2024-01-23,125.0
2024-01-24,122.38999938964844
2024-01-25,124.33000183105469
2024-01-26,127.27999877929688
2024-01-29,130.25
2024-01-30,128.9499969482422
2024-01-31,128.94000244140625
2024-02-01,133.32000732421875
2024-02-02,134.47999572753906
2024-02-05,133.13999938964844
2024-02-06,134.77000427246094
2024-02-07,135.13999938964844
2024-02-08,136.6699981689453
2024-02-09,135.07000732421875
2024-02-12,136.3800048828125
2024-02-13,135.13999938964844
2024-02-14,132.64999389648438
2024-02-15,134.13999938964844
2024-02-16,134.69000244140625
2024-02-20,131.49000549316406
2024-02-21,132.08999633789062
2024-02-22,131.00999450683594
2024-02-23,132.2100067138672
2024-02-26,130.69000244140625
2024-02-27,130.10000610351562
2024-02-28,128.6999969482422
2024-02-29,128.5399932861328
2024-03-01,126.48999786376953
2024-03-04,126.87000274658203
2024-03-05,129.5500030517578
2024-03-06,129.6699981689453
2024-03-07,134.1699981689453
2024-03-08,134.4199981689453
2024-03-11,129.2899932861328
2024-03-12,129.07000732421875
2024-03-13,134.1199951171875
2024-03-14,132.1999969482422
2024-03-15,132.67999267578125
2024-03-18,133.44000244140625
2024-03-19,135.3800048828125
2024-03-20,132.9499969482422
2024-03-21,133.07000732421875
2024-03-22,134.92999267578125
2024-03-25,139.42999267578125
2024-03-26,140.64999389648438
2024-03-27,144.47999572753906
2024-03-28,146.85000610351562
2024-04-01,144.8300018310547
2024-04-02,140.44000244140625
2024-04-03,140.63999938964844
2024-04-04,140.3000030517578
2024-04-05,142.5
2024-04-08,143.1300048828125
2024-04-09,144.91000366210938
2024-04-10,142.82000732421875
2024-04-11,142.75
2024-04-12,137.9199981689453
2024-04-15,138.11000061035156
2024-04-16,138.17999267578125
2024-04-17,136.6199951171875
2024-04-18,135.9199981689453
2024-04-19,134.77000427246094
2024-04-22,134.32000732421875
2024-04-23,136.9499969482422
2024-04-24,135.9199981689453
2024-04-25,135.24000549316406
2024-04-26,136.13999938964844
2024-04-29,136.1999969482422
2024-04-30,134.41000366210938
2024-05-01,134.00999450683594
2024-05-02,136.25
2024-05-03,137.0
2024-05-06,138.0
2024-05-07,136.0
2024-05-08,120.0199966430664
2024-05-09,124.16000366210938
2024-05-10,121.76000213623047
2024-05-13,116.16000366210938
2024-05-14,115.23999786376953
2024-05-15,116.1500015258789
2024-05-16,120.61000061035156
2024-05-17,124.0999984741211
2024-05-20,126.6500015258789
2024-05-21,124.5199966430664
2024-05-22,126.5999984741211
2024-05-23,124.75
2024-05-24,127.0
2024-05-28,127.18000030517578
2024-05-29,126.93000030517578
2024-05-30,126.16999816894531
2024-05-31,124.5
2024-06-03,128.25
2024-06-04,130.02000427246094
2024-06-05,124.62000274658203
2024-06-06,124.80000305175781
2024-06-07,125.45999908447266
2024-06-10,127.16000366210938
2024-06-11,124.16999816894531
2024-06-12,132.58999633789062
2024-06-13,133.85000610351562
2024-06-14,135.69000244140625
2024-06-17,135.33999633789062
2024-06-18,135.8000030517578
2024-06-20,130.38999938964844
2024-06-21,131.1699981689453
2024-06-24,128.72999572753906
2024-06-25,132.42999267578125
2024-06-26,131.86000061035156
2024-06-27,131.5
2024-06-28,125.94000244140625
2024-07-01,116.4000015258789
2024-07-02,113.41999816894531
2024-07-03,114.16999816894531
2024-07-05,114.76000213623047
2024-07-08,112.6500015258789
2024-07-09,106.93000030517578
2024-07-10,107.0
2024-07-11,111.30999755859375
2024-07-12,111.95999908447266
2024-07-15,108.87999725341797
2024-07-16,109.87999725341797
2024-07-17,108.97000122070312
2024-07-18,107.41000366210938
2024-07-19,106.76000213623047
2024-07-22,107.44999694824219
2024-07-23,109.63999938964844
2024-07-24,109.2699966430664
2024-07-25,109.77999877929688
2024-07-26,108.98999786376953
2024-07-29,108.08999633789062
2024-07-30,106.44000244140625
2024-07-31,106.9800033569336
2024-08-01,107.33000183105469
2024-08-02,106.33999633789062
2024-08-05,104.79000091552734
2024-08-06,110.31999969482422
2024-08-07,122.7699966430664
2024-08-08,127.94000244140625
2024-08-09,126.87000274658203
2024-08-12,127.7699966430664
2024-08-13,128.38999938964844
2024-08-14,123.93000030517578
2024-08-15,121.56999969482422
2024-08-16,123.43000030517578
2024-08-19,122.08000183105469
2024-08-20,121.69999694824219
2024-08-21,123.3499984741211
2024-08-22,122.11000061035156
2024-08-23,119.94000244140625
2024-08-26,118.5199966430664
2024-08-27,116.54000091552734
2024-08-28,116.37999725341797
2024-08-29,117.12999725341797
2024-08-30,117.5199966430664
2024-09-03,114.0199966430664
2024-09-04,115.05000305175781
2024-09-05,114.2699966430664
2024-09-06,111.52999877929688
2024-09-09,111.36000061035156
2024-09-10,114.98999786376953
2024-09-11,114.19000244140625
2024-09-12,113.0
2024-09-13,112.80000305175781
2024-09-16,113.97000122070312
2024-09-17,115.01000213623047
2024-09-18,114.30999755859375
2024-09-19,111.7300033569336
2024-09-20,121.41999816894531
2024-09-23,125.0
2024-09-24,126.18000030517578
2024-09-25,133.77000427246094
2024-09-26,133.10000610351562
2024-09-27,133.1999969482422
2024-09-30,133.3300018310547
2024-10-01,134.39999389648438
2024-10-02,135.5399932861328
2024-10-03,132.4199981689453
2024-10-04,138.8300018310547
2024-10-07,135.6699981689453
2024-10-08,139.94000244140625
2024-10-09,143.49000549316406
2024-10-10,141.99000549316406
2024-10-11,140.6199951171875
2024-10-14,144.35000610351562
2024-10-15,143.92999267578125
2024-10-16,144.55999755859375
2024-10-17,142.9499969482422
2024-10-18,144.66000366210938
2024-10-21,144.0500030517578
2024-10-22,143.72999572753906
2024-10-23,141.99000549316406
2024-10-24,140.74000549316406
2024-10-25,139.3300018310547
2024-10-28,140.7100067138672
2024-10-29,141.0500030517578
2024-10-30,142.88999938964844
2024-10-31,144.00999450683594
2024-11-01,144.22000122070312
2024-11-04,147.38999938964844
2024-11-05,151.55999755859375
2024-11-06,167.6300048828125
2024-11-07,161.35000610351562
2024-11-08,162.41000366210938
2024-11-11,161.6300048828125
2024-11-12,160.85000610351562
2024-11-13,161.67999267578125
2024-11-14,160.14999389648438
2024-11-15,161.07000732421875
2024-11-18,160.8300018310547
2024-11-19,163.5
2024-11-20,164.9499969482422
2024-11-21,169.1199951171875
