Date,CRNX
2022-02-28,20.020000457763672
2022-03-01,19.56999969482422
2022-03-02,19.809999465942383
2022-03-03,18.90999984741211
2022-03-04,18.34000015258789
2022-03-07,18.360000610351562
2022-03-08,18.639999389648438
2022-03-09,19.75
2022-03-10,19.729999542236328
2022-03-11,19.299999237060547
2022-03-14,19.030000686645508
2022-03-15,19.079999923706055
2022-03-16,19.43000030517578
2022-03-17,19.420000076293945
2022-03-18,19.84000015258789
2022-03-21,19.0
2022-03-22,19.690000534057617
2022-03-23,19.030000686645508
2022-03-24,19.34000015258789
2022-03-25,18.959999084472656
2022-03-28,19.049999237060547
2022-03-29,19.670000076293945
2022-03-30,19.0
2022-03-31,21.950000762939453
2022-04-01,23.579999923706055
2022-04-04,24.649999618530273
2022-04-05,24.229999542236328
2022-04-06,24.030000686645508
2022-04-07,22.989999771118164
2022-04-08,23.040000915527344
2022-04-11,22.229999542236328
2022-04-12,22.219999313354492
2022-04-13,27.639999389648438
2022-04-14,26.0
2022-04-18,22.940000534057617
2022-04-19,23.110000610351562
2022-04-20,23.219999313354492
2022-04-21,21.15999984741211
2022-04-22,21.020000457763672
2022-04-25,22.110000610351562
2022-04-26,20.969999313354492
2022-04-27,20.829999923706055
2022-04-28,20.809999465942383
2022-04-29,20.31999969482422
2022-05-02,20.280000686645508
2022-05-03,20.25
2022-05-04,20.309999465942383
2022-05-05,19.0
2022-05-06,18.030000686645508
2022-05-09,16.489999771118164
2022-05-10,17.600000381469727
2022-05-11,16.860000610351562
2022-05-12,17.709999084472656
2022-05-13,18.75
2022-05-16,20.280000686645508
2022-05-17,21.270000457763672
2022-05-18,19.90999984741211
2022-05-19,19.799999237060547
2022-05-20,20.520000457763672
2022-05-23,20.139999389648438
2022-05-24,19.65999984741211
2022-05-25,17.3700008392334
2022-05-26,17.100000381469727
2022-05-27,16.790000915527344
2022-05-31,16.75
2022-06-01,17.25
2022-06-02,18.0
2022-06-03,18.389999389648438
2022-06-06,18.0
2022-06-07,19.56999969482422
2022-06-08,19.885000228881836
2022-06-09,19.309999465942383
2022-06-10,18.59000015258789
2022-06-13,17.170000076293945
2022-06-14,16.780000686645508
2022-06-15,17.65999984741211
2022-06-16,17.020000457763672
2022-06-17,18.290000915527344
2022-06-21,18.639999389648438
2022-06-22,18.829999923706055
2022-06-23,19.399999618530273
2022-06-24,19.610000610351562
2022-06-27,18.59000015258789
2022-06-28,17.739999771118164
2022-06-29,18.0
2022-06-30,18.649999618530273
2022-07-01,18.850000381469727
2022-07-05,19.899999618530273
2022-07-06,20.579999923706055
2022-07-07,21.219999313354492
2022-07-08,21.1200008392334
2022-07-11,20.270000457763672
2022-07-12,20.329999923706055
2022-07-13,21.780000686645508
2022-07-14,20.889999389648438
2022-07-15,20.709999084472656
2022-07-18,19.399999618530273
2022-07-19,20.350000381469727
2022-07-20,21.18000030517578
2022-07-21,20.6299991607666
2022-07-22,19.5
2022-07-25,19.5
2022-07-26,20.549999237060547
2022-07-27,20.450000762939453
2022-07-28,19.40999984741211
2022-07-29,19.209999084472656
2022-08-01,18.190000534057617
2022-08-02,19.1200008392334
2022-08-03,19.899999618530273
2022-08-04,21.0
2022-08-05,22.200000762939453
2022-08-08,22.049999237060547
2022-08-09,21.209999084472656
2022-08-10,21.770000457763672
2022-08-11,20.59000015258789
2022-08-12,20.549999237060547
2022-08-15,22.3700008392334
2022-08-16,22.0
2022-08-17,21.479999542236328
2022-08-18,21.200000762939453
2022-08-19,21.34000015258789
2022-08-22,21.280000686645508
2022-08-23,21.639999389648438
2022-08-24,21.43000030517578
2022-08-25,21.280000686645508
2022-08-26,19.520000457763672
2022-08-29,19.790000915527344
2022-08-30,19.0
2022-08-31,18.8799991607666
2022-09-01,19.670000076293945
2022-09-02,20.219999313354492
2022-09-06,19.989999771118164
2022-09-07,21.6200008392334
2022-09-08,21.0
2022-09-09,21.030000686645508
2022-09-12,21.170000076293945
2022-09-13,21.1299991607666
2022-09-14,21.34000015258789
2022-09-15,21.3700008392334
2022-09-16,20.59000015258789
2022-09-19,20.270000457763672
2022-09-20,19.920000076293945
2022-09-21,19.56999969482422
2022-09-22,18.959999084472656
2022-09-23,18.15999984741211
2022-09-26,18.110000610351562
2022-09-27,18.59000015258789
