Date,TCBI
2022-02-28,66.5999984741211
2022-03-01,62.20000076293945
2022-03-02,66.0199966430664
2022-03-03,65.02999877929688
2022-03-04,62.29999923706055
2022-03-07,60.2599983215332
2022-03-08,59.130001068115234
2022-03-09,60.720001220703125
2022-03-10,62.22999954223633
2022-03-11,61.779998779296875
2022-03-14,61.16999816894531
2022-03-15,60.90999984741211
2022-03-16,63.83000183105469
2022-03-17,61.90999984741211
2022-03-18,62.029998779296875
2022-03-21,61.439998626708984
2022-03-22,63.349998474121094
2022-03-23,60.25
2022-03-24,60.880001068115234
2022-03-25,62.119998931884766
2022-03-28,60.66999816894531
2022-03-29,61.45000076293945
2022-03-30,58.790000915527344
2022-03-31,57.310001373291016
2022-04-01,56.95000076293945
2022-04-04,57.040000915527344
2022-04-05,55.619998931884766
2022-04-06,54.72999954223633
2022-04-07,53.9900016784668
2022-04-08,54.310001373291016
2022-04-11,54.33000183105469
2022-04-12,54.349998474121094
2022-04-13,56.099998474121094
2022-04-14,55.630001068115234
2022-04-18,56.02000045776367
2022-04-19,58.119998931884766
2022-04-20,57.220001220703125
2022-04-21,54.31999969482422
2022-04-22,53.58000183105469
2022-04-25,53.06999969482422
2022-04-26,52.09000015258789
2022-04-27,52.59000015258789
2022-04-28,52.959999084472656
2022-04-29,51.36000061035156
2022-05-02,52.72999954223633
2022-05-03,54.34000015258789
2022-05-04,56.36000061035156
2022-05-05,54.61000061035156
2022-05-06,53.959999084472656
2022-05-09,53.79999923706055
2022-05-10,52.77000045776367
2022-05-11,51.619998931884766
2022-05-12,51.459999084472656
2022-05-13,52.689998626708984
2022-05-16,51.88999938964844
2022-05-17,54.02000045776367
2022-05-18,52.33000183105469
2022-05-19,51.38999938964844
2022-05-20,51.150001525878906
2022-05-23,52.06999969482422
2022-05-24,51.31999969482422
2022-05-25,52.91999816894531
2022-05-26,54.869998931884766
2022-05-27,56.4900016784668
2022-05-31,56.529998779296875
2022-06-01,55.63999938964844
2022-06-02,56.279998779296875
2022-06-03,55.06999969482422
2022-06-06,55.75
2022-06-07,55.939998626708984
2022-06-08,54.380001068115234
2022-06-09,51.9900016784668
2022-06-10,50.72999954223633
2022-06-13,50.220001220703125
2022-06-14,49.790000915527344
2022-06-15,50.70000076293945
2022-06-16,49.54999923706055
2022-06-17,51.380001068115234
2022-06-21,52.349998474121094
2022-06-22,52.939998626708984
2022-06-23,51.959999084472656
2022-06-24,53.84000015258789
2022-06-27,53.470001220703125
2022-06-28,53.75
2022-06-29,53.290000915527344
2022-06-30,52.63999938964844
2022-07-01,53.400001525878906
2022-07-05,53.439998626708984
2022-07-06,53.09000015258789
2022-07-07,54.029998779296875
2022-07-08,54.38999938964844
2022-07-11,53.86000061035156
2022-07-12,54.31999969482422
2022-07-13,53.630001068115234
2022-07-14,53.38999938964844
2022-07-15,55.310001373291016
2022-07-18,54.5099983215332
2022-07-19,55.61000061035156
2022-07-20,56.18000030517578
2022-07-21,55.65999984741211
2022-07-22,56.939998626708984
2022-07-25,57.77000045776367
2022-07-26,56.65999984741211
2022-07-27,58.130001068115234
2022-07-28,57.189998626708984
2022-07-29,58.619998931884766
2022-08-01,58.939998626708984
2022-08-02,57.970001220703125
2022-08-03,59.02000045776367
2022-08-04,59.0099983215332
2022-08-05,59.75
2022-08-08,59.380001068115234
2022-08-09,59.4900016784668
2022-08-10,61.65999984741211
2022-08-11,62.97999954223633
2022-08-12,63.38999938964844
2022-08-15,64.2699966430664
2022-08-16,65.12999725341797
2022-08-17,64.69999694824219
2022-08-18,64.86000061035156
2022-08-19,63.5
2022-08-22,61.689998626708984
2022-08-23,61.15999984741211
2022-08-24,61.41999816894531
2022-08-25,62.099998474121094
2022-08-26,60.720001220703125
2022-08-29,60.2599983215332
2022-08-30,59.900001525878906
2022-08-31,59.029998779296875
2022-09-01,58.54999923706055
2022-09-02,58.0
2022-09-06,59.130001068115234
2022-09-07,59.959999084472656
2022-09-08,60.150001525878906
2022-09-09,60.779998779296875
2022-09-12,61.31999969482422
2022-09-13,60.970001220703125
2022-09-14,60.689998626708984
2022-09-15,62.130001068115234
2022-09-16,62.36000061035156
2022-09-19,63.66999816894531
2022-09-20,63.5099983215332
2022-09-21,62.88999938964844
2022-09-22,61.68000030517578
2022-09-23,60.7400016784668
2022-09-26,59.540000915527344
2022-09-27,59.060001373291016
2022-09-28,60.540000915527344
2022-09-29,59.41999816894531
2022-09-30,59.029998779296875
2022-10-03,60.61000061035156
2022-10-04,63.7599983215332
2022-10-05,63.040000915527344
2022-10-06,62.68000030517578
2022-10-07,62.47999954223633
2022-10-10,61.88999938964844
2022-10-11,61.34000015258789
2022-10-12,61.56999969482422
2022-10-13,64.33999633789062
2022-10-14,62.22999954223633
2022-10-17,64.45999908447266
2022-10-18,64.7300033569336
2022-10-19,63.38999938964844
2022-10-20,56.040000915527344
2022-10-21,56.0099983215332
2022-10-24,57.0099983215332
2022-10-25,58.400001525878906
2022-10-26,59.59000015258789
2022-10-27,57.779998779296875
2022-10-28,60.189998626708984
2022-10-31,60.0
2022-11-01,59.20000076293945
2022-11-02,58.439998626708984
2022-11-03,57.689998626708984
2022-11-04,58.560001373291016
2022-11-07,59.459999084472656
2022-11-08,58.439998626708984
2022-11-09,57.779998779296875
2022-11-10,61.7599983215332
2022-11-11,61.150001525878906
2022-11-14,58.849998474121094
2022-11-15,58.970001220703125
2022-11-16,57.56999969482422
2022-11-17,55.88999938964844
2022-11-18,56.2599983215332
2022-11-21,56.79999923706055
2022-11-22,58.22999954223633
2022-11-23,59.06999969482422
2022-11-25,59.540000915527344
2022-11-28,57.79999923706055
2022-11-29,58.40999984741211
2022-11-30,59.9900016784668
2022-12-01,59.7400016784668
2022-12-02,59.900001525878906
2022-12-05,57.41999816894531
2022-12-06,57.11000061035156
2022-12-07,57.2599983215332
2022-12-08,57.31999969482422
2022-12-09,57.41999816894531
2022-12-12,58.290000915527344
2022-12-13,57.18000030517578
2022-12-14,56.5
2022-12-15,55.70000076293945
2022-12-16,54.779998779296875
2022-12-19,55.06999969482422
2022-12-20,55.70000076293945
2022-12-21,56.849998474121094
2022-12-22,57.040000915527344
2022-12-23,58.130001068115234
2022-12-27,58.43000030517578
2022-12-28,58.68000030517578
2022-12-29,60.470001220703125
2022-12-30,60.310001373291016
2023-01-03,59.13999938964844
2023-01-04,59.4900016784668
2023-01-05,59.310001373291016
2023-01-06,61.540000915527344
2023-01-09,60.77000045776367
2023-01-10,61.65999984741211
2023-01-11,62.2400016784668
2023-01-12,62.209999084472656
2023-01-13,62.45000076293945
2023-01-17,62.20000076293945
2023-01-18,59.65999984741211
2023-01-19,63.02000045776367
