Date,HAS
2022-02-28,97.05000305175781
2022-03-01,94.81999969482422
2022-03-02,96.7699966430664
2022-03-03,94.19000244140625
2022-03-04,92.44999694824219
2022-03-07,89.12999725341797
2022-03-08,88.08999633789062
2022-03-09,89.93000030517578
2022-03-10,88.98999786376953
2022-03-11,86.47000122070312
2022-03-14,86.83999633789062
2022-03-15,88.0199966430664
2022-03-16,89.94999694824219
2022-03-17,89.66999816894531
2022-03-18,89.33000183105469
2022-03-21,89.4000015258789
2022-03-22,89.16999816894531
2022-03-23,85.12000274658203
2022-03-24,85.5
2022-03-25,84.87999725341797
2022-03-28,83.83000183105469
2022-03-29,86.44000244140625
2022-03-30,84.5
2022-03-31,81.91999816894531
2022-04-01,84.44999694824219
2022-04-04,85.12000274658203
2022-04-05,85.05000305175781
2022-04-06,85.44000244140625
2022-04-07,84.68000030517578
2022-04-08,84.36000061035156
2022-04-11,83.5999984741211
2022-04-12,82.76000213623047
2022-04-13,83.80000305175781
2022-04-14,85.22000122070312
2022-04-18,83.52999877929688
2022-04-19,87.83999633789062
2022-04-20,88.69000244140625
2022-04-21,88.44999694824219
2022-04-22,87.93000030517578
2022-04-25,89.54000091552734
2022-04-26,88.26000213623047
2022-04-27,90.5999984741211
2022-04-28,90.45999908447266
2022-04-29,88.05999755859375
2022-05-02,89.66999816894531
2022-05-03,92.16999816894531
2022-05-04,94.1500015258789
2022-05-05,92.08000183105469
2022-05-06,91.91999816894531
2022-05-09,88.5
2022-05-10,88.62000274658203
2022-05-11,87.58999633789062
2022-05-12,89.51000213623047
2022-05-13,92.0999984741211
2022-05-16,91.19999694824219
2022-05-17,92.55999755859375
2022-05-18,90.7300033569336
2022-05-19,86.76000213623047
2022-05-20,84.69999694824219
2022-05-23,84.95999908447266
2022-05-24,81.61000061035156
2022-05-25,83.56999969482422
2022-05-26,85.98999786376953
2022-05-27,87.08000183105469
2022-05-31,89.75
2022-06-01,89.44999694824219
2022-06-02,89.87000274658203
2022-06-03,88.79000091552734
2022-06-06,88.56999969482422
2022-06-07,88.81999969482422
2022-06-08,88.33000183105469
2022-06-09,87.29000091552734
2022-06-10,84.91999816894531
2022-06-13,81.2699966430664
2022-06-14,80.75
2022-06-15,81.76000213623047
2022-06-16,79.01000213623047
2022-06-17,80.11000061035156
2022-06-21,82.45999908447266
2022-06-22,82.2699966430664
2022-06-23,83.05999755859375
2022-06-24,85.73999786376953
2022-06-27,85.6500015258789
2022-06-28,84.19000244140625
2022-06-29,83.88999938964844
2022-06-30,81.87999725341797
2022-07-01,81.3499984741211
2022-07-05,82.16999816894531
2022-07-06,82.19999694824219
2022-07-07,84.63999938964844
2022-07-08,83.79000091552734
2022-07-11,82.51000213623047
2022-07-12,81.16000366210938
2022-07-13,80.87000274658203
2022-07-14,79.38999938964844
2022-07-15,79.20999908447266
2022-07-18,79.41999816894531
2022-07-19,79.9800033569336
2022-07-20,81.33000183105469
2022-07-21,84.80000305175781
2022-07-22,81.12999725341797
2022-07-25,78.66000366210938
2022-07-26,77.54000091552734
2022-07-27,78.6500015258789
2022-07-28,79.6500015258789
2022-07-29,78.72000122070312
2022-08-01,79.4800033569336
2022-08-02,78.55000305175781
2022-08-03,79.05999755859375
2022-08-04,78.91000366210938
2022-08-05,77.91000366210938
2022-08-08,78.0999984741211
2022-08-09,77.95999908447266
2022-08-10,78.44999694824219
2022-08-11,78.63999938964844
2022-08-12,80.58000183105469
2022-08-15,80.62000274658203
2022-08-16,82.41999816894531
2022-08-17,81.25
2022-08-18,82.5999984741211
2022-08-19,84.0
2022-08-22,81.68000030517578
2022-08-23,82.33000183105469
2022-08-24,83.08000183105469
2022-08-25,83.36000061035156
2022-08-26,80.44000244140625
2022-08-29,79.87999725341797
2022-08-30,78.93000030517578
2022-08-31,78.81999969482422
2022-09-01,79.23999786376953
2022-09-02,78.70999908447266
2022-09-06,77.62999725341797
2022-09-07,79.2699966430664
2022-09-08,79.7699966430664
2022-09-09,81.44999694824219
2022-09-12,82.47000122070312
2022-09-13,79.88999938964844
2022-09-14,80.56999969482422
2022-09-15,77.98999786376953
2022-09-16,75.80000305175781
2022-09-19,77.43000030517578
2022-09-20,75.0
2022-09-21,75.16000366210938
2022-09-22,73.04000091552734
2022-09-23,70.98999786376953
2022-09-26,71.12000274658203
2022-09-27,69.44000244140625
2022-09-28,69.37999725341797
2022-09-29,67.88999938964844
2022-09-30,67.41999816894531
2022-10-03,68.9800033569336
2022-10-04,70.4800033569336
2022-10-05,68.29000091552734
2022-10-06,68.55000305175781
2022-10-07,68.97000122070312
2022-10-10,67.38999938964844
2022-10-11,67.76000213623047
2022-10-12,67.72000122070312
2022-10-13,68.08999633789062
2022-10-14,66.5999984741211
2022-10-17,67.70999908447266
2022-10-18,65.76000213623047
2022-10-19,64.83999633789062
2022-10-20,64.11000061035156
2022-10-21,65.48999786376953
2022-10-24,65.61000061035156
2022-10-25,66.97000122070312
2022-10-26,66.06999969482422
2022-10-27,65.11000061035156
2022-10-28,65.7300033569336
2022-10-31,65.25
2022-11-01,65.05000305175781
2022-11-02,62.630001068115234
2022-11-03,61.209999084472656
2022-11-04,62.189998626708984
2022-11-07,62.41999816894531
2022-11-08,61.38999938964844
2022-11-09,57.959999084472656
2022-11-10,60.38999938964844
2022-11-11,63.40999984741211
2022-11-14,57.15999984741211
2022-11-15,58.709999084472656
2022-11-16,55.970001220703125
2022-11-17,58.41999816894531
2022-11-18,59.52000045776367
2022-11-21,59.150001525878906
2022-11-22,61.2599983215332
2022-11-23,62.15999984741211
2022-11-25,62.099998474121094
2022-11-28,61.77000045776367
2022-11-29,62.16999816894531
2022-11-30,62.81999969482422
2022-12-01,63.2599983215332
2022-12-02,63.310001373291016
2022-12-05,63.2400016784668
2022-12-06,60.56999969482422
2022-12-07,60.040000915527344
2022-12-08,60.04999923706055
2022-12-09,59.4900016784668
2022-12-12,60.0
2022-12-13,60.66999816894531
2022-12-14,59.959999084472656
2022-12-15,59.220001220703125
2022-12-16,57.86000061035156
2022-12-19,55.90999984741211
2022-12-20,54.790000915527344
2022-12-21,57.70000076293945
2022-12-22,57.70000076293945
2022-12-23,58.209999084472656
2022-12-27,58.83000183105469
2022-12-28,58.220001220703125
2022-12-29,60.9900016784668
2022-12-30,61.0099983215332
2023-01-03,61.95000076293945
2023-01-04,62.11000061035156
2023-01-05,63.29999923706055
2023-01-06,64.86000061035156
2023-01-09,63.70000076293945
2023-01-10,64.4800033569336
2023-01-11,65.93000030517578
2023-01-12,65.87999725341797
2023-01-13,66.0199966430664
2023-01-17,65.41999816894531
2023-01-18,64.16999816894531
2023-01-19,61.540000915527344
2023-01-20,63.31999969482422
2023-01-23,65.01000213623047
2023-01-24,63.81999969482422
2023-01-25,64.0999984741211
2023-01-26,63.779998779296875
2023-01-27,58.61000061035156
2023-01-30,58.939998626708984
2023-01-31,59.16999816894531
2023-02-01,60.2400016784668
2023-02-02,63.25
2023-02-03,61.72999954223633
2023-02-06,60.529998779296875
2023-02-07,60.16999816894531
2023-02-08,59.369998931884766
2023-02-09,56.83000183105469
2023-02-10,57.380001068115234
2023-02-13,58.709999084472656
2023-02-14,58.11000061035156
2023-02-15,58.380001068115234
2023-02-16,58.459999084472656
2023-02-17,59.36000061035156
2023-02-21,56.38999938964844
2023-02-22,57.599998474121094
2023-02-23,57.06999969482422
2023-02-24,56.43000030517578
2023-02-27,55.290000915527344
2023-02-28,55.0099983215332
2023-03-01,54.47999954223633
2023-03-02,55.06999969482422
2023-03-03,55.619998931884766
2023-03-06,54.18000030517578
2023-03-07,51.9900016784668
2023-03-08,52.75
2023-03-09,51.209999084472656
2023-03-10,49.209999084472656
2023-03-13,47.630001068115234
2023-03-14,47.150001525878906
2023-03-15,47.34000015258789
2023-03-16,48.02000045776367
2023-03-17,48.0
2023-03-20,48.380001068115234
2023-03-21,49.72999954223633
2023-03-22,48.93000030517578
2023-03-23,48.63999938964844
2023-03-24,49.040000915527344
2023-03-27,50.16999816894531
