Date,MANH
2022-06-08,126.80999755859375
2022-06-09,123.47000122070312
2022-06-10,118.5
2022-06-13,110.87999725341797
2022-06-14,110.62000274658203
2022-06-15,113.62000274658203
2022-06-16,108.72000122070312
2022-06-17,111.2699966430664
2022-06-21,111.3499984741211
2022-06-22,110.81999969482422
2022-06-23,115.2699966430664
2022-06-24,120.31999969482422
2022-06-27,118.7300033569336
2022-06-28,115.7699966430664
2022-06-29,117.04000091552734
2022-06-30,114.5999984741211
2022-07-01,117.2300033569336
2022-07-05,120.66000366210938
2022-07-06,121.55999755859375
2022-07-07,124.20999908447266
2022-07-08,123.69000244140625
2022-07-11,122.05000305175781
2022-07-12,115.5
2022-07-13,111.91999816894531
2022-07-14,108.94999694824219
2022-07-15,112.29000091552734
2022-07-18,112.9000015258789
2022-07-19,114.75
2022-07-20,118.94000244140625
2022-07-21,120.72000122070312
2022-07-22,118.7300033569336
2022-07-25,118.95999908447266
2022-07-26,116.62000274658203
2022-07-27,137.44000244140625
2022-07-28,139.05999755859375
2022-07-29,140.6699981689453
2022-08-01,140.16000366210938
2022-08-02,139.35000610351562
2022-08-03,144.97000122070312
2022-08-04,143.63999938964844
2022-08-05,145.0
2022-08-08,146.10000610351562
2022-08-09,145.02000427246094
2022-08-10,148.30999755859375
2022-08-11,147.94000244140625
2022-08-12,149.99000549316406
2022-08-15,153.61000061035156
2022-08-16,155.0
2022-08-17,154.00999450683594
2022-08-18,152.0399932861328
2022-08-19,148.92999267578125
2022-08-22,146.00999450683594
2022-08-23,144.47999572753906
2022-08-24,145.67999267578125
2022-08-25,148.35000610351562
2022-08-26,142.4499969482422
2022-08-29,140.80999755859375
2022-08-30,141.42999267578125
2022-08-31,141.25999450683594
2022-09-01,140.08999633789062
2022-09-02,136.8800048828125
2022-09-06,137.0399932861328
2022-09-07,139.50999450683594
2022-09-08,141.27999877929688
2022-09-09,145.30999755859375
2022-09-12,146.47000122070312
2022-09-13,140.77000427246094
2022-09-14,141.50999450683594
2022-09-15,140.10000610351562
2022-09-16,137.74000549316406
2022-09-19,137.5
2022-09-20,135.32000732421875
2022-09-21,133.52999877929688
2022-09-22,131.3300018310547
2022-09-23,129.6300048828125
2022-09-26,130.5500030517578
2022-09-27,131.1999969482422
2022-09-28,134.22999572753906
2022-09-29,134.22999572753906
2022-09-30,133.02999877929688
2022-10-03,135.58999633789062
2022-10-04,137.6699981689453
2022-10-05,138.1699981689453
2022-10-06,140.49000549316406
2022-10-07,135.42999267578125
2022-10-10,132.58999633789062
2022-10-11,129.32000732421875
2022-10-12,127.63999938964844
2022-10-13,127.62999725341797
2022-10-14,122.20999908447266
2022-10-17,127.5
2022-10-18,131.3699951171875
2022-10-19,126.95999908447266
2022-10-20,125.47000122070312
2022-10-21,127.52999877929688
2022-10-24,128.5
2022-10-25,133.58999633789062
2022-10-26,118.33999633789062
2022-10-27,118.83000183105469
2022-10-28,120.30999755859375
2022-10-31,121.66999816894531
2022-11-01,117.58000183105469
2022-11-02,112.83000183105469
2022-11-03,110.12999725341797
2022-11-04,109.33999633789062
2022-11-07,111.18000030517578
2022-11-08,110.8499984741211
2022-11-09,108.5
2022-11-10,120.94999694824219
2022-11-11,124.04000091552734
2022-11-14,123.41999816894531
2022-11-15,128.27000427246094
2022-11-16,124.2699966430664
2022-11-17,120.80999755859375
2022-11-18,121.54000091552734
2022-11-21,120.25
2022-11-22,122.69000244140625
2022-11-23,123.75
2022-11-25,123.7699966430664
2022-11-28,121.25
2022-11-29,119.5
2022-11-30,125.94000244140625
2022-12-01,127.04000091552734
2022-12-02,126.45999908447266
2022-12-05,121.43000030517578
2022-12-06,117.01000213623047
2022-12-07,118.05999755859375
2022-12-08,120.38999938964844
2022-12-09,119.43000030517578
2022-12-12,120.05999755859375
2022-12-13,123.30000305175781
2022-12-14,123.5999984741211
2022-12-15,119.63999938964844
2022-12-16,119.04000091552734
2022-12-19,118.94000244140625
2022-12-20,120.29000091552734
2022-12-21,122.30999755859375
2022-12-22,119.47000122070312
2022-12-23,119.94999694824219
2022-12-27,120.0999984741211
2022-12-28,118.04000091552734
2022-12-29,121.6500015258789
2022-12-30,121.4000015258789
2023-01-03,121.0
2023-01-04,120.56999969482422
2023-01-05,115.18000030517578
2023-01-06,118.61000061035156
2023-01-09,119.7699966430664
2023-01-10,119.5199966430664
2023-01-11,121.48999786376953
2023-01-12,121.69999694824219
2023-01-13,122.4000015258789
2023-01-17,123.2300033569336
2023-01-18,122.4000015258789
2023-01-19,120.72000122070312
2023-01-20,122.6500015258789
2023-01-23,125.12999725341797
2023-01-24,124.0999984741211
2023-01-25,123.80999755859375
2023-01-26,126.36000061035156
2023-01-27,127.68000030517578
2023-01-30,126.75
2023-01-31,130.36000061035156
2023-02-01,136.42999267578125
2023-02-02,138.72999572753906
2023-02-03,149.80999755859375
2023-02-06,144.77000427246094
2023-02-07,146.02999877929688
2023-02-08,144.38999938964844
2023-02-09,143.61000061035156
2023-02-10,143.00999450683594
2023-02-13,145.77000427246094
2023-02-14,145.52000427246094
2023-02-15,148.19000244140625
2023-02-16,145.50999450683594
2023-02-17,145.30999755859375
2023-02-21,143.0399932861328
2023-02-22,142.6999969482422
2023-02-23,144.77000427246094
2023-02-24,143.3699951171875
2023-02-27,144.47000122070312
2023-02-28,143.75
2023-03-01,143.8699951171875
2023-03-02,146.7899932861328
2023-03-03,147.13999938964844
2023-03-06,145.99000549316406
2023-03-07,143.0
2023-03-08,143.08999633789062
2023-03-09,140.61000061035156
2023-03-10,137.33999633789062
2023-03-13,137.0800018310547
2023-03-14,142.75999450683594
2023-03-15,141.4199981689453
2023-03-16,143.49000549316406
2023-03-17,143.4600067138672
2023-03-20,146.08999633789062
2023-03-21,147.27999877929688
2023-03-22,144.36000061035156
2023-03-23,146.39999389648438
2023-03-24,147.3000030517578
2023-03-27,148.2899932861328
2023-03-28,148.80999755859375
2023-03-29,150.33999633789062
2023-03-30,152.0
2023-03-31,154.85000610351562
2023-04-03,156.63999938964844
2023-04-04,154.97000122070312
2023-04-05,152.83999633789062
2023-04-06,153.58999633789062
2023-04-10,155.30999755859375
2023-04-11,152.7899932861328
2023-04-12,153.00999450683594
2023-04-13,155.89999389648438
2023-04-14,156.3699951171875
2023-04-17,157.2100067138672
2023-04-18,157.7899932861328
2023-04-19,157.99000549316406
2023-04-20,156.22999572753906
2023-04-21,158.77999877929688
2023-04-24,155.75
2023-04-25,152.67999267578125
2023-04-26,165.7100067138672
2023-04-27,168.63999938964844
2023-04-28,165.67999267578125
2023-05-01,169.16000366210938
2023-05-02,167.60000610351562
2023-05-03,167.5399932861328
2023-05-04,168.3000030517578
2023-05-05,168.9199981689453
2023-05-08,169.5
2023-05-09,168.91000366210938
2023-05-10,171.67999267578125
2023-05-11,170.6199951171875
2023-05-12,172.82000732421875
2023-05-15,172.25
2023-05-16,170.9499969482422
2023-05-17,172.1999969482422
2023-05-18,176.24000549316406
2023-05-19,177.08999633789062
2023-05-22,177.88999938964844
2023-05-23,172.47000122070312
2023-05-24,174.72000122070312
2023-05-25,175.80999755859375
2023-05-26,179.25999450683594
2023-05-30,179.05999755859375
2023-05-31,181.4199981689453
2023-06-01,183.42999267578125
2023-06-02,185.4600067138672
2023-06-05,184.99000549316406
2023-06-06,184.6999969482422
2023-06-07,183.25
2023-06-08,185.5
2023-06-09,185.80999755859375
2023-06-12,189.9600067138672
2023-06-13,191.22000122070312
2023-06-14,192.1999969482422
2023-06-15,193.72000122070312
2023-06-16,191.80999755859375
2023-06-20,191.1699981689453
2023-06-21,189.7100067138672
2023-06-22,190.39999389648438
2023-06-23,187.92999267578125
2023-06-26,186.1999969482422
2023-06-27,189.8000030517578
2023-06-28,191.8300018310547
2023-06-29,195.16000366210938
2023-06-30,199.8800048828125
2023-07-03,197.00999450683594
2023-07-05,194.3800048828125
2023-07-06,193.16000366210938
2023-07-07,192.42999267578125
2023-07-10,195.1999969482422
2023-07-11,197.27000427246094
2023-07-12,198.5399932861328
2023-07-13,199.75
2023-07-14,200.8699951171875
2023-07-17,204.39999389648438
2023-07-18,205.52999877929688
2023-07-19,207.85000610351562
2023-07-20,204.27000427246094
2023-07-21,193.97000122070312
2023-07-24,192.1699981689453
2023-07-25,193.32000732421875
2023-07-26,188.49000549316406
2023-07-27,188.08999633789062
2023-07-28,186.4199981689453
2023-07-31,190.6199951171875
2023-08-01,191.58999633789062
2023-08-02,188.05999755859375
2023-08-03,187.86000061035156
2023-08-04,186.8300018310547
2023-08-07,189.1699981689453
2023-08-08,185.77000427246094
2023-08-09,185.02000427246094
2023-08-10,186.69000244140625
2023-08-11,191.4499969482422
2023-08-14,192.35000610351562
2023-08-15,191.24000549316406
2023-08-16,189.86000061035156
2023-08-17,185.19000244140625
2023-08-18,185.92999267578125
2023-08-21,187.08999633789062
2023-08-22,190.2100067138672
2023-08-23,194.33999633789062
2023-08-24,189.9499969482422
2023-08-25,192.36000061035156
2023-08-28,193.80999755859375
2023-08-29,200.41000366210938
2023-08-30,203.27000427246094
2023-08-31,202.6199951171875
2023-09-01,201.1999969482422
2023-09-05,199.8699951171875
2023-09-06,201.02000427246094
2023-09-07,200.55999755859375
2023-09-08,200.47999572753906
2023-09-11,203.0
2023-09-12,199.13999938964844
2023-09-13,199.63999938964844
2023-09-14,202.8800048828125
2023-09-15,198.8800048828125
2023-09-18,201.9600067138672
2023-09-19,202.52999877929688
2023-09-20,202.72999572753906
2023-09-21,193.1699981689453
2023-09-22,194.4499969482422
2023-09-25,195.9600067138672
2023-09-26,193.25999450683594
2023-09-27,195.0800018310547
2023-09-28,197.1699981689453
2023-09-29,197.66000366210938
2023-10-02,198.86000061035156
2023-10-03,195.1300048828125
2023-10-04,199.33999633789062
2023-10-05,199.50999450683594
2023-10-06,206.85000610351562
2023-10-09,208.2100067138672
2023-10-10,209.69000244140625
2023-10-11,209.49000549316406
2023-10-12,204.72000122070312
2023-10-13,200.49000549316406
2023-10-16,204.6199951171875
2023-10-17,206.9199981689453
2023-10-18,201.64999389648438
2023-10-19,196.25999450683594
2023-10-20,190.4499969482422
2023-10-23,184.39999389648438
2023-10-24,189.5800018310547
2023-10-25,193.05999755859375
2023-10-26,191.9199981689453
2023-10-27,188.49000549316406
2023-10-30,189.25999450683594
2023-10-31,194.97999572753906
2023-11-01,198.13999938964844
2023-11-02,200.88999938964844
2023-11-03,208.86000061035156
2023-11-06,208.9499969482422
2023-11-07,211.69000244140625
2023-11-08,211.83999633789062
2023-11-09,206.8300018310547
2023-11-10,214.36000061035156
2023-11-13,214.02000427246094
2023-11-14,221.50999450683594
2023-11-15,221.3300018310547
2023-11-16,221.25
2023-11-17,221.86000061035156
2023-11-20,222.4199981689453
2023-11-21,223.2899932861328
2023-11-22,222.0
2023-11-24,223.13999938964844
2023-11-27,224.61000061035156
2023-11-28,224.6699981689453
2023-11-29,223.61000061035156
2023-11-30,223.0500030517578
2023-12-01,227.9199981689453
2023-12-04,227.75
2023-12-05,227.17999267578125
2023-12-06,224.67999267578125
2023-12-07,222.6199951171875
2023-12-08,221.74000549316406
2023-12-11,222.58999633789062
2023-12-12,224.75999450683594
2023-12-13,224.77000427246094
2023-12-14,215.9499969482422
2023-12-15,214.19000244140625
2023-12-18,218.5399932861328
2023-12-19,221.92999267578125
2023-12-20,217.9499969482422
2023-12-21,219.8300018310547
2023-12-22,220.1999969482422
2023-12-26,219.32000732421875
2023-12-27,216.44000244140625
2023-12-28,216.5800018310547
2023-12-29,215.32000732421875
2024-01-02,206.77000427246094
2024-01-03,204.44000244140625
2024-01-04,200.57000732421875
2024-01-05,199.3699951171875
2024-01-08,202.25
2024-01-09,204.00999450683594
2024-01-10,207.08999633789062
2024-01-11,207.10000610351562
2024-01-12,210.60000610351562
2024-01-16,216.24000549316406
2024-01-17,216.55999755859375
2024-01-18,217.57000732421875
2024-01-19,221.41000366210938
2024-01-22,224.38999938964844
2024-01-23,222.77000427246094
2024-01-24,221.14999389648438
2024-01-25,218.27999877929688
2024-01-26,219.75999450683594
2024-01-29,225.9199981689453
2024-01-30,223.77999877929688
2024-01-31,242.55999755859375
2024-02-01,249.07000732421875
2024-02-02,250.55999755859375
2024-02-05,249.14999389648438
2024-02-06,247.52000427246094
2024-02-07,245.72999572753906
2024-02-08,247.02000427246094
2024-02-09,250.5
2024-02-12,245.72999572753906
2024-02-13,245.75
2024-02-14,248.8000030517578
2024-02-15,247.39999389648438
2024-02-16,243.80999755859375
2024-02-20,242.8800048828125
2024-02-21,241.5800018310547
2024-02-22,248.2899932861328
2024-02-23,248.89999389648438
2024-02-26,250.08999633789062
2024-02-27,250.47000122070312
2024-02-28,254.00999450683594
2024-02-29,253.3300018310547
2024-03-01,256.75
2024-03-04,255.38999938964844
2024-03-05,252.3300018310547
2024-03-06,254.75999450683594
2024-03-07,266.0299987792969
2024-03-08,257.5
2024-03-11,255.5
2024-03-12,256.19000244140625
2024-03-13,251.6699981689453
2024-03-14,250.6699981689453
2024-03-15,247.0
2024-03-18,247.0
2024-03-19,247.60000610351562
2024-03-20,251.13999938964844
2024-03-21,252.9199981689453
2024-03-22,250.83999633789062
2024-03-25,248.50999450683594
2024-03-26,249.5800018310547
2024-03-27,249.72999572753906
2024-03-28,250.22999572753906
2024-04-01,247.6699981689453
2024-04-02,242.75999450683594
2024-04-03,241.6999969482422
2024-04-04,242.02999877929688
2024-04-05,243.50999450683594
2024-04-08,242.08999633789062
2024-04-09,242.17999267578125
2024-04-10,238.3000030517578
2024-04-11,239.66000366210938
2024-04-12,237.80999755859375
2024-04-15,230.49000549316406
2024-04-16,231.16000366210938
2024-04-17,228.42999267578125
2024-04-18,230.44000244140625
2024-04-19,226.33999633789062
2024-04-22,228.32000732421875
2024-04-23,230.6300048828125
2024-04-24,206.32000732421875
2024-04-25,208.3000030517578
2024-04-26,209.02000427246094
2024-04-29,209.8300018310547
2024-04-30,206.05999755859375
2024-05-01,207.77000427246094
2024-05-02,208.83999633789062
2024-05-03,210.75999450683594
2024-05-06,213.38999938964844
2024-05-07,216.63999938964844
2024-05-08,214.6199951171875
2024-05-09,217.22999572753906
2024-05-10,217.72999572753906
2024-05-13,213.6199951171875
2024-05-14,216.63999938964844
2024-05-15,223.4499969482422
2024-05-16,225.69000244140625
2024-05-17,228.77999877929688
2024-05-20,230.63999938964844
2024-05-21,225.6699981689453
2024-05-22,223.97999572753906
2024-05-23,225.35000610351562
2024-05-24,228.1300048828125
2024-05-28,225.7899932861328
2024-05-29,221.4600067138672
2024-05-30,216.36000061035156
2024-05-31,219.5399932861328
2024-06-03,214.5
2024-06-04,214.47999572753906
2024-06-05,220.08999633789062
2024-06-06,219.82000732421875
2024-06-07,220.5500030517578
2024-06-10,221.22999572753906
2024-06-11,226.30999755859375
2024-06-12,231.0500030517578
2024-06-13,229.13999938964844
2024-06-14,228.83999633789062
2024-06-17,232.75
2024-06-18,237.3699951171875
2024-06-20,233.05999755859375
2024-06-21,240.11000061035156
2024-06-24,241.47999572753906
2024-06-25,239.77999877929688
2024-06-26,241.7899932861328
2024-06-27,251.2100067138672
2024-06-28,246.67999267578125
2024-07-01,245.27999877929688
2024-07-02,245.66000366210938
2024-07-03,246.22000122070312
2024-07-05,247.8300018310547
2024-07-08,246.22000122070312
2024-07-09,242.1699981689453
2024-07-10,246.22999572753906
2024-07-11,241.1699981689453
2024-07-12,240.4199981689453
2024-07-15,241.13999938964844
2024-07-16,239.14999389648438
2024-07-17,223.8800048828125
2024-07-18,219.0500030517578
2024-07-19,218.58999633789062
2024-07-22,225.14999389648438
2024-07-23,226.0
2024-07-24,249.8300018310547
2024-07-25,246.8699951171875
2024-07-26,258.4599914550781
2024-07-29,255.88999938964844
2024-07-30,255.0
2024-07-31,255.3800048828125
2024-08-01,250.66000366210938
2024-08-02,243.92999267578125
2024-08-05,238.86000061035156
2024-08-06,241.08999633789062
2024-08-07,239.3300018310547
2024-08-08,248.08999633789062
2024-08-09,247.8000030517578
2024-08-12,247.07000732421875
2024-08-13,250.92999267578125
2024-08-14,249.80999755859375
2024-08-15,255.05999755859375
2024-08-16,255.9600067138672
2024-08-19,259.739990234375
2024-08-20,257.3500061035156
2024-08-21,261.44000244140625
2024-08-22,259.7099914550781
2024-08-23,262.510009765625
2024-08-26,261.3900146484375
2024-08-27,261.69000244140625
2024-08-28,259.0
2024-08-29,263.3599853515625
2024-08-30,264.42999267578125
2024-09-03,256.3900146484375
2024-09-04,256.7799987792969
2024-09-05,252.82000732421875
2024-09-06,250.66000366210938
2024-09-09,255.0800018310547
2024-09-10,259.489990234375
2024-09-11,268.1199951171875
2024-09-12,263.94000244140625
2024-09-13,263.739990234375
2024-09-16,270.3999938964844
2024-09-17,272.5400085449219
2024-09-18,269.20001220703125
2024-09-19,275.1700134277344
2024-09-20,275.94000244140625
2024-09-23,281.2799987792969
2024-09-24,286.0
2024-09-25,284.1300048828125
2024-09-26,283.80999755859375
2024-09-27,280.25
2024-09-30,281.3800048828125
2024-10-01,274.75
2024-10-02,277.3599853515625
2024-10-03,277.2799987792969
2024-10-04,282.4100036621094
2024-10-07,280.6700134277344
2024-10-08,286.2799987792969
2024-10-09,292.260009765625
2024-10-10,294.0
2024-10-11,299.5
2024-10-14,304.6400146484375
2024-10-15,301.3999938964844
2024-10-16,303.3599853515625
2024-10-17,304.5400085449219
2024-10-18,298.2799987792969
2024-10-21,295.5400085449219
2024-10-22,292.32000732421875
2024-10-23,271.3599853515625
2024-10-24,273.489990234375
2024-10-25,275.70001220703125
2024-10-28,275.3900146484375
2024-10-29,277.260009765625
2024-10-30,265.7900085449219
2024-10-31,263.3599853515625
2024-11-01,264.3500061035156
2024-11-04,266.6400146484375
2024-11-05,266.42999267578125
2024-11-06,281.0299987792969
2024-11-07,283.6700134277344
2024-11-08,283.4800109863281
2024-11-11,283.0799865722656
2024-11-12,284.3399963378906
2024-11-13,287.3900146484375
2024-11-14,279.75
2024-11-15,272.6199951171875
2024-11-18,271.6400146484375
2024-11-19,270.739990234375
2024-11-20,271.55999755859375
2024-11-21,271.8900146484375
