Date,AGNC
2022-06-21,10.720000267028809
2022-06-22,10.84000015258789
2022-06-23,11.170000076293945
2022-06-24,11.600000381469727
2022-06-27,11.569999694824219
2022-06-28,11.399999618530273
2022-06-29,11.149999618530273
2022-06-30,11.069999694824219
2022-07-01,11.479999542236328
2022-07-05,11.609999656677246
2022-07-06,11.359999656677246
2022-07-07,11.489999771118164
2022-07-08,11.420000076293945
2022-07-11,11.34000015258789
2022-07-12,11.420000076293945
2022-07-13,11.600000381469727
2022-07-14,11.430000305175781
2022-07-15,11.6899995803833
2022-07-18,11.609999656677246
2022-07-19,12.0
2022-07-20,12.119999885559082
2022-07-21,12.220000267028809
2022-07-22,12.149999618530273
2022-07-25,12.270000457763672
2022-07-26,12.119999885559082
2022-07-27,12.399999618530273
2022-07-28,12.569999694824219
2022-07-29,12.609999656677246
2022-08-01,12.670000076293945
2022-08-02,12.300000190734863
2022-08-03,12.380000114440918
2022-08-04,12.3100004196167
2022-08-05,12.25
2022-08-08,12.40999984741211
2022-08-09,12.4399995803833
2022-08-10,12.539999961853027
2022-08-11,12.680000305175781
2022-08-12,12.779999732971191
2022-08-15,12.789999961853027
2022-08-16,12.800000190734863
2022-08-17,12.720000267028809
2022-08-18,12.680000305175781
2022-08-19,12.510000228881836
2022-08-22,12.220000267028809
2022-08-23,12.319999694824219
2022-08-24,12.399999618530273
2022-08-25,12.529999732971191
2022-08-26,12.369999885559082
2022-08-29,12.3100004196167
2022-08-30,11.9399995803833
2022-08-31,11.949999809265137
2022-09-01,11.829999923706055
2022-09-02,11.770000457763672
2022-09-06,11.75
2022-09-07,11.920000076293945
2022-09-08,12.020000457763672
2022-09-09,11.90999984741211
2022-09-12,11.850000381469727
2022-09-13,11.550000190734863
2022-09-14,11.550000190734863
2022-09-15,11.1899995803833
2022-09-16,11.239999771118164
2022-09-19,11.270000457763672
2022-09-20,11.1899995803833
2022-09-21,11.029999732971191
2022-09-22,10.770000457763672
2022-09-23,10.420000076293945
2022-09-26,9.619999885559082
2022-09-27,9.079999923706055
2022-09-28,9.220000267028809
2022-09-29,8.680000305175781
2022-09-30,8.420000076293945
2022-10-03,8.520000457763672
2022-10-04,9.109999656677246
2022-10-05,8.5
2022-10-06,8.199999809265137
2022-10-07,7.869999885559082
2022-10-10,7.369999885559082
2022-10-11,8.170000076293945
2022-10-12,8.0
2022-10-13,8.039999961853027
2022-10-14,7.889999866485596
2022-10-17,7.960000038146973
2022-10-18,8.09000015258789
2022-10-19,7.909999847412109
2022-10-20,7.829999923706055
2022-10-21,7.739999771118164
2022-10-24,7.619999885559082
2022-10-25,7.909999847412109
2022-10-26,7.920000076293945
2022-10-27,7.889999866485596
2022-10-28,8.180000305175781
2022-10-31,8.220000267028809
2022-11-01,8.220000267028809
2022-11-02,8.15999984741211
2022-11-03,8.050000190734863
2022-11-04,8.350000381469727
2022-11-07,8.4399995803833
2022-11-08,8.5600004196167
2022-11-09,8.619999885559082
2022-11-10,9.449999809265137
2022-11-11,9.630000114440918
2022-11-14,9.359999656677246
2022-11-15,9.59000015258789
2022-11-16,9.460000038146973
2022-11-17,9.220000267028809
2022-11-18,9.130000114440918
2022-11-21,9.399999618530273
2022-11-22,9.5
2022-11-23,9.850000381469727
2022-11-25,10.020000457763672
2022-11-28,9.760000228881836
2022-11-29,9.710000038146973
2022-11-30,9.989999771118164
2022-12-01,10.069999694824219
2022-12-02,10.010000228881836
2022-12-05,9.819999694824219
2022-12-06,9.6899995803833
2022-12-07,9.829999923706055
2022-12-08,9.920000076293945
2022-12-09,9.899999618530273
2022-12-12,9.90999984741211
2022-12-13,10.170000076293945
2022-12-14,10.140000343322754
2022-12-15,10.239999771118164
2022-12-16,10.140000343322754
2022-12-19,10.180000305175781
2022-12-20,10.329999923706055
2022-12-21,10.579999923706055
2022-12-22,10.649999618530273
2022-12-23,10.710000038146973
2022-12-27,10.6899995803833
2022-12-28,10.40999984741211
2022-12-29,10.479999542236328
2022-12-30,10.350000381469727
2023-01-03,10.460000038146973
2023-01-04,10.630000114440918
2023-01-05,10.619999885559082
2023-01-06,10.850000381469727
2023-01-09,10.869999885559082
2023-01-10,10.979999542236328
2023-01-11,11.140000343322754
2023-01-12,11.279999732971191
2023-01-13,11.300000190734863
2023-01-17,11.210000038146973
2023-01-18,11.359999656677246
2023-01-19,11.369999885559082
2023-01-20,11.529999732971191
2023-01-23,11.579999923706055
2023-01-24,11.5
2023-01-25,11.380000114440918
2023-01-26,11.5
2023-01-27,11.680000305175781
2023-01-30,11.279999732971191
2023-01-31,11.600000381469727
2023-02-01,11.949999809265137
2023-02-02,12.140000343322754
2023-02-03,11.960000038146973
2023-02-06,11.510000228881836
2023-02-07,11.739999771118164
2023-02-08,11.729999542236328
2023-02-09,11.460000038146973
2023-02-10,11.350000381469727
2023-02-13,11.4399995803833
2023-02-14,11.40999984741211
2023-02-15,11.479999542236328
2023-02-16,11.470000267028809
2023-02-17,11.390000343322754
2023-02-21,11.119999885559082
2023-02-22,11.25
2023-02-23,11.319999694824219
2023-02-24,11.100000381469727
2023-02-27,10.890000343322754
2023-02-28,10.869999885559082
2023-03-01,10.59000015258789
2023-03-02,10.550000190734863
2023-03-03,10.710000038146973
2023-03-06,10.720000267028809
2023-03-07,10.59000015258789
2023-03-08,10.8100004196167
2023-03-09,10.449999809265137
2023-03-10,9.970000267028809
2023-03-13,9.960000038146973
2023-03-14,10.260000228881836
2023-03-15,9.890000343322754
2023-03-16,9.960000038146973
2023-03-17,9.739999771118164
2023-03-20,9.680000305175781
2023-03-21,9.850000381469727
2023-03-22,9.760000228881836
2023-03-23,9.630000114440918
2023-03-24,9.789999961853027
2023-03-27,9.890000343322754
2023-03-28,9.859999656677246
2023-03-29,9.930000305175781
2023-03-30,9.90999984741211
2023-03-31,10.079999923706055
2023-04-03,9.979999542236328
2023-04-04,10.149999618530273
2023-04-05,10.3100004196167
2023-04-06,10.289999961853027
2023-04-10,10.020000457763672
2023-04-11,10.039999961853027
2023-04-12,10.010000228881836
2023-04-13,10.0600004196167
2023-04-14,9.960000038146973
2023-04-17,10.069999694824219
2023-04-18,10.0
2023-04-19,10.0
2023-04-20,9.979999542236328
2023-04-21,10.050000190734863
2023-04-24,10.050000190734863
2023-04-25,9.75
2023-04-26,9.779999732971191
2023-04-27,9.779999732971191
2023-04-28,9.90999984741211
2023-05-01,9.569999694824219
2023-05-02,9.239999771118164
2023-05-03,9.40999984741211
2023-05-04,9.25
2023-05-05,9.470000267028809
2023-05-08,9.5
2023-05-09,9.359999656677246
2023-05-10,9.34000015258789
2023-05-11,9.34000015258789
2023-05-12,9.170000076293945
2023-05-15,9.119999885559082
2023-05-16,9.020000457763672
2023-05-17,9.1899995803833
2023-05-18,9.279999732971191
2023-05-19,9.210000038146973
2023-05-22,9.170000076293945
2023-05-23,9.010000228881836
2023-05-24,8.869999885559082
2023-05-25,8.75
2023-05-26,9.109999656677246
2023-05-30,9.270000457763672
2023-05-31,9.1899995803833
2023-06-01,9.449999809265137
2023-06-02,9.470000267028809
2023-06-05,9.489999771118164
2023-06-06,9.65999984741211
2023-06-07,9.680000305175781
2023-06-08,9.729999542236328
2023-06-09,9.789999961853027
2023-06-12,10.029999732971191
2023-06-13,10.140000343322754
2023-06-14,10.119999885559082
2023-06-15,10.25
2023-06-16,10.210000038146973
2023-06-20,10.130000114440918
2023-06-21,10.180000305175781
2023-06-22,10.130000114440918
2023-06-23,9.9399995803833
2023-06-26,10.15999984741211
2023-06-27,10.289999961853027
2023-06-28,10.319999694824219
2023-06-29,10.149999618530273
2023-06-30,10.130000114440918
2023-07-03,9.970000267028809
2023-07-05,9.789999961853027
2023-07-06,9.470000267028809
2023-07-07,9.760000228881836
2023-07-10,9.970000267028809
2023-07-11,9.949999809265137
2023-07-12,10.149999618530273
2023-07-13,10.25
2023-07-14,10.130000114440918
2023-07-17,10.210000038146973
2023-07-18,10.260000228881836
2023-07-19,10.3100004196167
2023-07-20,10.140000343322754
2023-07-21,10.100000381469727
2023-07-24,10.260000228881836
2023-07-25,10.399999618530273
2023-07-26,10.5
2023-07-27,10.220000267028809
2023-07-28,10.329999923706055
2023-07-31,10.1899995803833
2023-08-01,10.109999656677246
2023-08-02,10.039999961853027
2023-08-03,9.710000038146973
2023-08-04,9.90999984741211
2023-08-07,9.970000267028809
2023-08-08,10.029999732971191
2023-08-09,9.989999771118164
2023-08-10,9.979999542236328
2023-08-11,9.850000381469727
2023-08-14,9.680000305175781
2023-08-15,9.609999656677246
2023-08-16,9.550000190734863
2023-08-17,9.449999809265137
2023-08-18,9.479999542236328
2023-08-21,9.510000228881836
2023-08-22,9.460000038146973
2023-08-23,9.680000305175781
2023-08-24,9.710000038146973
2023-08-25,9.760000228881836
2023-08-28,9.989999771118164
2023-08-29,10.119999885559082
2023-08-30,9.850000381469727
2023-08-31,9.90999984741211
2023-09-01,9.960000038146973
2023-09-05,9.760000228881836
2023-09-06,9.680000305175781
2023-09-07,9.630000114440918
2023-09-08,9.6899995803833
2023-09-11,9.829999923706055
2023-09-12,9.770000457763672
2023-09-13,9.930000305175781
2023-09-14,10.09000015258789
2023-09-15,10.069999694824219
2023-09-18,10.170000076293945
2023-09-19,10.119999885559082
2023-09-20,10.109999656677246
2023-09-21,9.779999732971191
2023-09-22,9.8100004196167
2023-09-25,9.670000076293945
2023-09-26,9.449999809265137
2023-09-27,9.380000114440918
2023-09-28,9.399999618530273
2023-09-29,9.4399995803833
2023-10-02,9.109999656677246
2023-10-03,8.920000076293945
2023-10-04,8.789999961853027
2023-10-05,9.0
2023-10-06,8.930000305175781
2023-10-09,9.09000015258789
2023-10-10,9.119999885559082
2023-10-11,9.180000305175781
2023-10-12,8.930000305175781
2023-10-13,8.779999732971191
2023-10-16,8.90999984741211
2023-10-17,8.850000381469727
2023-10-18,8.579999923706055
2023-10-19,8.260000228881836
2023-10-20,8.199999809265137
2023-10-23,8.109999656677246
2023-10-24,7.539999961853027
2023-10-25,6.980000019073486
2023-10-26,7.130000114440918
2023-10-27,7.0
2023-10-30,6.940000057220459
2023-10-31,7.380000114440918
2023-11-01,7.760000228881836
2023-11-02,8.15999984741211
2023-11-03,8.350000381469727
2023-11-06,8.34000015258789
2023-11-07,8.460000038146973
2023-11-08,8.510000228881836
2023-11-09,8.270000457763672
2023-11-10,8.399999618530273
2023-11-13,8.4399995803833
2023-11-14,8.670000076293945
2023-11-15,8.670000076293945
2023-11-16,8.680000305175781
2023-11-17,8.699999809265137
2023-11-20,8.770000457763672
2023-11-21,8.819999694824219
2023-11-22,8.789999961853027
2023-11-24,8.710000038146973
2023-11-27,8.720000267028809
2023-11-28,8.84000015258789
2023-11-29,8.949999809265137
2023-11-30,8.819999694824219
2023-12-01,9.050000190734863
2023-12-04,9.079999923706055
2023-12-05,9.0
2023-12-06,8.90999984741211
2023-12-07,8.960000038146973
2023-12-08,9.010000228881836
2023-12-11,8.920000076293945
2023-12-12,8.949999809265137
2023-12-13,9.369999885559082
2023-12-14,9.880000114440918
2023-12-15,9.729999542236328
2023-12-18,9.729999542236328
2023-12-19,9.850000381469727
2023-12-20,9.770000457763672
2023-12-21,9.920000076293945
2023-12-22,9.949999809265137
2023-12-26,10.069999694824219
2023-12-27,10.130000114440918
2023-12-28,10.0600004196167
2023-12-29,9.8100004196167
2024-01-02,9.65999984741211
2024-01-03,9.5
2024-01-04,9.390000343322754
2024-01-05,9.600000381469727
2024-01-08,9.960000038146973
2024-01-09,9.949999809265137
2024-01-10,9.930000305175781
2024-01-11,9.970000267028809
2024-01-12,10.069999694824219
2024-01-16,9.9399995803833
2024-01-17,9.699999809265137
2024-01-18,9.760000228881836
2024-01-19,9.789999961853027
2024-01-22,9.699999809265137
2024-01-23,9.75
2024-01-24,9.720000267028809
2024-01-25,9.819999694824219
2024-01-26,9.8100004196167
2024-01-29,9.920000076293945
2024-01-30,9.59000015258789
2024-01-31,9.479999542236328
2024-02-01,9.670000076293945
2024-02-02,9.550000190734863
2024-02-05,9.390000343322754
2024-02-06,9.479999542236328
2024-02-07,9.319999694824219
2024-02-08,9.350000381469727
2024-02-09,9.4399995803833
2024-02-12,9.539999961853027
2024-02-13,9.210000038146973
2024-02-14,9.25
2024-02-15,9.5600004196167
2024-02-16,9.479999542236328
2024-02-20,9.5
2024-02-21,9.479999542236328
2024-02-22,9.449999809265137
2024-02-23,9.510000228881836
2024-02-26,9.539999961853027
2024-02-27,9.569999694824219
2024-02-28,9.390000343322754
2024-02-29,9.5600004196167
2024-03-01,9.579999923706055
2024-03-04,9.5
2024-03-05,9.510000228881836
2024-03-06,9.579999923706055
2024-03-07,9.630000114440918
2024-03-08,9.729999542236328
2024-03-11,9.819999694824219
2024-03-12,9.84000015258789
2024-03-13,9.859999656677246
2024-03-14,9.619999885559082
2024-03-15,9.630000114440918
2024-03-18,9.600000381469727
2024-03-19,9.59000015258789
2024-03-20,9.739999771118164
2024-03-21,9.829999923706055
2024-03-22,9.779999732971191
2024-03-25,9.859999656677246
2024-03-26,9.739999771118164
2024-03-27,9.789999961853027
2024-03-28,9.899999618530273
2024-04-01,9.800000190734863
2024-04-02,9.699999809265137
2024-04-03,9.6899995803833
2024-04-04,9.649999618530273
2024-04-05,9.65999984741211
2024-04-08,9.699999809265137
2024-04-09,9.779999732971191
2024-04-10,9.319999694824219
2024-04-11,9.390000343322754
2024-04-12,9.3100004196167
2024-04-15,9.130000114440918
2024-04-16,8.960000038146973
2024-04-17,9.039999961853027
2024-04-18,9.0600004196167
2024-04-19,9.149999618530273
2024-04-22,9.199999809265137
2024-04-23,9.369999885559082
2024-04-24,9.359999656677246
2024-04-25,9.239999771118164
2024-04-26,9.329999923706055
2024-04-29,9.239999771118164
2024-04-30,9.149999618530273
2024-05-01,9.25
2024-05-02,9.300000190734863
2024-05-03,9.399999618530273
2024-05-06,9.539999961853027
2024-05-07,9.520000457763672
2024-05-08,9.529999732971191
2024-05-09,9.640000343322754
2024-05-10,9.65999984741211
2024-05-13,9.699999809265137
2024-05-14,9.760000228881836
2024-05-15,9.869999885559082
2024-05-16,9.890000343322754
2024-05-17,9.899999618530273
2024-05-20,9.8100004196167
2024-05-21,9.880000114440918
2024-05-22,9.770000457763672
2024-05-23,9.5600004196167
2024-05-24,9.640000343322754
2024-05-28,9.59000015258789
2024-05-29,9.470000267028809
2024-05-30,9.59000015258789
2024-05-31,9.59000015258789
2024-06-03,9.720000267028809
2024-06-04,9.720000267028809
2024-06-05,9.8100004196167
2024-06-06,9.729999542236328
2024-06-07,9.65999984741211
2024-06-10,9.65999984741211
2024-06-11,9.5600004196167
2024-06-12,9.729999542236328
2024-06-13,9.869999885559082
2024-06-14,9.789999961853027
2024-06-17,9.729999542236328
2024-06-18,9.729999542236328
2024-06-20,9.789999961853027
2024-06-21,9.760000228881836
2024-06-24,9.850000381469727
2024-06-25,9.760000228881836
2024-06-26,9.670000076293945
2024-06-27,9.640000343322754
2024-06-28,9.539999961853027
2024-07-01,9.479999542236328
2024-07-02,9.65999984741211
2024-07-03,9.6899995803833
2024-07-05,9.75
2024-07-08,9.680000305175781
2024-07-09,9.739999771118164
2024-07-10,9.899999618530273
2024-07-11,10.149999618530273
2024-07-12,10.449999809265137
2024-07-15,10.369999885559082
2024-07-16,10.510000228881836
2024-07-17,10.380000114440918
2024-07-18,10.289999961853027
2024-07-19,10.220000267028809
2024-07-22,10.25
2024-07-23,10.319999694824219
2024-07-24,9.9399995803833
2024-07-25,9.869999885559082
2024-07-26,10.050000190734863
2024-07-29,10.100000381469727
2024-07-30,10.149999618530273
2024-07-31,10.010000228881836
2024-08-01,10.079999923706055
2024-08-02,10.0600004196167
2024-08-05,9.779999732971191
2024-08-06,9.989999771118164
2024-08-07,9.949999809265137
2024-08-08,10.069999694824219
2024-08-09,10.09000015258789
2024-08-12,9.949999809265137
2024-08-13,10.0
2024-08-14,10.0
2024-08-15,10.039999961853027
2024-08-16,10.100000381469727
2024-08-19,10.15999984741211
2024-08-20,10.119999885559082
2024-08-21,10.149999618530273
2024-08-22,10.100000381469727
2024-08-23,10.1899995803833
2024-08-26,10.3100004196167
2024-08-27,10.260000228881836
2024-08-28,10.279999732971191
2024-08-29,10.279999732971191
2024-08-30,10.210000038146973
2024-09-03,10.210000038146973
2024-09-04,10.170000076293945
2024-09-05,10.25
2024-09-06,10.210000038146973
2024-09-09,10.210000038146973
2024-09-10,10.260000228881836
2024-09-11,10.180000305175781
2024-09-12,10.229999542236328
2024-09-13,10.350000381469727
2024-09-16,10.550000190734863
2024-09-17,10.5600004196167
2024-09-18,10.65999984741211
2024-09-19,10.5600004196167
2024-09-20,10.489999771118164
2024-09-23,10.350000381469727
2024-09-24,10.470000267028809
2024-09-25,10.369999885559082
2024-09-26,10.399999618530273
2024-09-27,10.529999732971191
2024-09-30,10.460000038146973
2024-10-01,10.270000457763672
2024-10-02,10.300000190734863
2024-10-03,10.3100004196167
2024-10-04,10.319999694824219
2024-10-07,10.149999618530273
2024-10-08,10.3100004196167
2024-10-09,10.300000190734863
2024-10-10,10.369999885559082
2024-10-11,10.3100004196167
2024-10-14,10.369999885559082
2024-10-15,10.449999809265137
2024-10-16,10.489999771118164
2024-10-17,10.460000038146973
2024-10-18,10.600000381469727
2024-10-21,10.380000114440918
2024-10-22,10.010000228881836
2024-10-23,9.9399995803833
2024-10-24,9.9399995803833
2024-10-25,9.930000305175781
2024-10-28,9.640000343322754
2024-10-29,9.539999961853027
2024-10-30,9.609999656677246
2024-10-31,9.3100004196167
2024-11-01,9.3100004196167
2024-11-04,9.350000381469727
2024-11-05,9.520000457763672
2024-11-06,9.380000114440918
2024-11-07,9.520000457763672
2024-11-08,9.65999984741211
2024-11-11,9.680000305175781
2024-11-12,9.470000267028809
2024-11-13,9.520000457763672
2024-11-14,9.510000228881836
2024-11-15,9.579999923706055
2024-11-18,9.670000076293945
2024-11-19,9.670000076293945
2024-11-20,9.649999618530273
2024-11-21,9.699999809265137
